JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
3722,Master's Degree,,Merit,
3723,A/L,Technology,Distinction,
3723,O/L,General,Merit,
3724,O/L,Commerce,Pass,
3724,Bachelor's Degree,Commerce,Distinction,
3725,Bachelor's Degree,General,Distinction,
3725,O/L,Technology,Distinction,
3726,O/L,Science,,
3726,Bachelor's Degree,Arts,Pass,
3727,A/L,Technology,Pass,
3727,Bachelor's Degree,Science,Merit,
3728,Master's Degree,Arts,,
3728,Bachelor's Degree,General,Merit,
3729,Master's Degree,Technology,Distinction,
3730,Bachelor's Degree,,Pass,
3730,Master's Degree,General,Merit,
3731,A/L,Arts,Merit,
3731,O/L,,Pass,
3731,Bachelor's Degree,Science,Pass,
3732,Bachelor's Degree,General,Pass,
3732,A/L,,Merit,
3733,O/L,Science,Merit,
3733,A/L,Technology,,
3734,Bachelor's Degree,General,,
3734,A/L,Science,Merit,
3734,O/L,Science,Pass,
3735,Bachelor's Degree,Commerce,Pass,
3735,Master's Degree,Commerce,Distinction,
3736,Master's Degree,Science,Pass,
3736,Bachelor's Degree,General,,
3736,A/L,General,Pass,
3737,A/L,Commerce,,
3737,Master's Degree,,,
3737,O/L,,Merit,
3738,O/L,,,
3738,Bachelor's Degree,,Merit,
3738,Master's Degree,Commerce,Pass,
3739,Bachelor's Degree,General,Pass,
3739,Master's Degree,Technology,Pass,
3740,Master's Degree,General,Merit,
3740,O/L,Arts,Distinction,
3741,O/L,General,,
3741,Bachelor's Degree,Commerce,Pass,
3741,A/L,General,Merit,
3742,Bachelor's Degree,Science,Pass,
3742,A/L,General,Distinction,
3743,Master's Degree,General,,
3743,O/L,General,Distinction,
3743,A/L,Commerce,Pass,
3744,Master's Degree,Arts,Merit,
3745,Bachelor's Degree,Arts,Merit,
3745,O/L,,,
3745,A/L,Science,Merit,
3746,A/L,Arts,Distinction,
3746,Bachelor's Degree,General,Pass,
3747,A/L,Commerce,Pass,
3747,Master's Degree,Commerce,Merit,
3748,A/L,Arts,Merit,
3748,Bachelor's Degree,Arts,,
3749,A/L,Commerce,Merit,
3749,Bachelor's Degree,General,Merit,
3749,Master's Degree,General,Distinction,
3750,Master's Degree,Science,,
3751,Bachelor's Degree,Commerce,Merit,
3752,Master's Degree,General,Merit,
3752,O/L,,Distinction,
3753,O/L,Science,,
3753,Master's Degree,Technology,Merit,
3754,O/L,Arts,Pass,
3755,A/L,General,Pass,
3755,Bachelor's Degree,Commerce,Distinction,
3756,O/L,Arts,,
3756,Master's Degree,Commerce,Pass,
3757,Master's Degree,Technology,Distinction,
3758,Bachelor's Degree,General,,
3758,A/L,Science,Distinction,
3759,A/L,Technology,Pass,
3760,Bachelor's Degree,Arts,Pass,
3760,A/L,Commerce,Merit,
3761,A/L,Commerce,Pass,
3762,O/L,,Merit,
3762,Bachelor's Degree,General,,
3763,Master's Degree,Technology,Pass,
3763,O/L,Science,Distinction,
3763,A/L,Science,,
3764,Bachelor's Degree,,,
3765,Master's Degree,Arts,Pass,
3765,A/L,General,Pass,
3766,O/L,Arts,Pass,
3767,Bachelor's Degree,,Distinction,
3767,O/L,Commerce,Merit,
3768,A/L,,,
3769,Master's Degree,Arts,,
3770,Master's Degree,Technology,Pass,
3770,A/L,General,Pass,
3771,A/L,Science,Pass,
3771,Bachelor's Degree,Technology,,
3771,Master's Degree,Science,Merit,
3772,Master's Degree,General,Pass,
3773,Bachelor's Degree,Arts,Distinction,
3774,Master's Degree,,Merit,
3774,Bachelor's Degree,,Distinction,
3775,Master's Degree,Science,Pass,
3775,A/L,Science,Distinction,
3776,Bachelor's Degree,Science,,
3776,O/L,Science,Merit,
3777,O/L,Science,Distinction,
3777,A/L,,,
3777,Bachelor's Degree,Commerce,Distinction,
3778,Bachelor's Degree,Commerce,,
3779,Bachelor's Degree,Science,Distinction,
3779,Master's Degree,General,Distinction,
3780,A/L,Technology,Merit,
3780,O/L,Science,Pass,
3780,Master's Degree,General,Distinction,
3781,Bachelor's Degree,,Merit,
3781,A/L,Arts,Merit,
3781,O/L,Commerce,Merit,
3782,Master's Degree,,,
3782,A/L,,Distinction,
3783,A/L,,Merit,
3783,Master's Degree,Technology,,
3784,O/L,General,Distinction,
3784,Bachelor's Degree,Commerce,Pass,
3785,A/L,Science,,
3785,Master's Degree,,Distinction,
3786,Bachelor's Degree,General,Distinction,
3787,Master's Degree,General,Merit,
3787,Bachelor's Degree,Science,,
3788,O/L,Commerce,Pass,
3788,Bachelor's Degree,Commerce,Merit,
3789,O/L,,,
3790,O/L,Arts,Pass,
3791,O/L,Arts,Pass,
3791,Bachelor's Degree,Arts,,
3791,Master's Degree,Science,Pass,
3792,Master's Degree,,Merit,
3792,Bachelor's Degree,Commerce,Distinction,
3793,Bachelor's Degree,General,,
3794,Bachelor's Degree,Commerce,Merit,
3795,Bachelor's Degree,General,Pass,
3796,Bachelor's Degree,Arts,Pass,
3796,Master's Degree,General,Distinction,
3797,Bachelor's Degree,Commerce,Merit,
3797,A/L,Commerce,Pass,
3797,O/L,Technology,Pass,
3798,Master's Degree,Commerce,,
3798,O/L,,Pass,
3799,Bachelor's Degree,Commerce,Merit,
3800,Master's Degree,General,Distinction,
3801,O/L,Technology,,
3801,A/L,General,Merit,
3801,Master's Degree,,Pass,
3802,Master's Degree,Science,Pass,
3802,Bachelor's Degree,General,Pass,
3802,O/L,Commerce,Merit,
3803,Master's Degree,Arts,Distinction,
3803,A/L,Arts,Pass,
3803,Bachelor's Degree,Commerce,Distinction,
3804,Master's Degree,Technology,Merit,
3805,A/L,Technology,Distinction,
3805,O/L,Technology,Merit,
3806,Master's Degree,Arts,Merit,
3806,O/L,,Pass,
3807,O/L,General,,
3807,A/L,Arts,Pass,
3808,Master's Degree,Science,,
3809,Bachelor's Degree,Technology,,
3810,O/L,General,Distinction,
3811,O/L,,Pass,
3812,Bachelor's Degree,General,Pass,
3813,Bachelor's Degree,General,Merit,
3814,O/L,Commerce,,
3815,O/L,,Pass,
3816,O/L,Science,Distinction,
3816,Master's Degree,,Merit,
3816,A/L,Science,,
3817,O/L,Commerce,Merit,
3817,A/L,,Pass,
3817,Master's Degree,,Merit,
3818,Bachelor's Degree,General,Merit,
3819,A/L,Commerce,Merit,
3819,Master's Degree,,,
3819,O/L,General,Distinction,
3820,A/L,Science,,
3820,O/L,Arts,Merit,
3820,Bachelor's Degree,,,
3821,Bachelor's Degree,Technology,Pass,
3822,A/L,Science,,
3822,Bachelor's Degree,General,Distinction,
3823,Master's Degree,,,
3823,A/L,,Pass,
3823,Bachelor's Degree,General,Pass,
3824,Master's Degree,Science,Distinction,
3824,A/L,Technology,Pass,
3825,O/L,Science,Pass,
3826,Bachelor's Degree,,Pass,
3827,Bachelor's Degree,Technology,Pass,
3828,Bachelor's Degree,,,
3828,Master's Degree,Arts,Distinction,
3828,O/L,Commerce,Pass,
3829,O/L,Technology,Pass,
3829,Bachelor's Degree,General,Merit,
3830,Master's Degree,Technology,,
3831,Bachelor's Degree,,,
3831,A/L,Arts,Merit,
3832,Bachelor's Degree,General,Merit,
3832,O/L,General,Pass,
3832,A/L,Science,Pass,
3833,A/L,Technology,Pass,
3833,Bachelor's Degree,,Distinction,
3834,O/L,Commerce,,
3834,Master's Degree,Arts,Merit,
3834,A/L,Science,Merit,
3835,A/L,Science,Pass,
3835,Master's Degree,General,,
3836,O/L,,Distinction,
3836,Master's Degree,Arts,Pass,
3836,Bachelor's Degree,Science,Distinction,
3837,Bachelor's Degree,Technology,Pass,
3837,A/L,Technology,Pass,
3838,Master's Degree,Technology,,
3838,O/L,Science,Distinction,
3839,Bachelor's Degree,Science,Distinction,
3840,A/L,Science,Merit,
3840,O/L,Technology,Distinction,
3840,Bachelor's Degree,,Merit,
3841,O/L,General,Merit,
3841,Bachelor's Degree,Arts,Pass,
3841,Master's Degree,Technology,Merit,
3842,Master's Degree,Technology,,
3843,Bachelor's Degree,General,Pass,
3843,O/L,General,,
3843,Master's Degree,Technology,,
3844,O/L,Commerce,Pass,
3844,A/L,Commerce,,
3844,Master's Degree,Arts,Pass,
3845,Bachelor's Degree,Science,Distinction,
3846,Master's Degree,Science,Merit,
3847,Bachelor's Degree,,Distinction,
3848,A/L,Technology,Pass,
3849,A/L,,Merit,
3849,Master's Degree,Commerce,Distinction,
3849,Bachelor's Degree,Arts,,
3850,O/L,General,,
3850,Bachelor's Degree,Technology,Pass,
3850,A/L,General,Pass,
3851,A/L,Science,Distinction,
3851,Bachelor's Degree,Arts,Distinction,
3851,O/L,Science,Merit,
3852,A/L,Technology,Pass,
3852,Master's Degree,Commerce,Pass,
3852,Bachelor's Degree,Commerce,Pass,
3853,O/L,Science,Pass,
3853,A/L,General,,
3854,A/L,Technology,Pass,
3855,Bachelor's Degree,,Pass,
3856,Master's Degree,Science,Pass,
3857,Master's Degree,,Distinction,
3857,O/L,Science,,
3857,Bachelor's Degree,Technology,Pass,
3858,O/L,Commerce,Merit,
3859,Bachelor's Degree,Science,Distinction,
3860,A/L,Commerce,,
3861,A/L,General,Pass,
3861,Master's Degree,Technology,Merit,
3862,O/L,Arts,Distinction,
3863,Bachelor's Degree,Commerce,Merit,
3863,A/L,,Pass,
3863,O/L,Technology,Distinction,
3864,Master's Degree,,Pass,
3865,Bachelor's Degree,Arts,Distinction,
3865,O/L,,,
3865,Master's Degree,Science,Pass,
3866,Bachelor's Degree,General,Pass,
3866,Master's Degree,Arts,Distinction,
3866,A/L,General,Merit,
3867,A/L,Commerce,Distinction,
3867,Master's Degree,,Pass,
3868,A/L,Commerce,Merit,
3868,O/L,General,Distinction,
3869,Master's Degree,Arts,Pass,
3869,Bachelor's Degree,Science,Merit,
3870,Bachelor's Degree,Technology,,
3871,A/L,Commerce,Distinction,
3871,O/L,Commerce,Pass,
3872,A/L,Commerce,Distinction,
3872,Master's Degree,,Distinction,
3872,O/L,,Distinction,
3873,Master's Degree,General,Merit,
3874,A/L,Arts,Distinction,
3874,Bachelor's Degree,General,,
3875,Master's Degree,Technology,Distinction,
3875,Bachelor's Degree,Science,Distinction,
3875,O/L,,Pass,
3876,O/L,Technology,,
3877,Master's Degree,General,Pass,
3878,Bachelor's Degree,Science,Merit,
3879,O/L,Science,,
3880,A/L,Technology,Distinction,
3880,Master's Degree,Arts,Distinction,
3881,O/L,General,Pass,
3882,A/L,Science,Merit,
3883,Bachelor's Degree,Commerce,Distinction,
3884,A/L,,Distinction,
3884,Master's Degree,Science,Pass,
3885,Bachelor's Degree,,Distinction,
3885,Master's Degree,General,Distinction,
3885,O/L,,Pass,
3886,A/L,Technology,Distinction,
3887,Master's Degree,,,
3887,A/L,General,,
3887,Bachelor's Degree,Commerce,Merit,
3888,O/L,Arts,Pass,
3889,Master's Degree,General,Distinction,
3890,Master's Degree,General,Pass,
3890,Bachelor's Degree,,Merit,
3890,A/L,Technology,Merit,
3891,O/L,Technology,,
3892,Master's Degree,Arts,Distinction,
3892,O/L,Arts,,
3892,A/L,,Merit,
3893,Master's Degree,Commerce,Pass,
3893,A/L,Science,,
3894,O/L,Commerce,Distinction,
3894,Bachelor's Degree,General,Distinction,
3895,Master's Degree,,,
3895,A/L,,Pass,
3896,Master's Degree,Arts,Merit,
3896,A/L,Technology,Merit,
3897,O/L,Technology,Distinction,
3897,A/L,Science,Merit,
3897,Bachelor's Degree,Technology,Merit,
3898,A/L,,Pass,
3899,A/L,Arts,,
3900,A/L,,Pass,
3900,Bachelor's Degree,Commerce,Distinction,
3900,Master's Degree,,Merit,
3901,O/L,Technology,Merit,
3902,O/L,Arts,,
3902,A/L,General,Distinction,
3902,Master's Degree,Technology,Distinction,
3903,Bachelor's Degree,Technology,,
3904,Master's Degree,Science,,
3904,Bachelor's Degree,General,Distinction,
3905,A/L,General,,
3905,O/L,Commerce,Pass,
3906,Bachelor's Degree,Technology,Distinction,
3906,A/L,Science,Distinction,
3907,A/L,Commerce,Distinction,
3908,O/L,Arts,Distinction,
3908,Master's Degree,Technology,,
3909,Bachelor's Degree,Commerce,Distinction,
3909,Master's Degree,Science,Pass,
3909,O/L,General,Pass,
3910,Bachelor's Degree,Technology,Distinction,
3910,A/L,Technology,Pass,
3910,O/L,,Distinction,
3911,A/L,Technology,Distinction,
3912,Master's Degree,Science,Distinction,
3913,Master's Degree,General,Distinction,
3914,Master's Degree,,,
3915,O/L,General,Distinction,
3915,Bachelor's Degree,Technology,Merit,
3915,A/L,General,Distinction,
3916,Bachelor's Degree,Technology,Distinction,
3916,O/L,,Pass,
3916,A/L,Arts,Merit,
3917,O/L,Technology,,
3917,A/L,Science,,
3917,Master's Degree,,Merit,
3918,O/L,General,Pass,
3918,A/L,Science,Pass,
3919,O/L,Technology,Merit,
3920,Master's Degree,Technology,Distinction,
3920,O/L,Commerce,Pass,
3920,Bachelor's Degree,,Pass,
3921,O/L,Technology,Distinction,
3922,Master's Degree,General,Merit,
3923,O/L,Technology,Pass,
3923,A/L,General,,
3924,O/L,,Pass,
3924,Master's Degree,Science,Merit,
3925,A/L,,Pass,
3926,Bachelor's Degree,Technology,Distinction,
3927,Master's Degree,Technology,Merit,
3928,A/L,Technology,Merit,
3928,O/L,General,Pass,
3929,Bachelor's Degree,,Distinction,
3929,Master's Degree,Commerce,Merit,
3930,Master's Degree,,Distinction,
3931,O/L,,Pass,
3931,Master's Degree,Technology,Distinction,
3932,O/L,Commerce,Distinction,
3932,Bachelor's Degree,Science,Distinction,
3932,A/L,Science,Distinction,
3933,Bachelor's Degree,Technology,,
3933,Master's Degree,General,,
3934,Bachelor's Degree,Science,Pass,
3935,O/L,General,Merit,
3935,A/L,Technology,Pass,
3936,Bachelor's Degree,General,Pass,
3936,O/L,Arts,Merit,
3936,Master's Degree,Science,,
3937,Master's Degree,Commerce,,
3938,O/L,Technology,Pass,
3938,Master's Degree,Science,,
3938,A/L,General,Distinction,
3939,A/L,,Distinction,
3940,Bachelor's Degree,Science,Pass,
3940,O/L,Commerce,Pass,
3941,O/L,Arts,Distinction,
3941,Master's Degree,,Merit,
3941,A/L,,Distinction,
3942,O/L,General,Distinction,
3942,Master's Degree,,,
3943,Bachelor's Degree,Science,Distinction,
3943,Master's Degree,General,,
3943,O/L,Arts,Pass,
3944,Master's Degree,General,Pass,
3944,A/L,General,Distinction,
3945,O/L,Arts,Pass,
3945,Bachelor's Degree,,,
3945,A/L,General,,
3946,A/L,Commerce,,
3946,Master's Degree,Science,Merit,
3946,O/L,Technology,,
3947,O/L,Science,,
3947,Master's Degree,Arts,Pass,
3948,A/L,Technology,Pass,
3949,O/L,Technology,Merit,
3949,A/L,Science,Merit,
3949,Master's Degree,Technology,Distinction,
3950,Master's Degree,Arts,Merit,
3950,O/L,Arts,Distinction,
3951,Master's Degree,Commerce,Merit,
3952,Bachelor's Degree,Commerce,Distinction,
3953,Bachelor's Degree,Technology,,
3954,A/L,Arts,Pass,
3954,O/L,Science,,
3955,O/L,Science,Distinction,
3956,Master's Degree,Technology,Pass,
3956,Bachelor's Degree,,Pass,
3957,A/L,Technology,,
3958,O/L,General,Distinction,
3959,Bachelor's Degree,General,,
3959,Master's Degree,Technology,Merit,
3960,A/L,Technology,,
3960,Master's Degree,Arts,Distinction,
3960,Bachelor's Degree,,Distinction,
3961,O/L,,Pass,
3961,Bachelor's Degree,Science,Merit,
3961,A/L,Technology,Pass,
3962,A/L,,Pass,
3963,Bachelor's Degree,,,
3963,Master's Degree,Science,Pass,
3963,A/L,Arts,,
3964,O/L,Arts,Distinction,
3964,A/L,Arts,,
3965,A/L,Arts,Merit,
3966,Master's Degree,Science,Merit,
3966,A/L,Technology,Pass,
3966,Bachelor's Degree,Science,Merit,
3967,Bachelor's Degree,Commerce,Merit,
3968,Bachelor's Degree,General,Distinction,
3968,A/L,Commerce,Distinction,
3969,A/L,Technology,,
3969,Bachelor's Degree,,Pass,
3969,O/L,Arts,Pass,
3970,O/L,General,Pass,
3970,Bachelor's Degree,General,Distinction,
3971,Bachelor's Degree,Arts,,
3971,Master's Degree,Arts,,
3971,O/L,,,
3972,A/L,General,Pass,
3972,Bachelor's Degree,Commerce,Merit,
3973,O/L,Commerce,Pass,
3973,A/L,Technology,Distinction,
3973,Master's Degree,Commerce,Merit,
3974,Master's Degree,Science,,
3975,A/L,Technology,Distinction,
3976,A/L,,Distinction,
3976,Master's Degree,Science,Distinction,
3976,O/L,,Merit,
3977,Bachelor's Degree,General,Distinction,
3978,A/L,Commerce,Distinction,
3978,Bachelor's Degree,General,Pass,
3979,Bachelor's Degree,Commerce,Pass,
3979,Master's Degree,,Merit,
3980,Bachelor's Degree,Science,,
3980,Master's Degree,Commerce,Merit,
3981,O/L,Technology,,
3982,A/L,Science,Distinction,
3982,Master's Degree,,Pass,
3983,Bachelor's Degree,,Distinction,
3983,O/L,Science,,
3984,O/L,Arts,Distinction,
3984,A/L,,Merit,
3985,O/L,Arts,Merit,
3985,A/L,Science,,
3986,A/L,Technology,Merit,
3986,O/L,,Pass,
3986,Bachelor's Degree,Technology,Pass,
3987,A/L,General,Pass,
3987,O/L,General,Merit,
3988,A/L,General,Merit,
3988,Bachelor's Degree,Arts,Distinction,
3989,A/L,Technology,Distinction,
3989,O/L,General,Pass,
3989,Master's Degree,,Merit,
3990,A/L,Science,Pass,
3990,Master's Degree,,Merit,
3991,Master's Degree,General,,
3991,A/L,,Pass,
3992,O/L,Arts,Distinction,
3992,Master's Degree,Technology,,
3993,Bachelor's Degree,Arts,Distinction,
3994,A/L,General,Distinction,
3995,Bachelor's Degree,Arts,Merit,
3995,O/L,Arts,Pass,
3995,Master's Degree,Commerce,Pass,
3996,Bachelor's Degree,Arts,Pass,
3996,O/L,Science,Distinction,
3996,Master's Degree,Science,,
3997,O/L,,Distinction,
3997,Bachelor's Degree,Technology,Distinction,
3997,Master's Degree,Science,,
3998,Bachelor's Degree,Science,Distinction,
3999,A/L,Arts,Merit,
3999,Master's Degree,General,Pass,
4000,Bachelor's Degree,,Distinction,
4000,Master's Degree,Science,Merit,
4000,O/L,General,Distinction,
4001,A/L,,Distinction,
4002,A/L,Arts,Merit,
4002,Bachelor's Degree,Technology,,
4003,Master's Degree,Science,,
4004,O/L,Technology,,
4004,Master's Degree,Technology,Merit,
4005,Master's Degree,General,,
4005,A/L,Commerce,Distinction,
4005,Bachelor's Degree,Technology,Distinction,
4006,Bachelor's Degree,Commerce,Distinction,
4006,A/L,Commerce,Merit,
4006,Master's Degree,Science,Distinction,
4007,O/L,Technology,Distinction,
4007,Bachelor's Degree,Arts,,
4008,Master's Degree,,,
4008,A/L,Commerce,Distinction,
4008,Bachelor's Degree,,Pass,
4009,A/L,Commerce,Merit,
4009,Master's Degree,General,Merit,
4009,Bachelor's Degree,Technology,Merit,
4010,A/L,Science,Pass,
4010,Master's Degree,Arts,,
4011,Master's Degree,Technology,,
4011,O/L,,Distinction,
4011,A/L,,Distinction,
4012,Master's Degree,Science,,
4012,O/L,Commerce,Distinction,
4012,A/L,General,Distinction,
4013,Bachelor's Degree,Arts,,
4013,Master's Degree,Technology,Pass,
4013,O/L,,Distinction,
4014,Bachelor's Degree,Commerce,Pass,
4014,O/L,,Distinction,
4015,Bachelor's Degree,General,,
4016,Master's Degree,Science,Pass,
4016,A/L,,Merit,
4017,A/L,Technology,,
4018,Master's Degree,Arts,Pass,
4018,O/L,Commerce,,
4019,Bachelor's Degree,General,,
4019,A/L,Science,,
4020,Master's Degree,Commerce,Merit,
4021,A/L,,,
4021,O/L,Science,Merit,
4021,Master's Degree,Arts,Pass,
4022,A/L,Commerce,Merit,
4022,O/L,,Pass,
4023,O/L,General,Merit,
4023,Master's Degree,General,Distinction,
4023,Bachelor's Degree,Arts,Pass,
4024,O/L,Science,Distinction,
4024,Bachelor's Degree,,,
4025,O/L,Arts,,
4026,Master's Degree,Arts,,
4026,O/L,Arts,Distinction,
4027,Master's Degree,General,Pass,
4028,Bachelor's Degree,Science,Pass,
4029,A/L,,,
4029,O/L,Science,Pass,
4029,Bachelor's Degree,General,Distinction,
4030,O/L,Science,,
4031,Bachelor's Degree,Science,Distinction,
4031,A/L,,,
4032,Master's Degree,,Merit,
4032,O/L,Technology,Pass,
4033,Bachelor's Degree,Technology,Distinction,
4033,A/L,Arts,Merit,
4033,O/L,Technology,Merit,
4034,Bachelor's Degree,Technology,Pass,
4034,O/L,,,
4034,Master's Degree,General,Pass,
4035,Bachelor's Degree,General,Merit,
4035,O/L,Science,Distinction,
4035,Master's Degree,General,Distinction,
4036,Master's Degree,Technology,,
4036,Bachelor's Degree,Technology,,
4037,Bachelor's Degree,Commerce,Distinction,
4037,O/L,,Pass,
4038,O/L,Technology,Distinction,
4038,Bachelor's Degree,Arts,Pass,
4039,Bachelor's Degree,Technology,Merit,
4039,O/L,General,Pass,
4039,Master's Degree,Technology,Merit,
4040,Bachelor's Degree,Arts,Pass,
4041,Bachelor's Degree,,,
4042,A/L,General,Merit,
4043,A/L,Technology,,
4043,Bachelor's Degree,Technology,Merit,
4043,O/L,Commerce,,
4044,A/L,General,,
4045,O/L,Commerce,Distinction,
4046,A/L,Technology,,
4046,Master's Degree,Technology,Merit,
4046,O/L,,Pass,
4047,Master's Degree,General,Distinction,
4047,A/L,Technology,Distinction,
4047,Bachelor's Degree,Commerce,Distinction,
4048,O/L,,Merit,
4049,Master's Degree,Technology,Pass,
4049,A/L,Technology,Distinction,
4049,O/L,General,,
4050,O/L,Arts,,
4050,A/L,Commerce,Merit,
4050,Master's Degree,Technology,Merit,
4051,A/L,Science,Pass,
4052,Master's Degree,Commerce,Distinction,
4052,A/L,Science,,
4053,Bachelor's Degree,Science,Distinction,
4054,Bachelor's Degree,Commerce,Merit,
4054,A/L,Arts,Distinction,
4054,Master's Degree,Commerce,Distinction,
4055,Bachelor's Degree,Commerce,Pass,
4055,O/L,Science,Distinction,
4055,A/L,Arts,,
4056,Master's Degree,Technology,,
4057,O/L,Commerce,,
4058,O/L,Technology,Pass,
4058,A/L,Technology,,
4058,Master's Degree,Commerce,Merit,
4059,O/L,,Pass,
4060,Bachelor's Degree,,,
4060,O/L,General,,
4060,Master's Degree,General,,
4061,Master's Degree,,Distinction,
4061,O/L,Science,Merit,
4062,O/L,Technology,Merit,
4062,A/L,Arts,Distinction,
4062,Master's Degree,Arts,Merit,
4063,O/L,Commerce,,
4063,Bachelor's Degree,Commerce,Pass,
4063,A/L,General,Merit,
4064,Master's Degree,,Merit,
4064,Bachelor's Degree,,,
4064,O/L,,Distinction,
4065,Bachelor's Degree,General,Merit,
4065,A/L,Science,Distinction,
4066,Bachelor's Degree,Commerce,Distinction,
4066,O/L,General,,
4066,Master's Degree,,Pass,
4067,Master's Degree,General,Merit,
4067,Bachelor's Degree,Technology,Pass,
4068,O/L,General,Pass,
4069,Master's Degree,General,,
4069,Bachelor's Degree,General,Distinction,
4070,A/L,Arts,,
4070,Master's Degree,Technology,Pass,
4070,Bachelor's Degree,,Distinction,
4071,Bachelor's Degree,Arts,Pass,
4071,A/L,Technology,Distinction,
4072,Bachelor's Degree,Commerce,Pass,
4072,Master's Degree,Arts,Distinction,
4073,Bachelor's Degree,,Distinction,
4073,O/L,General,Distinction,
4073,A/L,General,Merit,
4074,Master's Degree,Technology,Distinction,
4075,O/L,Commerce,Pass,
4075,A/L,Science,Distinction,
4076,Bachelor's Degree,,,
4077,Bachelor's Degree,Commerce,Merit,
4077,O/L,Technology,Distinction,
4078,O/L,Arts,Distinction,
4079,O/L,,,
4080,A/L,Commerce,Merit,
4081,Master's Degree,Science,Merit,
4081,Bachelor's Degree,General,Merit,
4082,Master's Degree,Technology,Distinction,
4083,A/L,Commerce,Pass,
4084,A/L,,,
4084,O/L,General,,
4084,Master's Degree,Commerce,Pass,
4085,O/L,Commerce,Merit,
4085,Bachelor's Degree,,Merit,
4085,Master's Degree,Technology,Pass,
4086,Bachelor's Degree,,Distinction,
4087,Bachelor's Degree,Arts,Merit,
4088,Master's Degree,General,Pass,
4088,A/L,Arts,Pass,
4089,A/L,Arts,Pass,
4090,Master's Degree,Technology,Merit,
4091,A/L,,Merit,
4091,Bachelor's Degree,Science,Merit,
4091,Master's Degree,Science,Pass,
4092,O/L,Technology,,
4092,Bachelor's Degree,,,
4093,Bachelor's Degree,Commerce,Pass,
4093,O/L,,Distinction,
4094,Bachelor's Degree,Science,Pass,
4094,O/L,Technology,,
4095,O/L,Technology,,
4095,A/L,Commerce,Merit,
4096,A/L,Arts,Merit,
4097,A/L,,Distinction,
4097,O/L,,Distinction,
4097,Master's Degree,,Merit,
4098,O/L,,Pass,
4098,A/L,Science,Pass,
4098,Bachelor's Degree,Science,Distinction,
4099,Bachelor's Degree,Science,,
4099,A/L,General,Distinction,
4099,Master's Degree,Arts,Pass,
4100,O/L,General,Distinction,
4101,A/L,Technology,Distinction,
4101,Master's Degree,,Merit,
4101,Bachelor's Degree,Commerce,Merit,
4102,A/L,Commerce,Distinction,
4103,O/L,Arts,,
4103,Bachelor's Degree,,Pass,
4104,Bachelor's Degree,General,Merit,
4104,O/L,Arts,Pass,
4104,Master's Degree,Science,Merit,
4105,Master's Degree,Science,Distinction,
4105,O/L,General,Distinction,
4106,Bachelor's Degree,,,
4106,A/L,,,
4107,Bachelor's Degree,Commerce,Pass,
4108,A/L,Technology,Distinction,
4108,Master's Degree,,Merit,
4109,O/L,General,Pass,
4109,Master's Degree,Technology,Distinction,
4109,Bachelor's Degree,,Distinction,
4110,Bachelor's Degree,General,,
4111,Bachelor's Degree,,Merit,
4111,Master's Degree,Technology,Merit,
4112,Bachelor's Degree,Commerce,,
4113,Bachelor's Degree,Technology,Merit,
4113,A/L,General,Merit,
4114,Bachelor's Degree,Commerce,,
4115,A/L,Technology,,
4115,O/L,Science,Merit,
4116,O/L,Arts,Distinction,
4117,Master's Degree,Commerce,,
4118,Bachelor's Degree,Commerce,Merit,
4119,A/L,,,
4119,Bachelor's Degree,General,Pass,
4120,Master's Degree,General,,
4120,Bachelor's Degree,General,Merit,
4120,A/L,Technology,Pass,
4121,Bachelor's Degree,Technology,Merit,
4122,O/L,General,,
4122,A/L,General,Pass,
4123,A/L,Arts,,
4123,O/L,Science,Distinction,
4123,Master's Degree,Arts,,
4124,Bachelor's Degree,Technology,Distinction,
4125,A/L,Arts,Distinction,
4125,Master's Degree,Technology,Pass,
4125,Bachelor's Degree,General,Distinction,
4126,O/L,Commerce,,
4126,Master's Degree,Arts,Distinction,
4127,A/L,General,,
4127,Bachelor's Degree,Science,Distinction,
4127,Master's Degree,General,,
4128,Master's Degree,Commerce,,
4129,Bachelor's Degree,Commerce,Merit,
4130,Master's Degree,Arts,,
4131,A/L,Science,Pass,
4132,Master's Degree,Science,Pass,
4132,O/L,General,Merit,
4133,Master's Degree,Technology,Merit,
4133,O/L,Commerce,Distinction,
4134,Master's Degree,Commerce,Pass,
4134,O/L,Arts,,
4135,Bachelor's Degree,General,Distinction,
4135,Master's Degree,Commerce,Distinction,
4136,Bachelor's Degree,General,Merit,
4137,O/L,Commerce,Merit,
4137,Master's Degree,Commerce,,
4138,Master's Degree,General,Pass,
4138,Bachelor's Degree,,Merit,
4138,O/L,Commerce,Merit,
4139,Master's Degree,General,,
4139,Bachelor's Degree,Arts,Distinction,
4140,A/L,,Pass,
4140,O/L,Commerce,Distinction,
4140,Master's Degree,,,
4141,O/L,Science,Pass,
4141,Master's Degree,Technology,Merit,
4141,A/L,General,,
4142,Bachelor's Degree,Science,Pass,
4142,Master's Degree,Commerce,Merit,
4142,O/L,Commerce,,
4143,A/L,Arts,Distinction,
4144,O/L,Arts,Distinction,
4144,A/L,,Pass,
4144,Master's Degree,,Pass,
4145,A/L,Arts,Distinction,
4145,Master's Degree,General,,
4146,Master's Degree,Commerce,,
4146,A/L,Technology,Distinction,
4146,O/L,Arts,Distinction,
