PersonalID,QualificationType,CourseName,University,Year,Result
6697,Higher Diploma,Computer Science National,University of Peradeniya,2024,Second Lower
6701,Diploma,Business Advanced,Open University of Sri Lanka,1986,Pass
6704,Higher Diploma,Hospitality International,University of Ruhuna,2025,Merit
6705,MSc,Computer Science Global,University of Moratuwa,2007,Pass
6705,Diploma,Business Global,Open University of Sri Lanka,2007,
6708,Higher Diploma,Engineering Advanced,University of Peradeniya,2020,Pass
6711,BSc,Accounting Tech,Eastern University,1989,Pass
6718,MSc,Nursing Global,University of Sri Jayewardenepura,2010,Second Lower
6730,MSc,Nursing National,SLIIT,2023,Merit
6736,Higher Diploma,Accounting National,University of Colombo,1999,
6739,Higher Diploma,Accounting Advanced,Eastern University,1991,Second Upper
6748,MSc,Computer Science Advanced,University of Peradeniya,2015,Second Lower
6755,BA,Computer Science Advanced,University of Peradeniya,1993,First Class
6764,Diploma,Accounting Tech,SLIIT,1983,Pass
6768,Higher Diploma,Engineering Global,University of Sri Jayewardenepura,1995,Merit
6771,Higher Diploma,Nursing Elite,University of Moratuwa,2001,Pass
6776,BSc,Business Advanced,University of Colombo,1989,Second Lower
6776,BSc,Nursing Advanced,University of Peradeniya,1985,Second Lower
6776,BA,Accounting National,University of Ruhuna,2013,Second Lower
6781,BA,Engineering Tech,University of Kelaniya,2013,Second Upper
6786,MSc,Computer Science Global,Eastern University,1991,First Class
6788,BA,Nursing Premier,University of Kelaniya,2025,First Class
6790,Diploma,Computer Science Tech,University of Ruhuna,2024,
6794,BSc,Accounting Premier,NSBM Green University,1996,Pass
6797,Diploma,Hospitality Tech,Open University of Sri Lanka,2012,Merit
6816,Diploma,Nursing Premier,University of Ruhuna,2013,
6816,Diploma,Hospitality Advanced,University of Sri Jayewardenepura,1997,Second Upper
6822,Higher Diploma,Engineering Tech,Open University of Sri Lanka,2015,Second Upper
6823,Higher Diploma,Nursing International,NSBM Green University,1996,Second Upper
6823,MSc,Accounting Tech,Open University of Sri Lanka,2003,Merit
6829,Higher Diploma,Hospitality Global,Open University of Sri Lanka,2016,Merit
6829,BSc,Hospitality Advanced,Open University of Sri Lanka,2004,Pass
6835,MSc,Hospitality National,Open University of Sri Lanka,2009,First Class
6838,Higher Diploma,Nursing National,University of Moratuwa,2021,First Class
6839,Higher Diploma,Engineering National,University of Colombo,2011,Second Upper
6847,MSc,Engineering National,University of Colombo,2008,Second Upper
6851,BSc,Hospitality Premier,Open University of Sri Lanka,1993,First Class
6857,Higher Diploma,Accounting Tech,University of Peradeniya,2024,Second Upper
6871,MSc,Accounting Tech,Eastern University,2011,Second Upper
6884,Higher Diploma,Business Tech,Eastern University,2014,First Class
6884,Higher Diploma,Hospitality Global,University of Peradeniya,1985,Second Lower
6887,Higher Diploma,Accounting Premier,University of Kelaniya,2009,Second Lower
6898,Diploma,Business National,University of Colombo,2008,Second Lower
6902,Higher Diploma,Business Elite,Open University of Sri Lanka,2009,First Class
6907,Diploma,Accounting Tech,University of Peradeniya,1988,Pass
6913,Diploma,Hospitality Premier,University of Kelaniya,1981,Second Lower
6917,Higher Diploma,Business Advanced,University of Peradeniya,1985,First Class
6920,Higher Diploma,Business National,Open University of Sri Lanka,2015,Second Lower
6923,Higher Diploma,Accounting International,University of Ruhuna,2003,Merit
6931,BA,Nursing Elite,SLIIT,2000,First Class
6938,MSc,Computer Science International,NSBM Green University,1996,
6938,MSc,Engineering Premier,University of Colombo,2025,
6953,MSc,Computer Science International,University of Moratuwa,2018,Second Upper
6957,Higher Diploma,Hospitality Global,Open University of Sri Lanka,2005,First Class
6957,MSc,Engineering Tech,SLIIT,1997,
6968,Higher Diploma,Business Global,University of Colombo,1999,Second Upper
6969,MSc,Nursing Advanced,SLIIT,2010,Second Lower
6973,Higher Diploma,Nursing International,University of Sri Jayewardenepura,1988,
6974,MSc,Engineering National,University of Ruhuna,2010,Second Upper
6981,MSc,Hospitality Tech,NSBM Green University,2015,Pass
6989,BSc,Nursing National,Eastern University,2024,
6989,Higher Diploma,Accounting Advanced,NSBM Green University,2013,
6989,Higher Diploma,Engineering Elite,University of Moratuwa,2018,First Class
7002,BSc,Engineering Tech,University of Ruhuna,2014,Merit
7005,Higher Diploma,Nursing International,Open University of Sri Lanka,2022,First Class
7007,BSc,Accounting Elite,University of Colombo,1992,Merit
7007,BSc,Hospitality National,Open University of Sri Lanka,1997,First Class
7007,Higher Diploma,Accounting Advanced,University of Colombo,1988,First Class
7013,BA,Hospitality Premier,Eastern University,1998,
7013,MSc,Business Premier,University of Kelaniya,2014,Merit
7014,Diploma,Accounting International,University of Moratuwa,1997,Second Lower
7016,BA,Business National,NSBM Green University,1999,Pass
7029,MSc,Engineering Tech,University of Moratuwa,2000,First Class
7032,BA,Accounting Elite,University of Moratuwa,1980,Merit
7036,MSc,Business Global,University of Ruhuna,2009,Pass
7036,Higher Diploma,Computer Science Advanced,Eastern University,1982,First Class
7038,BSc,Accounting Elite,University of Sri Jayewardenepura,1988,Second Upper
7046,BA,Business National,University of Moratuwa,2010,First Class
7049,Diploma,Hospitality National,Open University of Sri Lanka,1980,First Class
7050,Higher Diploma,Accounting International,Open University of Sri Lanka,2024,First Class
7050,Diploma,Hospitality Premier,University of Peradeniya,2012,First Class
7054,BSc,Hospitality Advanced,University of Colombo,2004,Second Lower
7062,BSc,Accounting Tech,SLIIT,2010,Merit
7069,BSc,Engineering National,University of Ruhuna,2000,Second Lower
7069,BSc,Nursing International,University of Ruhuna,2010,First Class
7078,Diploma,Accounting International,University of Ruhuna,2017,Pass
7082,MSc,Hospitality Elite,Open University of Sri Lanka,2019,Second Lower
7088,MSc,Accounting Premier,University of Moratuwa,2005,Second Lower
7090,Higher Diploma,Hospitality Elite,University of Ruhuna,2020,Pass
7097,BA,Business Advanced,NSBM Green University,1980,Second Lower
7101,MSc,Accounting Advanced,University of Moratuwa,1987,Merit
7112,Diploma,Business National,Eastern University,2000,Second Upper
7125,Diploma,Engineering Tech,Eastern University,2013,
7130,Higher Diploma,Nursing Advanced,University of Sri Jayewardenepura,1983,Merit
7132,Diploma,Business Global,University of Sri Jayewardenepura,1999,First Class
7134,Higher Diploma,Accounting Premier,University of Moratuwa,1998,Second Upper
7141,BA,Engineering Elite,University of Sri Jayewardenepura,2023,Merit
7146,MSc,Accounting Global,University of Kelaniya,2010,Merit
7146,BSc,Accounting Tech,University of Peradeniya,2013,Second Lower
7148,MSc,Accounting Premier,University of Ruhuna,1988,Pass
7150,Higher Diploma,Nursing Premier,Open University of Sri Lanka,2010,Merit
7154,Diploma,Business Global,University of Sri Jayewardenepura,2010,First Class
7155,Higher Diploma,Engineering Tech,NSBM Green University,1984,
7170,BSc,Computer Science Elite,University of Ruhuna,2013,Second Lower
7174,Higher Diploma,Accounting Advanced,University of Moratuwa,1986,First Class
7176,MSc,Computer Science Elite,NSBM Green University,1994,
7176,Diploma,Computer Science International,University of Kelaniya,2022,Second Lower
7176,Higher Diploma,Business International,University of Ruhuna,1980,Second Lower
7181,Higher Diploma,Hospitality Premier,University of Kelaniya,1992,Merit
7190,BA,Accounting Global,SLIIT,1988,Merit
7195,Diploma,Accounting Advanced,NSBM Green University,1994,Second Upper
7197,Higher Diploma,Accounting Elite,University of Kelaniya,1987,Pass
7199,BA,Nursing National,University of Peradeniya,2014,
7204,Higher Diploma,Accounting Elite,Open University of Sri Lanka,2001,First Class
7204,Higher Diploma,Hospitality Advanced,University of Ruhuna,2013,Pass
7233,MSc,Nursing Global,Eastern University,2019,Pass
7234,Diploma,Computer Science Tech,NSBM Green University,2013,First Class
7237,Diploma,Accounting National,University of Kelaniya,1992,Merit
7243,BSc,Computer Science Global,NSBM Green University,2008,First Class
7243,Diploma,Business National,University of Sri Jayewardenepura,2016,Second Upper
7243,BSc,Accounting International,University of Ruhuna,2025,Second Lower
7252,BA,Hospitality International,University of Kelaniya,1984,
7272,Diploma,Engineering Global,NSBM Green University,1987,First Class
7275,MSc,Business Global,University of Moratuwa,2005,Second Upper
7277,MSc,Business National,University of Sri Jayewardenepura,1988,Second Upper
7279,MSc,Engineering Global,NSBM Green University,1990,Second Lower
7279,MSc,Engineering Advanced,University of Peradeniya,2018,Pass
7282,BA,Business Advanced,Eastern University,1986,First Class
7289,MSc,Accounting National,Open University of Sri Lanka,1983,
7298,Diploma,Business Premier,Open University of Sri Lanka,2019,Pass
7304,MSc,Business National,University of Kelaniya,1982,Merit
7304,BA,Accounting Global,NSBM Green University,2009,Second Upper
7308,BSc,Accounting Advanced,Open University of Sri Lanka,2025,Second Lower
7309,BA,Accounting Advanced,University of Peradeniya,1981,Pass
7311,BSc,Accounting Advanced,NSBM Green University,2021,
7312,Higher Diploma,Hospitality Elite,University of Sri Jayewardenepura,1981,Pass
7318,MSc,Business Advanced,University of Colombo,1982,Second Upper
7327,MSc,Computer Science National,University of Colombo,1996,Pass
7330,BSc,Accounting International,University of Peradeniya,2014,Second Upper
7336,Higher Diploma,Nursing National,Eastern University,2006,
7336,BA,Accounting National,University of Ruhuna,1990,Second Lower
7344,Higher Diploma,Accounting Premier,University of Peradeniya,2020,First Class
7347,MSc,Business Global,Open University of Sri Lanka,2015,Second Lower
7348,BSc,Business Premier,University of Sri Jayewardenepura,2020,
7349,Higher Diploma,Business Premier,University of Kelaniya,2005,First Class
7350,MSc,Computer Science Advanced,NSBM Green University,2016,Second Upper
7361,BSc,Engineering Advanced,NSBM Green University,1982,
7362,Diploma,Computer Science Premier,University of Kelaniya,1993,Merit
7368,BSc,Engineering International,Eastern University,1983,Second Upper
7370,BSc,Hospitality Global,University of Moratuwa,1981,Merit
7370,MSc,Accounting National,Eastern University,1993,Second Lower
7370,BSc,Nursing Premier,University of Kelaniya,1991,First Class
7378,Higher Diploma,Business Tech,University of Sri Jayewardenepura,1982,Merit
7383,BSc,Computer Science International,University of Moratuwa,1987,
7389,Higher Diploma,Business International,SLIIT,1987,Second Upper
7398,Higher Diploma,Nursing National,NSBM Green University,2018,Merit
7398,Diploma,Business Global,SLIIT,1981,Second Upper
7398,Higher Diploma,Nursing Tech,NSBM Green University,2008,Merit
7399,BSc,Hospitality Advanced,University of Moratuwa,1985,Second Lower
7406,BSc,Business National,Open University of Sri Lanka,1995,Merit
7412,MSc,Hospitality National,University of Sri Jayewardenepura,2010,First Class
7416,Higher Diploma,Computer Science Premier,University of Sri Jayewardenepura,1993,First Class
7416,BA,Accounting Elite,University of Sri Jayewardenepura,2006,
7424,Higher Diploma,Engineering International,Eastern University,1997,Pass
7429,Higher Diploma,Computer Science Elite,University of Sri Jayewardenepura,1983,First Class
7434,BA,Nursing Advanced,Open University of Sri Lanka,2007,Second Upper
7455,BSc,Accounting Elite,University of Colombo,2020,Second Upper
7456,Higher Diploma,Computer Science National,University of Peradeniya,2000,Second Upper
7457,MSc,Computer Science Premier,University of Kelaniya,2015,Second Upper
7457,MSc,Nursing Tech,Eastern University,2020,
7460,BSc,Computer Science National,University of Moratuwa,2010,Merit
7462,Higher Diploma,Computer Science International,NSBM Green University,2005,
7462,BSc,Hospitality National,Open University of Sri Lanka,1987,Pass
7469,Diploma,Hospitality Advanced,Open University of Sri Lanka,1992,
7470,Diploma,Accounting Advanced,Eastern University,1989,First Class
7474,MSc,Business Elite,University of Peradeniya,2008,Pass
7474,MSc,Nursing Elite,NSBM Green University,1998,Second Upper
7480,BSc,Business Premier,Open University of Sri Lanka,1999,
7480,BA,Hospitality Premier,SLIIT,2019,Second Upper
7484,Diploma,Computer Science International,University of Ruhuna,1981,Second Upper
7486,Higher Diploma,Business Elite,University of Peradeniya,2012,Pass
7494,Higher Diploma,Hospitality National,University of Ruhuna,2020,Second Lower
7494,Higher Diploma,Computer Science Premier,University of Moratuwa,2015,Second Upper
7495,Higher Diploma,Computer Science Premier,Eastern University,2000,Merit
7495,Diploma,Computer Science Advanced,University of Kelaniya,2020,
7513,BSc,Engineering National,University of Ruhuna,1985,Second Upper
7521,Higher Diploma,Accounting International,University of Sri Jayewardenepura,1987,Second Upper
7521,BA,Nursing Advanced,University of Colombo,1998,Second Upper
7521,Higher Diploma,Computer Science National,University of Peradeniya,1997,First Class
7522,BSc,Accounting Premier,SLIIT,1990,
7529,BA,Engineering International,University of Colombo,2002,Merit
7566,BA,Engineering Elite,University of Colombo,2012,Second Upper
7568,BSc,Engineering Tech,SLIIT,1993,Merit
7570,MSc,Nursing National,SLIIT,1992,
7572,BA,Computer Science International,University of Colombo,2008,Merit
7573,BA,Hospitality Tech,University of Sri Jayewardenepura,1988,Merit
7574,BA,Engineering Tech,Open University of Sri Lanka,2019,Pass
7577,BA,Computer Science International,Open University of Sri Lanka,1989,Second Lower
7603,Diploma,Business Elite,Open University of Sri Lanka,1992,Second Upper
7605,BA,Hospitality International,University of Sri Jayewardenepura,1996,
7606,MSc,Nursing Tech,University of Kelaniya,2001,
7607,BA,Business Elite,Open University of Sri Lanka,1995,Second Lower
7607,MSc,Nursing National,Open University of Sri Lanka,2002,
7610,Diploma,Hospitality Global,NSBM Green University,1988,
7622,BA,Nursing Premier,University of Moratuwa,1994,Second Lower
7636,Diploma,Accounting Tech,University of Ruhuna,2009,First Class
7636,BA,Nursing Tech,University of Ruhuna,2025,Merit
7638,MSc,Computer Science Tech,University of Sri Jayewardenepura,1980,Merit
7643,MSc,Engineering National,NSBM Green University,1980,
7652,Diploma,Engineering Tech,University of Ruhuna,1981,Merit
7656,MSc,Business International,University of Kelaniya,1988,Second Lower
7661,Higher Diploma,Nursing National,University of Kelaniya,2014,Second Lower
7663,BSc,Engineering International,SLIIT,1998,Merit
7663,Diploma,Computer Science Premier,University of Sri Jayewardenepura,2011,Second Lower
7679,Higher Diploma,Nursing Advanced,SLIIT,1981,Merit
7680,Diploma,Engineering Advanced,University of Peradeniya,2004,Second Upper
7680,MSc,Accounting National,University of Sri Jayewardenepura,1994,Merit
7681,BA,Engineering National,University of Ruhuna,2024,Second Upper
7689,Diploma,Nursing International,University of Peradeniya,1997,
7689,Higher Diploma,Engineering Tech,University of Sri Jayewardenepura,1995,
7689,BSc,Computer Science Elite,University of Colombo,1999,Merit
7695,BSc,Business International,University of Sri Jayewardenepura,2023,
7699,Higher Diploma,Business Premier,NSBM Green University,1998,Second Lower
7706,BA,Business National,University of Colombo,1988,Merit
7714,BSc,Engineering Advanced,University of Kelaniya,1982,
7717,BSc,Computer Science Tech,University of Sri Jayewardenepura,1989,Second Upper
7719,BA,Computer Science International,University of Sri Jayewardenepura,1990,Merit
7730,BA,Accounting Premier,University of Peradeniya,2005,First Class
7733,BA,Engineering Advanced,University of Peradeniya,2017,First Class
7733,BSc,Computer Science Advanced,University of Moratuwa,2022,Second Upper
7739,BSc,Engineering Tech,Open University of Sri Lanka,2023,Pass
7739,Higher Diploma,Hospitality Elite,University of Kelaniya,2005,Pass
7754,MSc,Engineering Advanced,NSBM Green University,2017,Pass
7767,BSc,Engineering Advanced,Eastern University,1994,First Class
7781,Diploma,Accounting International,University of Ruhuna,1999,First Class
7784,BSc,Business Tech,University of Colombo,2008,Second Upper
7786,Diploma,Accounting Advanced,University of Sri Jayewardenepura,2007,Pass
7786,BSc,Nursing National,University of Ruhuna,2003,Second Lower
7801,BA,Nursing Global,NSBM Green University,2009,
7802,Higher Diploma,Accounting Global,University of Peradeniya,2008,Pass
7802,Higher Diploma,Business Advanced,Open University of Sri Lanka,1999,Merit
7804,Diploma,Engineering Advanced,University of Peradeniya,2023,Second Lower
7810,BA,Engineering Tech,Eastern University,1988,Merit
7810,BSc,Accounting Tech,NSBM Green University,1996,
7812,BSc,Nursing National,Eastern University,2000,Pass
7812,Diploma,Computer Science Premier,Eastern University,1992,Second Lower
7812,Diploma,Computer Science International,University of Colombo,1992,Second Lower
7819,BSc,Nursing Premier,University of Ruhuna,2019,Merit
7830,BA,Accounting Global,Eastern University,2018,Pass
7831,Diploma,Engineering Elite,University of Moratuwa,2014,
7843,BSc,Nursing National,University of Sri Jayewardenepura,2005,Pass
7846,Higher Diploma,Nursing Premier,University of Moratuwa,2012,First Class
7848,BSc,Nursing International,Open University of Sri Lanka,2025,Second Upper
7848,BSc,Nursing Elite,Eastern University,2021,Second Lower
7855,BSc,Computer Science Global,SLIIT,1982,First Class
7855,BSc,Nursing Advanced,University of Peradeniya,1987,Second Lower
7860,BSc,Computer Science Global,University of Colombo,2003,Merit
7863,Diploma,Business Tech,University of Peradeniya,1991,Merit
7867,BSc,Accounting Elite,Open University of Sri Lanka,2021,Pass
7867,Diploma,Nursing Tech,Open University of Sri Lanka,1996,Pass
7868,Diploma,Accounting Tech,NSBM Green University,1992,
7868,MSc,Nursing Premier,University of Sri Jayewardenepura,2018,Pass
7885,Diploma,Nursing Premier,University of Ruhuna,2013,
7888,BA,Engineering Tech,NSBM Green University,1998,Merit
7892,BSc,Hospitality National,NSBM Green University,1982,Second Upper
7895,MSc,Computer Science Elite,University of Ruhuna,2019,
7896,BA,Hospitality International,University of Peradeniya,2017,Second Upper
7897,BA,Accounting Global,University of Ruhuna,2023,Second Upper
7897,BA,Hospitality Premier,University of Moratuwa,2016,Merit
7899,Higher Diploma,Engineering National,NSBM Green University,1987,
7899,BA,Accounting Advanced,SLIIT,2003,Second Upper
7899,MSc,Accounting International,Open University of Sri Lanka,1986,Merit
7903,Diploma,Engineering Advanced,University of Colombo,2009,Second Upper
7915,BA,Business International,SLIIT,2009,Second Upper
7915,BA,Nursing Elite,University of Kelaniya,1989,Pass
7929,Diploma,Accounting Premier,University of Kelaniya,2010,
7941,Higher Diploma,Accounting Global,University of Moratuwa,2020,Second Upper
7941,MSc,Computer Science Elite,SLIIT,1993,Pass
7943,Diploma,Accounting Elite,NSBM Green University,2008,
7955,BSc,Accounting Premier,University of Sri Jayewardenepura,1995,
7955,Higher Diploma,Accounting Global,Open University of Sri Lanka,2011,Pass
7957,Diploma,Nursing Global,University of Peradeniya,1982,Second Upper
7960,BSc,Hospitality Global,University of Colombo,2016,
7967,Higher Diploma,Hospitality Advanced,University of Kelaniya,1994,First Class
7968,Diploma,Hospitality Advanced,University of Ruhuna,1987,Second Upper
7969,BSc,Hospitality Premier,NSBM Green University,2020,Pass
7969,MSc,Business Advanced,University of Ruhuna,2019,Pass
7971,BA,Business National,University of Sri Jayewardenepura,2021,First Class
7977,Higher Diploma,Nursing Advanced,University of Peradeniya,2010,First Class
7977,Higher Diploma,Business International,Open University of Sri Lanka,1994,Merit
7979,MSc,Business International,Open University of Sri Lanka,2019,First Class
7979,BSc,Computer Science International,University of Kelaniya,1995,Pass
7979,Diploma,Accounting Elite,University of Moratuwa,2021,Merit
7985,BSc,Computer Science Advanced,University of Kelaniya,2011,Pass
7992,Diploma,Hospitality National,University of Ruhuna,2001,
7998,Diploma,Nursing Premier,University of Peradeniya,2007,First Class
8000,MSc,Accounting Premier,NSBM Green University,2017,Second Upper
8008,BA,Computer Science Premier,Eastern University,2012,Merit
8025,Diploma,Hospitality National,Eastern University,2008,Second Upper
8038,Higher Diploma,Nursing International,Eastern University,2008,First Class
8038,Diploma,Nursing Premier,University of Sri Jayewardenepura,2012,Pass
8042,BSc,Hospitality Elite,University of Sri Jayewardenepura,1997,Second Lower
8049,Diploma,Hospitality Elite,University of Kelaniya,2002,Second Lower
8052,Diploma,Computer Science National,University of Sri Jayewardenepura,1987,Second Lower
8057,BA,Engineering Tech,University of Peradeniya,2011,First Class
8057,BSc,Engineering Tech,University of Moratuwa,1981,First Class
8057,MSc,Nursing International,NSBM Green University,2007,Second Lower
8058,Higher Diploma,Nursing International,Eastern University,2000,Pass
8059,Higher Diploma,Hospitality Elite,NSBM Green University,2006,Second Upper
8071,Higher Diploma,Computer Science Advanced,University of Peradeniya,1990,First Class
8072,MSc,Nursing Premier,University of Ruhuna,1983,Second Lower
8072,BSc,Business International,University of Sri Jayewardenepura,2004,
8080,MSc,Hospitality National,SLIIT,1999,Second Lower
8085,Diploma,Computer Science Tech,University of Ruhuna,1982,Merit
8086,BA,Engineering National,University of Colombo,1983,First Class
8097,BA,Computer Science Advanced,University of Kelaniya,1998,Second Lower
8100,MSc,Accounting Elite,University of Colombo,1996,Second Lower
8104,MSc,Accounting Global,University of Colombo,1984,First Class
8105,MSc,Accounting Global,University of Kelaniya,2025,Second Lower
8108,BA,Accounting Tech,NSBM Green University,2005,Merit
8112,MSc,Accounting Tech,University of Kelaniya,1985,Merit
8116,Higher Diploma,Nursing Premier,University of Ruhuna,2011,Second Lower
8124,BA,Accounting National,University of Colombo,1986,Second Upper
8124,Higher Diploma,Computer Science Global,Open University of Sri Lanka,2012,
8136,BSc,Computer Science Elite,NSBM Green University,1984,First Class
8136,MSc,Hospitality International,NSBM Green University,1981,Merit
8136,Higher Diploma,Engineering Elite,University of Sri Jayewardenepura,1984,First Class
8145,BA,Business National,SLIIT,1996,Pass
8150,BSc,Hospitality Premier,University of Colombo,1995,First Class
8152,BA,Business International,Eastern University,1983,Pass
8152,BA,Business Elite,University of Sri Jayewardenepura,2024,Second Lower
8152,Higher Diploma,Hospitality National,SLIIT,1990,Merit
8157,MSc,Engineering Elite,University of Peradeniya,2006,First Class
8167,Higher Diploma,Accounting National,University of Moratuwa,2001,Merit
8169,MSc,Nursing Tech,SLIIT,2002,First Class
8169,Diploma,Engineering Tech,University of Colombo,2001,Second Lower
8173,MSc,Nursing International,University of Kelaniya,2005,Second Lower
8173,Higher Diploma,Hospitality Premier,University of Colombo,2023,Second Upper
8173,BSc,Computer Science Elite,Eastern University,2023,Merit
8197,BSc,Accounting Global,SLIIT,2004,
8208,BSc,Computer Science Tech,University of Ruhuna,2007,Second Upper
8208,Diploma,Hospitality Elite,University of Sri Jayewardenepura,2017,Merit
8208,MSc,Accounting International,University of Peradeniya,2003,
8212,BA,Business National,SLIIT,2021,Merit
8212,BSc,Nursing Tech,SLIIT,2009,Second Upper
8212,BA,Computer Science Advanced,University of Peradeniya,2016,Merit
8223,Higher Diploma,Engineering National,University of Kelaniya,2022,First Class
8224,Higher Diploma,Accounting International,University of Sri Jayewardenepura,2012,Second Lower
8247,Diploma,Business Premier,NSBM Green University,2013,Second Lower
8251,Diploma,Engineering Elite,University of Kelaniya,2003,
8260,Higher Diploma,Computer Science National,University of Sri Jayewardenepura,1984,Pass
8273,MSc,Accounting Premier,University of Kelaniya,2017,Second Upper
8280,BA,Accounting Advanced,NSBM Green University,1991,Merit
8287,BSc,Nursing International,University of Ruhuna,1985,
8292,BSc,Hospitality Elite,SLIIT,2004,Second Lower
8305,BSc,Nursing Tech,NSBM Green University,1995,Second Upper
8316,MSc,Computer Science Advanced,University of Moratuwa,2014,
8319,Diploma,Hospitality Premier,University of Ruhuna,1997,Second Upper
8324,Diploma,Nursing Global,University of Ruhuna,2001,Second Lower
8324,MSc,Hospitality International,University of Moratuwa,2001,Pass
8325,Diploma,Nursing Premier,University of Ruhuna,2009,First Class
8331,Diploma,Hospitality International,University of Ruhuna,1986,
8331,BA,Nursing Elite,University of Moratuwa,1995,Merit
8349,Higher Diploma,Nursing Global,University of Moratuwa,2024,Second Lower
8355,Higher Diploma,Accounting Tech,SLIIT,2025,Merit
8355,BA,Business National,University of Peradeniya,2003,Merit
8360,BSc,Business Tech,University of Moratuwa,1983,Second Lower
8361,MSc,Computer Science Elite,NSBM Green University,1998,
8363,Higher Diploma,Hospitality Elite,SLIIT,1986,First Class
8366,MSc,Nursing National,SLIIT,1986,Second Upper
8369,BA,Accounting Tech,SLIIT,1991,First Class
8371,MSc,Computer Science Advanced,University of Colombo,1996,Second Lower
8371,BSc,Engineering Tech,SLIIT,2008,Pass
8373,Diploma,Nursing Tech,University of Kelaniya,2011,Pass
8373,Higher Diploma,Nursing National,University of Kelaniya,2008,Pass
8377,BSc,Accounting National,University of Sri Jayewardenepura,2023,
8379,BSc,Business Elite,University of Moratuwa,2020,Second Lower
8380,BA,Accounting Advanced,Open University of Sri Lanka,1984,
8380,BA,Business Tech,Open University of Sri Lanka,1997,
8388,BA,Hospitality International,NSBM Green University,2023,
8388,MSc,Business Elite,SLIIT,2016,
8389,BSc,Computer Science Premier,University of Moratuwa,2006,Second Upper
8390,BA,Business International,University of Ruhuna,2011,First Class
8391,BSc,Accounting Elite,University of Moratuwa,2010,First Class
8399,Higher Diploma,Business National,University of Kelaniya,1987,Merit
8400,MSc,Computer Science Elite,University of Peradeniya,1981,Pass
8400,BSc,Engineering Tech,University of Kelaniya,2014,First Class
8400,BSc,Hospitality Premier,NSBM Green University,2014,Pass
8409,MSc,Accounting Premier,NSBM Green University,2011,Second Upper
8421,Diploma,Nursing International,SLIIT,2012,Second Upper
8427,Higher Diploma,Hospitality Tech,SLIIT,2002,Second Lower
8432,BSc,Hospitality Elite,Open University of Sri Lanka,2015,Second Upper
8440,BSc,Business Premier,University of Sri Jayewardenepura,1995,
8440,BA,Nursing Elite,University of Ruhuna,2011,Second Lower
8440,MSc,Business National,University of Ruhuna,2013,First Class
8445,BSc,Engineering National,Eastern University,2016,Merit
8455,BA,Business Tech,University of Kelaniya,1991,
8456,MSc,Hospitality Elite,Open University of Sri Lanka,1984,Merit
8486,BSc,Computer Science Tech,University of Ruhuna,1999,Second Lower
8515,BA,Accounting Elite,SLIIT,2006,
8534,BSc,Computer Science Premier,Eastern University,1997,Second Lower
8535,BSc,Hospitality Advanced,University of Peradeniya,2001,First Class
8537,BA,Accounting Global,Eastern University,2004,Second Lower
8552,BA,Computer Science Advanced,University of Kelaniya,1986,Second Lower
8556,BA,Business International,NSBM Green University,2020,Second Upper
8556,Diploma,Engineering Elite,Open University of Sri Lanka,2008,First Class
8557,MSc,Business Advanced,University of Ruhuna,2022,Second Upper
8588,BA,Accounting Advanced,University of Kelaniya,1991,
8616,Diploma,Computer Science Elite,Open University of Sri Lanka,2000,
8618,Diploma,Computer Science National,University of Peradeniya,1995,
8626,Diploma,Computer Science Tech,NSBM Green University,2016,Merit
8628,Higher Diploma,Accounting National,University of Peradeniya,1989,
8630,MSc,Engineering Tech,Eastern University,1990,Merit
8637,MSc,Accounting International,University of Moratuwa,1985,Pass
8645,Higher Diploma,Business International,University of Peradeniya,1980,Second Lower
8645,Diploma,Engineering National,University of Kelaniya,1981,Second Lower
8657,MSc,Business Advanced,University of Colombo,1994,Second Upper
8657,Higher Diploma,Nursing Elite,NSBM Green University,1991,Second Upper
8660,MSc,Nursing National,University of Kelaniya,1990,Second Lower
8660,MSc,Accounting National,University of Colombo,2018,First Class
8669,Diploma,Hospitality International,University of Ruhuna,1992,Second Upper
8681,Diploma,Accounting Advanced,University of Kelaniya,1989,First Class
8690,MSc,Nursing Global,University of Kelaniya,1997,Second Upper
8698,Higher Diploma,Computer Science Premier,University of Moratuwa,1984,
8700,Higher Diploma,Business Advanced,University of Peradeniya,2012,Second Upper
8702,MSc,Business Premier,NSBM Green University,1999,Second Upper
8703,Diploma,Business Global,University of Peradeniya,1993,Merit
8706,MSc,Nursing International,Eastern University,2005,
8712,BSc,Accounting International,SLIIT,2020,First Class
8717,Higher Diploma,Business Advanced,NSBM Green University,1999,Merit
8724,MSc,Nursing Global,University of Moratuwa,1991,Merit
8729,BSc,Hospitality Premier,University of Ruhuna,2003,
8737,BA,Nursing Premier,University of Colombo,2025,Merit
8741,BSc,Hospitality Global,University of Kelaniya,2005,Merit
8747,MSc,Business International,University of Moratuwa,1993,First Class
8754,BA,Hospitality Advanced,University of Kelaniya,2017,Second Lower
8754,BA,Computer Science Premier,University of Moratuwa,1980,Second Upper
8755,Diploma,Business Tech,University of Ruhuna,1986,Second Upper
8758,BA,Engineering Tech,University of Kelaniya,1990,Pass
8771,Higher Diploma,Hospitality National,University of Moratuwa,1994,Second Upper
8771,BSc,Nursing Tech,Eastern University,1986,Second Upper
8786,Diploma,Nursing Global,Eastern University,1998,First Class
8789,Diploma,Accounting Advanced,University of Ruhuna,2022,First Class
