ContractID,ApplicationID,JobID,PersonalID,ContractNumber,ContractStartDate,ContractEndDate,RenewalEligible,ContractStatus,SignedDate,Remarks
7295,24117,4920,8217,C0007295,2025-03-30,2027-03-24,0,Active,2025-03-30,Housing Provided
7296,24120,590,8220,C0007296,2025-07-05,2026-06-03,0,Active,2025-07-05,SLBFE Standard Contract
7297,24121,2474,8220,C0007297,2025-06-08,2026-04-11,0,Active,2025-06-08,Housing Provided
7298,24125,1617,8221,C0007298,2024-06-28,2025-02-04,1,Active,2024-06-28,Travel Allowance
7299,24143,1514,8228,C0007299,2025-06-26,2025-12-16,1,Active,2025-06-26,Fixed-Term
7300,24145,4243,8229,C0007300,2024-10-11,2027-05-11,0,Active,2024-10-11,Travel Allowance
7301,24147,1420,8230,C0007301,2025-04-01,2025-07-26,1,Active,2025-04-01,Housing Provided
7302,24150,3653,8232,C0007302,2026-03-04,2026-03-07,0,Active,2026-03-04,SLBFE Standard Contract
7303,24158,726,8235,C0007303,2025-11-24,2027-04-16,0,Active,2025-11-24,Travel Allowance
7304,24159,2048,8235,C0007304,2026-01-29,2027-08-13,1,Active,2026-01-29,SLBFE Standard Contract
7305,24169,1998,8239,C0007305,2026-01-29,2026-10-13,1,Active,2026-01-29,SLBFE Standard Contract
7306,24170,3011,8239,C0007306,2025-12-01,2026-10-17,1,Active,2025-12-01,Housing Provided
7307,24171,3898,8239,C0007307,2026-06-18,2027-01-20,1,Active,2026-06-18,SLBFE Standard Contract
7308,24172,4196,8240,C0007308,2026-06-14,2026-08-28,1,Active,2026-06-14,Travel Allowance
7309,24176,661,8241,C0007309,2026-03-02,2027-03-12,1,Active,2026-03-02,Housing Provided
7310,24183,2513,8243,C0007310,2025-10-03,2026-06-25,1,Active,2025-10-03,Fixed-Term
7311,24184,4521,8243,C0007311,2026-07-08,2027-06-11,0,Active,2026-07-08,Fixed-Term
7312,24192,1599,8246,C0007312,2026-03-06,2026-03-20,1,Active,2026-03-06,Housing Provided
7313,24193,248,8247,C0007313,2026-06-29,2027-03-03,0,Active,2026-06-29,SLBFE Standard Contract
7314,24194,772,8247,C0007314,2026-08-13,2026-08-24,1,Active,2026-08-13,Travel Allowance
7315,24196,2331,8247,C0007315,2025-09-25,2027-08-20,1,Active,2025-09-25,SLBFE Standard Contract
7316,24201,819,8249,C0007316,2025-07-16,2027-02-03,0,Active,2025-07-16,SLBFE Standard Contract
7317,24204,835,8250,C0007317,2025-12-31,2026-06-23,0,Active,2025-12-31,Housing Provided
7318,24210,2561,8251,C0007318,2025-04-02,2027-04-16,1,Active,2025-04-02,Travel Allowance
7319,24212,574,8251,C0007319,2024-05-09,2027-07-23,0,Active,2024-05-09,Travel Allowance
7320,24215,53,8252,C0007320,2026-05-22,2027-01-21,1,Active,2026-05-22,Fixed-Term
7321,24216,3412,8252,C0007321,2025-02-03,2025-12-02,1,Active,2025-02-03,Housing Provided
7322,24218,248,8253,C0007322,2025-12-12,2026-07-27,0,Active,2025-12-12,Travel Allowance
7323,24223,1418,8254,C0007323,2025-04-29,2027-05-13,0,Active,2025-04-29,Housing Provided
7324,24232,4892,8256,C0007324,2024-04-15,2026-06-10,0,Active,2024-04-15,Fixed-Term
7325,24233,236,8256,C0007325,2026-05-25,2026-10-21,0,Active,2026-05-25,Travel Allowance
7326,24235,1682,8257,C0007326,2024-07-16,2024-09-07,0,Active,2024-07-16,Fixed-Term
7327,24236,303,8257,C0007327,2024-11-19,2027-07-07,1,Active,2024-11-19,Fixed-Term
7328,24238,2327,8258,C0007328,2024-10-06,2024-11-30,1,Active,2024-10-06,SLBFE Standard Contract
7329,24242,4823,8259,C0007329,2024-12-31,2026-03-20,0,Active,2024-12-31,Fixed-Term
7330,24244,572,8259,C0007330,2025-08-25,2027-01-08,1,Active,2025-08-25,SLBFE Standard Contract
7331,24246,3190,8259,C0007331,2026-07-02,2026-12-20,0,Active,2026-07-02,Fixed-Term
7332,24254,4567,8263,C0007332,2025-12-06,2026-12-15,0,Active,2025-12-06,Travel Allowance
7333,24257,370,8265,C0007333,2025-05-10,2025-12-07,1,Active,2025-05-10,Fixed-Term
7334,24259,478,8266,C0007334,2025-08-27,2026-09-27,0,Active,2025-08-27,Fixed-Term
7335,24262,1095,8266,C0007335,2026-08-19,2027-08-13,1,Active,2026-08-19,SLBFE Standard Contract
7336,24266,2793,8267,C0007336,2026-04-18,2026-12-15,1,Active,2026-04-18,Housing Provided
7337,24269,1216,8269,C0007337,2025-02-18,2025-03-10,0,Active,2025-02-18,Travel Allowance
7338,24271,348,8272,C0007338,2025-03-11,2025-06-16,1,Active,2025-03-11,Travel Allowance
7339,24273,3916,8273,C0007339,2024-11-12,2027-03-02,1,Active,2024-11-12,Housing Provided
7340,24275,3810,8274,C0007340,2025-02-27,2027-01-10,0,Active,2025-02-27,Travel Allowance
7341,24280,1684,8275,C0007341,2025-11-11,2026-09-18,0,Active,2025-11-11,Travel Allowance
7342,24281,2523,8275,C0007342,2026-06-05,2026-06-06,0,Active,2026-06-05,Housing Provided
7343,24290,1224,8282,C0007343,2025-09-29,2027-04-28,1,Active,2025-09-29,Fixed-Term
7344,24293,2125,8284,C0007344,2025-05-10,2027-03-01,1,Active,2025-05-10,Housing Provided
7345,24296,4154,8285,C0007345,2026-06-29,2027-03-31,1,Active,2026-06-29,Travel Allowance
7346,24297,1937,8286,C0007346,2025-05-20,2027-03-20,1,Active,2025-05-20,Travel Allowance
7347,24299,994,8286,C0007347,2026-05-02,2026-10-27,0,Active,2026-05-02,SLBFE Standard Contract
7348,24300,422,8287,C0007348,2025-08-21,2027-03-23,0,Active,2025-08-21,SLBFE Standard Contract
7349,24305,4088,8288,C0007349,2024-11-25,2027-01-27,0,Active,2024-11-25,Travel Allowance
7350,24312,1252,8290,C0007350,2026-06-04,2026-08-29,0,Active,2026-06-04,SLBFE Standard Contract
7351,24313,3710,8291,C0007351,2025-03-20,2025-08-08,1,Active,2025-03-20,Fixed-Term
7352,24314,1624,8291,C0007352,2025-11-17,2026-02-22,1,Active,2025-11-17,Housing Provided
7353,24316,1095,8292,C0007353,2025-10-14,2027-06-25,1,Active,2025-10-14,Fixed-Term
7354,24320,3727,8294,C0007354,2024-03-27,2026-10-22,1,Active,2024-03-27,Housing Provided
7355,24322,4155,8294,C0007355,2026-05-13,2027-01-20,0,Active,2026-05-13,Travel Allowance
7356,24328,286,8295,C0007356,2025-02-13,2025-09-04,1,Active,2025-02-13,Travel Allowance
7357,24330,876,8296,C0007357,2025-03-03,2026-05-27,0,Active,2025-03-03,SLBFE Standard Contract
7358,24335,2584,8297,C0007358,2025-02-03,2026-11-09,0,Active,2025-02-03,SLBFE Standard Contract
7359,24338,22,8298,C0007359,2025-09-16,2027-04-11,0,Active,2025-09-16,Fixed-Term
7360,24340,1342,8299,C0007360,2024-10-16,2025-03-28,1,Active,2024-10-16,Travel Allowance
7361,24341,1533,8299,C0007361,2025-08-30,2027-03-06,1,Active,2025-08-30,SLBFE Standard Contract
7362,24344,3711,8300,C0007362,2025-12-27,2026-03-13,0,Active,2025-12-27,Fixed-Term
7363,24358,2870,8304,C0007363,2026-07-06,2026-07-14,0,Active,2026-07-06,Housing Provided
7364,24360,4062,8304,C0007364,2026-07-18,2026-10-23,1,Active,2026-07-18,Fixed-Term
7365,24367,2432,8307,C0007365,2025-09-05,2027-02-12,1,Active,2025-09-05,Fixed-Term
7366,24369,4298,8307,C0007366,2024-11-19,2026-11-01,0,Active,2024-11-19,Fixed-Term
7367,24372,170,8308,C0007367,2024-04-21,2025-01-18,0,Active,2024-04-21,Housing Provided
7368,24376,2474,8310,C0007368,2026-07-26,2026-09-26,1,Active,2026-07-26,Housing Provided
7369,24377,623,8310,C0007369,2026-03-31,2026-12-16,0,Active,2026-03-31,SLBFE Standard Contract
7370,24378,1951,8310,C0007370,2025-02-21,2026-06-07,0,Active,2025-02-21,Housing Provided
7371,24379,4222,8310,C0007371,2024-05-21,2027-07-17,1,Active,2024-05-21,Housing Provided
7372,24381,170,8311,C0007372,2026-06-29,2027-02-26,0,Active,2026-06-29,Fixed-Term
7373,24382,4678,8311,C0007373,2025-11-22,2027-06-09,0,Active,2025-11-22,Fixed-Term
7374,24383,321,8311,C0007374,2025-06-29,2026-04-01,1,Active,2025-06-29,Fixed-Term
7375,24385,1419,8311,C0007375,2025-02-04,2027-06-13,0,Active,2025-02-04,Fixed-Term
7376,24388,810,8312,C0007376,2026-07-15,2026-09-06,0,Active,2026-07-15,Travel Allowance
7377,24394,4903,8313,C0007377,2025-09-23,2026-05-21,1,Active,2025-09-23,Housing Provided
7378,24395,1319,8313,C0007378,2024-10-11,2027-07-02,0,Active,2024-10-11,Travel Allowance
7379,24400,2615,8315,C0007379,2025-12-31,2026-05-12,0,Active,2025-12-31,Fixed-Term
7380,24401,3841,8316,C0007380,2025-06-12,2025-11-28,1,Active,2025-06-12,Housing Provided
7381,24402,704,8316,C0007381,2026-06-14,2026-07-06,1,Active,2026-06-14,SLBFE Standard Contract
7382,24403,4093,8316,C0007382,2026-05-30,2026-09-23,1,Active,2026-05-30,Housing Provided
7383,24410,1085,8318,C0007383,2025-12-08,2026-10-05,0,Active,2025-12-08,SLBFE Standard Contract
7384,24414,867,8318,C0007384,2024-09-24,2025-09-26,1,Active,2024-09-24,Housing Provided
7385,24415,2153,8318,C0007385,2026-04-03,2027-06-22,1,Active,2026-04-03,SLBFE Standard Contract
7386,24417,1657,8318,C0007386,2025-11-11,2026-04-19,1,Active,2025-11-11,Fixed-Term
7387,24418,108,8319,C0007387,2026-05-02,2027-04-17,1,Active,2026-05-02,Housing Provided
7388,24420,1160,8320,C0007388,2025-04-13,2027-03-31,0,Active,2025-04-13,Fixed-Term
7389,24421,1713,8320,C0007389,2024-12-19,2026-12-13,0,Active,2024-12-19,Fixed-Term
7390,24425,1217,8322,C0007390,2025-09-15,2027-01-16,1,Active,2025-09-15,Housing Provided
7391,24429,2123,8326,C0007391,2025-04-23,2026-05-21,1,Active,2025-04-23,Fixed-Term
7392,24434,2399,8328,C0007392,2026-07-07,2027-07-01,1,Active,2026-07-07,Housing Provided
7393,24436,4283,8328,C0007393,2025-12-03,2026-09-29,0,Active,2025-12-03,SLBFE Standard Contract
7394,24439,2861,8329,C0007394,2026-02-24,2027-08-07,0,Active,2026-02-24,SLBFE Standard Contract
7395,24442,1083,8330,C0007395,2025-09-11,2025-11-24,0,Active,2025-09-11,SLBFE Standard Contract
7396,24444,348,8330,C0007396,2026-02-15,2026-09-08,1,Active,2026-02-15,SLBFE Standard Contract
7397,24453,2324,8332,C0007397,2026-04-27,2027-04-10,0,Active,2026-04-27,Fixed-Term
7398,24454,759,8332,C0007398,2024-10-02,2027-03-08,0,Active,2024-10-02,Fixed-Term
7399,24458,2392,8334,C0007399,2025-11-06,2026-11-06,1,Active,2025-11-06,Fixed-Term
7400,24462,1055,8335,C0007400,2024-01-31,2026-04-15,1,Active,2024-01-31,Fixed-Term
7401,24485,3657,8343,C0007401,2025-03-21,2026-11-04,0,Active,2025-03-21,SLBFE Standard Contract
7402,24486,2025,8343,C0007402,2025-01-19,2026-08-07,1,Active,2025-01-19,Travel Allowance
7403,24487,1994,8343,C0007403,2026-07-27,2027-03-08,0,Active,2026-07-27,Travel Allowance
7404,24490,2583,8343,C0007404,2026-06-16,2027-03-08,0,Active,2026-06-16,Travel Allowance
7405,24494,1321,8345,C0007405,2025-09-26,2026-10-20,0,Active,2025-09-26,Housing Provided
7406,24495,1709,8345,C0007406,2025-12-21,2027-04-15,0,Active,2025-12-21,Travel Allowance
7407,24499,1053,8346,C0007407,2024-10-14,2026-10-17,0,Active,2024-10-14,Fixed-Term
7408,24500,1286,8346,C0007408,2024-12-20,2025-05-29,0,Active,2024-12-20,Housing Provided
7409,24503,548,8347,C0007409,2025-10-29,2027-01-22,0,Active,2025-10-29,SLBFE Standard Contract
7410,24505,150,8347,C0007410,2025-06-21,2027-04-05,1,Active,2025-06-21,SLBFE Standard Contract
7411,24507,3589,8348,C0007411,2024-06-19,2024-10-02,0,Active,2024-06-19,SLBFE Standard Contract
7412,24508,2951,8348,C0007412,2026-01-05,2026-10-10,1,Active,2026-01-05,SLBFE Standard Contract
7413,24514,3998,8349,C0007413,2026-04-30,2027-01-01,1,Active,2026-04-30,SLBFE Standard Contract
7414,24516,2138,8349,C0007414,2025-11-10,2026-12-30,0,Active,2025-11-10,Travel Allowance
7415,24521,1783,8351,C0007415,2026-03-03,2027-08-08,0,Active,2026-03-03,Travel Allowance
7416,24526,3950,8353,C0007416,2025-12-11,2026-05-19,0,Active,2025-12-11,Housing Provided
7417,24531,2102,8354,C0007417,2026-03-30,2026-08-12,1,Active,2026-03-30,Housing Provided
7418,24532,1279,8355,C0007418,2025-03-25,2026-07-23,0,Active,2025-03-25,Housing Provided
7419,24533,71,8355,C0007419,2026-01-26,2027-02-19,1,Active,2026-01-26,Housing Provided
7420,24534,1086,8356,C0007420,2024-09-27,2025-01-06,0,Active,2024-09-27,SLBFE Standard Contract
7421,24539,3083,8358,C0007421,2024-02-09,2025-02-04,0,Active,2024-02-09,Housing Provided
7422,24543,242,8360,C0007422,2026-02-24,2026-03-12,1,Active,2026-02-24,Housing Provided
7423,24547,3707,8361,C0007423,2025-10-26,2025-11-30,1,Active,2025-10-26,Housing Provided
7424,24557,1303,8364,C0007424,2026-03-11,2026-05-03,1,Active,2026-03-11,Housing Provided
7425,24560,3615,8368,C0007425,2025-12-08,2027-02-06,0,Active,2025-12-08,SLBFE Standard Contract
7426,24561,1407,8368,C0007426,2025-12-12,2026-05-19,1,Active,2025-12-12,Housing Provided
7427,24566,1204,8370,C0007427,2026-01-02,2027-03-15,0,Active,2026-01-02,Fixed-Term
7428,24568,1762,8370,C0007428,2026-02-11,2027-06-24,1,Active,2026-02-11,Housing Provided
7429,24573,1696,8374,C0007429,2025-08-10,2027-01-06,0,Active,2025-08-10,SLBFE Standard Contract
7430,24576,1150,8376,C0007430,2026-03-25,2026-12-20,1,Active,2026-03-25,Fixed-Term
7431,24578,344,8376,C0007431,2025-12-03,2026-12-04,0,Active,2025-12-03,SLBFE Standard Contract
7432,24593,820,8379,C0007432,2024-11-06,2026-03-16,1,Active,2024-11-06,Travel Allowance
7433,24594,4937,8379,C0007433,2025-05-18,2026-07-01,0,Active,2025-05-18,SLBFE Standard Contract
7434,24597,3826,8380,C0007434,2025-10-05,2026-12-23,1,Active,2025-10-05,SLBFE Standard Contract
7435,24605,197,8384,C0007435,2025-11-28,2027-06-04,1,Active,2025-11-28,Fixed-Term
7436,24612,251,8386,C0007436,2025-10-19,2027-05-18,1,Active,2025-10-19,SLBFE Standard Contract
7437,24617,530,8388,C0007437,2026-04-11,2026-12-10,0,Active,2026-04-11,SLBFE Standard Contract
7438,24620,746,8390,C0007438,2025-09-06,2027-08-14,1,Active,2025-09-06,Fixed-Term
7439,24623,4700,8391,C0007439,2026-03-19,2027-06-04,0,Active,2026-03-19,Housing Provided
7440,24634,1030,8395,C0007440,2025-07-24,2026-11-08,0,Active,2025-07-24,SLBFE Standard Contract
7441,24640,1411,8396,C0007441,2025-11-26,2026-02-09,0,Active,2025-11-26,Travel Allowance
7442,24646,2370,8398,C0007442,2026-07-02,2027-04-02,0,Active,2026-07-02,Fixed-Term
7443,24647,1849,8398,C0007443,2025-04-10,2026-07-29,1,Active,2025-04-10,SLBFE Standard Contract
7444,24650,1124,8400,C0007444,2025-05-09,2027-03-04,1,Active,2025-05-09,Fixed-Term
7445,24656,1649,8403,C0007445,2026-01-16,2026-10-12,0,Active,2026-01-16,Fixed-Term
7446,24657,641,8403,C0007446,2025-10-22,2027-02-12,0,Active,2025-10-22,Housing Provided
7447,24659,1804,8403,C0007447,2026-02-17,2027-06-12,1,Active,2026-02-17,Housing Provided
7448,24661,1991,8403,C0007448,2026-05-29,2027-07-16,1,Active,2026-05-29,SLBFE Standard Contract
7449,24668,3414,8405,C0007449,2024-05-11,2024-09-21,1,Active,2024-05-11,Travel Allowance
7450,24670,257,8406,C0007450,2024-12-23,2027-05-18,1,Active,2024-12-23,Fixed-Term
7451,24671,4427,8406,C0007451,2024-09-22,2026-03-23,0,Active,2024-09-22,Fixed-Term
7452,24672,2309,8406,C0007452,2026-06-08,2027-01-14,0,Active,2026-06-08,SLBFE Standard Contract
7453,24673,2458,8406,C0007453,2024-08-24,2027-06-22,1,Active,2024-08-24,Fixed-Term
7454,24676,4803,8407,C0007454,2025-09-17,2026-12-10,1,Active,2025-09-17,Housing Provided
7455,24678,714,8407,C0007455,2025-07-24,2026-01-10,1,Active,2025-07-24,Travel Allowance
7456,24682,2717,8407,C0007456,2025-12-18,2026-05-23,1,Active,2025-12-18,Travel Allowance
7457,24683,1694,8407,C0007457,2025-02-27,2027-08-10,1,Active,2025-02-27,Housing Provided
7458,24684,4259,8408,C0007458,2026-08-01,2026-11-09,0,Active,2026-08-01,SLBFE Standard Contract
7459,24686,791,8408,C0007459,2025-08-18,2027-07-24,0,Active,2025-08-18,Housing Provided
7460,24689,2124,8409,C0007460,2025-05-08,2027-01-04,0,Active,2025-05-08,Fixed-Term
7461,24690,3415,8409,C0007461,2024-12-22,2026-03-02,0,Active,2024-12-22,Housing Provided
7462,24695,4379,8413,C0007462,2026-03-26,2026-05-29,0,Active,2026-03-26,Travel Allowance
7463,24702,2291,8415,C0007463,2025-07-19,2025-10-09,1,Active,2025-07-19,Travel Allowance
7464,24703,735,8415,C0007464,2026-05-01,2026-05-05,1,Active,2026-05-01,Housing Provided
7465,24707,1526,8418,C0007465,2025-07-30,2027-03-02,0,Active,2025-07-30,Travel Allowance
7466,24714,3470,8420,C0007466,2024-12-26,2026-08-24,1,Active,2024-12-26,SLBFE Standard Contract
7467,24717,3498,8421,C0007467,2025-04-15,2027-06-08,0,Active,2025-04-15,Fixed-Term
7468,24724,911,8423,C0007468,2025-06-26,2026-01-31,1,Active,2025-06-26,SLBFE Standard Contract
7469,24727,860,8424,C0007469,2026-05-29,2026-10-13,1,Active,2026-05-29,SLBFE Standard Contract
7470,24730,1448,8425,C0007470,2025-07-13,2027-05-27,0,Active,2025-07-13,Fixed-Term
7471,24732,4826,8425,C0007471,2026-02-11,2027-05-14,1,Active,2026-02-11,Travel Allowance
7472,24734,1929,8426,C0007472,2025-03-29,2026-02-08,1,Active,2025-03-29,SLBFE Standard Contract
7473,24735,4137,8426,C0007473,2025-05-13,2025-11-13,0,Active,2025-05-13,Travel Allowance
7474,24737,1418,8426,C0007474,2025-12-23,2027-01-06,1,Active,2025-12-23,Housing Provided
7475,24743,819,8432,C0007475,2025-11-12,2026-07-20,1,Active,2025-11-12,Fixed-Term
7476,24749,2138,8435,C0007476,2025-08-14,2025-11-19,1,Active,2025-08-14,Travel Allowance
7477,24753,3946,8436,C0007477,2024-02-19,2024-10-08,1,Active,2024-02-19,Fixed-Term
7478,24754,916,8436,C0007478,2026-03-28,2026-08-05,1,Active,2026-03-28,Housing Provided
7479,24759,469,8439,C0007479,2026-06-09,2026-10-30,1,Active,2026-06-09,SLBFE Standard Contract
7480,24764,4929,8440,C0007480,2026-03-23,2026-09-13,0,Active,2026-03-23,Fixed-Term
7481,24771,1055,8441,C0007481,2025-12-20,2026-01-10,0,Active,2025-12-20,Housing Provided
7482,24774,1575,8441,C0007482,2026-06-26,2027-01-12,1,Active,2026-06-26,Housing Provided
7483,24776,4299,8442,C0007483,2026-03-16,2026-11-19,0,Active,2026-03-16,Housing Provided
7484,24777,3901,8442,C0007484,2025-09-23,2025-12-13,1,Active,2025-09-23,SLBFE Standard Contract
7485,24778,2274,8442,C0007485,2026-05-06,2027-08-03,0,Active,2026-05-06,Fixed-Term
7486,24780,646,8443,C0007486,2025-07-27,2027-07-14,1,Active,2025-07-27,Travel Allowance
7487,24782,331,8443,C0007487,2026-02-21,2026-09-20,1,Active,2026-02-21,Housing Provided
7488,24784,4710,8443,C0007488,2024-06-26,2027-01-25,0,Active,2024-06-26,Fixed-Term
7489,24785,226,8443,C0007489,2026-03-27,2026-08-29,1,Active,2026-03-27,Housing Provided
7490,24788,1575,8444,C0007490,2026-01-28,2027-02-03,0,Active,2026-01-28,SLBFE Standard Contract
7491,24790,1516,8445,C0007491,2025-10-16,2025-12-10,1,Active,2025-10-16,Travel Allowance
7492,24793,1558,8446,C0007492,2026-04-12,2026-07-05,1,Active,2026-04-12,SLBFE Standard Contract
7493,24794,2106,8447,C0007493,2024-10-04,2025-03-07,1,Active,2024-10-04,SLBFE Standard Contract
7494,24815,3915,8453,C0007494,2026-02-21,2027-06-16,0,Active,2026-02-21,Fixed-Term
7495,24816,1532,8453,C0007495,2025-04-26,2025-10-24,1,Active,2025-04-26,Travel Allowance
7496,24817,814,8453,C0007496,2025-12-04,2027-08-04,1,Active,2025-12-04,Housing Provided
7497,24820,3758,8454,C0007497,2026-04-21,2026-08-17,1,Active,2026-04-21,Housing Provided
7498,24821,257,8454,C0007498,2026-02-03,2027-01-13,0,Active,2026-02-03,Housing Provided
7499,24822,214,8454,C0007499,2025-06-01,2026-08-17,0,Active,2025-06-01,Fixed-Term
7500,24823,2186,8455,C0007500,2024-02-21,2024-12-31,0,Active,2024-02-21,Travel Allowance
7501,24825,3343,8455,C0007501,2025-12-03,2027-01-22,1,Active,2025-12-03,Fixed-Term
7502,24830,1463,8457,C0007502,2025-05-17,2026-11-29,0,Active,2025-05-17,Fixed-Term
7503,24839,3764,8460,C0007503,2025-01-17,2027-03-08,0,Active,2025-01-17,Housing Provided
7504,24844,277,8461,C0007504,2025-10-20,2026-01-21,1,Active,2025-10-20,Travel Allowance
7505,24846,1097,8463,C0007505,2026-01-22,2026-10-11,1,Active,2026-01-22,Fixed-Term
7506,24850,4247,8466,C0007506,2025-08-24,2027-03-26,0,Active,2025-08-24,Travel Allowance
7507,24857,163,8469,C0007507,2026-01-12,2027-08-20,0,Active,2026-01-12,SLBFE Standard Contract
7508,24858,944,8469,C0007508,2026-03-16,2027-02-26,0,Active,2026-03-16,Travel Allowance
7509,24861,3918,8470,C0007509,2024-05-09,2026-11-05,1,Active,2024-05-09,Housing Provided
7510,24866,613,8473,C0007510,2025-06-18,2027-02-08,1,Active,2025-06-18,SLBFE Standard Contract
7511,24867,4928,8473,C0007511,2026-02-17,2026-05-14,1,Active,2026-02-17,Housing Provided
7512,24868,2156,8475,C0007512,2026-08-06,2027-05-23,0,Active,2026-08-06,Fixed-Term
7513,24877,2012,8478,C0007513,2025-09-25,2027-01-08,1,Active,2025-09-25,Fixed-Term
7514,24878,1410,8478,C0007514,2026-07-21,2026-10-08,0,Active,2026-07-21,SLBFE Standard Contract
7515,24879,328,8479,C0007515,2025-02-28,2026-10-29,1,Active,2025-02-28,Housing Provided
7516,24880,909,8479,C0007516,2025-06-08,2025-12-04,0,Active,2025-06-08,Housing Provided
7517,24888,3903,8483,C0007517,2025-11-01,2027-01-06,1,Active,2025-11-01,Travel Allowance
7518,24889,1870,8485,C0007518,2025-03-04,2027-07-29,1,Active,2025-03-04,SLBFE Standard Contract
7519,24898,991,8488,C0007519,2024-10-23,2024-12-13,0,Active,2024-10-23,SLBFE Standard Contract
7520,24901,1761,8489,C0007520,2025-08-07,2025-08-14,1,Active,2025-08-07,Fixed-Term
7521,24902,719,8489,C0007521,2025-12-18,2026-02-26,1,Active,2025-12-18,Fixed-Term
7522,24903,992,8489,C0007522,2025-09-04,2027-02-19,1,Active,2025-09-04,Housing Provided
7523,24904,1093,8489,C0007523,2024-05-30,2027-08-09,1,Active,2024-05-30,Fixed-Term
7524,24906,4310,8490,C0007524,2026-07-10,2027-05-03,0,Active,2026-07-10,Housing Provided
7525,24908,1446,8490,C0007525,2026-02-23,2027-07-28,0,Active,2026-02-23,SLBFE Standard Contract
7526,24911,2451,8492,C0007526,2024-06-14,2025-11-09,0,Active,2024-06-14,Housing Provided
7527,24912,1052,8492,C0007527,2026-03-13,2026-09-08,1,Active,2026-03-13,Fixed-Term
7528,24914,1896,8493,C0007528,2024-12-17,2027-02-24,1,Active,2024-12-17,SLBFE Standard Contract
7529,24915,2042,8493,C0007529,2025-06-25,2027-03-21,0,Active,2025-06-25,Housing Provided
7530,24917,1719,8494,C0007530,2026-06-05,2027-01-15,1,Active,2026-06-05,Travel Allowance
7531,24918,4568,8494,C0007531,2025-05-07,2026-03-02,1,Active,2025-05-07,Fixed-Term
7532,24921,912,8496,C0007532,2025-08-27,2026-10-09,0,Active,2025-08-27,SLBFE Standard Contract
7533,24922,602,8497,C0007533,2025-12-23,2026-03-30,0,Active,2025-12-23,Housing Provided
7534,24928,504,8499,C0007534,2026-08-09,2027-06-09,0,Active,2026-08-09,SLBFE Standard Contract
7535,24941,1617,8503,C0007535,2026-08-01,2027-03-24,1,Active,2026-08-01,Fixed-Term
7536,24946,882,8505,C0007536,2025-02-28,2026-07-25,0,Active,2025-02-28,SLBFE Standard Contract
7537,24947,4569,8505,C0007537,2025-12-20,2026-09-27,1,Active,2025-12-20,Travel Allowance
7538,24948,1534,8506,C0007538,2025-08-19,2026-05-12,0,Active,2025-08-19,Fixed-Term
7539,24950,1180,8507,C0007539,2025-04-25,2025-05-03,0,Active,2025-04-25,SLBFE Standard Contract
7540,24958,4730,8509,C0007540,2025-11-18,2026-07-17,0,Active,2025-11-18,Housing Provided
7541,24959,1834,8509,C0007541,2024-10-09,2026-12-18,0,Active,2024-10-09,Travel Allowance
7542,24965,3555,8510,C0007542,2025-02-02,2025-12-13,0,Active,2025-02-02,Housing Provided
7543,24974,2361,8514,C0007543,2025-04-02,2026-06-10,0,Active,2025-04-02,Travel Allowance
7544,24979,1408,8515,C0007544,2026-08-02,2026-09-18,0,Active,2026-08-02,Fixed-Term
7545,24981,26,8516,C0007545,2025-09-17,2027-07-06,1,Active,2025-09-17,Fixed-Term
7546,24991,2366,8518,C0007546,2026-03-07,2027-03-26,1,Active,2026-03-07,Housing Provided
7547,24992,1599,8519,C0007547,2024-03-03,2024-04-01,1,Active,2024-03-03,Travel Allowance
7548,24993,26,8519,C0007548,2025-12-11,2026-05-16,1,Active,2025-12-11,SLBFE Standard Contract
7549,24994,270,8519,C0007549,2026-07-24,2027-02-27,1,Active,2026-07-24,SLBFE Standard Contract
7550,25000,3511,8522,C0007550,2026-06-28,2026-08-19,0,Active,2026-06-28,Housing Provided
7551,25004,4868,8523,C0007551,2025-05-30,2027-01-12,1,Active,2025-05-30,Fixed-Term
7552,25007,2458,8524,C0007552,2025-03-27,2025-09-11,1,Active,2025-03-27,Fixed-Term
7553,25011,2086,8527,C0007553,2025-07-20,2026-08-22,1,Active,2025-07-20,Fixed-Term
7554,25012,304,8528,C0007554,2026-07-22,2027-02-09,1,Active,2026-07-22,Travel Allowance
7555,25015,395,8531,C0007555,2026-07-14,2026-12-29,0,Active,2026-07-14,Housing Provided
7556,25017,1891,8531,C0007556,2024-01-28,2026-05-15,1,Active,2024-01-28,Fixed-Term
7557,25021,4779,8535,C0007557,2026-03-30,2026-04-16,1,Active,2026-03-30,SLBFE Standard Contract
7558,25023,1715,8535,C0007558,2025-10-17,2026-06-13,0,Active,2025-10-17,Fixed-Term
7559,25026,3972,8536,C0007559,2026-05-29,2027-06-04,0,Active,2026-05-29,SLBFE Standard Contract
7560,25029,4764,8536,C0007560,2026-06-21,2027-03-30,1,Active,2026-06-21,Housing Provided
7561,25030,1092,8536,C0007561,2024-06-20,2026-01-10,0,Active,2024-06-20,SLBFE Standard Contract
7562,25032,408,8538,C0007562,2026-07-13,2026-07-13,0,Active,2026-07-13,SLBFE Standard Contract
7563,25037,3638,8542,C0007563,2026-06-26,2026-12-26,0,Active,2026-06-26,SLBFE Standard Contract
7564,25040,390,8543,C0007564,2026-08-15,2026-11-06,0,Active,2026-08-15,Travel Allowance
