PersonalID,ExamName,SubjectStream,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4
8259,ALevel,Technology,1990,Technology Subject 3,B,Technology Subject 2,A,Technology Subject 4,B,Technology Subject 1,C
8260,ALevel,Commerce,1988,Commerce Subject 2,A,Commerce Subject 3,S,Commerce Subject 1,F,Commerce Subject 4,F
8264,ALevel,Science,1980,Science Subject 4,F,Science Subject 2,C,Science Subject 3,A,Science Subject 1,C
8265,ALevel,Arts,1998,Arts Subject 3,W,Arts Subject 1,C,Arts Subject 4,S,,
8266,ALevel,Technology,1983,Technology Subject 1,A,Technology Subject 2,W,Technology Subject 3,C,,
8267,ALevel,Technology,2012,Technology Subject 4,B,Technology Subject 3,S,Technology Subject 2,A,Technology Subject 1,C
8269,ALevel,Technology,1998,Technology Subject 1,C,Technology Subject 2,C,Technology Subject 4,C,Technology Subject 3,S
8270,ALevel,Technology,2008,Technology Subject 4,C,Technology Subject 3,B,Technology Subject 1,A,Technology Subject 2,B
8271,ALevel,Arts,2025,Arts Subject 3,W,Arts Subject 1,B,Arts Subject 4,W,,
8273,ALevel,Technology,2000,Technology Subject 1,W,Technology Subject 2,A,Technology Subject 3,F,Technology Subject 4,B
8275,ALevel,Science,1992,Science Subject 1,C,Science Subject 2,F,Science Subject 4,W,,
8276,ALevel,Commerce,1996,Commerce Subject 4,A,Commerce Subject 3,F,Commerce Subject 2,C,Commerce Subject 1,F
8278,ALevel,Commerce,2008,Commerce Subject 1,S,Commerce Subject 2,S,Commerce Subject 4,A,Commerce Subject 3,A
8279,ALevel,Commerce,2022,Commerce Subject 4,S,Commerce Subject 2,F,Commerce Subject 1,W,,
8280,ALevel,Technology,1981,Technology Subject 4,W,Technology Subject 3,F,Technology Subject 1,W,,
8283,ALevel,Arts,2011,Arts Subject 4,B,Arts Subject 3,F,Arts Subject 2,S,Arts Subject 1,B
8284,ALevel,Arts,2007,Arts Subject 1,B,Arts Subject 4,C,Arts Subject 3,S,Arts Subject 2,B
8292,ALevel,Commerce,2012,Commerce Subject 1,C,Commerce Subject 2,B,Commerce Subject 4,A,Commerce Subject 3,S
8293,ALevel,Science,1997,Science Subject 3,A,Science Subject 2,W,Science Subject 1,B,Science Subject 4,B
8294,ALevel,Commerce,2002,Commerce Subject 3,C,Commerce Subject 1,C,Commerce Subject 2,A,Commerce Subject 4,B
8298,ALevel,Arts,1986,Arts Subject 2,F,Arts Subject 1,W,Arts Subject 3,F,Arts Subject 4,C
8304,ALevel,Science,2009,Science Subject 1,B,Science Subject 4,F,Science Subject 2,W,,
8305,ALevel,Science,2025,Science Subject 4,A,Science Subject 2,W,Science Subject 1,S,,
8306,ALevel,Commerce,2009,Commerce Subject 2,C,Commerce Subject 4,A,Commerce Subject 3,S,,
8311,ALevel,Technology,1993,Technology Subject 4,C,Technology Subject 3,A,Technology Subject 1,A,,
8314,ALevel,Commerce,2005,Commerce Subject 1,W,Commerce Subject 4,C,Commerce Subject 3,B,,
8315,ALevel,Arts,2004,Arts Subject 2,F,Arts Subject 3,W,Arts Subject 1,S,Arts Subject 4,C
8317,ALevel,Arts,2024,Arts Subject 4,F,Arts Subject 1,S,Arts Subject 2,F,Arts Subject 3,S
8318,ALevel,Technology,1983,Technology Subject 2,F,Technology Subject 3,S,Technology Subject 1,C,Technology Subject 4,C
8319,ALevel,Commerce,1989,Commerce Subject 4,F,Commerce Subject 2,S,Commerce Subject 1,A,,
8323,ALevel,Technology,1986,Technology Subject 3,B,Technology Subject 2,F,Technology Subject 4,S,,
8324,ALevel,Arts,2002,Arts Subject 3,B,Arts Subject 4,C,Arts Subject 2,W,Arts Subject 1,B
8325,ALevel,Technology,1987,Technology Subject 2,F,Technology Subject 1,A,Technology Subject 3,S,,
8326,ALevel,Arts,1981,Arts Subject 2,A,Arts Subject 1,S,Arts Subject 3,C,,
8327,ALevel,Arts,2006,Arts Subject 1,F,Arts Subject 2,C,Arts Subject 3,S,Arts Subject 4,S
8328,ALevel,Arts,1991,Arts Subject 1,A,Arts Subject 4,C,Arts Subject 2,F,Arts Subject 3,W
8329,ALevel,Science,1983,Science Subject 3,W,Science Subject 4,A,Science Subject 1,C,,
8331,ALevel,Arts,2015,Arts Subject 2,C,Arts Subject 1,F,Arts Subject 3,A,Arts Subject 4,B
8334,ALevel,Commerce,2001,Commerce Subject 2,C,Commerce Subject 3,A,Commerce Subject 4,S,,
8336,ALevel,Science,2023,Science Subject 4,S,Science Subject 3,W,Science Subject 2,A,Science Subject 1,F
8343,ALevel,Commerce,2011,Commerce Subject 2,S,Commerce Subject 3,F,Commerce Subject 4,F,Commerce Subject 1,B
8345,ALevel,Science,2021,Science Subject 3,C,Science Subject 4,B,Science Subject 1,B,Science Subject 2,C
8347,ALevel,Commerce,1988,Commerce Subject 3,S,Commerce Subject 2,F,Commerce Subject 1,F,,
8349,ALevel,Technology,2016,Technology Subject 3,F,Technology Subject 1,B,Technology Subject 4,S,,
8352,ALevel,Commerce,1996,Commerce Subject 1,W,Commerce Subject 3,F,Commerce Subject 2,A,,
8353,ALevel,Arts,1991,Arts Subject 2,B,Arts Subject 3,W,Arts Subject 1,F,,
8355,ALevel,Technology,2023,Technology Subject 3,B,Technology Subject 4,W,Technology Subject 2,B,Technology Subject 1,F
8361,ALevel,Science,2004,Science Subject 3,C,Science Subject 2,A,Science Subject 4,W,,
8362,ALevel,Arts,2018,Arts Subject 3,B,Arts Subject 1,A,Arts Subject 4,S,Arts Subject 2,C
8363,ALevel,Arts,1982,Arts Subject 1,C,Arts Subject 4,S,Arts Subject 2,W,,
8364,ALevel,Commerce,2007,Commerce Subject 3,S,Commerce Subject 4,A,Commerce Subject 2,S,Commerce Subject 1,C
8366,ALevel,Arts,2005,Arts Subject 4,W,Arts Subject 1,C,Arts Subject 3,A,,
8369,ALevel,Science,2023,Science Subject 1,B,Science Subject 2,A,Science Subject 4,S,,
8370,ALevel,Science,2009,Science Subject 1,C,Science Subject 4,C,Science Subject 3,B,,
8371,ALevel,Science,1998,Science Subject 2,S,Science Subject 1,A,Science Subject 4,S,Science Subject 3,S
8377,ALevel,Commerce,2016,Commerce Subject 4,F,Commerce Subject 2,F,Commerce Subject 1,C,,
8379,ALevel,Commerce,2022,Commerce Subject 1,C,Commerce Subject 2,A,Commerce Subject 4,W,,
8385,ALevel,Science,2007,Science Subject 3,B,Science Subject 4,C,Science Subject 1,W,Science Subject 2,A
8386,ALevel,Commerce,2023,Commerce Subject 3,C,Commerce Subject 2,W,Commerce Subject 4,S,,
8388,ALevel,Science,2021,Science Subject 4,F,Science Subject 1,C,Science Subject 3,W,,
8389,ALevel,Science,2012,Science Subject 3,B,Science Subject 2,C,Science Subject 4,C,,
8390,ALevel,Commerce,1997,Commerce Subject 4,W,Commerce Subject 3,B,Commerce Subject 1,B,,
8393,ALevel,Commerce,2001,Commerce Subject 1,W,Commerce Subject 4,W,Commerce Subject 3,A,Commerce Subject 2,W
8395,ALevel,Science,2001,Science Subject 2,A,Science Subject 4,C,Science Subject 3,A,,
8399,ALevel,Arts,2005,Arts Subject 2,S,Arts Subject 4,A,Arts Subject 3,B,,
8400,ALevel,Technology,1985,Technology Subject 1,S,Technology Subject 2,S,Technology Subject 3,F,,
8401,ALevel,Commerce,2006,Commerce Subject 1,S,Commerce Subject 3,C,Commerce Subject 4,B,,
8405,ALevel,Science,2012,Science Subject 2,W,Science Subject 4,A,Science Subject 1,B,,
8406,ALevel,Commerce,2006,Commerce Subject 2,C,Commerce Subject 4,B,Commerce Subject 3,S,Commerce Subject 1,S
8407,ALevel,Technology,2024,Technology Subject 2,C,Technology Subject 3,W,Technology Subject 4,B,,
8408,ALevel,Commerce,1995,Commerce Subject 2,W,Commerce Subject 3,B,Commerce Subject 1,C,,
8417,ALevel,Technology,2004,Technology Subject 1,B,Technology Subject 4,B,Technology Subject 3,C,Technology Subject 2,F
8419,ALevel,Arts,2024,Arts Subject 1,C,Arts Subject 3,F,Arts Subject 2,F,,
8420,ALevel,Arts,2011,Arts Subject 3,B,Arts Subject 1,B,Arts Subject 4,A,Arts Subject 2,A
8422,ALevel,Science,2020,Science Subject 1,S,Science Subject 4,W,Science Subject 2,A,,
8424,ALevel,Technology,1988,Technology Subject 2,W,Technology Subject 3,B,Technology Subject 1,A,,
8425,ALevel,Commerce,1990,Commerce Subject 3,C,Commerce Subject 1,A,Commerce Subject 2,A,Commerce Subject 4,A
8426,ALevel,Commerce,2019,Commerce Subject 4,S,Commerce Subject 2,F,Commerce Subject 3,F,,
8427,ALevel,Science,1987,Science Subject 4,F,Science Subject 3,B,Science Subject 2,S,Science Subject 1,F
8428,ALevel,Commerce,1992,Commerce Subject 1,S,Commerce Subject 4,F,Commerce Subject 3,W,Commerce Subject 2,S
8430,ALevel,Commerce,1996,Commerce Subject 1,W,Commerce Subject 2,A,Commerce Subject 3,C,Commerce Subject 4,B
8432,ALevel,Science,2001,Science Subject 1,F,Science Subject 3,F,Science Subject 2,C,Science Subject 4,B
8433,ALevel,Technology,1989,Technology Subject 4,B,Technology Subject 2,C,Technology Subject 1,A,,
8435,ALevel,Arts,2018,Arts Subject 1,W,Arts Subject 2,A,Arts Subject 4,F,,
8436,ALevel,Commerce,2011,Commerce Subject 3,F,Commerce Subject 1,F,Commerce Subject 2,C,,
8440,ALevel,Science,2014,Science Subject 2,C,Science Subject 3,F,Science Subject 1,S,,
8442,ALevel,Arts,2016,Arts Subject 4,C,Arts Subject 2,C,Arts Subject 3,A,Arts Subject 1,C
8443,ALevel,Science,2015,Science Subject 4,S,Science Subject 1,A,Science Subject 2,A,Science Subject 3,S
8445,ALevel,Science,2010,Science Subject 1,F,Science Subject 2,S,Science Subject 4,A,Science Subject 3,W
8448,ALevel,Commerce,2020,Commerce Subject 1,S,Commerce Subject 4,A,Commerce Subject 3,S,Commerce Subject 2,F
8451,ALevel,Technology,2009,Technology Subject 2,W,Technology Subject 4,B,Technology Subject 3,S,Technology Subject 1,F
8455,ALevel,Commerce,1985,Commerce Subject 4,C,Commerce Subject 2,S,Commerce Subject 1,W,,
8462,ALevel,Science,2016,Science Subject 2,S,Science Subject 1,B,Science Subject 3,F,Science Subject 4,C
8471,ALevel,Commerce,1993,Commerce Subject 1,B,Commerce Subject 3,B,Commerce Subject 2,F,,
8472,ALevel,Science,2025,Science Subject 3,A,Science Subject 4,A,Science Subject 1,B,Science Subject 2,F
8473,ALevel,Commerce,2014,Commerce Subject 2,S,Commerce Subject 3,B,Commerce Subject 1,S,Commerce Subject 4,F
8476,ALevel,Science,2022,Science Subject 1,S,Science Subject 4,B,Science Subject 2,A,Science Subject 3,A
8479,ALevel,Technology,1987,Technology Subject 1,S,Technology Subject 3,B,Technology Subject 2,C,Technology Subject 4,C
8491,ALevel,Arts,1985,Arts Subject 3,F,Arts Subject 4,B,Arts Subject 2,A,,
8493,ALevel,Technology,2000,Technology Subject 2,W,Technology Subject 3,A,Technology Subject 4,C,Technology Subject 1,W
8499,ALevel,Arts,1992,Arts Subject 1,F,Arts Subject 3,C,Arts Subject 4,C,Arts Subject 2,F
8500,ALevel,Science,2017,Science Subject 2,S,Science Subject 1,B,Science Subject 3,F,,
8501,ALevel,Technology,1983,Technology Subject 1,F,Technology Subject 4,B,Technology Subject 2,B,,
8502,ALevel,Arts,2014,Arts Subject 3,W,Arts Subject 1,W,Arts Subject 4,F,Arts Subject 2,A
8504,ALevel,Science,1988,Science Subject 3,F,Science Subject 1,W,Science Subject 4,C,,
8506,ALevel,Science,2018,Science Subject 2,A,Science Subject 4,F,Science Subject 1,W,,
8509,ALevel,Arts,1991,Arts Subject 4,B,Arts Subject 1,B,Arts Subject 3,F,Arts Subject 2,A
8512,ALevel,Science,1983,Science Subject 2,C,Science Subject 3,C,Science Subject 4,B,,
8515,ALevel,Arts,2021,Arts Subject 2,B,Arts Subject 1,B,Arts Subject 3,A,,
8516,ALevel,Commerce,1988,Commerce Subject 2,B,Commerce Subject 4,S,Commerce Subject 1,A,,
8517,ALevel,Commerce,1984,Commerce Subject 2,W,Commerce Subject 3,B,Commerce Subject 4,S,Commerce Subject 1,F
8518,ALevel,Commerce,2012,Commerce Subject 2,S,Commerce Subject 4,B,Commerce Subject 3,A,,
8521,ALevel,Commerce,2023,Commerce Subject 2,A,Commerce Subject 1,W,Commerce Subject 3,F,Commerce Subject 4,A
8522,ALevel,Arts,1993,Arts Subject 1,F,Arts Subject 2,S,Arts Subject 4,W,Arts Subject 3,B
8526,ALevel,Science,1983,Science Subject 2,W,Science Subject 1,B,Science Subject 4,B,,
8530,ALevel,Arts,1982,Arts Subject 4,W,Arts Subject 2,S,Arts Subject 3,B,Arts Subject 1,B
8531,ALevel,Arts,1994,Arts Subject 4,B,Arts Subject 2,F,Arts Subject 3,S,Arts Subject 1,F
8532,ALevel,Commerce,1999,Commerce Subject 3,B,Commerce Subject 4,A,Commerce Subject 1,F,Commerce Subject 2,C
8534,ALevel,Science,1999,Science Subject 4,B,Science Subject 3,A,Science Subject 1,S,,
8536,ALevel,Technology,1994,Technology Subject 4,F,Technology Subject 2,W,Technology Subject 1,C,,
8537,ALevel,Technology,1984,Technology Subject 2,C,Technology Subject 1,F,Technology Subject 3,S,,
8538,ALevel,Arts,2014,Arts Subject 2,S,Arts Subject 1,A,Arts Subject 4,W,Arts Subject 3,F
8546,ALevel,Commerce,2020,Commerce Subject 3,A,Commerce Subject 1,F,Commerce Subject 4,B,Commerce Subject 2,A
8549,ALevel,Commerce,2009,Commerce Subject 4,A,Commerce Subject 1,C,Commerce Subject 2,C,,
8552,ALevel,Technology,2016,Technology Subject 2,C,Technology Subject 3,F,Technology Subject 4,F,Technology Subject 1,W
8557,ALevel,Science,1993,Science Subject 4,W,Science Subject 2,C,Science Subject 1,A,,
8558,ALevel,Technology,1997,Technology Subject 3,W,Technology Subject 1,B,Technology Subject 2,S,,
8559,ALevel,Arts,2008,Arts Subject 1,F,Arts Subject 3,C,Arts Subject 2,S,Arts Subject 4,A
8561,ALevel,Science,1998,Science Subject 2,B,Science Subject 4,F,Science Subject 1,F,,
8562,ALevel,Science,2002,Science Subject 2,F,Science Subject 1,C,Science Subject 4,A,,
8565,ALevel,Arts,1982,Arts Subject 3,A,Arts Subject 1,B,Arts Subject 2,A,,
8568,ALevel,Technology,2020,Technology Subject 3,F,Technology Subject 1,C,Technology Subject 4,A,Technology Subject 2,B
8569,ALevel,Science,2003,Science Subject 4,F,Science Subject 1,S,Science Subject 3,W,Science Subject 2,S
8571,ALevel,Commerce,2015,Commerce Subject 4,A,Commerce Subject 3,B,Commerce Subject 1,F,,
8579,ALevel,Commerce,2009,Commerce Subject 4,A,Commerce Subject 1,C,Commerce Subject 3,C,Commerce Subject 2,S
8584,ALevel,Technology,2024,Technology Subject 2,F,Technology Subject 3,F,Technology Subject 4,W,,
8586,ALevel,Science,1999,Science Subject 2,S,Science Subject 1,F,Science Subject 4,W,,
8587,ALevel,Commerce,2024,Commerce Subject 1,F,Commerce Subject 4,F,Commerce Subject 2,S,Commerce Subject 3,B
8588,ALevel,Commerce,1995,Commerce Subject 4,C,Commerce Subject 3,C,Commerce Subject 1,W,,
8592,ALevel,Technology,1987,Technology Subject 3,A,Technology Subject 2,S,Technology Subject 4,B,,
8595,ALevel,Commerce,1982,Commerce Subject 3,W,Commerce Subject 4,A,Commerce Subject 2,A,Commerce Subject 1,A
8601,ALevel,Science,2022,Science Subject 4,B,Science Subject 3,C,Science Subject 1,B,,
8605,ALevel,Arts,1990,Arts Subject 3,C,Arts Subject 2,W,Arts Subject 4,S,,
8608,ALevel,Commerce,1991,Commerce Subject 3,B,Commerce Subject 1,B,Commerce Subject 4,S,Commerce Subject 2,W
8613,ALevel,Science,1989,Science Subject 2,W,Science Subject 1,S,Science Subject 4,S,Science Subject 3,A
8614,ALevel,Technology,1995,Technology Subject 4,C,Technology Subject 2,F,Technology Subject 3,F,,
8615,ALevel,Commerce,1984,Commerce Subject 1,B,Commerce Subject 4,W,Commerce Subject 3,C,,
8616,ALevel,Commerce,1985,Commerce Subject 1,A,Commerce Subject 2,A,Commerce Subject 3,B,Commerce Subject 4,W
8619,ALevel,Science,2019,Science Subject 1,B,Science Subject 2,A,Science Subject 4,S,Science Subject 3,B
8621,ALevel,Commerce,1987,Commerce Subject 2,S,Commerce Subject 1,S,Commerce Subject 4,W,Commerce Subject 3,C
8623,ALevel,Science,2016,Science Subject 4,C,Science Subject 3,C,Science Subject 2,W,Science Subject 1,C
8625,ALevel,Arts,1984,Arts Subject 4,W,Arts Subject 1,W,Arts Subject 3,W,,
8626,ALevel,Arts,2010,Arts Subject 4,W,Arts Subject 2,A,Arts Subject 3,B,Arts Subject 1,B
8630,ALevel,Science,1997,Science Subject 1,S,Science Subject 4,W,Science Subject 2,S,,
8631,ALevel,Commerce,2021,Commerce Subject 2,A,Commerce Subject 3,A,Commerce Subject 4,W,,
8632,ALevel,Technology,2012,Technology Subject 3,C,Technology Subject 4,W,Technology Subject 1,B,Technology Subject 2,A
8634,ALevel,Science,2001,Science Subject 2,F,Science Subject 1,A,Science Subject 4,A,,
8635,ALevel,Technology,2018,Technology Subject 4,A,Technology Subject 3,C,Technology Subject 1,C,Technology Subject 2,B
8646,ALevel,Science,1998,Science Subject 3,S,Science Subject 4,W,Science Subject 1,C,,
8652,ALevel,Arts,2023,Arts Subject 2,C,Arts Subject 4,W,Arts Subject 1,W,,
8653,ALevel,Science,1990,Science Subject 3,F,Science Subject 1,S,Science Subject 2,B,,
8656,ALevel,Arts,2025,Arts Subject 2,A,Arts Subject 1,A,Arts Subject 4,A,,
8657,ALevel,Science,2010,Science Subject 1,W,Science Subject 3,A,Science Subject 4,B,,
8660,ALevel,Science,2006,Science Subject 2,C,Science Subject 1,A,Science Subject 4,A,Science Subject 3,W
8669,ALevel,Arts,2006,Arts Subject 2,C,Arts Subject 3,C,Arts Subject 1,B,Arts Subject 4,S
8670,ALevel,Science,1993,Science Subject 1,A,Science Subject 2,S,Science Subject 4,A,,
8671,ALevel,Technology,1994,Technology Subject 4,W,Technology Subject 2,W,Technology Subject 1,A,Technology Subject 3,W
8675,ALevel,Arts,2015,Arts Subject 3,W,Arts Subject 2,F,Arts Subject 4,W,,
8681,ALevel,Arts,2000,Arts Subject 2,A,Arts Subject 3,F,Arts Subject 4,A,Arts Subject 1,F
8687,ALevel,Technology,1993,Technology Subject 3,A,Technology Subject 1,F,Technology Subject 4,A,,
8688,ALevel,Technology,2023,Technology Subject 2,F,Technology Subject 1,A,Technology Subject 4,A,,
8690,ALevel,Technology,2014,Technology Subject 1,S,Technology Subject 3,B,Technology Subject 2,A,Technology Subject 4,C
8694,ALevel,Technology,1998,Technology Subject 1,S,Technology Subject 2,F,Technology Subject 4,S,,
8695,ALevel,Commerce,1998,Commerce Subject 2,C,Commerce Subject 1,A,Commerce Subject 4,A,,
8698,ALevel,Commerce,2014,Commerce Subject 4,S,Commerce Subject 2,W,Commerce Subject 3,B,Commerce Subject 1,C
8699,ALevel,Science,1991,Science Subject 1,B,Science Subject 4,W,Science Subject 2,W,,
8700,ALevel,Arts,2016,Arts Subject 1,B,Arts Subject 4,B,Arts Subject 2,F,,
8702,ALevel,Arts,2015,Arts Subject 2,C,Arts Subject 1,C,Arts Subject 3,B,Arts Subject 4,A
8703,ALevel,Science,1998,Science Subject 1,B,Science Subject 3,W,Science Subject 4,W,Science Subject 2,B
8705,ALevel,Science,2019,Science Subject 4,B,Science Subject 2,B,Science Subject 1,C,,
8706,ALevel,Arts,1984,Arts Subject 4,F,Arts Subject 2,F,Arts Subject 3,A,Arts Subject 1,C
8707,ALevel,Commerce,2015,Commerce Subject 1,C,Commerce Subject 2,S,Commerce Subject 4,F,Commerce Subject 3,F
8709,ALevel,Science,1984,Science Subject 1,B,Science Subject 4,A,Science Subject 3,C,,
8712,ALevel,Technology,1983,Technology Subject 3,C,Technology Subject 4,A,Technology Subject 2,W,Technology Subject 1,S
8713,ALevel,Science,1982,Science Subject 4,W,Science Subject 2,W,Science Subject 1,C,,
8714,ALevel,Technology,2024,Technology Subject 1,W,Technology Subject 4,F,Technology Subject 2,W,,
8716,ALevel,Science,2021,Science Subject 4,W,Science Subject 3,S,Science Subject 2,B,,
8717,ALevel,Science,2002,Science Subject 3,F,Science Subject 2,F,Science Subject 4,S,Science Subject 1,C
8718,ALevel,Science,2009,Science Subject 4,F,Science Subject 1,S,Science Subject 3,W,,
8724,ALevel,Arts,2025,Arts Subject 2,W,Arts Subject 1,B,Arts Subject 4,B,,
8725,ALevel,Commerce,1989,Commerce Subject 2,S,Commerce Subject 4,C,Commerce Subject 1,W,,
8728,ALevel,Commerce,2015,Commerce Subject 1,C,Commerce Subject 3,B,Commerce Subject 4,W,,
8729,ALevel,Technology,2021,Technology Subject 2,B,Technology Subject 3,C,Technology Subject 1,B,Technology Subject 4,A
8730,ALevel,Arts,2007,Arts Subject 1,A,Arts Subject 2,C,Arts Subject 3,C,,
8732,ALevel,Arts,1988,Arts Subject 4,F,Arts Subject 3,W,Arts Subject 2,F,Arts Subject 1,C
8733,ALevel,Arts,1989,Arts Subject 4,A,Arts Subject 3,B,Arts Subject 2,S,,
8734,ALevel,Science,2020,Science Subject 3,W,Science Subject 1,B,Science Subject 4,B,Science Subject 2,F
8742,ALevel,Arts,1996,Arts Subject 4,B,Arts Subject 3,A,Arts Subject 2,S,,
8745,ALevel,Technology,1985,Technology Subject 1,W,Technology Subject 3,S,Technology Subject 2,A,,
8749,ALevel,Commerce,2023,Commerce Subject 2,F,Commerce Subject 4,A,Commerce Subject 1,S,Commerce Subject 3,W
8752,ALevel,Commerce,1983,Commerce Subject 4,W,Commerce Subject 1,B,Commerce Subject 3,S,Commerce Subject 2,W
8754,ALevel,Technology,1993,Technology Subject 4,A,Technology Subject 3,W,Technology Subject 1,B,Technology Subject 2,C
8755,ALevel,Technology,2011,Technology Subject 2,B,Technology Subject 1,C,Technology Subject 4,A,Technology Subject 3,F
8756,ALevel,Science,1993,Science Subject 2,A,Science Subject 4,F,Science Subject 3,B,Science Subject 1,W
8757,ALevel,Arts,1991,Arts Subject 2,A,Arts Subject 1,B,Arts Subject 3,B,,
8761,ALevel,Arts,1993,Arts Subject 1,F,Arts Subject 4,C,Arts Subject 3,A,Arts Subject 2,F
8762,ALevel,Commerce,1995,Commerce Subject 3,F,Commerce Subject 2,F,Commerce Subject 4,C,Commerce Subject 1,F
8763,ALevel,Commerce,1994,Commerce Subject 4,B,Commerce Subject 2,A,Commerce Subject 1,A,Commerce Subject 3,S
8765,ALevel,Commerce,1981,Commerce Subject 2,A,Commerce Subject 4,F,Commerce Subject 3,S,,
8768,ALevel,Technology,2021,Technology Subject 2,A,Technology Subject 3,B,Technology Subject 1,A,Technology Subject 4,C
8771,ALevel,Commerce,1994,Commerce Subject 2,W,Commerce Subject 4,F,Commerce Subject 3,A,Commerce Subject 1,A
8776,ALevel,Commerce,1994,Commerce Subject 1,F,Commerce Subject 3,S,Commerce Subject 2,C,Commerce Subject 4,A
8777,ALevel,Arts,2008,Arts Subject 1,W,Arts Subject 2,A,Arts Subject 4,C,Arts Subject 3,C
8780,ALevel,Commerce,1993,Commerce Subject 4,C,Commerce Subject 2,C,Commerce Subject 1,A,Commerce Subject 3,C
8782,ALevel,Arts,2020,Arts Subject 2,A,Arts Subject 3,B,Arts Subject 4,W,Arts Subject 1,W
8783,ALevel,Technology,1990,Technology Subject 3,W,Technology Subject 2,C,Technology Subject 1,W,Technology Subject 4,C
8784,ALevel,Science,1995,Science Subject 1,F,Science Subject 3,B,Science Subject 2,W,,
8786,ALevel,Commerce,2000,Commerce Subject 2,B,Commerce Subject 4,C,Commerce Subject 3,S,Commerce Subject 1,S
8789,ALevel,Technology,2012,Technology Subject 1,C,Technology Subject 4,F,Technology Subject 2,F,Technology Subject 3,C
8795,ALevel,Commerce,1998,Commerce Subject 1,W,Commerce Subject 4,C,Commerce Subject 2,S,,
8796,ALevel,Commerce,2010,Commerce Subject 4,C,Commerce Subject 3,F,Commerce Subject 1,C,,
8799,ALevel,Arts,1986,Arts Subject 3,F,Arts Subject 4,A,Arts Subject 1,S,Arts Subject 2,C
8801,ALevel,Commerce,2007,Commerce Subject 1,W,Commerce Subject 4,S,Commerce Subject 3,B,Commerce Subject 2,S
8802,ALevel,Technology,1985,Technology Subject 4,C,Technology Subject 1,S,Technology Subject 3,S,Technology Subject 2,A
8803,ALevel,Technology,1988,Technology Subject 2,F,Technology Subject 3,A,Technology Subject 1,B,,
8804,ALevel,Arts,2022,Arts Subject 4,W,Arts Subject 2,F,Arts Subject 1,C,Arts Subject 3,S
8805,ALevel,Technology,2012,Technology Subject 4,A,Technology Subject 3,A,Technology Subject 1,C,,
8806,ALevel,Technology,2023,Technology Subject 2,F,Technology Subject 3,W,Technology Subject 1,W,Technology Subject 4,C
8809,ALevel,Commerce,2013,Commerce Subject 4,W,Commerce Subject 3,F,Commerce Subject 1,A,Commerce Subject 2,A
8814,ALevel,Science,2000,Science Subject 3,C,Science Subject 2,W,Science Subject 1,A,Science Subject 4,W
8815,ALevel,Arts,2018,Arts Subject 3,A,Arts Subject 1,W,Arts Subject 4,B,Arts Subject 2,W
8817,ALevel,Technology,1990,Technology Subject 4,C,Technology Subject 3,A,Technology Subject 1,A,Technology Subject 2,B
8819,ALevel,Science,2010,Science Subject 2,F,Science Subject 1,C,Science Subject 4,W,Science Subject 3,C
8821,ALevel,Arts,1995,Arts Subject 3,B,Arts Subject 2,C,Arts Subject 4,A,Arts Subject 1,F
8823,ALevel,Commerce,1988,Commerce Subject 4,A,Commerce Subject 3,W,Commerce Subject 2,A,,
8825,ALevel,Arts,1987,Arts Subject 3,A,Arts Subject 1,W,Arts Subject 4,W,,
8826,ALevel,Technology,2008,Technology Subject 3,B,Technology Subject 4,F,Technology Subject 1,A,Technology Subject 2,S
8829,ALevel,Commerce,2003,Commerce Subject 1,W,Commerce Subject 4,A,Commerce Subject 2,C,Commerce Subject 3,C
8831,ALevel,Technology,2013,Technology Subject 1,B,Technology Subject 3,A,Technology Subject 2,W,Technology Subject 4,F
8832,ALevel,Technology,2012,Technology Subject 2,W,Technology Subject 3,A,Technology Subject 1,C,,
8834,ALevel,Technology,2016,Technology Subject 3,W,Technology Subject 2,B,Technology Subject 1,C,,
8835,ALevel,Technology,1981,Technology Subject 1,C,Technology Subject 4,S,Technology Subject 2,W,,
8840,ALevel,Commerce,2021,Commerce Subject 1,B,Commerce Subject 4,S,Commerce Subject 2,F,Commerce Subject 3,W
8843,ALevel,Technology,2007,Technology Subject 4,C,Technology Subject 1,W,Technology Subject 2,A,Technology Subject 3,B
8844,ALevel,Arts,2005,Arts Subject 2,A,Arts Subject 1,F,Arts Subject 4,A,,
8846,ALevel,Technology,2025,Technology Subject 3,C,Technology Subject 2,F,Technology Subject 4,W,,
8847,ALevel,Technology,2011,Technology Subject 4,S,Technology Subject 1,F,Technology Subject 3,S,Technology Subject 2,F
8848,ALevel,Arts,2008,Arts Subject 4,C,Arts Subject 3,W,Arts Subject 1,S,,
8849,ALevel,Science,1992,Science Subject 2,S,Science Subject 3,S,Science Subject 1,S,Science Subject 4,B
8853,ALevel,Technology,1990,Technology Subject 2,A,Technology Subject 4,F,Technology Subject 1,S,,
8854,ALevel,Commerce,2004,Commerce Subject 1,F,Commerce Subject 4,A,Commerce Subject 2,F,Commerce Subject 3,F
8857,ALevel,Arts,1984,Arts Subject 2,A,Arts Subject 3,B,Arts Subject 1,W,,
8858,ALevel,Arts,2024,Arts Subject 3,A,Arts Subject 2,C,Arts Subject 1,B,Arts Subject 4,F
8860,ALevel,Arts,2009,Arts Subject 2,F,Arts Subject 1,C,Arts Subject 3,A,Arts Subject 4,B
