JobID,EmployerName,Country,EmploymentSector,JobTitle,PostedDate
4077,Hotel Co,New Zealand,Driving & Transportation,General Labourer,2024-12-27
4078,Tea Solutions,Saudi Arabia,Domestic Services,Factory Worker,2024-02-11
4079,Sri Inc,Malaysia,Garment & Apparel,Bar Bender,2025-07-22
4080,Construction Co,New Zealand,IT & Professional Services,Housemaid,2025-01-21
4081,Construction Plantations,Saudi Arabia,Garment & Apparel,Gardener,2023-11-08
4082,Lanka Plantations,Qatar,Healthcare & Nursing,Beautician,2024-04-26
4083,Tech Co,United Arab Emirates,Garment & Apparel,Driver,2025-01-21
4084,Apparel Inc,Qatar,Manufacturing,Agricultural Worker,2023-12-20
4085,Gem Ltd,United Kingdom,Hospitality & Tourism,Agricultural Worker,2024-04-22
4086,Construction Inc,Kuwait,Healthcare & Nursing,Packing Worker,2023-10-17
4087,Island Plantations,Sri Lanka,Construction,Construction Helper,2025-06-20
4088,Sri Solutions,Kuwait,Driving & Transportation,Packing Worker,2024-02-03
4089,Apparel Solutions,Bahrain,Security Services,Receptionist,2024-08-06
4090,Lanka Co,Kuwait,Hospitality & Tourism,Plumber,2024-11-29
4091,Gem Inc,Lebanon,Driving & Transportation,Cook,2024-07-12
4092,Island Ltd,Jordan,Manufacturing,Janitor,2023-10-03
4093,Ceylon Pvt,Qatar,Domestic Services,Logistics Coordinator,2024-06-26
4094,Tech Ltd,South Korea,Domestic Services,Agricultural Worker,2024-11-27
4095,Gem Solutions,Kuwait,Healthcare & Nursing,Salesperson,2024-11-05
4096,Apparel Pvt,Turkey,Hospitality & Tourism,General Labourer,2025-05-25
4097,Gem Corp,Maldives,Facility Management,Factory Worker,2024-07-27
4098,Hotel Enterprises,Saudi Arabia,Retail & Sales,Gardener,2025-03-19
4099,Tech Pvt,Israel,Engineering & Technical,Salesperson,2024-09-18
4100,Sri Co,Oman,Education & Training,Technician,2025-03-20
4101,Lanka Solutions,Qatar,Construction,Construction Helper,2024-10-05
4102,Island Ltd,Hong Kong,Construction,Construction Helper,2024-08-03
4103,Ceylon Ltd,Qatar,Retail & Sales,Hairdresser,2024-10-22
4104,Gem Plantations,Kuwait,Domestic Services,Domestic Worker,2025-02-14
4105,Ceylon Enterprises,Bahrain,Engineering & Technical,Mason,2024-04-06
4106,Sri Enterprises,Saudi Arabia,Hospitality & Tourism,Engineer,2024-03-18
4107,Island Pvt,South Korea,Hospitality & Tourism,Tailor,2024-04-30
4108,Hotel Ltd,Qatar,Construction,Construction Helper,2024-07-01
4109,Tech Pvt,United Arab Emirates,Healthcare & Nursing,Driver,2025-03-24
4110,Tech Solutions,Japan,Healthcare & Nursing,Electrician,2024-06-04
4111,Construction Co,Saudi Arabia,Agriculture & Fishery,Beautician,2024-08-15
4112,Sri Pvt,Jordan,Cleaning Services,Administrative Assistant,2024-12-23
4113,Island Solutions,Qatar,Construction,Construction Supervisor,2024-06-07
4114,Apparel Ltd,Saudi Arabia,Construction,Construction Supervisor,2023-09-03
4115,Island Pvt,Saudi Arabia,Garment & Apparel,Packing Worker,2025-04-23
4116,Hotel Inc,Qatar,Domestic Services,Cleaner,2024-12-14
4117,Tech Inc,Israel,Hospitality & Tourism,Gardener,2023-12-18
4118,Hotel Group,United Arab Emirates,Security Services,Chef,2025-04-24
4119,Tea Solutions,United Arab Emirates,Garment & Apparel,Janitor,2025-06-24
4120,Ceylon Co,United Arab Emirates,Healthcare & Nursing,Shuttering Carpenter,2025-07-13
4121,Apparel Solutions,Qatar,Manufacturing,Agricultural Worker,2025-05-20
4122,Lanka Plantations,Saudi Arabia,Agriculture & Fishery,Forklift Operator,2024-10-03
4123,Gem Enterprises,Kuwait,Domestic Services,Bar Bender,2023-12-26
4124,Island Enterprises,Saudi Arabia,Hospitality & Tourism,Heavy Vehicle Operator,2024-05-01
4125,Island Co,Qatar,Domestic Services,Domestic Worker,2024-12-16
4126,Construction Solutions,United Arab Emirates,Manufacturing,Caregiver,2024-02-13
4127,Gem Inc,Kuwait,Hospitality & Tourism,Security Guard,2024-09-13
4128,Construction Ltd,Saudi Arabia,Construction,Construction Supervisor,2024-07-02
4129,Hotel Solutions,Saudi Arabia,Healthcare & Nursing,Barista,2024-11-17
4130,Sri Corp,United Arab Emirates,Construction,Construction Helper,2025-01-27
4131,Construction Group,Cyprus,Engineering & Technical,Quality Control Inspector,2025-03-28
4132,Apparel Group,Cyprus,Healthcare & Nursing,Administrative Assistant,2024-08-14
4133,Lanka Pvt,Serbia,Garment & Apparel,Welder,2024-01-10
4134,Construction Pvt,United Arab Emirates,Construction,Construction Helper,2025-05-08
4135,Hotel Corp,Saudi Arabia,Garment & Apparel,Packing Worker,2025-06-14
4136,Sri Corp,Kuwait,Domestic Services,Machine Operator,2023-12-01
4137,Apparel Enterprises,United Arab Emirates,Textile & Sewing,Accountant,2024-12-30
4138,Sri Ltd,United Arab Emirates,Garment & Apparel,Tailor,2024-06-19
4139,Island Co,Cyprus,Education & Training,Nurse,2025-05-07
4140,Lanka Pvt,Maldives,Healthcare & Nursing,Cook,2023-09-02
4141,Tea Corp,Maldives,Agriculture & Fishery,Chef,2024-08-20
4142,Ceylon Plantations,Oman,Manufacturing,Shuttering Carpenter,2024-11-05
4143,Island Group,Saudi Arabia,Domestic Services,Kitchen Helper,2024-01-31
4144,Hotel Corp,Russia,Engineering & Technical,Welder,2025-03-23
4145,Ceylon Enterprises,United Arab Emirates,Security Services,Technician,2024-06-04
4146,Apparel Corp,Kuwait,Construction,Construction Supervisor,2025-06-23
4147,Tea Solutions,Canada,Hospitality & Tourism,General Labourer,2023-11-03
4148,Tech Co,Maldives,Domestic Services,Nursing Assistant,2024-11-01
4149,Apparel Group,Saudi Arabia,Domestic Services,Construction Helper,2025-03-25
4150,Tech Group,New Zealand,Construction,Construction Supervisor,2025-07-22
4151,Gem Ltd,Saudi Arabia,Garment & Apparel,Gardener,2023-08-22
4152,Construction Co,Kuwait,Domestic Services,Heavy Vehicle Operator,2025-02-06
4153,Lanka Inc,Qatar,Textile & Sewing,Salesperson,2023-12-17
4154,Lanka Inc,Saudi Arabia,Hospitality & Tourism,Salesperson,2025-07-11
4155,Tea Inc,United Kingdom,Healthcare & Nursing,Sewing Machine Operator,2024-04-16
4156,Tea Co,United Arab Emirates,Domestic Services,Forklift Operator,2024-10-25
4157,Island Pvt,Saudi Arabia,Healthcare & Nursing,Laundry Worker,2025-04-29
4158,Gem Ltd,Kuwait,Construction,Construction Helper,2024-07-02
4159,Hotel Solutions,United Arab Emirates,Agriculture & Fishery,Factory Worker,2025-01-02
4160,Gem Inc,Maldives,Construction,Construction Helper,2025-06-05
4161,Tech Solutions,Qatar,Construction,Construction Helper,2025-02-26
4162,Hotel Inc,Japan,Retail & Sales,Janitor,2024-01-01
4163,Sri Co,Saudi Arabia,Agriculture & Fishery,Hotel Housekeeper,2024-07-05
4164,Construction Corp,Saudi Arabia,Garment & Apparel,Administrative Assistant,2025-06-14
4165,Tea Group,Qatar,Manufacturing,Construction Supervisor,2023-11-05
4166,Construction Ltd,Qatar,Construction,Construction Helper,2025-04-24
4167,Lanka Plantations,Hong Kong,Agriculture & Fishery,Factory Worker,2025-06-24
4168,Gem Plantations,Jordan,Education & Training,Salesperson,2023-10-24
4169,Tea Ltd,Hong Kong,Security Services,Administrative Assistant,2025-05-26
4170,Ceylon Co,Romania,Engineering & Technical,Factory Worker,2024-08-14
4171,Construction Plantations,United Arab Emirates,Domestic Services,Barista,2023-11-23
4172,Sri Solutions,Qatar,Security Services,Security Guard,2025-02-22
4173,Hotel Group,Qatar,Domestic Services,Nursing Assistant,2025-08-16
4174,Apparel Corp,Saudi Arabia,Domestic Services,Electrician,2023-12-03
4175,Lanka Inc,Kuwait,Garment & Apparel,Mason,2024-08-06
4176,Hotel Solutions,United Arab Emirates,Construction,Construction Helper,2023-11-30
4177,Hotel Co,Saudi Arabia,Hospitality & Tourism,Security Guard,2024-05-13
4178,Construction Pvt,United Kingdom,Construction,Construction Helper,2024-05-03
4179,Tea Plantations,United Arab Emirates,Hospitality & Tourism,Housemaid,2023-09-11
4180,Apparel Solutions,Kuwait,Agriculture & Fishery,Construction Helper,2024-12-16
4181,Tech Co,Russia,Domestic Services,Gardener,2025-05-19
4182,Construction Co,United Arab Emirates,Domestic Services,Caregiver,2024-01-20
4183,Gem Co,Kuwait,Healthcare & Nursing,Barista,2024-11-30
4184,Construction Ltd,Jordan,Retail & Sales,Mason,2024-07-17
4185,Sri Solutions,Saudi Arabia,Garment & Apparel,Maintenance Worker,2023-12-27
4186,Island Enterprises,Qatar,Construction,Construction Supervisor,2025-01-27
4187,Sri Ltd,Seychelles,Domestic Services,Plumber,2024-02-19
4188,Gem Ltd,Qatar,Manufacturing,Maintenance Worker,2025-02-01
4189,Hotel Plantations,Saudi Arabia,Domestic Services,Packing Worker,2024-06-13
4190,Tea Group,Kuwait,Education & Training,Cook,2023-10-03
4191,Ceylon Inc,Kuwait,Domestic Services,House Driver,2024-07-25
4192,Island Corp,Lebanon,Hospitality & Tourism,Cook,2024-07-09
4193,Lanka Corp,South Korea,Domestic Services,Bar Bender,2023-11-14
4194,Sri Ltd,Kuwait,Logistics & Warehousing,Cleaner,2024-10-25
4195,Gem Solutions,United Arab Emirates,Garment & Apparel,Fishery Worker,2025-05-11
4196,Tech Corp,Saudi Arabia,Garment & Apparel,Mason,2024-02-29
4197,Tech Solutions,Oman,Construction,Construction Helper,2023-11-19
4198,Ceylon Plantations,Kuwait,Hospitality & Tourism,Cleaner,2024-12-23
4199,Ceylon Plantations,Qatar,Domestic Services,Cleaner,2023-12-07
4200,Ceylon Pvt,Cyprus,Garment & Apparel,Security Guard,2024-04-04
4201,Apparel Plantations,Saudi Arabia,Construction,Construction Supervisor,2025-04-23
4202,Gem Plantations,Saudi Arabia,Construction,Construction Helper,2025-01-31
4203,Hotel Solutions,United Arab Emirates,Domestic Services,Nursing Assistant,2024-04-16
4204,Construction Corp,Saudi Arabia,Domestic Services,Domestic Worker,2024-06-11
4205,Sri Pvt,Saudi Arabia,Domestic Services,Housemaid,2023-12-10
4206,Gem Corp,Saudi Arabia,Hospitality & Tourism,Nursing Assistant,2024-03-05
4207,Lanka Ltd,Kuwait,Facility Management,Welder,2024-09-13
4208,Apparel Ltd,Saudi Arabia,Healthcare & Nursing,Kitchen Helper,2023-12-01
4209,Apparel Inc,South Korea,Security Services,Delivery Driver,2023-12-17
4210,Island Solutions,Oman,Engineering & Technical,Salesperson,2023-09-08
4211,Hotel Pvt,Russia,Construction,Construction Supervisor,2025-04-04
4212,Gem Solutions,Seychelles,Healthcare & Nursing,Receptionist,2023-10-28
4213,Ceylon Corp,South Korea,Logistics & Warehousing,Engineer,2023-09-22
4214,Tech Solutions,Saudi Arabia,Hospitality & Tourism,Fishery Worker,2025-04-04
4215,Island Enterprises,Saudi Arabia,Domestic Services,Maintenance Worker,2024-04-06
4216,Tech Pvt,Saudi Arabia,Domestic Services,Accountant,2024-09-05
4217,Apparel Enterprises,Cyprus,Domestic Services,Construction Helper,2024-05-03
4218,Apparel Plantations,United Arab Emirates,Healthcare & Nursing,Caregiver,2025-07-04
4219,Island Co,United Arab Emirates,Healthcare & Nursing,Machine Operator,2024-06-08
4220,Tea Solutions,Saudi Arabia,Garment & Apparel,Receptionist,2025-03-28
4221,Lanka Solutions,Kuwait,Construction,Construction Helper,2023-11-09
4222,Lanka Solutions,Saudi Arabia,Healthcare & Nursing,Agricultural Worker,2024-09-26
4223,Tech Plantations,Maldives,Hospitality & Tourism,Tailor,2024-05-16
4224,Apparel Plantations,Kuwait,Garment & Apparel,Teacher Assistant,2024-09-12
4225,Tech Ltd,Australia,Domestic Services,Receptionist,2023-08-28
4226,Tea Pvt,Saudi Arabia,Hospitality & Tourism,Nurse,2023-08-23
4227,Gem Pvt,United Arab Emirates,Security Services,Cleaner,2023-10-09
4228,Lanka Ltd,Japan,IT & Professional Services,Nursing Assistant,2024-11-06
4229,Apparel Solutions,Saudi Arabia,Garment & Apparel,Hotel Housekeeper,2024-05-11
4230,Sri Corp,Qatar,Construction,Construction Supervisor,2023-12-13
4231,Ceylon Enterprises,Kuwait,Hospitality & Tourism,Construction Supervisor,2024-03-17
4232,Apparel Corp,United Arab Emirates,Domestic Services,Warehouse Worker,2024-12-30
4233,Apparel Pvt,Qatar,Engineering & Technical,Gardener,2025-07-13
4234,Gem Group,Canada,Engineering & Technical,Cook,2024-07-05
4235,Hotel Pvt,United Arab Emirates,Hospitality & Tourism,Nurse,2024-01-03
4236,Tea Group,Russia,Garment & Apparel,Factory Worker,2024-09-27
4237,Construction Inc,United Arab Emirates,Healthcare & Nursing,Cook,2023-12-13
4238,Tea Plantations,Kuwait,Education & Training,Room Attendant,2024-10-10
4239,Gem Corp,Saudi Arabia,Beauty & Personal Care,Teacher Assistant,2023-10-20
4240,Tech Inc,Oman,Cleaning Services,Nursing Assistant,2023-11-14
4241,Lanka Co,United Arab Emirates,Agriculture & Fishery,Cook,2025-08-01
4242,Gem Plantations,Saudi Arabia,Garment & Apparel,Hotel Housekeeper,2025-04-24
4243,Gem Group,Qatar,Healthcare & Nursing,Cook,2025-04-13
4244,Construction Corp,Canada,Engineering & Technical,Cleaner,2024-06-26
4245,Sri Plantations,Romania,Domestic Services,Welder,2023-10-06
4246,Tea Inc,Russia,Healthcare & Nursing,Forklift Operator,2024-06-07
4247,Ceylon Inc,Kuwait,Healthcare & Nursing,General Labourer,2023-12-31
4248,Tea Group,Kuwait,Security Services,Tailor,2025-03-16
4249,Hotel Enterprises,Qatar,Healthcare & Nursing,Factory Worker,2025-08-15
4250,Sri Plantations,Oman,Domestic Services,Cook,2023-12-04
4251,Gem Pvt,United Arab Emirates,Construction,Construction Supervisor,2023-09-23
4252,Ceylon Enterprises,Saudi Arabia,Hospitality & Tourism,Quality Control Inspector,2023-08-27
4253,Tech Pvt,Bahrain,Manufacturing,Laundry Worker,2024-06-29
4254,Hotel Corp,Qatar,Manufacturing,Janitor,2024-07-30
4255,Hotel Ltd,Qatar,Engineering & Technical,Waiter,2024-01-15
4256,Tea Inc,Maldives,Garment & Apparel,Fishery Worker,2025-06-10
4257,Tech Group,Sri Lanka,Garment & Apparel,Administrative Assistant,2023-12-20
4258,Apparel Group,Kuwait,Garment & Apparel,Engineer,2025-08-03
4259,Construction Co,Serbia,Construction,Construction Supervisor,2025-05-06
4260,Apparel Group,Australia,Construction,Construction Supervisor,2025-07-04
4261,Tech Group,United Kingdom,Garment & Apparel,Room Attendant,2024-09-22
4262,Tech Co,Saudi Arabia,Garment & Apparel,Construction Helper,2025-01-01
4263,Tea Plantations,Israel,Hospitality & Tourism,Kitchen Helper,2025-06-07
4264,Sri Co,Romania,Construction,Construction Helper,2023-10-21
4265,Tech Inc,Kuwait,Hospitality & Tourism,Chef,2025-03-17
4266,Tech Co,United Arab Emirates,Domestic Services,Delivery Driver,2025-07-05
4267,Tea Inc,Kuwait,IT & Professional Services,House Driver,2024-09-21
4268,Lanka Co,Saudi Arabia,Cleaning Services,Technician,2024-03-24
4269,Construction Pvt,Romania,Healthcare & Nursing,Nursing Assistant,2025-07-10
4270,Apparel Co,Cyprus,Hospitality & Tourism,Accountant,2023-11-09
4271,Tea Pvt,Romania,Construction,Construction Helper,2024-07-01
4272,Gem Pvt,South Korea,Security Services,Mason,2025-05-16
4273,Gem Group,Romania,Domestic Services,Welder,2023-08-23
4274,Island Pvt,Qatar,Agriculture & Fishery,Caregiver,2024-02-07
4275,Hotel Pvt,United Arab Emirates,Garment & Apparel,Chef,2025-06-27
4276,Tea Ltd,Saudi Arabia,Domestic Services,Bar Bender,2024-08-29
4277,Island Corp,Saudi Arabia,Hospitality & Tourism,Electrician,2025-05-11
4278,Tech Ltd,United Arab Emirates,Manufacturing,Accountant,2025-03-14
4279,Ceylon Ltd,Saudi Arabia,Construction,Construction Supervisor,2023-12-13
4280,Gem Solutions,Kuwait,Agriculture & Fishery,Receptionist,2025-08-05
4281,Gem Corp,United Arab Emirates,Agriculture & Fishery,Chef,2024-05-07
4282,Lanka Corp,United Arab Emirates,Construction,Construction Supervisor,2024-08-29
4283,Apparel Inc,United Arab Emirates,Cleaning Services,Machine Operator,2024-01-07
4284,Apparel Solutions,Kuwait,Logistics & Warehousing,Technician,2025-06-26
4285,Tea Inc,Kuwait,Healthcare & Nursing,Forklift Operator,2025-02-02
4286,Construction Co,Saudi Arabia,Security Services,Beautician,2023-09-15
4287,Sri Solutions,Seychelles,Manufacturing,Security Guard,2023-12-10
4288,Hotel Pvt,Kuwait,Facility Management,Barista,2024-05-31
4289,Construction Inc,Jordan,Domestic Services,Delivery Driver,2024-05-25
4290,Apparel Ltd,United Arab Emirates,Construction,Construction Helper,2024-12-26
4291,Apparel Corp,United Arab Emirates,Agriculture & Fishery,Machine Operator,2024-09-21
4292,Tea Inc,United Arab Emirates,Agriculture & Fishery,Tailor,2024-03-23
4293,Lanka Co,Romania,Manufacturing,Chef,2023-10-29
4294,Tea Pvt,Turkey,Construction,Construction Supervisor,2024-09-04
4295,Island Solutions,Kuwait,Domestic Services,Carpenter,2024-11-25
4296,Hotel Inc,Saudi Arabia,Driving & Transportation,Heavy Vehicle Operator,2024-10-01
4297,Tech Ltd,Australia,Domestic Services,Mason,2025-01-07
4298,Apparel Group,Kuwait,Domestic Services,Cleaner,2024-03-18
4299,Gem Enterprises,Saudi Arabia,Manufacturing,Teacher Assistant,2025-06-27
4300,Gem Corp,Singapore,Construction,Construction Helper,2025-02-15
4301,Island Ltd,Maldives,Construction,Construction Supervisor,2025-08-13
4302,Sri Plantations,Maldives,Domestic Services,General Labourer,2023-09-07
4303,Tech Group,Saudi Arabia,Manufacturing,Salesperson,2025-01-14
4304,Ceylon Pvt,Saudi Arabia,Domestic Services,Bar Bender,2023-11-22
4305,Hotel Co,Saudi Arabia,Garment & Apparel,Tailor,2024-12-25
4306,Lanka Co,United Arab Emirates,Garment & Apparel,Driver,2023-09-04
4307,Sri Inc,New Zealand,Hospitality & Tourism,Fishery Worker,2024-10-06
4308,Hotel Corp,Russia,Construction,Construction Helper,2024-12-06
4309,Tech Group,United Arab Emirates,Construction,Construction Supervisor,2025-08-17
4310,Island Group,New Zealand,IT & Professional Services,Administrative Assistant,2024-04-07
4311,Tech Ltd,United Arab Emirates,Domestic Services,Mason,2025-08-03
4312,Construction Plantations,Kuwait,Textile & Sewing,Mason,2025-08-07
4313,Island Corp,Australia,Domestic Services,Shuttering Carpenter,2024-08-07
4314,Sri Enterprises,Cyprus,Manufacturing,Room Attendant,2025-03-22
4315,Apparel Corp,Saudi Arabia,Domestic Services,Hairdresser,2024-09-03
4316,Island Group,United Arab Emirates,Logistics & Warehousing,Shuttering Carpenter,2024-04-17
4317,Gem Inc,Qatar,Agriculture & Fishery,Teacher Assistant,2025-07-22
4318,Construction Pvt,Kuwait,Domestic Services,Cook,2025-06-18
4319,Hotel Inc,Saudi Arabia,Garment & Apparel,Logistics Coordinator,2024-04-24
4320,Construction Solutions,Russia,Agriculture & Fishery,Maintenance Worker,2024-03-25
4321,Island Corp,Japan,Garment & Apparel,Forklift Operator,2023-08-26
4322,Tech Ltd,Saudi Arabia,Manufacturing,Maintenance Worker,2023-11-04
4323,Ceylon Corp,Saudi Arabia,Construction,Construction Helper,2024-04-14
4324,Gem Inc,Maldives,Domestic Services,Room Attendant,2024-09-30
4325,Construction Corp,Kuwait,Agriculture & Fishery,Welder,2025-05-24
4326,Lanka Corp,Qatar,IT & Professional Services,Receptionist,2023-09-02
4327,Tea Solutions,Oman,Engineering & Technical,Chef,2024-08-26
4328,Ceylon Inc,Saudi Arabia,Domestic Services,Welder,2025-05-01
4329,Island Inc,Saudi Arabia,Garment & Apparel,Hotel Housekeeper,2024-11-22
4330,Ceylon Ltd,Saudi Arabia,Garment & Apparel,Packing Worker,2025-07-14
4331,Hotel Corp,Kuwait,Healthcare & Nursing,Factory Worker,2024-09-18
4332,Island Group,Qatar,Hospitality & Tourism,Accountant,2024-06-18
4333,Construction Solutions,Qatar,Domestic Services,Bar Bender,2024-04-25
4334,Construction Ltd,Saudi Arabia,Cleaning Services,Beautician,2025-05-09
4335,Tech Solutions,Oman,Domestic Services,Agricultural Worker,2023-11-19
4336,Island Ltd,Saudi Arabia,Hospitality & Tourism,Tailor,2024-09-09
4337,Tea Corp,Saudi Arabia,Beauty & Personal Care,Hairdresser,2023-12-15
4338,Tech Solutions,United Arab Emirates,Security Services,Packing Worker,2023-12-12
4339,Construction Group,Saudi Arabia,Healthcare & Nursing,Technician,2024-09-18
4340,Lanka Ltd,Oman,Domestic Services,Plumber,2025-07-06
4341,Hotel Solutions,Saudi Arabia,Garment & Apparel,Cook,2025-03-27
4342,Ceylon Inc,Cyprus,Manufacturing,Forklift Operator,2024-11-30
4343,Ceylon Corp,Cyprus,Manufacturing,Accountant,2023-11-19
4344,Construction Solutions,United Arab Emirates,Construction,Construction Supervisor,2025-08-04
4345,Apparel Co,Kuwait,Domestic Services,Carpenter,2024-05-02
4346,Sri Solutions,United Arab Emirates,Garment & Apparel,Technician,2023-09-19
4347,Tea Enterprises,Saudi Arabia,Domestic Services,Housemaid,2024-11-04
4348,Gem Group,Japan,Facility Management,Waiter,2024-08-26
4349,Hotel Pvt,Saudi Arabia,Domestic Services,Teacher Assistant,2024-06-10
4350,Ceylon Solutions,New Zealand,Hospitality & Tourism,Machine Operator,2024-02-19
4351,Gem Ltd,Saudi Arabia,Textile & Sewing,Maintenance Worker,2024-12-21
4352,Ceylon Ltd,Bahrain,Hospitality & Tourism,House Driver,2024-08-16
4353,Gem Enterprises,Russia,Hospitality & Tourism,Nurse,2023-10-27
4354,Hotel Inc,Malaysia,Facility Management,Caregiver,2024-07-12
4355,Sri Pvt,Qatar,Domestic Services,Hairdresser,2024-04-02
4356,Apparel Group,Japan,Engineering & Technical,Sewing Machine Operator,2024-10-19
4357,Island Ltd,Saudi Arabia,Construction,Construction Helper,2024-01-09
4358,Lanka Enterprises,Maldives,Engineering & Technical,Construction Supervisor,2023-11-28
4359,Hotel Co,Jordan,Security Services,Janitor,2025-01-19
4360,Gem Co,Kuwait,Construction,Construction Helper,2023-08-25
4361,Sri Group,Saudi Arabia,Hospitality & Tourism,Nurse,2025-03-27
4362,Gem Inc,Saudi Arabia,Textile & Sewing,Maintenance Worker,2025-08-05
4363,Tech Group,Japan,Engineering & Technical,Accountant,2023-10-19
4364,Tea Corp,United Arab Emirates,IT & Professional Services,Barista,2023-10-21
4365,Ceylon Co,Qatar,Construction,Construction Helper,2023-09-16
4366,Tech Group,Saudi Arabia,Construction,Construction Supervisor,2025-07-17
4367,Sri Plantations,United Arab Emirates,Hospitality & Tourism,Forklift Operator,2024-12-03
4368,Ceylon Corp,Saudi Arabia,Healthcare & Nursing,Laundry Worker,2024-05-11
4369,Island Pvt,United Arab Emirates,Domestic Services,Cleaner,2023-11-05
4370,Island Enterprises,Maldives,Domestic Services,Fishery Worker,2025-02-28
4371,Tech Inc,United Arab Emirates,Manufacturing,Construction Supervisor,2024-01-06
4372,Gem Solutions,Saudi Arabia,Security Services,Plumber,2024-02-15
4373,Tech Plantations,Maldives,Driving & Transportation,Sewing Machine Operator,2024-04-22
4374,Tea Inc,Kuwait,Construction,Construction Supervisor,2024-09-19
4375,Apparel Corp,Saudi Arabia,Hospitality & Tourism,Forklift Operator,2023-12-11
4376,Tea Inc,United Arab Emirates,Construction,Construction Supervisor,2025-07-14
4377,Gem Solutions,United Arab Emirates,Cleaning Services,Technician,2024-01-24
4378,Sri Inc,Bahrain,Domestic Services,Room Attendant,2024-12-22
4379,Hotel Solutions,Malaysia,Domestic Services,Laundry Worker,2024-04-18
4380,Tech Co,Singapore,Healthcare & Nursing,Mason,2025-03-21
4381,Sri Group,Kuwait,Domestic Services,Accountant,2024-05-14
4382,Tea Solutions,United Arab Emirates,Hospitality & Tourism,Factory Worker,2024-05-20
4383,Tech Ltd,United Arab Emirates,Domestic Services,Accountant,2025-07-17
4384,Gem Solutions,Singapore,Domestic Services,Fishery Worker,2023-11-24
4385,Construction Group,Oman,Construction,Construction Supervisor,2024-07-07
4386,Tea Enterprises,Kuwait,Construction,Construction Helper,2024-08-16
4387,Ceylon Inc,Saudi Arabia,Engineering & Technical,Forklift Operator,2025-08-15
4388,Ceylon Pvt,United Arab Emirates,Hospitality & Tourism,Domestic Worker,2025-05-14
4389,Construction Enterprises,Russia,Agriculture & Fishery,Bar Bender,2024-03-31
4390,Hotel Plantations,Kuwait,Beauty & Personal Care,Logistics Coordinator,2025-02-13
4391,Gem Inc,Saudi Arabia,Garment & Apparel,Maintenance Worker,2025-04-13
4392,Apparel Group,Saudi Arabia,Domestic Services,Logistics Coordinator,2024-05-30
4393,Island Inc,Kuwait,Garment & Apparel,Teacher Assistant,2025-08-13
4394,Construction Pvt,Cyprus,Domestic Services,Nurse,2024-03-16
4395,Apparel Co,Saudi Arabia,Retail & Sales,Heavy Vehicle Operator,2024-01-25
4396,Sri Solutions,Qatar,Construction,Construction Helper,2025-03-10
4397,Island Ltd,Bahrain,Garment & Apparel,Beautician,2025-02-10
4398,Sri Plantations,United Arab Emirates,IT & Professional Services,Agricultural Worker,2024-03-02
4399,Apparel Ltd,Kuwait,Hospitality & Tourism,Plumber,2023-12-23
4400,Lanka Solutions,Cyprus,Domestic Services,Teacher Assistant,2025-03-14
4401,Island Pvt,Serbia,Healthcare & Nursing,Tailor,2025-08-07
4402,Ceylon Ltd,Qatar,Construction,Construction Helper,2024-06-17
4403,Hotel Enterprises,Malaysia,Domestic Services,Chef,2024-05-29
4404,Sri Group,Kuwait,Healthcare & Nursing,Nursing Assistant,2025-05-31
4405,Construction Ltd,Saudi Arabia,Beauty & Personal Care,Welder,2025-07-04
4406,Sri Group,Saudi Arabia,Retail & Sales,Janitor,2023-11-11
4407,Ceylon Solutions,Saudi Arabia,Hospitality & Tourism,Kitchen Helper,2025-03-06
4408,Gem Co,New Zealand,Engineering & Technical,Machine Operator,2024-05-07
4409,Gem Corp,Japan,Textile & Sewing,Barista,2024-08-12
4410,Island Pvt,Qatar,Security Services,House Driver,2025-02-08
4411,Tech Corp,Qatar,Engineering & Technical,Tailor,2025-03-28
4412,Tech Solutions,Kuwait,Domestic Services,Quality Control Inspector,2024-07-10
4413,Tech Pvt,Saudi Arabia,Healthcare & Nursing,Packing Worker,2024-05-31
4414,Lanka Co,Saudi Arabia,Construction,Construction Helper,2025-01-01
4415,Apparel Solutions,Saudi Arabia,Garment & Apparel,Gardener,2023-09-28
4416,Lanka Group,Qatar,Security Services,Waiter,2024-02-23
4417,Hotel Corp,Qatar,Hospitality & Tourism,Delivery Driver,2025-02-09
4418,Island Group,Qatar,Domestic Services,Room Attendant,2024-05-19
4419,Tea Enterprises,Saudi Arabia,Driving & Transportation,Nursing Assistant,2025-06-04
4420,Tea Inc,Saudi Arabia,Healthcare & Nursing,Quality Control Inspector,2024-01-31
4421,Island Inc,United Arab Emirates,Domestic Services,Mason,2025-03-28
4422,Gem Plantations,Saudi Arabia,Construction,Construction Helper,2024-10-03
4423,Apparel Group,Qatar,Agriculture & Fishery,Nursing Assistant,2024-03-23
4424,Apparel Enterprises,Maldives,Healthcare & Nursing,Welder,2024-08-18
4425,Island Corp,Saudi Arabia,Domestic Services,Accountant,2024-01-08
4426,Construction Group,Qatar,Healthcare & Nursing,Barista,2023-10-03
4427,Hotel Plantations,Saudi Arabia,Security Services,Sewing Machine Operator,2025-06-01
4428,Tea Solutions,Qatar,Education & Training,Receptionist,2024-10-31
4429,Construction Solutions,Kuwait,Construction,Construction Supervisor,2024-12-09
4430,Construction Plantations,Kuwait,Construction,Construction Supervisor,2024-02-02
4431,Lanka Pvt,Cyprus,Security Services,Accountant,2024-08-28
