PersonalID,ExamName,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4,Subject5,Result5,Subject6,Result6,Subject7,Result7,Subject8,Result8,Subject9,Result9,Subject10,Result10
7224,OLevel,2021,Art,B,English,F,Geography,W,History,W,IT,B,Mathematics,A,Music,B,,,,,,
7225,OLevel,2012,Tamil,S,Art,A,History,F,Music,F,Science,W,Sinhala,F,IT,S,English,C,,,,
7226,OLevel,2002,Art,F,Science,F,Mathematics,S,History,C,Music,S,Geography,C,Tamil,B,English,B,IT,B,Sinhala,A
7228,OLevel,1995,Commerce,B,Science,B,Geography,S,History,S,Tamil,A,Art,W,English,A,Mathematics,S,IT,B,,
7231,OLevel,1995,Mathematics,W,IT,C,Science,W,History,C,Geography,B,English,F,Music,C,Tamil,C,Sinhala,C,,
7232,OLevel,2003,Art,S,Music,B,Commerce,C,History,W,Sinhala,C,English,B,IT,S,Tamil,W,,,,
7233,OLevel,1985,Science,W,IT,W,Mathematics,A,Music,S,History,A,Tamil,F,Sinhala,W,English,C,Art,S,,
7234,OLevel,2017,Tamil,A,Science,F,History,B,English,W,Commerce,A,Mathematics,B,,,,,,,,
7237,OLevel,1986,Sinhala,C,English,B,Tamil,A,Music,C,Mathematics,W,Art,C,Science,C,Geography,F,,,,
7238,OLevel,1993,Music,C,Science,C,Commerce,W,English,W,Sinhala,F,IT,F,Art,C,Mathematics,A,Tamil,S,,
7241,OLevel,2015,Geography,C,Mathematics,C,Tamil,B,Science,B,Music,C,IT,W,Commerce,B,Art,W,,,,
7243,OLevel,2023,Sinhala,A,Tamil,W,Geography,W,Art,W,Mathematics,W,Commerce,S,IT,C,History,C,,,,
7244,OLevel,1983,English,B,Art,A,Science,A,Sinhala,W,Commerce,S,Tamil,C,,,,,,,,
7245,OLevel,1987,Commerce,F,IT,S,Geography,A,English,B,Mathematics,F,Art,F,Science,C,Music,A,,,,
7246,OLevel,2022,History,F,Tamil,F,Geography,W,Science,S,Commerce,C,Mathematics,C,IT,A,,,,,,
7248,OLevel,1985,Art,W,Sinhala,A,Commerce,W,Mathematics,S,English,S,IT,A,History,S,,,,,,
7249,OLevel,2015,Commerce,C,Science,F,Sinhala,A,Art,A,Music,A,IT,B,Geography,A,,,,,,
7252,OLevel,1982,Mathematics,B,Commerce,C,Tamil,W,IT,A,Science,F,English,B,Art,C,Music,S,History,B,,
7255,OLevel,1983,Geography,C,Mathematics,C,Tamil,F,Sinhala,A,Science,S,History,S,Art,W,IT,W,Commerce,F,English,S
7257,OLevel,1998,English,F,Art,S,Science,A,Commerce,S,Tamil,B,Sinhala,C,Mathematics,C,IT,A,,,,
7258,OLevel,1999,History,W,Sinhala,C,Music,C,Science,A,Tamil,W,IT,C,,,,,,,,
7260,OLevel,2011,IT,C,History,C,English,W,Science,F,Mathematics,B,Sinhala,F,,,,,,,,
7261,OLevel,2013,Mathematics,S,IT,F,English,S,Tamil,B,Sinhala,A,Geography,C,Music,W,Science,S,History,S,,
7263,OLevel,1987,Science,A,Tamil,S,Geography,W,English,C,Art,B,Sinhala,F,Commerce,W,,,,,,
7264,OLevel,2025,Science,S,English,S,Tamil,A,Music,F,Art,A,Sinhala,A,,,,,,,,
7265,OLevel,1986,Art,A,Tamil,A,Mathematics,A,History,W,Music,C,IT,W,Commerce,S,Sinhala,C,,,,
7266,OLevel,2022,IT,F,English,F,History,F,Science,B,Music,B,Commerce,A,Geography,S,Sinhala,C,Mathematics,W,Tamil,W
7268,OLevel,2009,Music,C,Tamil,A,IT,A,Geography,W,Sinhala,A,English,W,Science,F,History,B,Mathematics,S,Art,F
7271,OLevel,1992,Sinhala,C,IT,B,Music,A,Geography,B,Tamil,B,History,W,Commerce,F,Mathematics,F,Science,C,Art,W
7272,OLevel,2005,Geography,A,Commerce,A,Science,C,Sinhala,C,English,F,Art,S,IT,C,,,,,,
7273,OLevel,2016,English,F,Art,F,Geography,C,Commerce,S,Mathematics,F,Tamil,C,IT,S,Music,C,Science,W,,
7275,OLevel,2006,Commerce,W,History,A,IT,F,English,C,Science,W,Tamil,W,Music,B,Sinhala,C,Mathematics,W,Geography,A
7276,OLevel,1980,Sinhala,W,Science,S,Geography,A,English,C,Commerce,F,Art,B,,,,,,,,
7277,OLevel,1986,Music,W,Mathematics,B,Sinhala,S,English,W,History,A,Art,A,Science,W,Geography,B,,,,
7278,OLevel,1985,Science,S,Art,W,IT,W,English,B,History,F,Music,S,Mathematics,A,Geography,A,Sinhala,B,Tamil,C
7279,OLevel,2010,English,B,Sinhala,W,Science,B,Geography,S,History,F,IT,A,,,,,,,,
7280,OLevel,1980,Tamil,C,English,S,History,S,Music,B,Science,S,Geography,F,IT,B,Art,B,,,,
7282,OLevel,2006,History,C,Mathematics,A,Art,C,Commerce,B,Science,S,Geography,W,,,,,,,,
7283,OLevel,2022,Sinhala,S,Commerce,C,Music,B,History,W,Science,W,English,C,Geography,C,IT,F,Tamil,W,Mathematics,A
7285,OLevel,2025,History,W,Music,C,Mathematics,C,English,S,Geography,B,Art,C,IT,W,Sinhala,W,Tamil,S,Science,B
7286,OLevel,1994,Mathematics,C,Art,A,History,S,Music,W,Tamil,W,Science,S,Geography,F,Sinhala,W,Commerce,A,,
7288,OLevel,2019,Music,B,Tamil,S,English,S,Science,B,Commerce,C,History,B,Sinhala,A,Geography,F,,,,
7289,OLevel,2011,English,S,Mathematics,W,Sinhala,S,IT,C,Science,B,Music,B,History,F,Art,S,Tamil,S,,
7290,OLevel,2024,Mathematics,A,Music,F,Science,B,Sinhala,S,Geography,F,History,B,Commerce,S,Art,A,,,,
7291,OLevel,1983,Mathematics,A,History,F,Commerce,A,Tamil,A,Art,F,Science,C,English,S,IT,B,Music,S,Geography,B
7292,OLevel,2008,Art,A,English,A,Geography,A,Sinhala,W,Tamil,C,Science,B,,,,,,,,
7293,OLevel,1986,IT,S,Mathematics,A,Commerce,W,Art,W,Geography,F,Music,W,,,,,,,,
7294,OLevel,1992,Mathematics,B,Tamil,C,Art,F,History,S,Sinhala,W,Commerce,A,English,W,Geography,A,Science,S,Music,S
7296,OLevel,2001,Commerce,C,Science,B,History,F,Geography,W,Sinhala,W,English,F,Tamil,B,Music,W,Art,W,IT,C
7297,OLevel,2012,Geography,A,Science,C,IT,A,Commerce,F,Music,W,Tamil,A,Mathematics,F,English,B,History,F,,
7298,OLevel,2024,English,F,Art,F,Music,W,Geography,F,Mathematics,W,History,C,,,,,,,,
7299,OLevel,1994,Tamil,B,Commerce,F,Mathematics,A,Art,A,English,F,IT,A,Geography,F,Sinhala,W,Music,F,History,S
7301,OLevel,1989,Mathematics,A,Art,A,Geography,W,English,B,History,S,Science,F,Tamil,C,,,,,,
7302,OLevel,2000,Sinhala,B,Music,W,Tamil,F,Geography,C,English,W,Mathematics,C,Science,A,,,,,,
7303,OLevel,1988,Geography,A,IT,S,English,C,Music,F,Art,S,History,W,Science,A,Commerce,A,,,,
7304,OLevel,1988,Commerce,C,IT,W,Art,B,History,F,Mathematics,B,Sinhala,S,Science,A,,,,,,
7306,OLevel,2020,Geography,S,Tamil,B,History,W,English,A,Sinhala,F,Mathematics,B,IT,B,Music,F,Science,S,Art,A
7307,OLevel,2018,Music,W,Mathematics,B,Art,W,Tamil,F,IT,W,Commerce,B,History,F,Sinhala,A,,,,
7308,OLevel,2022,Mathematics,C,Sinhala,B,English,A,IT,A,Geography,S,Music,S,Art,F,Commerce,W,History,A,,
7309,OLevel,2012,Mathematics,W,Sinhala,B,IT,B,English,S,Tamil,F,Art,F,Science,W,Commerce,F,History,A,Music,C
7310,OLevel,1983,Tamil,F,Science,S,Commerce,S,IT,B,History,C,Geography,W,English,C,Mathematics,B,Music,F,Sinhala,B
7311,OLevel,2005,Music,F,Commerce,F,Art,F,Tamil,W,IT,F,English,A,Mathematics,F,Science,A,Sinhala,S,,
7312,OLevel,1999,Geography,F,English,A,Music,C,Art,C,Mathematics,F,Commerce,S,Sinhala,F,Science,A,History,F,Tamil,C
7313,OLevel,1987,Geography,A,Science,S,Commerce,B,Sinhala,F,Tamil,W,Art,C,Music,F,History,C,Mathematics,C,IT,F
7314,OLevel,2012,Tamil,S,IT,S,Geography,F,English,C,Sinhala,F,Music,B,,,,,,,,
7315,OLevel,1982,Art,C,Science,S,Mathematics,C,Commerce,B,Tamil,A,Music,A,History,C,English,W,Sinhala,B,,
7316,OLevel,1984,Geography,F,Tamil,B,Commerce,W,Science,S,Mathematics,S,English,B,History,F,IT,F,Music,F,,
7317,OLevel,1999,Science,B,Mathematics,A,Tamil,C,Geography,F,IT,A,English,F,Music,S,Art,B,,,,
7318,OLevel,1984,Geography,A,Art,C,English,F,IT,B,Music,B,History,F,Sinhala,A,,,,,,
7320,OLevel,1982,History,S,English,S,Mathematics,A,IT,W,Geography,W,Art,F,Science,W,Tamil,C,,,,
7321,OLevel,2012,Tamil,B,Geography,S,Sinhala,W,Music,S,IT,B,Commerce,B,English,S,Mathematics,C,Art,W,History,A
7322,OLevel,1998,IT,A,Music,A,English,F,Art,S,Tamil,A,Sinhala,W,Commerce,B,Mathematics,F,,,,
7323,OLevel,1980,History,F,IT,S,Art,B,Mathematics,A,Geography,F,Commerce,B,Music,C,English,S,Sinhala,F,,
7324,OLevel,1983,Tamil,S,Commerce,C,Science,A,Mathematics,W,History,A,Sinhala,W,Music,B,English,A,Art,C,Geography,W
7325,OLevel,2023,Music,S,Tamil,C,History,A,Sinhala,B,Science,W,Geography,S,IT,W,Mathematics,S,Art,S,,
7326,OLevel,2009,Tamil,C,Music,B,Art,C,English,C,Commerce,W,Mathematics,B,Geography,W,Sinhala,S,,,,
7328,OLevel,2013,Music,W,History,A,English,B,Mathematics,F,IT,W,Sinhala,S,Geography,F,,,,,,
7329,OLevel,2001,Art,S,History,B,IT,B,Commerce,F,Tamil,F,Sinhala,C,,,,,,,,
7330,OLevel,2002,Science,S,Mathematics,F,History,S,Art,F,Geography,W,Commerce,A,Music,A,IT,F,Sinhala,C,Tamil,B
7331,OLevel,2012,IT,A,Sinhala,W,History,B,Science,C,Commerce,C,Art,C,English,W,Geography,C,,,,
7333,OLevel,2005,Science,S,Mathematics,B,IT,A,Sinhala,A,Commerce,F,English,B,Music,S,,,,,,
7334,OLevel,2001,Mathematics,S,Commerce,F,English,C,Geography,S,Art,A,Sinhala,W,Science,C,IT,F,History,F,,
7335,OLevel,1991,English,W,Science,S,Commerce,C,Sinhala,B,Art,B,History,A,IT,S,Tamil,A,,,,
7336,OLevel,2024,Science,S,Art,S,Sinhala,B,Geography,C,History,A,Music,C,Commerce,F,English,C,,,,
7338,OLevel,2019,Sinhala,F,Music,W,Tamil,B,Science,F,Mathematics,B,Geography,A,Art,W,,,,,,
7339,OLevel,2000,Science,B,IT,W,Geography,A,Mathematics,C,Art,B,History,A,Sinhala,C,,,,,,
7341,OLevel,2015,Science,S,Art,C,Mathematics,A,History,S,English,S,Sinhala,W,Music,B,Commerce,B,Tamil,S,IT,F
7344,OLevel,1998,Tamil,S,Mathematics,B,Sinhala,W,Commerce,A,IT,B,Art,W,English,S,Music,C,History,S,,
7345,OLevel,1992,Commerce,A,Mathematics,C,Music,W,Tamil,F,Art,C,Science,C,Geography,A,Sinhala,W,IT,S,,
7346,OLevel,2024,IT,W,Art,C,Science,W,Commerce,F,English,C,Music,B,History,F,Mathematics,C,Tamil,B,Geography,C
7347,OLevel,2011,English,B,History,B,Art,A,Sinhala,B,Tamil,F,IT,W,Commerce,S,Music,S,Mathematics,W,Science,B
7348,OLevel,2016,Geography,W,History,C,Art,W,English,C,Mathematics,C,Commerce,F,,,,,,,,
7349,OLevel,2024,Geography,S,IT,S,Music,F,History,C,English,A,Tamil,A,Art,A,Science,W,Commerce,A,,
7350,OLevel,1983,Commerce,B,Tamil,B,History,B,Sinhala,F,Mathematics,C,Music,W,Art,C,IT,S,,,,
7354,OLevel,1998,Art,C,Sinhala,C,Mathematics,W,English,B,History,W,Geography,C,Science,F,,,,,,
7355,OLevel,2002,Tamil,W,Geography,W,Art,W,Science,B,Music,A,IT,A,,,,,,,,
7358,OLevel,2015,English,B,Mathematics,B,Geography,W,Art,F,History,A,Science,A,Music,A,Tamil,A,Sinhala,S,Commerce,A
7361,OLevel,1980,Mathematics,A,IT,B,History,F,Commerce,W,Art,A,Geography,S,Music,W,Sinhala,S,,,,
7362,OLevel,1982,Art,S,Science,W,English,B,Commerce,W,Sinhala,S,Mathematics,F,Tamil,W,Music,B,IT,F,,
7363,OLevel,1982,History,F,Mathematics,S,Tamil,A,English,F,Sinhala,S,Science,F,IT,A,Geography,S,Music,A,,
7364,OLevel,1989,Science,W,Music,W,Sinhala,B,Art,F,History,C,Commerce,B,English,B,Mathematics,S,IT,A,Tamil,F
7365,OLevel,2001,Sinhala,B,English,F,Geography,B,Music,W,Commerce,F,History,F,Tamil,A,Science,W,,,,
7366,OLevel,2002,Sinhala,S,Commerce,C,IT,B,Science,C,Geography,S,Music,B,Mathematics,F,,,,,,
7367,OLevel,2005,History,B,Science,B,Tamil,F,IT,F,Sinhala,C,English,C,Geography,A,Art,S,Mathematics,A,,
7369,OLevel,1994,Geography,F,Science,S,Sinhala,C,Mathematics,C,Commerce,S,Music,B,IT,S,Art,A,,,,
7370,OLevel,2021,Tamil,F,Art,B,Sinhala,W,Commerce,A,IT,F,Geography,B,English,A,,,,,,
7371,OLevel,1997,Geography,B,Music,F,English,W,History,F,Art,A,IT,C,Sinhala,S,Tamil,C,Mathematics,W,,
7372,OLevel,2001,Mathematics,W,Sinhala,F,Science,S,Tamil,A,IT,S,Art,A,Geography,S,History,A,Music,B,,
7373,OLevel,2012,Science,B,Tamil,B,Music,B,Art,F,Commerce,S,Sinhala,C,English,C,History,A,Mathematics,C,,
7376,OLevel,1994,IT,S,English,S,Music,C,Sinhala,W,Art,F,Geography,W,Mathematics,F,,,,,,
7377,OLevel,2015,Sinhala,W,Commerce,A,Music,W,Mathematics,C,Art,W,Geography,F,IT,C,Science,F,,,,
7379,OLevel,2022,Commerce,F,Tamil,A,English,F,Geography,B,Art,B,History,W,Science,C,,,,,,
7380,OLevel,2008,Geography,A,Art,A,Music,A,English,F,Science,C,Mathematics,C,History,W,IT,A,Sinhala,F,Commerce,A
7382,OLevel,1987,Commerce,A,Science,F,Music,B,IT,A,Sinhala,A,Mathematics,B,Geography,B,History,W,,,,
7383,OLevel,2005,Sinhala,S,History,F,Music,B,Mathematics,B,Tamil,A,Art,W,English,A,Science,B,Geography,C,Commerce,F
7384,OLevel,1991,Art,F,IT,W,Geography,F,History,B,Science,C,English,F,Commerce,F,Tamil,B,Sinhala,S,,
7385,OLevel,2019,English,S,IT,S,Science,S,Tamil,S,Commerce,A,Sinhala,B,,,,,,,,
7386,OLevel,2021,Music,B,English,C,Science,S,IT,C,Tamil,S,History,C,Geography,B,Sinhala,C,Commerce,B,,
7387,OLevel,2012,History,F,IT,B,Geography,F,English,C,Tamil,A,Art,W,Music,A,Science,C,,,,
7388,OLevel,1981,IT,S,Commerce,S,Mathematics,A,Geography,B,Science,B,Art,C,,,,,,,,
7389,OLevel,1991,Sinhala,B,Science,A,Tamil,C,Music,F,History,C,IT,C,Commerce,C,English,B,Mathematics,C,Geography,W
7390,OLevel,1989,Art,B,Mathematics,F,Science,C,History,F,Commerce,B,English,W,IT,A,,,,,,
7391,OLevel,2003,English,A,Music,B,Geography,A,History,B,Mathematics,W,Sinhala,W,Art,W,Tamil,B,,,,
7392,OLevel,2006,Sinhala,A,Tamil,W,Geography,B,Mathematics,S,Music,C,IT,C,Commerce,B,Art,W,English,W,History,W
7393,OLevel,2010,History,S,Music,S,Tamil,S,Geography,A,Mathematics,W,English,C,Commerce,S,,,,,,
7394,OLevel,2007,Music,B,IT,W,Science,F,Art,A,Mathematics,C,Geography,S,,,,,,,,
7395,OLevel,2012,History,B,Tamil,W,Mathematics,B,English,W,Art,S,Sinhala,A,Music,A,IT,C,,,,
7398,OLevel,2001,Geography,W,Tamil,A,Music,W,History,C,IT,W,Mathematics,F,English,F,Art,A,,,,
7399,OLevel,2007,IT,S,History,S,Commerce,S,Geography,B,Music,W,English,S,Science,F,Mathematics,C,Art,B,,
7402,OLevel,1998,Art,W,IT,C,History,W,Tamil,F,Sinhala,A,Music,A,Mathematics,B,Commerce,F,,,,
7403,OLevel,2012,Art,W,History,C,Tamil,S,IT,B,Mathematics,S,Science,A,Commerce,S,Geography,A,,,,
7404,OLevel,2010,Tamil,W,Commerce,S,IT,C,Mathematics,F,History,S,Geography,W,,,,,,,,
7405,OLevel,2021,English,W,Commerce,C,History,F,Sinhala,A,Art,F,Mathematics,W,Geography,F,,,,,,
7406,OLevel,2022,History,W,English,F,Geography,S,Art,B,IT,C,Science,C,Commerce,C,,,,,,
7407,OLevel,2004,Commerce,C,Science,W,Sinhala,W,History,B,Tamil,F,Art,F,Mathematics,A,,,,,,
7408,OLevel,2004,IT,S,Mathematics,W,English,W,Tamil,C,Art,S,History,W,Commerce,A,Science,C,,,,
7410,OLevel,1997,Science,F,Tamil,B,IT,S,Mathematics,C,Sinhala,W,Commerce,B,English,S,Art,S,Geography,B,,
7411,OLevel,2002,Science,F,Sinhala,S,History,S,Geography,S,IT,F,Commerce,S,,,,,,,,
7412,OLevel,1980,History,B,Mathematics,B,Art,W,Tamil,S,English,B,IT,A,,,,,,,,
7414,OLevel,1996,Art,B,Geography,C,Tamil,S,Mathematics,C,Sinhala,B,Science,F,,,,,,,,
7415,OLevel,2011,Commerce,B,Science,A,Geography,B,English,B,Art,S,Sinhala,S,IT,C,,,,,,
7416,OLevel,2013,Sinhala,A,History,W,Music,B,Art,A,Commerce,A,Mathematics,C,Tamil,W,Geography,F,,,,
7417,OLevel,2019,Art,F,IT,C,Sinhala,C,Geography,W,Mathematics,S,Science,C,Music,F,Tamil,C,Commerce,A,English,W
7418,OLevel,1980,Science,W,IT,S,Geography,B,Commerce,A,Sinhala,C,Tamil,W,,,,,,,,
7419,OLevel,2009,Science,S,Sinhala,F,Commerce,S,English,W,History,W,Geography,W,Tamil,F,,,,,,
7420,OLevel,2009,English,S,History,B,Commerce,F,Sinhala,B,Music,B,Mathematics,W,Tamil,C,Art,A,Science,C,IT,A
7421,OLevel,2023,Commerce,F,Art,B,Sinhala,B,English,W,IT,A,Music,A,History,B,Science,C,Tamil,F,Mathematics,W
7422,OLevel,1992,Science,S,Tamil,C,Commerce,C,History,W,English,S,Art,C,,,,,,,,
7424,OLevel,2014,Commerce,W,Music,C,IT,B,Tamil,B,Science,C,Sinhala,F,Geography,C,,,,,,
7425,OLevel,2005,Tamil,S,IT,W,Geography,C,Sinhala,W,Science,F,Commerce,A,,,,,,,,
7426,OLevel,1993,Sinhala,B,Music,A,English,A,Geography,F,Commerce,C,IT,S,Science,S,,,,,,
7427,OLevel,2014,Science,B,IT,F,English,A,Art,A,Commerce,B,Geography,S,Mathematics,W,History,A,Music,S,Tamil,S
7428,OLevel,2011,IT,A,Art,B,Commerce,F,Science,A,Music,S,Sinhala,S,Mathematics,W,Geography,C,,,,
7429,OLevel,2005,Geography,A,IT,F,History,C,English,F,Music,F,Art,C,,,,,,,,
7430,OLevel,1982,Art,W,Tamil,F,Music,A,History,C,IT,B,Mathematics,B,Science,S,English,F,Geography,W,Commerce,A
7431,OLevel,2014,Geography,S,Music,S,History,C,IT,A,Mathematics,F,Science,S,Tamil,W,Sinhala,W,English,F,Commerce,C
7432,OLevel,2011,IT,C,Science,W,Commerce,B,Tamil,W,Music,A,Art,W,Sinhala,A,Mathematics,A,,,,
7433,OLevel,1987,IT,B,Geography,F,Mathematics,B,English,W,History,B,Art,A,Commerce,S,,,,,,
7434,OLevel,2015,Geography,C,Tamil,C,English,A,Mathematics,F,Sinhala,F,Art,A,,,,,,,,
7435,OLevel,1995,Science,S,Art,W,Mathematics,S,Commerce,F,History,A,Tamil,B,Music,C,,,,,,
7436,OLevel,2006,Science,A,Art,C,Commerce,S,Music,S,Sinhala,A,History,B,IT,F,,,,,,
7437,OLevel,2009,Commerce,A,Music,F,Mathematics,S,History,S,Geography,F,Tamil,S,English,W,,,,,,
7438,OLevel,2025,Sinhala,B,Mathematics,C,Commerce,B,IT,C,Science,B,Music,W,History,B,,,,,,
7439,OLevel,1993,History,W,Music,A,English,F,Tamil,B,Geography,C,Art,S,Commerce,B,Sinhala,W,Science,W,,
7440,OLevel,1984,Art,B,History,S,English,A,Geography,B,Mathematics,B,Tamil,S,Sinhala,B,IT,W,Commerce,B,,
7442,OLevel,1982,History,F,Geography,C,Tamil,C,IT,B,English,W,Mathematics,S,Science,S,Commerce,F,Sinhala,S,Music,W
7443,OLevel,1981,Art,A,Music,F,History,C,Tamil,C,Sinhala,B,Mathematics,C,Science,S,Commerce,C,Geography,W,,
7444,OLevel,1984,History,C,Tamil,C,IT,C,Mathematics,S,Science,F,English,C,Geography,B,Music,A,Commerce,F,,
7445,OLevel,2014,Music,A,Science,W,Mathematics,F,Tamil,C,Commerce,A,English,C,,,,,,,,
7446,OLevel,1994,History,F,Music,C,Geography,W,Art,B,Tamil,W,Mathematics,A,,,,,,,,
7447,OLevel,2001,Tamil,F,Music,C,English,W,Science,C,Sinhala,W,Mathematics,A,History,C,Geography,B,Commerce,A,,
7448,OLevel,1985,Commerce,B,Tamil,B,IT,B,Mathematics,C,English,W,Sinhala,F,,,,,,,,
7449,OLevel,2010,Art,W,Mathematics,W,Science,F,Tamil,W,Geography,W,English,A,History,C,Commerce,A,IT,B,,
7450,OLevel,2003,Music,F,Geography,B,English,F,IT,B,Art,B,Science,W,,,,,,,,
7451,OLevel,2008,Music,B,Sinhala,C,Mathematics,A,Science,W,Art,F,Commerce,F,Tamil,B,IT,F,,,,
7452,OLevel,1984,Science,W,Geography,S,Mathematics,C,IT,C,Tamil,W,Commerce,A,English,S,,,,,,
7453,OLevel,1980,History,A,Tamil,A,Geography,C,English,W,Art,F,IT,S,Science,B,Mathematics,F,,,,
7454,OLevel,2023,History,C,Sinhala,C,Tamil,F,Mathematics,B,Art,F,Science,C,Music,C,IT,C,Commerce,S,Geography,C
7457,OLevel,1997,Mathematics,S,Art,C,Science,F,IT,C,Sinhala,C,Tamil,A,Music,S,Geography,W,,,,
7458,OLevel,2005,Art,S,Sinhala,A,English,B,Geography,B,History,A,Tamil,B,,,,,,,,
7459,OLevel,1988,Sinhala,W,Tamil,C,Geography,A,Art,F,IT,C,Science,C,English,B,History,B,,,,
7460,OLevel,2017,IT,B,History,W,Music,A,Tamil,B,Sinhala,B,Geography,B,Mathematics,S,Commerce,C,English,A,,
7462,OLevel,1990,Sinhala,W,IT,A,Art,B,History,S,Music,C,Science,S,Commerce,C,English,A,Tamil,A,,
7464,OLevel,2008,Sinhala,W,Mathematics,B,Science,B,Music,B,English,S,Geography,B,IT,W,Tamil,A,Commerce,S,,
7466,OLevel,1991,Music,W,Commerce,B,IT,F,History,A,Art,C,English,C,Mathematics,F,Science,A,Sinhala,C,,
7467,OLevel,2018,Geography,S,Mathematics,F,English,B,Music,W,History,C,Art,A,Commerce,S,Science,B,Tamil,C,,
7468,OLevel,1998,Commerce,C,Science,A,Geography,F,English,B,Sinhala,B,History,W,Mathematics,C,Tamil,S,,,,
7469,OLevel,1989,Mathematics,W,Geography,A,Commerce,B,Music,C,Art,S,Tamil,A,,,,,,,,
7470,OLevel,2000,English,F,Sinhala,C,Science,A,Music,F,Commerce,W,Tamil,F,IT,W,,,,,,
7471,OLevel,2017,Art,W,History,S,Sinhala,B,Geography,B,Tamil,S,Science,W,IT,B,Mathematics,F,Commerce,B,,
7472,OLevel,1990,Tamil,C,Sinhala,S,English,S,Geography,W,Commerce,A,History,C,Mathematics,A,,,,,,
7473,OLevel,2006,English,F,Mathematics,B,Sinhala,B,History,B,Science,C,Tamil,B,IT,F,Music,W,,,,
7474,OLevel,2024,Sinhala,S,Mathematics,W,Science,W,IT,C,History,B,Commerce,S,Tamil,A,English,B,Art,A,,
7475,OLevel,2000,Mathematics,F,Sinhala,W,Geography,S,Art,W,History,B,Commerce,W,Science,S,IT,F,English,W,Tamil,F
7476,OLevel,1983,English,W,Art,W,Geography,A,Tamil,B,Mathematics,B,History,A,Sinhala,B,,,,,,
7478,OLevel,2017,Music,A,History,C,Mathematics,F,Commerce,B,Art,B,IT,A,Sinhala,S,Tamil,S,English,A,,
7479,OLevel,1984,Mathematics,A,English,C,Music,F,History,C,Science,W,Tamil,W,IT,S,Art,C,Commerce,W,,
7480,OLevel,1995,Geography,C,Commerce,A,Sinhala,F,Tamil,F,Science,A,English,S,IT,S,,,,,,
7481,OLevel,1997,Mathematics,A,Tamil,W,History,A,Art,B,IT,F,Commerce,A,Music,A,Sinhala,A,,,,
7483,OLevel,2007,Geography,S,English,C,Sinhala,C,Music,C,Tamil,B,Commerce,B,IT,A,Mathematics,B,History,F,Science,F
7484,OLevel,1997,History,S,Music,B,Science,F,IT,C,Art,S,Tamil,S,Mathematics,S,Geography,A,,,,
7486,OLevel,2019,Sinhala,S,Music,F,Geography,W,Mathematics,S,Science,S,History,F,,,,,,,,
7490,OLevel,1984,Geography,F,Mathematics,B,Art,F,Commerce,S,Sinhala,F,Tamil,W,Science,S,History,F,English,C,,
7491,OLevel,2020,Tamil,S,English,W,Mathematics,S,Geography,W,Science,F,Music,C,,,,,,,,
7492,OLevel,1994,IT,S,Science,F,English,W,Art,W,History,S,Mathematics,C,Geography,C,Sinhala,A,Commerce,A,,
7493,OLevel,1985,Tamil,F,Mathematics,S,History,W,English,W,Sinhala,C,IT,A,Geography,C,Commerce,S,,,,
7494,OLevel,1992,IT,B,Commerce,S,Sinhala,W,History,C,Science,F,English,A,,,,,,,,
7495,OLevel,2019,English,C,Science,S,Sinhala,A,Commerce,B,IT,F,Art,A,Tamil,S,Geography,B,History,A,Mathematics,C
7496,OLevel,1989,IT,S,Sinhala,S,History,W,Mathematics,A,Geography,B,Music,F,Art,W,Tamil,W,English,A,,
7498,OLevel,1988,Science,F,Art,S,Tamil,S,Sinhala,S,English,C,IT,B,Commerce,F,Mathematics,A,,,,
7501,OLevel,1983,Tamil,A,Music,A,Science,F,Mathematics,S,IT,F,Sinhala,S,Art,A,Commerce,W,,,,
7502,OLevel,2019,English,C,Geography,A,Art,B,Music,S,History,A,Mathematics,A,Science,S,,,,,,
7503,OLevel,1982,Sinhala,W,Commerce,C,Science,B,History,W,Geography,A,Music,C,English,F,,,,,,
7504,OLevel,2005,English,A,Commerce,W,History,W,Science,B,IT,S,Art,A,Geography,F,Mathematics,C,,,,
7505,OLevel,2011,Commerce,A,Science,A,IT,A,Tamil,C,English,W,Sinhala,F,Mathematics,F,History,S,Music,B,,
7507,OLevel,2000,IT,W,Art,F,Commerce,W,Science,A,English,B,History,S,Geography,W,Sinhala,S,Tamil,A,Mathematics,F
7508,OLevel,1991,Commerce,F,English,B,Geography,C,IT,F,Science,A,Sinhala,B,Art,C,Tamil,F,Mathematics,A,,
7509,OLevel,1996,Music,B,Geography,B,IT,B,Sinhala,F,Tamil,S,Science,B,Commerce,C,,,,,,
7511,OLevel,2015,Geography,W,Science,S,English,S,Sinhala,A,Tamil,W,Music,A,IT,S,Mathematics,W,,,,
7512,OLevel,2000,Art,C,Sinhala,A,History,F,IT,F,Mathematics,F,Geography,C,English,A,Science,S,Commerce,C,Music,A
7513,OLevel,1989,Science,A,Tamil,F,Music,F,Commerce,C,IT,W,English,A,Mathematics,F,,,,,,
7515,OLevel,1981,English,S,IT,B,Geography,A,Sinhala,F,Art,C,Science,W,Commerce,F,Mathematics,C,Music,W,Tamil,C
7516,OLevel,1994,History,A,Science,W,Art,B,Music,A,IT,A,Commerce,B,,,,,,,,
7517,OLevel,2011,Tamil,F,History,B,Mathematics,C,Commerce,S,Science,B,English,F,,,,,,,,
