PersonalID,NVQLevel,CourseName,Institution,CompletionDate
7792,,Diploma in Hospitality,SLBFE Training Center,2017-05-06
7794,,Certificate in Heavy Vehicle Operation,Lanka Inc,2020-04-25
7794,,Diploma in Hospitality,NAITA,2016-01-07
7794,,Master's Degree,Hotel Enterprises,2021-03-12
7796,,Certificate in Welding,VTA,2024-11-12
7798,NVQ Level 2,,VTA,2024-11-27
7799,,Certificate in Sewing,TVEC,2019-06-24
7799,,Master's Degree,NAITA,2020-12-09
7800,NVQ Level 2,,Ceylon Co,2023-04-13
7800,,Diploma in Nursing,SLBFE Training Center,2015-12-02
7801,,Certificate in Caregiving,TVEC,2022-05-01
7801,,Diploma in IT,NAITA,2021-03-07
7801,,O/L,Hotel Inc,2024-03-15
7802,,Certificate in Accounting,NAITA,2019-06-20
7802,,Certificate in Carpentry,VTA,2022-03-20
7805,,O/L,NAITA,2022-12-14
7806,,O/L,TVEC,2025-05-05
7806,,Certificate in Electrical Work,VTA,2015-10-02
7809,,Certificate in Plumbing,Ceylon Corp,2016-03-06
7810,,Certificate in Masonry,NAITA,2017-04-09
7813,,A/L,VTA,2021-09-10
7814,,Certificate in Welding,TVEC,2022-10-17
7814,,Certificate in Cooking,SLBFE Training Center,2020-08-08
7814,,Certificate in Hospitality,TVEC,2018-03-08
7816,NVQ Level 5,,TVEC,2025-05-19
7816,,Certificate in Carpentry,VTA,2022-10-01
7817,,Certificate in Welding,NAITA,2019-09-14
7817,,Certificate in Plumbing,TVEC,2020-07-29
7819,,Certificate in Nursing,VTA,2024-04-06
7820,,Certificate in Plumbing,VTA,2024-01-24
7820,,Certificate in Masonry,TVEC,2021-12-19
7825,,Certificate in Caregiving,NAITA,2024-02-19
7826,NVQ Level 3,,TVEC,2024-10-15
7826,,Diploma in IT,TVEC,2015-11-18
7827,,Diploma in Hospitality,NAITA,2020-10-27
7827,NVQ Level 3,,TVEC,2022-09-02
7827,,O/L,SLBFE Training Center,2017-12-06
7830,,Certificate in Caregiving,SLBFE Training Center,2024-10-03
7830,,Certificate in Caregiving,SLBFE Training Center,2016-12-09
7832,NVQ Level 1,,Lanka Group,2018-07-07
7832,,Certificate in Cooking,VTA,2020-10-03
7835,,Certificate in Masonry,Lanka Pvt,2023-05-12
7835,,Certificate in Plumbing,NAITA,2022-03-15
7835,,Diploma in Hospitality,Sri Pvt,2024-01-14
7835,,Certificate in Electrical Work,SLBFE Training Center,2020-02-03
7836,,Certificate in Plumbing,VTA,2024-04-03
7836,,Certificate in Domestic Work,VTA,2019-04-13
7836,,Certificate in Driving,TVEC,2020-09-18
7840,,Certificate in Caregiving,VTA,2016-05-28
7840,,Diploma in Business,NAITA,2022-10-25
7840,,Certificate in Caregiving,Tech Plantations,2022-06-06
7842,,Certificate in Nursing,TVEC,2023-12-22
7844,,Certificate in Plumbing,TVEC,2019-11-19
7844,,Certificate in Nursing,Ceylon Solutions,2021-05-14
7849,,Certificate in Sewing,VTA,2022-03-11
7852,,Bachelor's Degree,TVEC,2019-05-10
7852,,Certificate in Accounting,SLBFE Training Center,2018-08-25
7853,,Diploma in Hospitality,VTA,2016-11-09
7853,,Diploma in Hospitality,VTA,2024-12-09
7857,,Certificate in Cooking,Sri Ltd,2018-06-06
7857,,Certificate in Carpentry,VTA,2022-09-13
7857,,Diploma in Business,Hotel Group,2023-09-27
7861,,Certificate in Electrical Work,TVEC,2020-07-08
7864,NVQ Level 1,,TVEC,2024-02-22
7868,NVQ Level 4,,VTA,2018-09-26
7868,NVQ Level 3,,TVEC,2024-03-24
7868,,Certificate in Masonry,TVEC,2020-06-23
7868,,Master's Degree,SLBFE Training Center,2021-03-01
7870,,Diploma in Nursing,TVEC,2019-10-20
7870,NVQ Level 3,,Tech Corp,2016-12-11
7871,,Bachelor's Degree,Hotel Pvt,2022-11-01
7871,,Certificate in Welding,Tech Inc,2022-08-01
7872,,Bachelor's Degree,TVEC,2016-01-08
7876,,Certificate in Masonry,Sri Ltd,2022-11-01
7880,,Diploma in Nursing,TVEC,2021-06-19
7880,,Certificate in Nursing,VTA,2017-11-07
7881,,Certificate in Sewing,VTA,2015-10-22
7882,,Certificate in Electrical Work,Hotel Corp,2020-09-24
7882,,Certificate in Hospitality,Sri Inc,2021-09-30
7882,,Certificate in Accounting,Island Pvt,2022-10-17
7883,NVQ Level 4,,TVEC,2016-06-05
7883,,Diploma in Hospitality,VTA,2025-07-28
7884,,O/L,VTA,2023-12-16
7885,NVQ Level 3,,Island Plantations,2024-11-19
7885,,Diploma in Business,TVEC,2016-11-10
7886,,Bachelor's Degree,Ceylon Enterprises,2018-05-07
7888,,Certificate in IT,VTA,2025-04-19
7893,NVQ Level 2,,SLBFE Training Center,2024-08-31
7893,,Certificate in Sewing,Gem Ltd,2022-04-21
7893,,Certificate in Cooking,TVEC,2022-03-14
7899,,Certificate in Masonry,VTA,2018-07-06
7899,,Certificate in Masonry,TVEC,2015-10-07
7901,,Diploma in Business,SLBFE Training Center,2017-03-27
7903,,Certificate in IT,SLBFE Training Center,2015-09-19
7903,,Certificate in Electrical Work,Hotel Plantations,2024-01-28
7903,,Certificate in Sewing,VTA,2020-03-05
7904,,Diploma in Hospitality,NAITA,2020-04-02
7909,,Certificate in Driving,Ceylon Corp,2016-02-22
7910,,Certificate in Welding,Construction Solutions,2016-09-10
7910,,Certificate in Plumbing,SLBFE Training Center,2020-05-18
7910,,Certificate in Masonry,TVEC,2021-06-20
7912,,Certificate in IT,TVEC,2024-02-08
7914,,Certificate in Plumbing,Lanka Solutions,2018-06-11
7914,,A/L,VTA,2017-10-19
7916,,Certificate in Electrical Work,SLBFE Training Center,2020-03-30
7916,,Certificate in Cooking,VTA,2020-10-17
7916,,Diploma in Hospitality,NAITA,2019-09-17
7917,,Diploma in Business,TVEC,2023-02-03
7917,,Certificate in Masonry,SLBFE Training Center,2020-02-03
7917,,Certificate in Plumbing,TVEC,2019-05-10
7918,,Certificate in Cooking,Apparel Ltd,2017-11-13
7918,,Certificate in Welding,NAITA,2016-04-18
7918,,Diploma in Business,SLBFE Training Center,2019-06-29
7919,,O/L,TVEC,2025-04-24
7921,,Master's Degree,SLBFE Training Center,2018-07-20
7925,,Certificate in Hospitality,NAITA,2025-03-15
7925,NVQ Level 4,,VTA,2020-09-23
7926,,Certificate in Caregiving,NAITA,2017-01-09
7928,,Certificate in Driving,SLBFE Training Center,2023-04-12
7928,,Certificate in Cooking,TVEC,2021-11-19
7931,,O/L,SLBFE Training Center,2018-05-26
7931,,Certificate in Carpentry,SLBFE Training Center,2025-05-12
7933,,Certificate in Caregiving,VTA,2024-08-30
7936,,Certificate in Carpentry,Hotel Solutions,2022-10-14
7936,,A/L,SLBFE Training Center,2025-02-09
7936,,O/L,SLBFE Training Center,2016-03-14
7937,,Certificate in Cooking,Tea Ltd,2023-12-25
7937,NVQ Level 2,,VTA,2019-10-23
7941,,O/L,TVEC,2025-06-16
7944,,O/L,NAITA,2018-07-08
7944,,Bachelor's Degree,Lanka Co,2025-06-16
7944,NVQ Level 2,,SLBFE Training Center,2020-05-28
7944,,O/L,NAITA,2023-12-07
7947,,Diploma in Hospitality,Lanka Pvt,2024-03-16
7947,NVQ Level 3,,SLBFE Training Center,2023-03-26
7948,,Diploma in Hospitality,Sri Pvt,2017-09-20
7948,,Diploma in Hospitality,VTA,2023-11-11
7948,,Certificate in Cooking,SLBFE Training Center,2017-08-17
7951,,Certificate in Nursing,TVEC,2025-06-16
7951,,Diploma in Nursing,SLBFE Training Center,2022-10-28
7953,,Certificate in Plumbing,NAITA,2016-02-26
7953,,Diploma in Hospitality,SLBFE Training Center,2018-03-19
7953,,Certificate in Heavy Vehicle Operation,TVEC,2025-06-29
7956,,Certificate in Electrical Work,SLBFE Training Center,2023-02-06
7956,,Certificate in Caregiving,NAITA,2016-08-24
7958,,Bachelor's Degree,NAITA,2015-10-25
7959,,Certificate in Caregiving,SLBFE Training Center,2016-02-12
7959,,Certificate in Electrical Work,Island Enterprises,2016-05-01
7963,,Diploma in Hospitality,Island Group,2016-11-18
7965,NVQ Level 1,,Tea Solutions,2018-07-16
7965,,Diploma in Nursing,VTA,2023-10-21
7966,,Certificate in Heavy Vehicle Operation,Tech Plantations,2023-09-29
7966,NVQ Level 5,,NAITA,2023-08-20
7966,,Certificate in Plumbing,SLBFE Training Center,2020-02-02
7967,,Diploma in IT,SLBFE Training Center,2025-03-25
7967,NVQ Level 4,,VTA,2017-05-08
7967,,Certificate in Masonry,VTA,2024-11-19
7967,,Certificate in Driving,VTA,2020-10-22
7968,,Certificate in Driving,TVEC,2016-02-27
7969,,Certificate in Driving,SLBFE Training Center,2024-12-30
7970,,Certificate in Masonry,VTA,2024-05-28
7970,,Certificate in IT,NAITA,2020-11-14
7970,,Diploma in Nursing,SLBFE Training Center,2020-07-16
7971,,Diploma in Business,TVEC,2018-03-09
7971,,Certificate in Welding,VTA,2023-04-26
7971,,Certificate in IT,NAITA,2021-11-19
7971,,Master's Degree,Hotel Group,2019-12-09
7972,,Diploma in Nursing,SLBFE Training Center,2021-12-05
7975,,Diploma in Nursing,NAITA,2019-08-06
7977,,Certificate in Electrical Work,VTA,2021-07-15
7977,,Certificate in Hospitality,SLBFE Training Center,2017-02-25
7977,,Diploma in Hospitality,NAITA,2016-09-23
7980,,Certificate in IT,TVEC,2018-05-11
7980,,Bachelor's Degree,VTA,2020-08-18
7983,,Certificate in Caregiving,VTA,2024-11-18
7984,,Diploma in Nursing,NAITA,2018-08-10
7984,,Certificate in Electrical Work,NAITA,2022-03-26
7985,,Certificate in Driving,Construction Plantations,2016-01-12
7989,,Certificate in Masonry,NAITA,2023-04-20
7991,,Bachelor's Degree,SLBFE Training Center,2018-11-23
7992,,Certificate in Electrical Work,SLBFE Training Center,2025-07-28
7998,,Certificate in Electrical Work,NAITA,2021-11-29
7998,,Certificate in Domestic Work,TVEC,2017-02-02
7998,NVQ Level 3,,Construction Plantations,2023-05-26
7998,,Bachelor's Degree,SLBFE Training Center,2024-08-21
7999,,Certificate in Cooking,NAITA,2024-01-13
7999,NVQ Level 4,,TVEC,2017-07-31
7999,,Certificate in Sewing,NAITA,2015-08-31
7999,NVQ Level 1,,VTA,2022-10-10
8000,,Diploma in Hospitality,TVEC,2024-03-09
8000,,Certificate in Nursing,TVEC,2025-07-25
8000,,Diploma in Hospitality,VTA,2016-03-16
8000,,Certificate in Caregiving,SLBFE Training Center,2022-09-25
8001,,A/L,SLBFE Training Center,2021-09-28
8003,,Certificate in Domestic Work,NAITA,2023-12-26
8003,,Certificate in Welding,NAITA,2021-04-23
8004,NVQ Level 5,,Sri Enterprises,2024-02-03
8004,NVQ Level 4,,VTA,2016-05-04
8004,,Certificate in Heavy Vehicle Operation,VTA,2016-03-06
8004,NVQ Level 5,,Sri Ltd,2020-07-06
8006,,Diploma in IT,TVEC,2016-06-15
8006,,Master's Degree,Gem Inc,2025-07-20
8006,,O/L,NAITA,2022-06-18
8006,,Certificate in Domestic Work,Tea Plantations,2015-10-08
8007,,Certificate in Plumbing,Tea Inc,2019-06-16
8008,,Bachelor's Degree,SLBFE Training Center,2018-06-08
8008,,Certificate in Cooking,NAITA,2021-02-23
8008,,Diploma in Business,NAITA,2020-06-23
8009,,Diploma in Nursing,Hotel Co,2018-02-25
8009,,Diploma in IT,VTA,2016-01-24
8012,,Certificate in Plumbing,SLBFE Training Center,2022-07-28
8018,,Diploma in Hospitality,TVEC,2016-02-22
8018,NVQ Level 2,,TVEC,2022-03-17
8018,,Certificate in Plumbing,VTA,2019-02-09
8018,,Certificate in IT,VTA,2019-05-22
8019,,Certificate in IT,NAITA,2023-03-11
8019,,Certificate in Plumbing,SLBFE Training Center,2022-06-04
8023,,Certificate in Nursing,NAITA,2017-06-06
8023,,Certificate in Nursing,NAITA,2023-10-15
8024,,Certificate in Welding,VTA,2021-01-16
8024,,Certificate in Welding,SLBFE Training Center,2017-12-22
8024,,Certificate in Heavy Vehicle Operation,Apparel Co,2022-11-13
8024,NVQ Level 3,,Island Enterprises,2018-11-23
8027,,Certificate in Carpentry,TVEC,2025-02-04
8030,,Certificate in Cooking,TVEC,2018-03-10
8030,,Diploma in Nursing,Ceylon Co,2019-02-06
8033,,Certificate in Caregiving,SLBFE Training Center,2022-02-11
8033,,Certificate in Caregiving,VTA,2023-09-14
8034,,O/L,Ceylon Solutions,2023-05-11
8038,,Certificate in Cooking,SLBFE Training Center,2024-07-06
8038,,Certificate in Caregiving,VTA,2016-06-24
8041,,Certificate in IT,TVEC,2022-12-29
8043,,Diploma in IT,TVEC,2024-05-30
8043,,Certificate in Welding,SLBFE Training Center,2016-05-13
8044,,O/L,TVEC,2024-01-28
8044,NVQ Level 2,,SLBFE Training Center,2021-06-17
8045,,Master's Degree,SLBFE Training Center,2020-09-22
8045,,Certificate in Welding,SLBFE Training Center,2017-06-14
8049,,Master's Degree,SLBFE Training Center,2015-10-30
8049,,Certificate in Accounting,VTA,2019-06-13
8049,,Certificate in Carpentry,Lanka Enterprises,2016-05-05
8051,,Diploma in Hospitality,TVEC,2018-12-06
8053,,Certificate in IT,NAITA,2016-03-20
8053,,Diploma in IT,VTA,2024-04-14
8054,,Certificate in Carpentry,TVEC,2023-08-09
8057,,Certificate in Driving,TVEC,2017-01-22
8057,,Certificate in Nursing,SLBFE Training Center,2017-02-20
8057,,Certificate in Nursing,VTA,2020-03-28
8058,NVQ Level 3,,TVEC,2017-04-17
8059,,Master's Degree,SLBFE Training Center,2021-05-18
8060,,Diploma in Hospitality,SLBFE Training Center,2018-12-07
8063,NVQ Level 5,,TVEC,2020-03-14
8068,,O/L,VTA,2015-11-01
8070,,Certificate in Cooking,NAITA,2019-11-01
8070,,Certificate in Cooking,Tea Pvt,2019-11-09
8071,,Certificate in IT,NAITA,2018-08-16
8074,,Certificate in Carpentry,NAITA,2016-01-04
8076,,Diploma in IT,Ceylon Ltd,2023-12-25
8076,,Certificate in IT,TVEC,2018-03-27
8077,,Certificate in Cooking,VTA,2024-03-24
8077,,Certificate in Cooking,VTA,2018-01-21
8077,,Certificate in Cooking,NAITA,2022-07-25
8078,,Bachelor's Degree,SLBFE Training Center,2024-04-11
8080,,Diploma in Business,NAITA,2020-04-13
8080,NVQ Level 5,,SLBFE Training Center,2017-10-17
8081,,Certificate in Hospitality,VTA,2018-07-24
8081,NVQ Level 5,,Tech Plantations,2020-06-10
8083,,Certificate in Plumbing,VTA,2017-04-12
8084,NVQ Level 1,,Sri Plantations,2019-05-28
8086,,Certificate in IT,NAITA,2018-04-16
8088,,Certificate in Masonry,TVEC,2017-02-25
8088,,Master's Degree,SLBFE Training Center,2022-01-07
8088,,Bachelor's Degree,TVEC,2024-04-05
8088,,Diploma in IT,TVEC,2018-08-24
8091,,Diploma in Nursing,SLBFE Training Center,2016-06-15
8092,,Certificate in Caregiving,TVEC,2022-07-18
8094,,Certificate in Masonry,TVEC,2016-12-10
8095,,Certificate in Accounting,VTA,2018-10-30
8095,NVQ Level 3,,SLBFE Training Center,2021-09-22
8097,,Certificate in Driving,VTA,2019-07-20
8097,,Master's Degree,TVEC,2017-09-19
8097,,Certificate in Nursing,TVEC,2023-03-20
8100,,Certificate in IT,SLBFE Training Center,2025-03-25
8101,,Diploma in IT,Hotel Inc,2021-10-26
8105,,Diploma in Nursing,VTA,2018-07-27
8105,,Certificate in Caregiving,NAITA,2018-08-29
8105,,Certificate in IT,TVEC,2019-06-13
8105,,Certificate in Electrical Work,VTA,2023-12-08
8107,,Diploma in Nursing,SLBFE Training Center,2020-12-24
8107,,Certificate in Heavy Vehicle Operation,NAITA,2019-12-24
8109,NVQ Level 3,,TVEC,2024-07-25
8109,,Certificate in Sewing,TVEC,2024-02-13
8109,,Certificate in IT,SLBFE Training Center,2022-10-13
8109,,Bachelor's Degree,SLBFE Training Center,2019-11-24
8113,NVQ Level 5,,TVEC,2022-08-18
8113,,Certificate in Caregiving,SLBFE Training Center,2017-10-17
8113,,Certificate in Sewing,TVEC,2020-09-19
8114,,Certificate in Hospitality,TVEC,2018-06-24
8114,,Certificate in Hospitality,VTA,2018-12-02
8114,,O/L,NAITA,2020-08-05
8123,,Certificate in Caregiving,Sri Co,2018-03-01
8123,,Certificate in Sewing,TVEC,2017-01-09
8124,,Certificate in Masonry,VTA,2018-07-31
8124,,Bachelor's Degree,Hotel Inc,2021-08-16
8125,,O/L,NAITA,2022-07-16
8125,,O/L,SLBFE Training Center,2020-08-15
8126,NVQ Level 5,,Tech Co,2021-03-01
8127,NVQ Level 2,,VTA,2016-08-07
8127,,A/L,SLBFE Training Center,2020-05-16
8127,,Certificate in Welding,TVEC,2020-10-22
8128,,Certificate in Electrical Work,Tech Ltd,2018-05-15
8135,NVQ Level 3,,Tech Corp,2025-04-15
8136,,Certificate in IT,TVEC,2025-05-07
8137,NVQ Level 2,,TVEC,2019-04-24
8137,NVQ Level 1,,TVEC,2016-10-08
8137,,Certificate in Hospitality,NAITA,2021-08-08
8140,NVQ Level 1,,TVEC,2025-07-15
8140,NVQ Level 3,,Sri Enterprises,2018-12-09
8140,,Certificate in Welding,VTA,2018-04-06
8142,NVQ Level 3,,TVEC,2016-09-07
8142,,Certificate in Domestic Work,VTA,2017-05-04
8144,,Certificate in Nursing,TVEC,2019-11-28
8144,,Certificate in Heavy Vehicle Operation,Construction Ltd,2022-10-02
8147,,Certificate in Hospitality,VTA,2022-01-25
8148,,Certificate in Driving,VTA,2017-08-07
8148,,Certificate in Hospitality,TVEC,2023-04-08
8148,,Certificate in Cooking,SLBFE Training Center,2024-04-25
8149,,Bachelor's Degree,NAITA,2015-12-02
8149,,Certificate in Masonry,Tea Plantations,2022-01-21
8153,,Certificate in Masonry,NAITA,2016-12-15
8155,,Certificate in Hospitality,Gem Group,2020-01-19
8155,,Certificate in Domestic Work,TVEC,2023-10-18
8157,,O/L,SLBFE Training Center,2018-08-10
8157,NVQ Level 3,,VTA,2020-02-21
8157,,Certificate in Sewing,TVEC,2016-09-13
8158,NVQ Level 2,,Gem Co,2017-01-16
8160,,Certificate in Driving,VTA,2024-03-13
8162,,Certificate in Carpentry,VTA,2021-01-19
8162,,Master's Degree,Construction Enterprises,2025-02-01
8162,,Diploma in Nursing,SLBFE Training Center,2017-09-05
8163,NVQ Level 5,,NAITA,2021-06-20
8163,,Certificate in Caregiving,Hotel Group,2025-05-01
8165,,Certificate in Welding,SLBFE Training Center,2021-04-15
8165,,Certificate in Domestic Work,SLBFE Training Center,2022-01-30
8167,,Diploma in Business,SLBFE Training Center,2020-06-01
8168,,Certificate in Caregiving,NAITA,2020-07-24
8168,,Certificate in Caregiving,Tech Enterprises,2019-09-01
8173,NVQ Level 2,,NAITA,2025-06-23
8178,,Diploma in IT,SLBFE Training Center,2022-09-05
8181,,Diploma in IT,NAITA,2019-11-04
8185,NVQ Level 4,,VTA,2020-06-06
8186,NVQ Level 3,,TVEC,2018-01-28
8186,,Certificate in Nursing,SLBFE Training Center,2016-06-26
8186,,Certificate in Cooking,Sri Pvt,2024-04-18
8186,,Certificate in Driving,TVEC,2021-06-02
8187,,Master's Degree,VTA,2019-02-06
8192,,Certificate in IT,TVEC,2024-06-23
8193,,Certificate in Domestic Work,Gem Enterprises,2020-02-09
8193,,Certificate in Welding,SLBFE Training Center,2019-11-10
8194,,O/L,VTA,2022-08-25
8195,,Certificate in Driving,VTA,2021-09-25
8198,NVQ Level 5,,NAITA,2019-02-26
8199,,Certificate in Nursing,VTA,2020-06-20
8199,,O/L,Lanka Corp,2023-06-29
8199,NVQ Level 1,,VTA,2019-11-12
8200,NVQ Level 5,,TVEC,2025-02-27
8200,,Certificate in Heavy Vehicle Operation,VTA,2016-10-07
8208,,Certificate in Plumbing,SLBFE Training Center,2017-11-26
8208,NVQ Level 1,,NAITA,2019-03-28
8214,,Certificate in Welding,NAITA,2022-01-15
8214,,Certificate in Accounting,VTA,2016-07-25
8215,,Certificate in Heavy Vehicle Operation,TVEC,2017-08-13
8218,,Certificate in Plumbing,SLBFE Training Center,2020-11-05
8218,NVQ Level 4,,SLBFE Training Center,2025-06-04
8218,,A/L,VTA,2017-07-20
8222,,Certificate in Domestic Work,Sri Enterprises,2021-07-23
8222,,Certificate in Driving,NAITA,2016-04-28
8222,,A/L,NAITA,2022-11-06
8226,,Certificate in Cooking,TVEC,2021-03-03
8226,,Certificate in Cooking,Apparel Co,2024-10-31
8226,,Diploma in Nursing,VTA,2024-11-19
8227,,Certificate in Nursing,Gem Solutions,2017-06-15
8227,,Diploma in Business,NAITA,2019-11-03
8228,,Certificate in Driving,NAITA,2017-07-13
8229,,Bachelor's Degree,NAITA,2022-08-07
8229,NVQ Level 1,,SLBFE Training Center,2022-05-15
8229,,Bachelor's Degree,Tea Solutions,2017-09-01
8230,,Bachelor's Degree,TVEC,2016-02-21
8233,,Certificate in Hospitality,SLBFE Training Center,2021-06-12
8233,,Certificate in Heavy Vehicle Operation,NAITA,2018-09-30
8233,,Diploma in Nursing,VTA,2017-01-21
8234,,Certificate in Caregiving,Tech Inc,2025-04-24
8237,,Bachelor's Degree,TVEC,2022-01-03
8238,,Certificate in Masonry,VTA,2022-12-15
8238,,Certificate in Welding,TVEC,2021-02-18
8239,,Diploma in Hospitality,SLBFE Training Center,2020-12-04
8241,,Diploma in IT,NAITA,2024-05-30
8241,,Bachelor's Degree,VTA,2020-09-30
8241,,Certificate in Masonry,Gem Co,2021-09-29
8241,,Certificate in Electrical Work,VTA,2020-02-12
8243,,Diploma in Business,NAITA,2025-02-03
8244,NVQ Level 1,,TVEC,2025-05-07
8244,,Certificate in Caregiving,VTA,2022-04-13
8252,,Certificate in Hospitality,TVEC,2025-08-02
8254,,Certificate in Masonry,Tea Solutions,2022-12-11
8257,,Certificate in Caregiving,TVEC,2021-04-07
8257,,Certificate in Cooking,VTA,2020-07-15
8258,,Certificate in Cooking,SLBFE Training Center,2018-04-23
8259,,Certificate in Domestic Work,Construction Corp,2025-07-23
8262,,Certificate in Masonry,TVEC,2021-04-11
8262,,Certificate in Hospitality,TVEC,2018-06-18
8263,,Certificate in Cooking,VTA,2024-02-25
8263,,Certificate in Caregiving,TVEC,2025-01-12
8264,NVQ Level 1,,VTA,2021-11-27
8265,NVQ Level 1,,TVEC,2021-10-05
8265,,Diploma in Nursing,Sri Plantations,2017-10-26
8266,,Certificate in Masonry,VTA,2022-11-07
8266,NVQ Level 3,,NAITA,2024-10-05
8266,NVQ Level 5,,Lanka Inc,2023-12-23
8266,,Certificate in Domestic Work,TVEC,2015-11-17
8267,NVQ Level 4,,Apparel Plantations,2017-01-07
8267,,Certificate in Domestic Work,Apparel Pvt,2019-06-13
8268,,Certificate in Carpentry,NAITA,2017-01-11
8268,,Certificate in Accounting,SLBFE Training Center,2023-06-03
8269,,Diploma in IT,VTA,2018-03-13
8269,,Certificate in Heavy Vehicle Operation,TVEC,2021-07-03
8269,,Diploma in Hospitality,TVEC,2023-10-20
8270,,Certificate in Electrical Work,Construction Plantations,2019-08-12
8270,,Certificate in Cooking,SLBFE Training Center,2025-03-08
8270,,Certificate in Plumbing,TVEC,2015-09-07
8271,NVQ Level 4,,Construction Enterprises,2023-05-13
8272,,A/L,VTA,2024-06-14
8272,,A/L,Hotel Enterprises,2017-07-07
8273,,Diploma in Hospitality,Gem Ltd,2024-12-28
8274,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2018-09-28
8274,,Certificate in Electrical Work,NAITA,2019-04-23
8278,,Diploma in Hospitality,TVEC,2018-06-08
8278,,Bachelor's Degree,NAITA,2022-12-26
8278,,Certificate in Nursing,NAITA,2020-07-22
8281,,Certificate in Accounting,NAITA,2016-07-27
8281,,Certificate in Plumbing,NAITA,2023-10-31
8282,NVQ Level 1,,SLBFE Training Center,2025-06-18
8283,,Diploma in IT,VTA,2021-12-09
8285,NVQ Level 4,,TVEC,2021-01-16
8285,,Certificate in Domestic Work,SLBFE Training Center,2016-02-14
8285,,Certificate in Domestic Work,SLBFE Training Center,2017-08-28
8288,NVQ Level 4,,NAITA,2017-06-05
8288,,Certificate in IT,NAITA,2021-11-17
8290,,Certificate in Welding,TVEC,2019-02-02
8293,,Certificate in Hospitality,TVEC,2025-04-20
8293,,Master's Degree,SLBFE Training Center,2025-04-30
8293,,Certificate in Accounting,Tea Plantations,2016-07-13
8295,,Diploma in Nursing,VTA,2018-08-07
8299,NVQ Level 3,,NAITA,2023-09-18
8300,,Certificate in Cooking,VTA,2021-03-03
8302,,Certificate in Cooking,NAITA,2019-03-02
8303,NVQ Level 5,,TVEC,2021-10-10
8303,,A/L,VTA,2015-09-17
8303,NVQ Level 4,,TVEC,2024-10-05
8305,,Certificate in Domestic Work,NAITA,2018-06-01
8305,,Certificate in Sewing,TVEC,2022-10-08
8306,,Certificate in Accounting,Apparel Group,2023-02-19
8308,,A/L,SLBFE Training Center,2022-03-11
8310,,Diploma in Hospitality,NAITA,2016-09-29
8312,,Certificate in Accounting,TVEC,2023-12-28
8312,,Certificate in Electrical Work,TVEC,2022-01-14
8313,NVQ Level 2,,Gem Group,2023-10-11
8314,,Certificate in Nursing,TVEC,2023-11-11
8314,,Certificate in Welding,NAITA,2018-06-28
8315,,Certificate in Caregiving,Ceylon Ltd,2021-03-19
8315,,O/L,Gem Plantations,2017-01-11
8315,,Certificate in IT,SLBFE Training Center,2019-01-25
8315,,Diploma in Business,SLBFE Training Center,2018-10-08
8316,,Certificate in Welding,TVEC,2019-09-02
8316,,Certificate in IT,VTA,2023-04-14
8317,,Certificate in Sewing,SLBFE Training Center,2024-09-17
8317,,Diploma in Nursing,NAITA,2015-11-04
8321,,Diploma in Hospitality,Island Co,2025-06-16
8321,,Certificate in Driving,TVEC,2020-11-28
8323,NVQ Level 2,,TVEC,2016-05-04
8323,NVQ Level 1,,NAITA,2020-11-12
8324,NVQ Level 5,,TVEC,2020-11-30
8326,,Certificate in Cooking,NAITA,2016-04-04
8328,NVQ Level 1,,VTA,2016-05-28
8328,NVQ Level 5,,SLBFE Training Center,2019-01-21
8331,NVQ Level 3,,NAITA,2024-07-29
8331,,Certificate in Welding,Construction Corp,2017-11-06
8331,,Certificate in Masonry,Lanka Group,2018-10-20
8333,,Certificate in Heavy Vehicle Operation,TVEC,2024-12-11
8333,,Certificate in Cooking,Ceylon Corp,2017-10-04
8334,,Master's Degree,Gem Plantations,2024-11-04
8338,NVQ Level 1,,NAITA,2020-03-02
8338,NVQ Level 4,,NAITA,2022-10-09
8338,NVQ Level 3,,Lanka Pvt,2020-01-09
8338,,Certificate in Sewing,VTA,2025-06-25
8341,NVQ Level 1,,Island Group,2017-07-03
8341,,Diploma in Nursing,SLBFE Training Center,2017-11-01
8343,,Certificate in Masonry,Sri Ltd,2025-07-15
8343,,Certificate in Domestic Work,NAITA,2022-11-26
8344,,Certificate in Masonry,NAITA,2018-03-15
8344,,Certificate in Carpentry,TVEC,2021-08-21
8344,,O/L,SLBFE Training Center,2016-10-25
8347,,Certificate in Electrical Work,VTA,2019-12-11
8350,NVQ Level 3,,TVEC,2025-01-29
8350,,Diploma in Hospitality,SLBFE Training Center,2019-06-19
8351,,Certificate in Caregiving,Hotel Co,2021-10-31
8351,,Certificate in Masonry,TVEC,2023-06-14
8351,NVQ Level 3,,Sri Inc,2018-05-07
8351,,O/L,TVEC,2018-01-23
8353,,Certificate in Caregiving,NAITA,2018-01-21
8353,,Diploma in Hospitality,VTA,2023-11-01
8355,,Diploma in Nursing,NAITA,2023-07-20
8355,,Certificate in IT,NAITA,2021-08-21
8355,,O/L,Hotel Group,2019-02-15
8355,,Certificate in IT,VTA,2017-12-15
8357,,Diploma in IT,TVEC,2021-08-28
8359,NVQ Level 5,,VTA,2022-12-26
8359,,Certificate in Nursing,TVEC,2024-09-21
8361,NVQ Level 5,,Construction Ltd,2024-09-28
