EmploymentID,PersonalID,EmploymentType,EmploymentSector,Employer,Country,Occupation,SkillsUsed,StartDate,EndDate,DurationMonths
14672,9465,Previous,Logistics & Warehousing,Island Ltd,United Kingdom,Waiter,Scaffolding;Logistics Coordination,2012-04-25,2021-12-19,116.0
14673,9465,Previous,Engineering & Technical,Gem Ltd,Saudi Arabia,Waiter,Logistics Coordination;Administrative Support,2017-04-22,2024-04-02,84.0
14674,9466,Previous,Engineering & Technical,Tech Ltd,Saudi Arabia,Shuttering Carpenter,Housekeeping;Excel;Inventory Management,2016-10-28,2018-04-11,18.0
14675,9466,Current,Textile & Sewing,Tea Pvt,Saudi Arabia,Shuttering Carpenter,Sewing,2012-11-29,,
14676,9466,Previous,Cleaning Services,Sri Corp,Qatar,Shuttering Carpenter,Logistics Coordination;Front Desk Operations,2016-03-06,2021-12-08,69.0
14677,9468,Previous,Healthcare & Nursing,Apparel Corp,Kuwait,Packing Worker,Packing;Nursing,2018-06-05,2025-03-03,81.0
14678,9468,Previous,Retail & Sales,Lanka Inc,Jordan,Packing Worker,Packing,2016-03-19,2018-12-29,33.0
14679,9470,Previous,Garment & Apparel,Island Solutions,South Korea,House Driver,Guest Relations;Electrical;Makeup Artistry,2022-10-21,2024-06-03,20.0
14680,9472,Previous,Domestic Services,Island Group,Kuwait,Maintenance Worker,Concrete Mixing;Makeup Artistry;Bar Bending,2022-01-20,2025-03-23,38.0
14681,9472,Previous,Cleaning Services,Construction Enterprises,Saudi Arabia,Maintenance Worker,Shuttering Carpentry;Forklift Operation;Masonry,2018-04-13,2020-08-05,28.0
14682,9473,Current,Education & Training,Sri Pvt,United Arab Emirates,Nurse,Front Desk Operations;Data Entry,2011-06-29,,
14683,9473,Previous,Construction,Tech Enterprises,United Arab Emirates,Construction Helper,Textile Machine Operation;Sewing;Scaffolding,2022-07-04,2025-01-02,30.0
14684,9474,Current,Garment & Apparel,Ceylon Ltd,Hong Kong,Bar Bender,Livestock Management;Medical Assistance;Administrative Support,2015-01-30,,
14685,9475,Current,Garment & Apparel,Apparel Enterprises,Qatar,Warehouse Worker,Masonry,2024-03-09,,
14686,9475,Previous,Textile & Sewing,Hotel Solutions,United Arab Emirates,Warehouse Worker,Sewing,2019-08-19,2020-06-01,10.0
14687,9476,Previous,Beauty & Personal Care,Hotel Co,South Korea,House Driver,Makeup Artistry;Vehicle Maintenance,2020-02-01,2020-04-10,2.0
14688,9478,Current,Garment & Apparel,Island Solutions,Sri Lanka,Janitor,Accounting;Masonry;Inventory Management,2016-08-07,,
14689,9478,Current,Cleaning Services,Ceylon Group,Maldives,Janitor,Logistics Coordination;Accounting,2012-03-20,,
14690,9478,Previous,Education & Training,Tea Solutions,Saudi Arabia,Janitor,Barista Skills;Electrical,2011-05-26,2014-10-02,41.0
14691,9479,Previous,Hospitality & Tourism,Ceylon Plantations,Saudi Arabia,Carpenter,Hairdressing;Facility Maintenance,2022-03-22,2022-05-10,2.0
14692,9479,Previous,Healthcare & Nursing,Tea Plantations,Kuwait,Shuttering Carpenter,Nursing,2022-09-21,2025-01-04,28.0
14693,9479,Previous,Education & Training,Sri Corp,Oman,Carpenter,Painting,2020-04-19,2023-08-05,40.0
14694,9479,Previous,Agriculture & Fishery,Apparel Group,Qatar,Shuttering Carpenter,CCTV Monitoring,2022-10-15,2024-10-10,24.0
14695,9481,Current,Driving & Transportation,Gem Corp,Qatar,Hairdresser,Driving,2024-06-14,,
14696,9481,Previous,Domestic Services,Hotel Corp,Saudi Arabia,Hairdresser,Textile Machine Operation,2015-07-26,2018-11-20,40.0
14697,9482,Previous,Healthcare & Nursing,Tech Ltd,United Arab Emirates,Caregiver,Nursing,2017-01-29,2019-02-22,25.0
14698,9483,Previous,Construction,Tech Corp,Qatar,Construction Helper,Garment Quality Control,2013-07-20,2015-10-08,27.0
14699,9483,Previous,Engineering & Technical,Ceylon Enterprises,United Arab Emirates,Technician,Bar Bending;Serving;First Aid,2020-06-02,2020-11-05,5.0
14700,9483,Previous,Education & Training,Construction Ltd,Romania,Technician,Scaffolding;Vehicle Maintenance;Welding,2015-10-05,2016-04-09,6.0
14701,9484,Previous,Agriculture & Fishery,Ceylon Group,Kuwait,House Driver,Teaching Assistance;Tailoring,2016-01-26,2022-05-10,76.0
14702,9484,Previous,Driving & Transportation,Island Group,Romania,House Driver,Driving,2014-04-13,2022-03-16,95.0
14703,9485,Previous,Garment & Apparel,Tea Group,Kuwait,Maintenance Worker,Fishing,2011-02-11,2025-08-11,174.0
14704,9485,Previous,Facility Management,Ceylon Pvt,Jordan,Maintenance Worker,Shuttering Carpentry,2019-06-05,2022-05-19,35.0
14705,9486,Previous,Engineering & Technical,Ceylon Enterprises,Saudi Arabia,Waiter,Guest Relations,2011-11-16,2021-03-25,112.0
14706,9486,Previous,Manufacturing,Gem Inc,Kuwait,Waiter,Janitorial Skills;Concrete Mixing;Construction Supervision,2011-10-21,2019-03-31,89.0
14707,9487,Current,Engineering & Technical,Sri Co,Qatar,Construction Helper,Hotel Housekeeping,2024-07-04,,
14708,9488,Current,Manufacturing,Island Inc,Kuwait,Sewing Machine Operator,Sewing,2018-09-27,,
14709,9489,Previous,Domestic Services,Island Corp,Qatar,Domestic Worker,Construction Supervision;Livestock Management;MS Office,2013-10-31,2024-09-09,131.0
14710,9489,Current,Domestic Services,Tech Pvt,Canada,Domestic Worker,Home Cleaning,2023-03-17,,
14711,9489,Previous,Healthcare & Nursing,Sri Enterprises,Saudi Arabia,Domestic Worker,Nursing,2020-04-03,2024-10-17,54.0
14712,9490,Previous,Construction,Gem Ltd,Romania,Quality Control Inspector,Health Aide,2023-11-14,2025-03-27,16.0
14713,9491,Previous,Healthcare & Nursing,Sri Solutions,Saudi Arabia,Room Attendant,Nursing,2020-10-16,2024-04-01,42.0
14714,9491,Previous,Education & Training,Tech Enterprises,Qatar,Room Attendant,Textile Machine Operation;Barista Skills;Nursing,2018-05-01,2020-07-12,26.0
14715,9492,Current,Engineering & Technical,Apparel Enterprises,Romania,Housemaid,Guest Relations;Logistics Coordination;Administrative Support,2012-02-03,,
14716,9492,Previous,Domestic Services,Construction Co,Saudi Arabia,Housemaid,Housekeeping,2018-02-02,2022-06-10,52.0
14717,9493,Previous,Facility Management,Sri Inc,United Arab Emirates,Technician,Quality Inspection;Caregiving;Teaching Assistance,2023-08-23,2024-12-30,16.0
14718,9493,Previous,IT & Professional Services,Apparel Plantations,United Arab Emirates,Technician,Sewing,2019-07-28,2020-01-06,6.0
14719,9493,Previous,Manufacturing,Lanka Ltd,Turkey,Technician,Elderly Care,2011-12-07,2024-04-24,148.0
14720,9494,Previous,Agriculture & Fishery,Ceylon Enterprises,Kuwait,Cook,Garment Quality Control,2020-12-12,2022-01-27,13.0
14721,9494,Previous,Construction,Tech Co,United Arab Emirates,Cook,Driving;Nursing,2013-06-01,2024-11-07,137.0
14722,9494,Current,Retail & Sales,Tea Inc,Qatar,Cook,Childcare;Guest Relations,2018-02-25,,
14723,9496,Previous,Construction,Apparel Inc,Saudi Arabia,Construction Helper,Customer Service;Plumbing;Patient Care,2023-03-15,2024-09-21,18.0
14724,9497,Previous,Driving & Transportation,Hotel Inc,United Kingdom,Chef,Driving,2022-03-26,2023-08-31,17.0
14725,9497,Previous,Hospitality & Tourism,Sri Enterprises,Oman,Chef,Administrative Support;Masonry,2023-11-18,2023-12-27,1.0
14726,9498,Current,Garment & Apparel,Island Ltd,Turkey,Construction Helper,First Aid;Concrete Mixing;Garment Quality Control,2022-12-25,,
14727,9498,Previous,Logistics & Warehousing,Ceylon Group,Saudi Arabia,Construction Helper,Sewing;Beauty Therapy;Garment Quality Control,2020-07-27,2022-07-03,24.0
14728,9498,Previous,Cleaning Services,Tech Solutions,Singapore,Construction Helper,Food Preparation,2019-12-17,2022-10-16,34.0
14729,9498,Previous,Hospitality & Tourism,Construction Inc,Seychelles,Construction Helper,MS Office;Facility Maintenance,2018-01-15,2020-10-10,33.0
14730,9499,Previous,Construction,Ceylon Enterprises,Saudi Arabia,Construction Helper,Bookkeeping,2012-09-02,2025-05-27,152.0
14731,9500,Previous,Garment & Apparel,Construction Inc,Saudi Arabia,Housemaid,Concrete Mixing;Garment Quality Control;Hotel Housekeeping,2021-07-01,2022-03-20,8.0
14732,9500,Previous,Textile & Sewing,Sri Group,United Arab Emirates,Housemaid,Sewing,2022-01-08,2022-12-27,11.0
14733,9501,Current,Beauty & Personal Care,Tea Corp,Saudi Arabia,Logistics Coordinator,Security Guarding,2017-02-01,,
14734,9501,Previous,IT & Professional Services,Tea Pvt,Bahrain,Logistics Coordinator,Painting;Data Entry,2014-08-28,2019-08-22,60.0
14735,9501,Previous,Beauty & Personal Care,Apparel Ltd,United Arab Emirates,Logistics Coordinator,Facility Maintenance,2020-04-10,2020-04-23,1.0
14736,9501,Previous,Healthcare & Nursing,Tea Inc,Saudi Arabia,Logistics Coordinator,Nursing,2020-09-05,2021-03-31,6.0
14737,9502,Previous,Education & Training,Tech Solutions,Sri Lanka,Shuttering Carpenter,Medical Assistance;Banquet Service;Garment Quality Control,2015-10-03,2024-03-13,101.0
14738,9502,Previous,Security Services,Hotel Plantations,Qatar,Shuttering Carpenter,Tiling;Carpentry,2021-12-19,2024-03-08,27.0
14739,9502,Previous,Domestic Services,Island Corp,South Korea,Shuttering Carpenter,Driving,2012-09-12,2022-12-03,123.0
14740,9503,Previous,Construction,Hotel Group,Oman,Construction Helper,Scaffolding,2017-10-14,2022-12-06,62.0
14741,9503,Previous,Engineering & Technical,Construction Enterprises,Malaysia,Engineer,Elderly Care;Hotel Housekeeping;Welding,2021-10-18,2023-11-18,25.0
14742,9504,Previous,Cleaning Services,Island Pvt,United Arab Emirates,Nursing Assistant,Nursing,2022-03-04,2023-02-04,11.0
14743,9505,Previous,Beauty & Personal Care,Sri Inc,Saudi Arabia,General Labourer,Masonry;Plumbing,2018-08-31,2020-11-11,27.0
14744,9506,Current,Garment & Apparel,Tech Enterprises,United Arab Emirates,Cook,Laundry,2013-06-14,,
14745,9507,Previous,Manufacturing,Ceylon Inc,Qatar,Cleaner,Barista Skills;Janitorial Skills;Driving,2016-11-14,2020-06-14,43.0
14746,9508,Current,Logistics & Warehousing,Hotel Solutions,Malaysia,Janitor,Packing,2016-09-02,,
14747,9508,Current,Healthcare & Nursing,Lanka Ltd,Qatar,Janitor,Nursing,2015-06-15,,
14748,9510,Previous,Agriculture & Fishery,Tea Inc,Qatar,Hairdresser,Retail Sales;Medical Assistance,2020-02-24,2021-01-19,11.0
14749,9510,Previous,Education & Training,Apparel Plantations,Australia,Hairdresser,Plumbing;Data Entry,2014-10-06,2024-08-26,118.0
14750,9513,Previous,Engineering & Technical,Construction Enterprises,Malaysia,Logistics Coordinator,Administrative Support;Driving;IT Skills,2018-04-06,2025-07-02,87.0
14751,9513,Current,Manufacturing,Tea Co,Kuwait,Logistics Coordinator,Masonry,2011-05-23,,
14752,9514,Previous,Manufacturing,Apparel Pvt,Bahrain,Construction Supervisor,Scaffolding,2021-08-04,2024-09-27,37.0
14753,9515,Previous,Retail & Sales,Island Solutions,Saudi Arabia,Quality Control Inspector,Garment Quality Control;Delivery Driving;Textile Machine Operation,2017-07-31,2018-03-16,8.0
14754,9517,Previous,Retail & Sales,Tech Inc,Sri Lanka,Technician,Packing,2014-02-17,2016-12-10,34.0
14755,9518,Current,Logistics & Warehousing,Tech Inc,Saudi Arabia,Kitchen Helper,Horticulture;Hairdressing;Garment Quality Control,2019-02-05,,
14756,9519,Previous,Textile & Sewing,Island Solutions,United Arab Emirates,Delivery Driver,Sewing,2013-04-08,2023-12-28,128.0
14757,9520,Current,Facility Management,Construction Inc,Maldives,Salesperson,Vehicle Maintenance,2014-07-31,,
14758,9520,Current,Driving & Transportation,Apparel Co,United Arab Emirates,Salesperson,Driving,2021-02-22,,
14759,9521,Current,Education & Training,Hotel Enterprises,Romania,Forklift Operator,Elderly Care;Heavy Vehicle Driving,2018-10-09,,
14760,9523,Previous,Hospitality & Tourism,Island Co,Japan,Welder,Construction Supervision,2023-04-14,2023-11-15,7.0
14761,9525,Current,Education & Training,Tech Co,Saudi Arabia,Nurse,Childcare;Fishing,2020-05-26,,
14762,9525,Previous,Retail & Sales,Tea Pvt,Kuwait,Nurse,Beauty Therapy;Food Preparation,2017-04-21,2024-05-29,85.0
14763,9526,Current,Security Services,Hotel Co,Russia,Packing Worker,Packing,2021-02-22,,
14764,9526,Previous,Hospitality & Tourism,Tech Plantations,Kuwait,Packing Worker,Packing,2013-03-26,2014-02-01,11.0
14765,9526,Previous,Garment & Apparel,Tea Pvt,Kuwait,Packing Worker,Packing,2020-12-28,2022-11-10,23.0
14766,9526,Previous,Beauty & Personal Care,Tea Plantations,Romania,Packing Worker,Packing,2024-02-07,2024-02-25,1.0
14767,9528,Previous,Logistics & Warehousing,Hotel Corp,Saudi Arabia,Chef,Masonry;Elderly Care,2021-07-05,2025-06-19,47.0
14768,9529,Current,Construction,Apparel Inc,Saudi Arabia,Construction Helper,Kitchen Assistance;Food Preparation,2015-10-13,,
14769,9529,Previous,Healthcare & Nursing,Island Pvt,Saudi Arabia,Warehouse Worker,Nursing,2018-09-18,2021-10-18,37.0
14770,9529,Previous,Agriculture & Fishery,Hotel Group,Saudi Arabia,Warehouse Worker,Patient Care;Laundry;Sewing,2013-02-27,2016-02-11,36.0
14771,9530,Current,Logistics & Warehousing,Tea Pvt,Saudi Arabia,Chef,Textile Machine Operation;Medical Assistance;Makeup Artistry,2024-08-02,,
14772,9531,Previous,Healthcare & Nursing,Lanka Ltd,Jordan,Welder,Nursing,2022-11-09,2025-03-11,28.0
14773,9533,Previous,Healthcare & Nursing,Apparel Co,Kuwait,Technician,Nursing,2023-10-19,2025-07-28,21.0
14774,9533,Previous,Engineering & Technical,Lanka Group,Saudi Arabia,Technician,Facility Maintenance,2014-11-09,2022-11-29,96.0
14775,9534,Previous,Agriculture & Fishery,Ceylon Pvt,Qatar,Construction Helper,MS Office;Horticulture,2011-11-08,2018-02-03,75.0
14776,9534,Previous,Retail & Sales,Lanka Enterprises,Saudi Arabia,Construction Helper,Excel;Delivery Driving,2017-06-04,2024-09-25,87.0
14777,9534,Previous,Healthcare & Nursing,Island Plantations,United Kingdom,Construction Helper,Nursing,2015-02-08,2021-10-25,80.0
14778,9535,Previous,Facility Management,Tea Ltd,United Arab Emirates,Technician,CCTV Monitoring,2012-11-22,2025-05-22,150.0
14779,9535,Previous,Security Services,Lanka Group,United Arab Emirates,Technician,Food Preparation;Data Entry;Fishing,2011-08-21,2019-02-10,90.0
14780,9536,Previous,Manufacturing,Construction Ltd,United Arab Emirates,Administrative Assistant,Driving;Beauty Therapy,2015-10-31,2017-02-15,16.0
14781,9537,Current,Engineering & Technical,Tech Group,Qatar,Room Attendant,Patient Care;Beauty Therapy;Home Cleaning,2014-05-10,,
14782,9537,Previous,Beauty & Personal Care,Island Co,Kuwait,Room Attendant,Facility Maintenance,2018-05-23,2024-04-10,71.0
14783,9538,Previous,Healthcare & Nursing,Ceylon Plantations,Cyprus,Caregiver,Nursing,2016-02-04,2021-04-16,62.0
14784,9538,Previous,Engineering & Technical,Ceylon Corp,Turkey,Caregiver,Garment Quality Control;Facility Maintenance;MS Office,2019-04-09,2019-09-15,5.0
14785,9539,Previous,Logistics & Warehousing,Tech Solutions,Saudi Arabia,Heavy Vehicle Operator,Caregiving,2020-03-06,2021-03-31,12.0
14786,9540,Previous,Security Services,Tea Inc,United Arab Emirates,Housemaid,Plumbing;Nursing,2012-09-25,2023-09-13,132.0
14787,9540,Current,Education & Training,Construction Inc,Saudi Arabia,Housemaid,Childcare,2019-01-13,,
14788,9541,Previous,Security Services,Lanka Ltd,Malaysia,Construction Helper,Vehicle Maintenance;Excel,2020-01-31,2022-07-04,30.0
14789,9541,Previous,Driving & Transportation,Ceylon Enterprises,Serbia,Construction Helper,Driving,2015-05-21,2022-02-13,81.0
14790,9543,Previous,Healthcare & Nursing,Island Co,Romania,Shuttering Carpenter,Nursing,2024-02-20,2024-04-05,2.0
14791,9544,Current,Education & Training,Hotel Group,Saudi Arabia,Teacher Assistant,Construction Supervision;Concrete Mixing;Health Aide,2010-11-03,,
14792,9544,Previous,Construction,Gem Plantations,Singapore,Teacher Assistant,Facility Maintenance,2013-07-16,2020-01-05,78.0
14793,9546,Current,Healthcare & Nursing,Tea Solutions,Saudi Arabia,Caregiver,Nursing,2019-03-23,,
14794,9546,Previous,Healthcare & Nursing,Island Enterprises,Canada,Caregiver,Nursing,2020-10-30,2024-02-03,40.0
14795,9546,Previous,Healthcare & Nursing,Hotel Solutions,Bahrain,Caregiver,Nursing,2017-12-27,2020-07-09,31.0
14796,9547,Previous,Domestic Services,Gem Corp,New Zealand,Maintenance Worker,Kitchen Assistance;Guest Relations;Tiling,2013-05-23,2015-07-05,26.0
14797,9547,Previous,Garment & Apparel,Tech Group,Qatar,Maintenance Worker,Delivery Driving;Bar Bending,2023-08-22,2024-11-07,15.0
14798,9548,Previous,Agriculture & Fishery,Tech Corp,Saudi Arabia,Warehouse Worker,Patient Care,2023-07-31,2023-11-01,4.0
14799,9548,Current,Education & Training,Gem Plantations,Qatar,Warehouse Worker,Caregiving;Excel,2023-03-10,,
14800,9549,Previous,Hospitality & Tourism,Construction Solutions,Saudi Arabia,General Labourer,Front Desk Operations,2016-01-13,2025-04-05,111.0
14801,9549,Previous,Engineering & Technical,Ceylon Inc,Kuwait,General Labourer,Beauty Therapy,2017-12-02,2019-12-01,24.0
14802,9549,Previous,Driving & Transportation,Lanka Group,Kuwait,General Labourer,Driving,2016-09-17,2021-01-02,52.0
14803,9550,Current,Security Services,Ceylon Co,Bahrain,Machine Operator,Packing,2023-04-19,,
14804,9550,Previous,IT & Professional Services,Construction Corp,Kuwait,Sewing Machine Operator,Sewing,2024-07-06,2025-08-06,13.0
14805,9551,Current,Cleaning Services,Ceylon Plantations,United Arab Emirates,Construction Helper,Accounting;Horticulture;Inventory Management,2015-05-27,,
14806,9551,Current,Domestic Services,Island Inc,New Zealand,Construction Helper,Scaffolding;Banquet Service;Barista Skills,2024-04-28,,
14807,9552,Previous,Engineering & Technical,Hotel Group,Japan,Housemaid,Painting,2023-07-03,2023-08-19,1.0
14808,9552,Previous,Beauty & Personal Care,Tech Group,United Arab Emirates,Housemaid,Delivery Driving,2019-06-06,2024-05-23,59.0
14809,9553,Previous,Education & Training,Island Corp,Kuwait,Heavy Vehicle Operator,Caregiving;Packing;Makeup Artistry,2021-11-16,2021-11-20,1.0
14810,9554,Previous,Healthcare & Nursing,Gem Pvt,Hong Kong,Caregiver,Nursing,2012-09-08,2024-05-20,140.0
14811,9555,Previous,Logistics & Warehousing,Apparel Corp,Qatar,Technician,Medical Assistance;Banquet Service,2021-07-12,2022-03-24,8.0
14812,9556,Previous,Facility Management,Ceylon Group,Qatar,House Driver,Construction Supervision;Farming,2022-12-17,2025-01-28,25.0
14813,9557,Current,Retail & Sales,Gem Pvt,Seychelles,Hairdresser,Sewing,2011-12-08,,
14814,9557,Previous,Hospitality & Tourism,Tea Enterprises,Saudi Arabia,Hairdresser,Barista Skills,2012-09-18,2021-07-15,106.0
14815,9557,Previous,Garment & Apparel,Hotel Ltd,Qatar,Hairdresser,Housekeeping,2018-08-21,2019-08-04,12.0
14816,9559,Previous,Beauty & Personal Care,Gem Inc,Romania,Hotel Housekeeper,Food Preparation,2020-10-23,2023-02-05,28.0
14817,9559,Previous,Garment & Apparel,Gem Group,Saudi Arabia,Hotel Housekeeper,First Aid;Accounting;Quality Inspection,2018-04-15,2019-07-10,15.0
14818,9560,Previous,Domestic Services,Island Inc,Saudi Arabia,House Driver,Fishing;Inventory Management,2012-01-19,2014-01-03,24.0
14819,9560,Previous,Facility Management,Tea Inc,Bahrain,House Driver,Carpentry;Banquet Service,2019-09-19,2021-06-19,21.0
14820,9560,Previous,Construction,Construction Pvt,Russia,House Driver,Bookkeeping,2020-12-03,2024-08-05,44.0
14821,9561,Previous,Driving & Transportation,Construction Pvt,Saudi Arabia,Carpenter,Driving,2018-08-02,2025-03-31,79.0
14822,9562,Previous,Education & Training,Apparel Corp,Saudi Arabia,Construction Supervisor,Barista Skills;Masonry,2014-12-05,2025-07-23,127.0
14823,9562,Previous,Facility Management,Hotel Pvt,Oman,Construction Supervisor,Data Entry,2020-05-13,2021-07-15,14.0
14824,9563,Previous,Healthcare & Nursing,Gem Group,Maldives,Warehouse Worker,Nursing,2011-03-29,2016-10-11,67.0
14825,9563,Previous,Agriculture & Fishery,Sri Enterprises,Kuwait,Warehouse Worker,Packing;Laundry;Heavy Vehicle Driving,2024-06-26,2025-06-01,12.0
14826,9564,Previous,Textile & Sewing,Construction Corp,United Kingdom,Construction Helper,Sewing,2022-05-29,2023-06-28,13.0
14827,9565,Previous,Security Services,Gem Enterprises,Kuwait,Electrician,Home Cleaning;Barista Skills,2017-02-11,2018-04-04,14.0
14828,9565,Previous,Cleaning Services,Tea Inc,United Arab Emirates,Electrician,Nursing;Horticulture,2018-08-25,2018-11-26,3.0
14829,9565,Current,Security Services,Tea Inc,Saudi Arabia,Electrician,Customer Service,2022-03-27,,
14830,9565,Previous,Retail & Sales,Ceylon Corp,Qatar,Electrician,Vehicle Maintenance,2019-04-12,2019-10-30,6.0
14831,9566,Previous,Cleaning Services,Apparel Solutions,United Arab Emirates,Plumber,Vehicle Maintenance;Delivery Driving;Caregiving,2016-08-08,2024-04-27,92.0
14832,9566,Previous,Domestic Services,Island Group,Saudi Arabia,Plumber,First Aid;Elderly Care;Masonry,2010-08-25,2011-02-26,6.0
14833,9567,Previous,Domestic Services,Hotel Pvt,Australia,Domestic Worker,Inventory Management,2015-09-02,2018-04-03,31.0
14834,9567,Current,Domestic Services,Construction Solutions,Kuwait,Domestic Worker,Bookkeeping;Data Entry,2012-06-18,,
14835,9567,Previous,Domestic Services,Tea Solutions,Saudi Arabia,Domestic Worker,Banquet Service;Janitorial Skills,2021-10-26,2025-08-08,46.0
14836,9568,Previous,Security Services,Hotel Solutions,South Korea,Welder,Childcare;Retail Sales;Front Desk Operations,2017-08-07,2023-07-04,71.0
14837,9569,Previous,Retail & Sales,Gem Co,Australia,Room Attendant,Hotel Housekeeping,2024-07-13,2024-10-03,3.0
14838,9570,Previous,IT & Professional Services,Apparel Inc,Kuwait,Technician,Banquet Service;Vehicle Maintenance;Caregiving,2023-12-28,2025-02-08,14.0
14839,9570,Previous,Agriculture & Fishery,Construction Co,Bahrain,Technician,Barista Skills;Makeup Artistry,2018-06-18,2022-08-12,50.0
14840,9572,Previous,Manufacturing,Tea Ltd,Oman,Delivery Driver,Guest Relations;Kitchen Assistance;Bookkeeping,2011-01-24,2023-04-07,147.0
14841,9572,Previous,Retail & Sales,Tea Corp,Cyprus,Delivery Driver,MS Office;Construction Supervision;Masonry,2014-03-06,2025-03-23,132.0
14842,9572,Current,Security Services,Ceylon Group,United Arab Emirates,Delivery Driver,Data Entry;Security Guarding;First Aid,2013-10-10,,
14843,9572,Previous,Agriculture & Fishery,Tech Plantations,Kuwait,Delivery Driver,Home Cleaning;Farming,2017-05-17,2023-04-06,71.0
14844,9573,Previous,Education & Training,Sri Group,Kuwait,Nursing Assistant,Nursing,2017-09-28,2022-10-28,61.0
14845,9573,Previous,Logistics & Warehousing,Construction Pvt,Romania,Nursing Assistant,Nursing,2021-04-08,2025-04-24,48.0
14846,9574,Current,Domestic Services,Lanka Ltd,United Arab Emirates,Domestic Worker,Hotel Housekeeping;Garment Quality Control,2015-08-02,,
14847,9576,Previous,Logistics & Warehousing,Tea Ltd,Saudi Arabia,Logistics Coordinator,Patient Care,2016-12-24,2021-02-16,50.0
14848,9577,Previous,Domestic Services,Hotel Group,United Arab Emirates,Salesperson,Forklift Operation;Quality Inspection,2015-09-17,2023-01-18,88.0
14849,9577,Previous,Hospitality & Tourism,Gem Group,Saudi Arabia,Salesperson,Patient Care,2019-09-14,2021-10-18,25.0
14850,9578,Previous,Engineering & Technical,Construction Inc,Qatar,Engineer,IT Skills;Facility Maintenance,2016-05-21,2020-08-23,51.0
14851,9578,Previous,Hospitality & Tourism,Tea Pvt,United Arab Emirates,Engineer,Textile Machine Operation,2024-08-05,2025-05-04,9.0
14852,9578,Previous,Engineering & Technical,Ceylon Inc,Canada,Engineer,First Aid;Banquet Service,2014-01-22,2022-02-26,97.0
14853,9578,Previous,Textile & Sewing,Island Enterprises,Qatar,Engineer,Sewing,2013-11-07,2016-07-03,32.0
14854,9579,Previous,Textile & Sewing,Ceylon Corp,Japan,Housemaid,Sewing,2012-01-07,2020-06-24,101.0
14855,9579,Previous,Security Services,Tea Pvt,Saudi Arabia,Housemaid,Heavy Vehicle Driving,2015-02-13,2025-04-21,122.0
14856,9580,Previous,Cleaning Services,Construction Group,Oman,Beautician,Masonry,2023-12-05,2025-02-11,14.0
14857,9580,Previous,Driving & Transportation,Island Group,United Arab Emirates,Beautician,Driving,2014-05-19,2023-08-01,111.0
14858,9580,Current,Manufacturing,Tech Inc,United Arab Emirates,Beautician,IT Skills;Sewing;Vehicle Maintenance,2014-06-26,,
14859,9581,Previous,Retail & Sales,Lanka Co,United Arab Emirates,Administrative Assistant,Electrical;Beauty Therapy;Fishing,2019-03-16,2024-10-21,67.0
14860,9581,Previous,Manufacturing,Lanka Enterprises,South Korea,Administrative Assistant,Housekeeping,2020-03-18,2023-11-21,44.0
14861,9582,Previous,Agriculture & Fishery,Hotel Corp,Saudi Arabia,Technician,Front Desk Operations;CCTV Monitoring,2020-01-05,2022-10-22,33.0
14862,9582,Current,Driving & Transportation,Tea Inc,United Arab Emirates,Technician,Driving,2023-05-14,,
14863,9583,Previous,Cleaning Services,Tea Ltd,Romania,Construction Supervisor,Accounting,2014-06-08,2015-05-08,11.0
14864,9583,Previous,Security Services,Ceylon Corp,Saudi Arabia,Construction Supervisor,Livestock Management,2015-06-16,2016-03-13,9.0
14865,9584,Previous,Healthcare & Nursing,Ceylon Ltd,Kuwait,Sewing Machine Operator,Sewing;Nursing,2022-07-27,2023-05-17,10.0
14866,9584,Previous,Agriculture & Fishery,Ceylon Ltd,Kuwait,Sewing Machine Operator,Sewing,2014-05-26,2022-09-29,100.0
14867,9585,Previous,Security Services,Ceylon Ltd,United Kingdom,Electrician,Concrete Mixing,2015-10-19,2015-12-12,2.0
14868,9585,Previous,Agriculture & Fishery,Hotel Pvt,United Arab Emirates,Electrician,Scaffolding,2017-10-19,2022-04-01,54.0
14869,9585,Previous,Beauty & Personal Care,Tea Solutions,Saudi Arabia,Electrician,Packing,2018-04-09,2021-12-19,44.0
14870,9586,Previous,IT & Professional Services,Ceylon Ltd,Kuwait,Housemaid,Serving;Caregiving,2010-08-27,2021-04-11,128.0
14871,9586,Previous,Textile & Sewing,Tech Plantations,Saudi Arabia,Housemaid,Sewing,2019-11-06,2022-02-09,27.0
14872,9586,Previous,Logistics & Warehousing,Island Solutions,United Kingdom,Housemaid,Fishing,2022-11-06,2022-11-07,1.0
14873,9586,Previous,Construction,Tech Solutions,Saudi Arabia,Construction Helper,Data Entry;Plumbing;Teaching Assistance,2022-04-10,2023-09-08,17.0
14874,9588,Previous,Domestic Services,Apparel Corp,Maldives,Domestic Worker,Textile Machine Operation;Teaching Assistance;Administrative Support,2019-06-21,2024-09-20,63.0
14875,9588,Previous,Education & Training,Hotel Enterprises,United Arab Emirates,Domestic Worker,Carpentry;Hairdressing;Construction Supervision,2016-05-19,2024-09-12,100.0
14876,9590,Previous,Healthcare & Nursing,Apparel Pvt,Saudi Arabia,Janitor,Nursing,2021-12-17,2022-11-26,11.0
14877,9591,Previous,Engineering & Technical,Island Inc,Malaysia,Forklift Operator,Medical Assistance,2015-02-22,2016-10-07,20.0
