OLevelID,PersonalID,ExamName,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4,Subject5,Result5,Subject6,Result6,Subject7,Result7,Subject8,Result8,Subject9,Result9,Subject10,Result10
5736,7297,OLevel,2006,Art,C,Music,B,History,A,Tamil,S,Sinhala,C,Commerce,A,Mathematics,C,Science,C,,,,
5737,7298,OLevel,1980,English,C,IT,A,Tamil,A,Geography,A,Science,C,Commerce,C,,,,,,,,
5738,7300,OLevel,2006,Sinhala,B,English,S,IT,B,Tamil,B,History,S,Geography,A,Mathematics,S,Art,S,Commerce,C,,
5739,7302,OLevel,1989,English,A,IT,S,Commerce,C,Music,C,Science,C,Geography,S,History,C,,,,,,
5740,7303,OLevel,2021,English,B,History,S,Art,A,Mathematics,C,Science,C,Commerce,C,Geography,C,,,,,,
5741,7304,OLevel,1988,Music,S,Commerce,B,Sinhala,B,English,C,Geography,S,Tamil,S,Art,A,Mathematics,S,IT,B,History,S
5742,7306,OLevel,1990,Mathematics,B,Geography,W,IT,S,Science,S,Music,A,English,A,History,A,Art,S,Sinhala,C,Commerce,A
5743,7307,OLevel,2014,English,W,Geography,S,Music,A,Tamil,A,Sinhala,C,Art,S,Commerce,B,Science,A,,,,
5744,7309,OLevel,1994,English,C,Art,B,History,A,Sinhala,B,Mathematics,C,Science,W,Music,S,Geography,W,Tamil,S,IT,B
5745,7310,OLevel,2007,Music,C,English,C,Art,C,Tamil,C,History,S,Geography,A,Sinhala,C,Mathematics,B,Commerce,C,IT,B
5746,7311,OLevel,2013,Science,C,IT,C,Art,C,Mathematics,W,Music,C,Tamil,S,,,,,,,,
5747,7313,OLevel,2020,History,A,Sinhala,A,English,B,Tamil,W,Mathematics,W,Music,A,,,,,,,,
5748,7314,OLevel,2006,Tamil,B,History,A,Art,A,Commerce,A,Mathematics,A,Music,B,Science,S,Sinhala,B,English,C,,
5749,7315,OLevel,2007,Sinhala,S,Music,S,Commerce,B,History,S,Art,C,Geography,A,IT,B,Tamil,S,,,,
5750,7316,OLevel,1989,Art,C,Science,B,IT,W,Music,S,Geography,S,Commerce,W,Sinhala,C,Tamil,S,English,C,,
5751,7317,OLevel,1997,History,C,Tamil,A,Music,S,IT,W,English,C,Mathematics,C,Art,B,Commerce,A,Sinhala,C,Geography,B
5752,7318,OLevel,2001,Sinhala,C,History,B,Mathematics,S,Science,A,Tamil,B,English,S,Music,C,IT,C,,,,
5753,7319,OLevel,1981,Tamil,S,Music,A,Commerce,C,History,C,Sinhala,A,Art,C,English,A,,,,,,
5754,7320,OLevel,1991,Sinhala,B,History,C,IT,S,English,S,Geography,A,Music,C,Tamil,A,,,,,,
5755,7321,OLevel,2020,Commerce,B,Art,A,Sinhala,S,Tamil,A,English,A,Geography,S,Music,S,History,C,Science,C,IT,S
5756,7322,OLevel,1995,Tamil,A,History,B,Art,A,Music,B,English,C,Sinhala,S,Commerce,S,,,,,,
5757,7323,OLevel,2024,History,A,Art,C,Mathematics,B,Sinhala,S,Music,W,English,B,IT,A,Geography,C,Tamil,W,,
5758,7324,OLevel,2009,Sinhala,C,Music,C,Tamil,C,History,C,IT,W,Science,A,Mathematics,A,,,,,,
5759,7325,OLevel,2020,Tamil,S,Music,S,Commerce,S,Science,C,Art,B,Sinhala,W,History,B,English,A,,,,
5760,7326,OLevel,1982,IT,C,Science,A,Mathematics,C,English,A,Music,C,Commerce,B,Art,A,,,,,,
5761,7327,OLevel,2000,History,C,Mathematics,B,IT,B,Music,A,Art,B,Science,C,,,,,,,,
5762,7328,OLevel,1988,Mathematics,C,Sinhala,S,Art,B,Music,B,IT,C,Geography,W,Commerce,S,Science,S,,,,
5763,7329,OLevel,1982,History,B,English,B,Sinhala,S,Commerce,W,Science,A,Mathematics,S,,,,,,,,
5764,7330,OLevel,1995,IT,B,Tamil,A,Music,C,Science,B,History,C,Art,W,English,B,Sinhala,C,Geography,C,,
5765,7331,OLevel,2003,Mathematics,A,Music,B,Tamil,B,English,C,IT,A,Geography,C,Science,B,,,,,,
5766,7332,OLevel,1983,Sinhala,A,IT,W,Commerce,B,History,S,Geography,B,Art,A,,,,,,,,
5767,7334,OLevel,2003,Art,S,Science,S,Commerce,C,Mathematics,C,History,A,Tamil,S,English,S,,,,,,
5768,7335,OLevel,1992,Mathematics,W,Art,A,Commerce,B,Music,S,Geography,C,English,A,Sinhala,W,History,W,,,,
5769,7336,OLevel,2019,English,A,Sinhala,S,Science,S,Commerce,W,Geography,W,IT,A,Music,A,History,C,Art,W,,
5770,7337,OLevel,1984,English,A,Mathematics,A,Geography,B,Art,W,Sinhala,C,History,C,,,,,,,,
5771,7339,OLevel,2004,Art,A,IT,C,Mathematics,A,History,C,Tamil,S,Geography,B,,,,,,,,
5772,7340,OLevel,1984,Music,S,Tamil,C,English,C,History,C,Geography,A,Sinhala,S,IT,C,Science,A,Commerce,B,,
5773,7342,OLevel,2002,IT,C,English,C,Mathematics,A,Music,S,Commerce,S,Sinhala,C,Science,C,Tamil,C,History,B,,
5774,7343,OLevel,1984,Commerce,C,History,A,Art,B,Geography,A,English,C,Sinhala,C,Music,S,Science,B,Mathematics,B,,
5775,7344,OLevel,1995,Mathematics,A,History,C,Science,A,English,S,Art,W,Tamil,S,Commerce,B,,,,,,
5776,7345,OLevel,1983,Sinhala,W,English,C,History,S,Geography,A,Mathematics,C,Tamil,C,Music,B,,,,,,
5777,7346,OLevel,2006,History,S,Music,A,Science,W,Geography,W,Tamil,S,English,C,Commerce,S,Sinhala,B,Mathematics,A,,
5778,7348,OLevel,2003,Art,W,Music,S,Tamil,B,History,W,Mathematics,C,Commerce,C,,,,,,,,
5779,7349,OLevel,2017,Geography,S,Music,C,Sinhala,A,Science,C,Art,B,English,S,Commerce,B,History,A,IT,C,,
5780,7350,OLevel,1996,Tamil,A,History,A,Sinhala,C,Mathematics,C,IT,C,Commerce,C,,,,,,,,
5781,7351,OLevel,1992,Art,S,Sinhala,A,Science,B,Commerce,A,Tamil,A,Mathematics,A,IT,B,Music,B,English,S,History,A
5782,7352,OLevel,2020,Music,A,Mathematics,C,Sinhala,A,Tamil,S,IT,W,Geography,A,English,C,Commerce,C,,,,
5783,7353,OLevel,2003,Geography,A,Mathematics,A,Sinhala,W,Science,C,Tamil,B,English,C,,,,,,,,
5784,7355,OLevel,1985,History,B,Science,A,Geography,B,IT,B,Music,C,English,B,Tamil,B,Sinhala,B,,,,
5785,7356,OLevel,2001,Tamil,C,Art,W,Science,C,Sinhala,C,Commerce,C,English,B,History,S,,,,,,
5786,7357,OLevel,1990,Tamil,S,Sinhala,S,Art,B,Commerce,C,IT,C,Mathematics,C,History,C,Geography,B,Music,S,,
5787,7358,OLevel,2008,Geography,W,Science,S,English,B,Sinhala,S,Commerce,C,Mathematics,B,Art,A,,,,,,
5788,7360,OLevel,1995,History,B,IT,C,Science,C,Commerce,A,English,C,Mathematics,B,Geography,A,Music,A,Sinhala,W,,
5789,7361,OLevel,2010,History,B,Commerce,W,English,B,Music,B,Art,S,Mathematics,C,Geography,S,Science,S,,,,
5790,7362,OLevel,1980,Tamil,A,Mathematics,C,Art,B,Commerce,S,Music,B,IT,C,Sinhala,C,History,A,Science,C,Geography,S
5791,7363,OLevel,1990,Art,A,Music,A,Commerce,A,Mathematics,S,Geography,A,History,W,,,,,,,,
5792,7364,OLevel,1982,English,S,Mathematics,C,Sinhala,C,Science,W,Commerce,S,Tamil,S,History,W,IT,S,Art,B,Geography,C
5793,7366,OLevel,2022,Art,A,Science,C,Commerce,S,Mathematics,A,Tamil,W,IT,B,English,A,Sinhala,C,,,,
5794,7367,OLevel,1980,Commerce,C,Sinhala,B,English,B,History,B,Tamil,W,Music,C,Art,B,Science,B,Geography,A,Mathematics,W
5795,7368,OLevel,1986,English,B,Music,W,Science,A,Geography,A,Tamil,B,History,A,Art,B,,,,,,
5796,7370,OLevel,2004,IT,B,Geography,B,Art,C,Commerce,B,Music,C,Mathematics,B,Tamil,C,,,,,,
5797,7371,OLevel,2022,English,S,History,B,Mathematics,B,Music,A,Art,C,Sinhala,S,Tamil,B,,,,,,
5798,7372,OLevel,1983,Geography,B,Tamil,S,Commerce,B,English,C,Music,C,Science,W,,,,,,,,
5799,7374,OLevel,2010,Art,S,Geography,B,Sinhala,C,History,C,Tamil,C,IT,C,Music,C,Mathematics,A,English,A,Science,B
5800,7375,OLevel,1996,Sinhala,B,Geography,B,English,A,Commerce,A,Art,S,Science,C,Music,B,IT,C,History,S,Mathematics,A
5801,7376,OLevel,2006,History,A,Tamil,C,Science,C,IT,A,Music,S,Commerce,B,Mathematics,A,English,C,Art,A,Geography,W
5802,7377,OLevel,1989,Mathematics,A,Sinhala,C,IT,B,Commerce,W,History,B,Music,B,English,B,,,,,,
5803,7379,OLevel,1989,Science,B,Art,B,History,C,Sinhala,S,IT,S,Mathematics,C,,,,,,,,
5804,7381,OLevel,2009,IT,C,History,A,Tamil,C,Science,A,Commerce,S,Art,W,English,W,Geography,C,Sinhala,C,Music,A
5805,7382,OLevel,2009,IT,B,Music,A,History,S,Geography,B,English,B,Art,C,,,,,,,,
5806,7383,OLevel,2008,Tamil,B,Music,C,Art,C,Science,A,IT,A,History,S,Mathematics,S,Sinhala,A,,,,
5807,7384,OLevel,1998,Sinhala,C,Mathematics,W,Music,A,Science,A,Geography,C,Tamil,S,English,A,History,W,IT,S,,
5808,7386,OLevel,2024,History,A,Music,C,Geography,S,English,W,Art,W,Science,S,,,,,,,,
5809,7387,OLevel,2015,Art,B,Mathematics,S,English,B,Sinhala,W,Music,A,Science,C,Tamil,B,,,,,,
5810,7388,OLevel,2025,Geography,B,Commerce,B,Art,C,History,W,Tamil,B,English,S,Science,B,,,,,,
5811,7389,OLevel,2014,Mathematics,C,Art,W,IT,C,Science,S,English,C,Geography,C,History,B,,,,,,
5812,7390,OLevel,1983,Science,C,Art,W,Tamil,B,Sinhala,A,Commerce,A,Mathematics,A,History,B,English,C,Music,S,,
5813,7391,OLevel,2017,Commerce,S,Music,A,English,C,Mathematics,A,Geography,B,Sinhala,C,IT,C,History,C,Science,S,Art,B
5814,7392,OLevel,2018,Sinhala,B,IT,S,Mathematics,A,Art,A,History,C,English,S,Science,S,,,,,,
5815,7393,OLevel,2010,IT,C,History,S,Science,B,Geography,B,Mathematics,A,English,B,,,,,,,,
5816,7394,OLevel,1991,Science,B,Sinhala,B,Music,B,English,C,Art,W,Mathematics,B,Tamil,B,History,A,IT,B,,
5817,7395,OLevel,1990,IT,A,Geography,B,Music,S,Tamil,A,Commerce,S,Science,A,,,,,,,,
5818,7400,OLevel,1998,Geography,S,English,S,Art,C,Mathematics,A,History,B,Sinhala,C,Music,S,Commerce,A,Science,C,,
5819,7402,OLevel,2001,Art,A,English,B,Geography,B,Tamil,A,Commerce,C,Music,A,,,,,,,,
5820,7403,OLevel,2002,Music,S,Commerce,B,Mathematics,S,English,C,Tamil,S,Geography,B,IT,B,Art,A,Sinhala,S,Science,B
5821,7405,OLevel,1985,English,S,Sinhala,C,IT,C,Geography,C,Mathematics,A,Tamil,B,Commerce,C,Art,B,Science,C,Music,S
5822,7406,OLevel,1995,English,S,Mathematics,C,Geography,A,Art,C,Music,S,Commerce,C,IT,B,Sinhala,B,,,,
5823,7407,OLevel,2001,English,C,Commerce,C,IT,B,History,B,Mathematics,C,Science,B,,,,,,,,
5824,7408,OLevel,2025,Science,C,IT,B,English,B,History,B,Sinhala,W,Music,A,,,,,,,,
5825,7409,OLevel,1986,Geography,C,Tamil,A,IT,W,Science,A,Sinhala,C,Commerce,C,English,B,History,C,Music,C,Art,W
5826,7410,OLevel,1985,Science,S,IT,C,Sinhala,B,Art,B,Mathematics,C,Music,S,History,C,Tamil,C,Commerce,S,Geography,C
5827,7411,OLevel,2014,Sinhala,C,Art,S,Commerce,W,Tamil,B,Mathematics,C,Science,B,History,S,English,C,Geography,A,,
5828,7412,OLevel,1993,Geography,A,IT,A,Science,A,Music,C,Mathematics,B,Art,C,History,A,Sinhala,S,English,S,,
5829,7413,OLevel,2009,Science,S,Sinhala,B,History,B,Commerce,S,Art,B,Tamil,C,,,,,,,,
5830,7414,OLevel,1995,Tamil,S,English,S,Commerce,S,IT,W,Music,B,History,C,Art,S,Geography,A,Science,B,,
5831,7415,OLevel,1982,Geography,S,Mathematics,S,Art,B,IT,W,English,S,Science,A,History,W,Tamil,B,Music,S,Sinhala,B
5832,7416,OLevel,1998,Science,B,Mathematics,A,Tamil,B,History,A,IT,W,Music,C,,,,,,,,
5833,7417,OLevel,2002,IT,W,Science,C,Geography,B,Tamil,C,English,W,Mathematics,S,History,C,Music,C,Commerce,S,Art,S
5834,7418,OLevel,1995,Music,S,Sinhala,C,Tamil,S,Mathematics,A,English,B,History,W,Art,S,,,,,,
5835,7419,OLevel,2009,Sinhala,B,Music,A,History,B,Tamil,B,Art,W,Commerce,B,Science,C,,,,,,
5836,7420,OLevel,2022,Geography,B,Music,C,English,A,Science,C,Art,A,Tamil,B,Mathematics,C,,,,,,
5837,7421,OLevel,2004,Sinhala,C,Commerce,C,Science,B,IT,A,Mathematics,A,Music,A,Tamil,A,History,B,,,,
5838,7422,OLevel,2020,History,A,Sinhala,C,Mathematics,A,Tamil,W,Art,B,Music,C,,,,,,,,
5839,7423,OLevel,1998,Music,B,IT,C,Sinhala,A,English,B,Mathematics,B,Tamil,W,History,B,,,,,,
5840,7424,OLevel,1986,IT,S,History,C,Geography,A,Science,S,Sinhala,C,Art,S,Mathematics,C,Music,A,Commerce,C,,
5841,7425,OLevel,1988,English,W,IT,B,Mathematics,B,Science,B,Commerce,C,Music,A,Art,C,Tamil,S,History,A,Geography,B
5842,7426,OLevel,1997,Tamil,C,Geography,A,History,B,Music,C,Art,C,IT,B,Science,A,Sinhala,A,,,,
5843,7427,OLevel,1982,Geography,C,Mathematics,S,Tamil,C,Sinhala,S,IT,B,Art,S,Commerce,C,English,A,Music,C,History,A
5844,7428,OLevel,2015,History,C,Art,A,Sinhala,A,IT,C,Commerce,B,Tamil,S,Geography,A,Mathematics,S,Science,B,English,B
5845,7430,OLevel,1986,History,B,Mathematics,B,English,B,Commerce,B,Music,A,Science,C,Sinhala,W,Tamil,C,Art,B,IT,B
5846,7431,OLevel,1986,Mathematics,W,IT,B,Tamil,S,Music,B,History,W,Commerce,A,Sinhala,B,Science,B,Geography,C,,
5847,7432,OLevel,2024,Science,A,English,C,Tamil,C,Geography,W,Mathematics,A,Sinhala,C,IT,C,Commerce,C,,,,
5848,7433,OLevel,2019,Geography,S,Tamil,A,Science,C,Sinhala,C,Music,W,Art,S,Mathematics,B,,,,,,
5849,7435,OLevel,2022,Science,B,Geography,C,Mathematics,S,IT,W,Sinhala,A,English,B,History,C,,,,,,
5850,7436,OLevel,1989,Geography,B,English,S,History,A,Sinhala,B,Art,A,Mathematics,A,Music,B,Tamil,S,,,,
5851,7437,OLevel,1998,Music,S,English,B,Sinhala,C,Tamil,S,Mathematics,C,Art,A,Geography,C,History,A,Science,C,Commerce,B
5852,7438,OLevel,2002,Sinhala,A,Geography,C,Commerce,A,Mathematics,C,History,S,Science,W,Music,S,IT,C,Art,A,,
5853,7439,OLevel,2011,Geography,S,Sinhala,C,Mathematics,A,Science,B,Art,S,English,A,History,C,,,,,,
5854,7440,OLevel,1984,Science,B,Music,C,Geography,S,IT,S,Tamil,A,Art,W,Mathematics,C,,,,,,
5855,7441,OLevel,1993,Geography,B,History,B,IT,C,English,B,Mathematics,A,Art,A,Science,A,,,,,,
5856,7443,OLevel,2002,Art,A,IT,A,Mathematics,B,English,B,Music,A,Commerce,A,History,W,Science,A,Sinhala,W,,
5857,7444,OLevel,2012,Music,C,Commerce,C,Art,A,English,B,History,W,Sinhala,S,Mathematics,C,IT,S,,,,
5858,7445,OLevel,1989,English,S,Music,B,Mathematics,S,IT,S,Commerce,C,Geography,S,History,C,Art,C,Science,S,Tamil,W
5859,7446,OLevel,2005,Music,A,Commerce,B,Tamil,B,Mathematics,S,Sinhala,S,Geography,B,English,A,Art,A,History,C,IT,C
5860,7448,OLevel,2017,Science,S,English,C,Tamil,W,Music,C,Commerce,B,Mathematics,C,Sinhala,C,History,A,IT,A,,
5861,7450,OLevel,2009,Science,C,Art,C,Commerce,S,English,B,IT,S,Sinhala,S,,,,,,,,
5862,7451,OLevel,1988,Science,S,Art,C,Geography,C,Sinhala,S,History,B,IT,W,,,,,,,,
5863,7452,OLevel,1989,Mathematics,B,Music,W,English,A,Art,S,Science,B,IT,A,Commerce,A,Geography,A,History,C,Tamil,B
5864,7453,OLevel,2008,Art,S,History,C,Sinhala,S,Tamil,S,Geography,S,Mathematics,A,Science,S,Commerce,W,English,B,,
5865,7454,OLevel,2002,English,C,History,C,Geography,S,Science,S,Mathematics,B,Tamil,B,,,,,,,,
5866,7455,OLevel,2022,Mathematics,A,Sinhala,B,Geography,C,IT,C,Commerce,B,Tamil,A,Art,B,,,,,,
5867,7457,OLevel,2018,English,C,Science,S,History,A,Commerce,A,Art,S,Geography,C,IT,C,Sinhala,A,Tamil,B,,
5868,7458,OLevel,2004,English,C,History,B,Geography,S,Music,C,Tamil,A,Sinhala,C,Art,A,Science,A,,,,
5869,7459,OLevel,1980,History,S,Music,S,Art,A,Tamil,C,Mathematics,S,Geography,A,Commerce,A,Sinhala,S,,,,
5870,7460,OLevel,1997,Science,B,English,W,Commerce,C,History,W,Mathematics,S,Art,A,,,,,,,,
5871,7461,OLevel,2013,Geography,B,History,S,IT,W,English,A,Tamil,B,Music,B,Commerce,S,Science,W,Sinhala,A,Art,C
5872,7464,OLevel,1999,Music,W,Tamil,B,History,A,Geography,W,Sinhala,A,Commerce,A,Art,S,English,A,IT,C,,
5873,7465,OLevel,2024,Art,C,Tamil,A,Geography,C,English,B,Commerce,A,IT,A,Science,B,Mathematics,S,Music,W,History,S
5874,7466,OLevel,2010,English,W,Mathematics,C,Geography,C,IT,S,Music,A,Sinhala,A,Tamil,S,,,,,,
5875,7467,OLevel,2025,Music,C,Sinhala,W,Tamil,B,Science,A,Commerce,B,English,A,,,,,,,,
5876,7468,OLevel,1985,Sinhala,A,Music,A,Science,A,Art,C,History,A,Geography,C,IT,C,Commerce,B,,,,
5877,7470,OLevel,1989,Tamil,B,Commerce,A,Music,W,IT,C,Geography,C,Science,B,Mathematics,W,Art,A,,,,
5878,7471,OLevel,2020,Science,S,Sinhala,A,Music,B,Mathematics,S,Geography,B,Commerce,A,,,,,,,,
5879,7473,OLevel,2016,Art,C,English,B,Music,B,Commerce,C,Tamil,A,History,S,Science,S,Geography,C,IT,S,,
5880,7474,OLevel,1983,IT,C,Geography,C,Music,S,Mathematics,A,Sinhala,A,Science,B,Art,A,Tamil,C,,,,
5881,7475,OLevel,2024,Sinhala,C,English,B,Art,C,Music,C,IT,A,Science,B,Commerce,C,Geography,W,Tamil,B,Mathematics,C
5882,7476,OLevel,2017,Music,A,IT,W,Mathematics,C,History,B,Geography,B,Commerce,B,Tamil,A,Sinhala,B,Art,W,Science,A
5883,7478,OLevel,2022,Commerce,C,Mathematics,A,Science,C,IT,S,Music,S,Sinhala,B,Art,B,Geography,B,English,S,History,C
5884,7479,OLevel,2014,Music,W,Tamil,A,Art,A,History,A,Geography,A,Science,C,Commerce,C,English,A,Sinhala,S,,
5885,7480,OLevel,1989,History,B,Geography,S,Music,B,Art,C,Mathematics,C,Commerce,B,Tamil,C,IT,C,English,C,,
5886,7481,OLevel,2022,Science,C,English,C,Tamil,S,History,C,Geography,C,Sinhala,W,IT,C,,,,,,
5887,7482,OLevel,2002,English,A,Sinhala,A,Geography,B,Science,A,Commerce,S,Mathematics,B,Tamil,A,Art,S,IT,B,Music,S
5888,7483,OLevel,1980,Science,S,History,S,Art,C,Commerce,S,Music,A,Mathematics,C,,,,,,,,
5889,7484,OLevel,2006,Sinhala,B,Science,A,English,C,Mathematics,C,History,C,IT,C,Geography,S,Tamil,B,Commerce,B,Art,S
5890,7485,OLevel,1982,Geography,B,Mathematics,C,Tamil,S,Commerce,B,Science,S,English,B,,,,,,,,
5891,7486,OLevel,2018,History,C,Geography,W,Commerce,A,English,A,Mathematics,A,Art,B,Science,A,,,,,,
5892,7487,OLevel,2006,Geography,W,Tamil,B,English,W,IT,B,Music,S,Sinhala,A,Art,C,,,,,,
5893,7489,OLevel,2014,History,W,Sinhala,A,IT,C,Science,B,Tamil,W,English,S,Mathematics,C,Geography,C,Art,B,Music,S
5894,7491,OLevel,1988,Tamil,S,Mathematics,A,History,S,Science,A,IT,S,Art,A,Geography,C,Music,B,English,A,,
5895,7493,OLevel,2011,English,B,Geography,C,Tamil,B,Science,S,Art,C,Commerce,S,IT,A,History,S,Music,C,Sinhala,A
5896,7495,OLevel,1983,Geography,C,IT,B,Tamil,A,Sinhala,B,Music,S,Mathematics,C,,,,,,,,
5897,7496,OLevel,1982,Music,W,English,B,History,A,Science,B,Geography,A,IT,S,Commerce,W,,,,,,
5898,7497,OLevel,2023,English,C,Commerce,B,History,C,Art,B,Science,B,Mathematics,W,IT,C,Sinhala,C,Geography,W,,
5899,7499,OLevel,2006,Art,W,Geography,A,Science,S,History,A,Mathematics,C,Tamil,C,Sinhala,C,Music,A,Commerce,B,English,B
5900,7501,OLevel,1995,Science,W,Music,A,English,C,Commerce,B,IT,S,History,W,Sinhala,S,,,,,,
5901,7502,OLevel,2001,History,C,Tamil,C,Art,S,Science,S,English,C,IT,A,Commerce,B,Geography,B,,,,
5902,7503,OLevel,1998,IT,B,Sinhala,W,English,W,Geography,A,Tamil,S,Science,C,Music,A,Art,A,Mathematics,B,,
5903,7504,OLevel,2010,History,A,Geography,S,English,B,Mathematics,C,Commerce,C,Tamil,W,,,,,,,,
5904,7505,OLevel,1997,Sinhala,B,Mathematics,S,Music,W,Commerce,S,IT,C,Geography,C,,,,,,,,
5905,7506,OLevel,2009,English,A,Geography,S,IT,S,Commerce,B,Sinhala,W,Science,S,History,B,Mathematics,S,Music,C,,
5906,7507,OLevel,1991,Tamil,C,Art,B,Sinhala,C,IT,C,Geography,A,History,B,English,C,,,,,,
5907,7508,OLevel,1981,Tamil,S,Science,S,Commerce,C,Mathematics,B,History,C,Sinhala,C,Geography,A,Music,A,English,S,,
5908,7509,OLevel,2021,Tamil,B,Mathematics,C,Music,A,History,A,Sinhala,C,Science,A,,,,,,,,
5909,7510,OLevel,2014,IT,S,Music,W,Geography,W,Sinhala,B,Art,S,English,A,History,W,Tamil,B,Commerce,B,Science,W
5910,7511,OLevel,2008,IT,C,Tamil,C,Music,A,Geography,S,History,W,English,S,Art,S,,,,,,
5911,7512,OLevel,2004,Music,C,History,A,Art,S,Tamil,C,Science,S,Mathematics,B,Geography,A,English,W,IT,C,Commerce,B
5912,7514,OLevel,2007,IT,A,Commerce,B,Mathematics,B,Sinhala,A,Science,A,Tamil,B,English,S,History,B,Geography,B,Music,S
5913,7515,OLevel,2008,Art,C,IT,C,Science,B,History,B,Music,B,Mathematics,A,,,,,,,,
5914,7516,OLevel,1989,Geography,C,IT,B,Music,C,Mathematics,A,Commerce,W,Tamil,B,Art,B,English,S,,,,
5915,7517,OLevel,2003,Tamil,S,English,C,Music,C,Sinhala,C,IT,B,Commerce,S,Science,A,Geography,B,Art,C,Mathematics,B
5916,7519,OLevel,2019,IT,S,Mathematics,C,Art,B,Commerce,C,Geography,C,Science,S,Tamil,C,Music,B,History,S,,
5917,7520,OLevel,2000,Art,S,Geography,C,Commerce,B,Sinhala,W,History,A,Music,C,Mathematics,B,,,,,,
5918,7522,OLevel,2023,IT,C,Science,S,Music,B,English,C,Tamil,C,Commerce,A,History,A,Art,C,,,,
5919,7523,OLevel,2006,Art,C,History,C,Geography,B,Tamil,B,Sinhala,C,IT,S,,,,,,,,
5920,7524,OLevel,2013,Commerce,W,Tamil,S,Music,C,Geography,B,Mathematics,C,English,S,Sinhala,B,History,B,IT,B,Science,A
5921,7526,OLevel,2010,IT,S,Mathematics,C,Art,A,Music,B,Commerce,S,Geography,S,Science,S,English,S,,,,
5922,7527,OLevel,1988,Sinhala,B,History,B,Science,S,Tamil,A,Art,S,Mathematics,C,IT,W,Music,B,Commerce,A,English,B
5923,7528,OLevel,2019,Music,B,Tamil,B,Science,A,History,B,IT,C,Commerce,B,Mathematics,C,Sinhala,C,Art,A,English,S
5924,7530,OLevel,1980,Sinhala,W,IT,A,Mathematics,A,Music,A,Science,A,Commerce,B,,,,,,,,
5925,7531,OLevel,1987,English,A,Tamil,A,Sinhala,S,History,B,Science,W,Commerce,S,Geography,S,Mathematics,A,Art,A,,
5926,7535,OLevel,1994,Science,A,Sinhala,B,Geography,C,Art,S,Tamil,A,IT,S,Music,A,Mathematics,S,History,S,,
5927,7536,OLevel,1987,Sinhala,A,Commerce,B,Mathematics,B,Geography,W,IT,C,History,S,English,S,Science,A,,,,
5928,7537,OLevel,1996,Sinhala,B,History,C,Mathematics,C,Art,W,IT,W,Tamil,B,English,C,Science,B,Music,C,Geography,B
5929,7538,OLevel,2015,Sinhala,A,Music,A,Science,S,Geography,S,Commerce,A,English,W,Art,W,History,A,Mathematics,S,IT,B
5930,7539,OLevel,1981,Commerce,S,Art,B,English,A,Tamil,B,Sinhala,W,Science,C,Music,S,History,C,,,,
5931,7540,OLevel,1989,Geography,S,English,S,Mathematics,S,Sinhala,A,Tamil,A,IT,S,Art,B,History,W,Commerce,A,Music,W
5932,7542,OLevel,1991,Science,W,Commerce,B,Sinhala,B,IT,B,Tamil,C,Geography,C,English,B,History,C,Art,C,Mathematics,S
5933,7543,OLevel,2004,History,S,Sinhala,A,Art,C,IT,C,Geography,C,Science,C,Mathematics,B,,,,,,
5934,7544,OLevel,2010,Music,S,History,A,Tamil,S,Science,C,Geography,B,Commerce,A,,,,,,,,
5935,7545,OLevel,2002,Science,W,Music,C,Mathematics,W,Geography,C,Art,B,Commerce,B,Tamil,C,History,S,,,,
5936,7546,OLevel,2020,Science,C,Commerce,S,Art,B,Sinhala,C,English,W,Geography,A,,,,,,,,
5937,7547,OLevel,1981,English,A,History,B,Sinhala,A,Geography,A,Science,B,Mathematics,B,Music,A,Tamil,S,Commerce,C,IT,C
5938,7549,OLevel,2018,Geography,C,IT,C,Sinhala,S,Commerce,A,English,B,Science,S,Art,W,Mathematics,S,,,,
5939,7550,OLevel,2005,Tamil,C,Sinhala,B,Commerce,C,English,W,Music,A,Science,S,,,,,,,,
5940,7551,OLevel,1990,Mathematics,W,Commerce,S,Sinhala,A,Science,W,Music,C,IT,S,History,C,English,S,,,,
5941,7552,OLevel,1995,Commerce,W,English,A,History,B,Tamil,C,Sinhala,B,Science,W,Geography,A,Mathematics,B,Art,A,,
5942,7553,OLevel,1993,Commerce,B,Tamil,C,Sinhala,B,Mathematics,A,Geography,A,English,C,Music,B,Art,A,History,A,Science,A
5943,7554,OLevel,2021,Art,S,English,C,Music,B,Science,S,History,A,Mathematics,C,Commerce,B,Sinhala,S,,,,
5944,7555,OLevel,2000,Music,S,Mathematics,B,Sinhala,W,Geography,S,English,W,Art,W,IT,B,History,B,Commerce,A,,
5945,7556,OLevel,2019,Geography,C,Art,C,History,W,Mathematics,B,Sinhala,B,IT,S,Commerce,S,Tamil,A,Science,B,Music,C
5946,7557,OLevel,1984,Tamil,C,English,B,Music,S,Commerce,S,Art,C,History,W,Geography,A,Science,B,Mathematics,S,Sinhala,B
5947,7558,OLevel,2015,Tamil,A,Mathematics,W,Art,B,English,B,IT,W,Music,C,Geography,W,Commerce,C,,,,
5948,7559,OLevel,2023,English,B,Geography,S,History,C,Mathematics,W,IT,W,Art,A,Tamil,B,,,,,,
5949,7560,OLevel,1999,Tamil,C,Geography,C,Commerce,C,Music,A,Sinhala,A,Art,B,History,W,,,,,,
