QualificationID,JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
8303,4258,NVQ Level 3,Vocational,Pass,Requires visa
8304,4258,Certificate in Cooking,Hospitality,Pass,
8305,4258,Certificate in Hospitality,Hospitality,Merit,
8306,4259,O/L,General,Merit,Standard contract
8307,4259,NVQ Level 4,Vocational,Merit,
8308,4259,Certificate in Cooking,Hospitality,Merit,Training provided
8309,4260,Diploma in Nursing,Healthcare,Merit,
8310,4261,Certificate in Plumbing,Construction,,
8311,4262,NVQ Level 3,Vocational,,Training provided
8312,4262,Certificate in Welding,Construction,,Probation period
8313,4263,A/L,General,Distinction,
8314,4263,O/L,General,,Training provided
8315,4263,Bachelor's Degree,General,Merit,Training provided
8316,4264,O/L,General,Distinction,Standard contract
8317,4264,Certificate in Caregiving,Healthcare,Merit,Probation period
8318,4264,Certificate in Domestic Work,Domestic Services,,
8319,4265,Certificate in Nursing,Healthcare,Merit,Probation period
8320,4266,O/L,General,Distinction,Standard contract
8321,4266,Certificate in Driving,Transportation,Pass,Probation period
8322,4266,Certificate in Heavy Vehicle Operation,Transportation,Distinction,Training provided
8323,4267,O/L,General,Distinction,Standard contract
8324,4267,NVQ Level 2,Vocational,Distinction,Training provided
8325,4268,NVQ Level 3,Vocational,Pass,
8326,4268,O/L,General,,Standard contract
8327,4268,Certificate in Welding,Construction,Distinction,Training provided
8328,4269,Certificate in Caregiving,Healthcare,Distinction,Requires visa
8329,4270,Certificate in Caregiving,Healthcare,Merit,Training provided
8330,4270,Certificate in Domestic Work,Domestic Services,,Probation period
8331,4271,Diploma in Nursing,Healthcare,Distinction,Standard contract
8332,4271,A/L,General,Pass,Training provided
8333,4271,Certificate in Nursing,Healthcare,Pass,
8334,4272,O/L,General,,Probation period
8335,4272,Certificate in Domestic Work,Domestic Services,Merit,Standard contract
8336,4272,NVQ Level 2,Vocational,Merit,Training provided
8337,4273,O/L,General,Pass,Requires visa
8338,4273,NVQ Level 4,Vocational,Merit,Standard contract
8339,4273,Certificate in Welding,Construction,Distinction,Probation period
8340,4274,A/L,General,,Probation period
8341,4274,NVQ Level 3,Vocational,Distinction,Requires visa
8342,4275,O/L,General,Merit,Standard contract
8343,4275,A/L,General,Merit,Training provided
8344,4276,O/L,General,Distinction,
8345,4276,Certificate in Caregiving,Healthcare,,Probation period
8346,4276,NVQ Level 2,Vocational,Pass,
8347,4277,Certificate in Masonry,Construction,,Training provided
8348,4277,Certificate in Plumbing,Construction,Distinction,Requires visa
8349,4277,O/L,General,Merit,Training provided
8350,4278,Certificate in Electrical Work,Construction,Pass,Probation period
8351,4278,Certificate in Welding,Construction,,Standard contract
8352,4278,NVQ Level 4,Vocational,Merit,Training provided
8353,4279,NVQ Level 4,Vocational,Merit,Standard contract
8354,4280,NVQ Level 2,Vocational,,Training provided
8355,4280,NVQ Level 3,Vocational,Distinction,Requires visa
8356,4281,Certificate in Cooking,Hospitality,Merit,Standard contract
8357,4282,Certificate in Cooking,Hospitality,Merit,Probation period
8358,4282,Certificate in Hospitality,Hospitality,,Requires visa
8359,4282,Diploma in Hospitality,Hospitality,Pass,Training provided
8360,4283,O/L,General,,Probation period
8361,4283,NVQ Level 3,Vocational,Distinction,
8362,4284,Certificate in Carpentry,Construction,Distinction,Training provided
8363,4285,O/L,General,Distinction,Standard contract
8364,4286,NVQ Level 3,Vocational,Merit,Training provided
8365,4286,Certificate in Caregiving,Healthcare,,Requires visa
8366,4286,Certificate in Domestic Work,Domestic Services,,Probation period
8367,4287,NVQ Level 2,Vocational,,Training provided
8368,4287,O/L,General,Distinction,Requires visa
8369,4287,NVQ Level 3,Vocational,Merit,Training provided
8370,4288,Certificate in Masonry,Construction,,Requires visa
8371,4288,O/L,General,Distinction,Requires visa
8372,4288,Certificate in Welding,Construction,Merit,Training provided
8373,4289,NVQ Level 2,Vocational,Pass,Training provided
8374,4290,O/L,General,Distinction,Probation period
8375,4291,Certificate in Sewing,Textile,Pass,
8376,4292,NVQ Level 3,Vocational,,Requires visa
8377,4293,O/L,General,Merit,Standard contract
8378,4293,NVQ Level 3,Vocational,Merit,Training provided
8379,4293,NVQ Level 4,Vocational,Pass,Training provided
8380,4294,NVQ Level 2,Vocational,Merit,Standard contract
8381,4294,O/L,General,Pass,Standard contract
8382,4295,NVQ Level 4,Vocational,,Probation period
8383,4295,Certificate in Sewing,Textile,Distinction,Standard contract
8384,4296,Certificate in Electrical Work,Construction,Pass,Training provided
8385,4296,Certificate in Carpentry,Construction,Pass,Standard contract
8386,4296,O/L,General,Distinction,
8387,4297,Certificate in Electrical Work,Construction,Distinction,Standard contract
8388,4297,NVQ Level 4,Vocational,Distinction,Probation period
8389,4298,Certificate in Sewing,Textile,Merit,Training provided
8390,4298,NVQ Level 4,Vocational,Distinction,
8391,4299,Certificate in Hospitality,Hospitality,Distinction,Requires visa
8392,4300,Certificate in Hospitality,Hospitality,Distinction,Training provided
8393,4300,A/L,General,Pass,Probation period
8394,4300,Diploma in Hospitality,Hospitality,Pass,Probation period
8395,4301,NVQ Level 3,Vocational,,Probation period
8396,4301,O/L,General,Distinction,Requires visa
8397,4302,NVQ Level 3,Vocational,Pass,
8398,4302,O/L,General,Distinction,Probation period
8399,4302,Certificate in Welding,Construction,,Probation period
8400,4303,Certificate in Electrical Work,Construction,Pass,Probation period
8401,4303,Diploma in IT,Information Technology,Merit,Requires visa
8402,4303,NVQ Level 5,Vocational,,Standard contract
8403,4304,O/L,General,Merit,Standard contract
8404,4304,NVQ Level 3,Vocational,Pass,Training provided
8405,4305,NVQ Level 3,Vocational,Distinction,Probation period
8406,4305,O/L,General,Pass,Probation period
8407,4306,Certificate in Domestic Work,Domestic Services,Distinction,Training provided
8408,4306,O/L,General,Merit,Standard contract
8409,4307,NVQ Level 2,Vocational,Merit,Standard contract
8410,4308,Certificate in Hospitality,Hospitality,Merit,
8411,4308,Certificate in Cooking,Hospitality,Pass,
8412,4309,Certificate in Heavy Vehicle Operation,Transportation,Distinction,Training provided
8413,4309,O/L,General,,Requires visa
8414,4310,Certificate in Caregiving,Healthcare,,Probation period
8415,4310,O/L,General,Pass,Standard contract
8416,4311,A/L,General,Pass,Probation period
8417,4312,O/L,General,Merit,Training provided
8418,4312,Certificate in Beauty Therapy,General,Pass,Requires visa
8419,4313,O/L,General,,Requires visa
8420,4314,Certificate in Nursing,Healthcare,,Standard contract
8421,4315,NVQ Level 3,Vocational,Distinction,Training provided
8422,4315,O/L,General,,Probation period
8423,4316,Certificate in Welding,Construction,Pass,Requires visa
8424,4316,O/L,General,Distinction,Requires visa
8425,4316,NVQ Level 3,Vocational,,Training provided
8426,4317,NVQ Level 3,Vocational,Pass,Requires visa
8427,4318,NVQ Level 4,Vocational,Pass,Probation period
8428,4319,A/L,General,Distinction,Standard contract
8429,4320,Certificate in Nursing,Healthcare,Merit,Training provided
8430,4321,NVQ Level 4,Vocational,Pass,Requires visa
8431,4322,Certificate in Domestic Work,Domestic Services,Pass,Standard contract
8432,4322,O/L,General,,Probation period
8433,4322,Certificate in Caregiving,Healthcare,Pass,Training provided
8434,4323,NVQ Level 3,Vocational,Merit,Standard contract
8435,4323,Certificate in Caregiving,Healthcare,Distinction,Probation period
8436,4324,Diploma in Nursing,Healthcare,,Requires visa
8437,4324,NVQ Level 3,Vocational,Distinction,Standard contract
8438,4324,A/L,General,Merit,Training provided
8439,4325,Certificate in Hospitality,Hospitality,Merit,Standard contract
8440,4325,Certificate in Domestic Work,Domestic Services,Merit,
8441,4326,NVQ Level 3,Vocational,Pass,Requires visa
8442,4326,O/L,General,Distinction,
8443,4327,Certificate in Nursing,Healthcare,,Probation period
8444,4327,NVQ Level 4,Vocational,,Training provided
8445,4327,Certificate in Caregiving,Healthcare,Distinction,Probation period
8446,4328,NVQ Level 3,Vocational,Merit,Requires visa
8447,4328,Certificate in Domestic Work,Domestic Services,Pass,Probation period
8448,4328,O/L,General,Merit,
8449,4329,NVQ Level 3,Vocational,,Training provided
8450,4329,Certificate in Caregiving,Healthcare,Merit,
8451,4330,Certificate in Electrical Work,Construction,Pass,Training provided
8452,4330,Certificate in Welding,Construction,Merit,Training provided
8453,4331,Certificate in Domestic Work,Domestic Services,Merit,
8454,4331,NVQ Level 3,Vocational,Pass,Standard contract
8455,4331,O/L,General,Merit,Standard contract
8456,4332,A/L,General,Distinction,Requires visa
8457,4333,Certificate in Sewing,Textile,Pass,Probation period
8458,4333,NVQ Level 3,Vocational,,Training provided
8459,4334,Certificate in Caregiving,Healthcare,,Standard contract
8460,4334,NVQ Level 3,Vocational,Merit,Requires visa
8461,4334,O/L,General,Distinction,Requires visa
8462,4335,O/L,General,Pass,Training provided
8463,4335,Certificate in Beauty Therapy,General,Merit,Standard contract
8464,4336,NVQ Level 3,Vocational,Pass,Probation period
8465,4337,Bachelor's Degree,General,Merit,Training provided
8466,4337,O/L,General,Pass,Probation period
8467,4337,A/L,General,Distinction,Probation period
8468,4338,Certificate in Welding,Construction,Pass,
8469,4339,Certificate in Welding,Construction,Pass,
8470,4339,Certificate in Electrical Work,Construction,Pass,Requires visa
8471,4340,O/L,General,Distinction,
8472,4340,NVQ Level 3,Vocational,Pass,Probation period
8473,4341,Certificate in Caregiving,Healthcare,Merit,Requires visa
8474,4341,NVQ Level 2,Vocational,Merit,Requires visa
8475,4342,O/L,General,,Probation period
8476,4342,NVQ Level 4,Vocational,Pass,Probation period
8477,4342,Certificate in Sewing,Textile,Merit,Probation period
8478,4343,NVQ Level 3,Vocational,Merit,Standard contract
8479,4343,O/L,General,Distinction,Requires visa
8480,4343,Certificate in Nursing,Healthcare,Merit,
8481,4344,O/L,General,Pass,Training provided
8482,4344,NVQ Level 2,Vocational,,Standard contract
8483,4345,A/L,General,,
8484,4345,Certificate in Caregiving,Healthcare,,Requires visa
8485,4346,NVQ Level 4,Vocational,Pass,Training provided
8486,4347,Certificate in Hairdressing,General,Merit,Probation period
8487,4347,NVQ Level 3,Vocational,Distinction,Training provided
8488,4347,Certificate in Beauty Therapy,General,Merit,Requires visa
8489,4348,NVQ Level 3,Vocational,Pass,
8490,4348,O/L,General,,Standard contract
8491,4348,Certificate in Welding,Construction,Pass,Standard contract
8492,4349,O/L,General,Distinction,Probation period
8493,4350,NVQ Level 4,Vocational,Pass,Probation period
8494,4351,NVQ Level 3,Vocational,,
8495,4351,Certificate in Electrical Work,Construction,,Standard contract
8496,4351,O/L,General,Merit,Training provided
8497,4352,NVQ Level 3,Vocational,Merit,Probation period
8498,4352,Certificate in Plumbing,Construction,Merit,Requires visa
8499,4353,O/L,General,,Standard contract
8500,4354,NVQ Level 3,Vocational,,Requires visa
8501,4354,Certificate in Caregiving,Healthcare,Merit,Requires visa
8502,4354,NVQ Level 2,Vocational,Merit,Requires visa
8503,4355,Certificate in Hospitality,Hospitality,Merit,
8504,4355,O/L,General,Merit,Training provided
8505,4355,NVQ Level 3,Vocational,Pass,
8506,4356,Certificate in Welding,Construction,Pass,Training provided
8507,4356,NVQ Level 4,Vocational,Merit,Probation period
8508,4357,O/L,General,Merit,Training provided
8509,4357,Certificate in Driving,Transportation,Merit,Requires visa
8510,4357,Certificate in Heavy Vehicle Operation,Transportation,Pass,Standard contract
8511,4358,O/L,General,,Training provided
8512,4358,NVQ Level 4,Vocational,Distinction,Requires visa
8513,4358,Certificate in Sewing,Textile,Pass,Training provided
8514,4359,A/L,General,Pass,
8515,4359,NVQ Level 4,Vocational,Pass,Standard contract
8516,4359,NVQ Level 3,Vocational,Distinction,Requires visa
8517,4360,Certificate in Domestic Work,Domestic Services,Merit,Standard contract
8518,4360,NVQ Level 3,Vocational,Distinction,Standard contract
8519,4361,NVQ Level 3,Vocational,Distinction,
8520,4362,NVQ Level 3,Vocational,Merit,
8521,4362,A/L,General,Distinction,
8522,4362,NVQ Level 4,Vocational,Distinction,
8523,4363,A/L,General,Distinction,Training provided
8524,4363,NVQ Level 4,Vocational,Distinction,
8525,4363,Certificate in Hospitality,Hospitality,,Standard contract
8526,4364,NVQ Level 3,Vocational,Merit,Probation period
8527,4364,NVQ Level 2,Vocational,Distinction,Training provided
8528,4364,O/L,General,,Training provided
8529,4365,O/L,General,Merit,
8530,4365,NVQ Level 4,Vocational,Pass,Probation period
8531,4366,NVQ Level 3,Vocational,Distinction,Training provided
8532,4366,O/L,General,,Standard contract
8533,4366,A/L,General,Merit,Standard contract
8534,4367,Certificate in Sewing,Textile,Distinction,Probation period
8535,4367,NVQ Level 3,Vocational,Pass,Standard contract
8536,4367,O/L,General,Merit,Requires visa
8537,4368,Diploma in IT,Information Technology,Merit,Requires visa
8538,4368,Certificate in IT,Information Technology,Pass,Standard contract
8539,4369,Certificate in Plumbing,Construction,Distinction,Standard contract
8540,4369,Certificate in Carpentry,Construction,Pass,Standard contract
8541,4370,NVQ Level 4,Vocational,Merit,
8542,4370,NVQ Level 3,Vocational,Pass,
8543,4371,O/L,General,,Requires visa
8544,4371,NVQ Level 3,Vocational,Pass,Training provided
8545,4371,Certificate in Sewing,Textile,,Requires visa
8546,4372,NVQ Level 2,Vocational,Pass,Probation period
8547,4372,O/L,General,Merit,Probation period
8548,4372,Certificate in Caregiving,Healthcare,Pass,Standard contract
8549,4373,O/L,General,,Probation period
8550,4373,NVQ Level 3,Vocational,Distinction,Standard contract
8551,4374,Certificate in Caregiving,Healthcare,,Requires visa
8552,4374,NVQ Level 2,Vocational,Pass,Standard contract
8553,4374,NVQ Level 3,Vocational,Merit,
8554,4375,Certificate in Caregiving,Healthcare,Pass,Standard contract
8555,4375,Certificate in Domestic Work,Domestic Services,,Standard contract
8556,4376,NVQ Level 4,Vocational,,Standard contract
8557,4376,Certificate in Sewing,Textile,,Requires visa
8558,4376,NVQ Level 3,Vocational,Merit,Training provided
8559,4377,O/L,General,Pass,Probation period
8560,4377,Certificate in Carpentry,Construction,Merit,Requires visa
8561,4377,Certificate in Electrical Work,Construction,,
8562,4378,Bachelor's Degree,General,Pass,
8563,4378,A/L,General,Pass,Probation period
8564,4378,O/L,General,,Probation period
8565,4379,Certificate in Caregiving,Healthcare,Distinction,Probation period
8566,4379,O/L,General,Distinction,Training provided
8567,4379,NVQ Level 2,Vocational,Merit,Requires visa
8568,4380,O/L,General,Distinction,Requires visa
8569,4380,NVQ Level 3,Vocational,Distinction,Requires visa
8570,4381,Certificate in Nursing,Healthcare,Distinction,Probation period
8571,4381,Diploma in Nursing,Healthcare,Distinction,
8572,4382,O/L,General,Pass,Probation period
8573,4382,Certificate in Caregiving,Healthcare,,Probation period
8574,4382,NVQ Level 2,Vocational,Pass,Training provided
8575,4383,Certificate in Driving,Transportation,,Standard contract
8576,4383,O/L,General,,Training provided
8577,4384,Certificate in Sewing,Textile,Distinction,Training provided
8578,4384,O/L,General,Distinction,Standard contract
8579,4385,Diploma in Hospitality,Hospitality,Distinction,Standard contract
8580,4385,NVQ Level 4,Vocational,Pass,Probation period
8581,4386,Certificate in Caregiving,Healthcare,Distinction,Requires visa
8582,4387,NVQ Level 4,Vocational,,
8583,4387,Certificate in Masonry,Construction,Merit,Training provided
8584,4388,Certificate in Driving,Transportation,Distinction,Training provided
8585,4388,Certificate in Heavy Vehicle Operation,Transportation,Merit,Training provided
8586,4388,O/L,General,Merit,Training provided
8587,4389,NVQ Level 4,Vocational,Merit,Training provided
8588,4389,Certificate in Sewing,Textile,Pass,Probation period
8589,4389,O/L,General,Pass,Requires visa
8590,4390,NVQ Level 3,Vocational,Merit,
8591,4391,O/L,General,,
8592,4392,O/L,General,Pass,Requires visa
8593,4393,NVQ Level 3,Vocational,Pass,Standard contract
8594,4394,NVQ Level 2,Vocational,Pass,
8595,4395,NVQ Level 3,Vocational,Pass,Requires visa
8596,4395,O/L,General,Pass,
8597,4396,Certificate in Welding,Construction,Pass,Probation period
8598,4396,O/L,General,Pass,Probation period
8599,4397,NVQ Level 3,Vocational,Pass,
8600,4398,Certificate in Caregiving,Healthcare,,
8601,4398,NVQ Level 4,Vocational,,
8602,4398,A/L,General,Merit,
8603,4399,Certificate in Nursing,Healthcare,Merit,Training provided
8604,4399,NVQ Level 4,Vocational,Distinction,Training provided
8605,4399,A/L,General,,Requires visa
8606,4400,Certificate in Cooking,Hospitality,Merit,Training provided
8607,4400,A/L,General,,Standard contract
8608,4401,Certificate in Caregiving,Healthcare,,Probation period
8609,4401,NVQ Level 2,Vocational,Distinction,Standard contract
8610,4401,NVQ Level 3,Vocational,Pass,Training provided
8611,4402,Certificate in Carpentry,Construction,Merit,Requires visa
8612,4402,Certificate in Masonry,Construction,Pass,Training provided
8613,4403,Certificate in Nursing,Healthcare,Merit,Probation period
8614,4404,NVQ Level 2,Vocational,,
8615,4404,O/L,General,Merit,Standard contract
8616,4405,Certificate in Carpentry,Construction,,Probation period
8617,4406,NVQ Level 4,Vocational,Pass,Probation period
8618,4407,NVQ Level 4,Vocational,Distinction,Training provided
8619,4408,Certificate in Sewing,Textile,Pass,Probation period
8620,4408,NVQ Level 3,Vocational,Pass,
8621,4409,Certificate in Sewing,Textile,Merit,Training provided
8622,4409,NVQ Level 3,Vocational,,Standard contract
8623,4409,NVQ Level 4,Vocational,Pass,
8624,4410,NVQ Level 3,Vocational,Pass,Probation period
8625,4411,O/L,General,Distinction,
8626,4412,Certificate in Domestic Work,Domestic Services,Distinction,Standard contract
8627,4412,O/L,General,Distinction,Requires visa
8628,4413,O/L,General,Merit,Training provided
8629,4413,Certificate in Driving,Transportation,Distinction,Standard contract
8630,4414,Certificate in Domestic Work,Domestic Services,Pass,Probation period
8631,4414,Certificate in Caregiving,Healthcare,Merit,Requires visa
8632,4415,NVQ Level 3,Vocational,,Requires visa
8633,4415,O/L,General,Merit,Training provided
8634,4416,O/L,General,,Probation period
8635,4416,NVQ Level 3,Vocational,,Requires visa
8636,4416,NVQ Level 2,Vocational,,Requires visa
8637,4417,NVQ Level 4,Vocational,Distinction,
8638,4417,NVQ Level 3,Vocational,Distinction,Training provided
8639,4418,NVQ Level 2,Vocational,,Training provided
8640,4418,O/L,General,Pass,Standard contract
8641,4418,Certificate in Domestic Work,Domestic Services,,Standard contract
8642,4419,NVQ Level 2,Vocational,Pass,Requires visa
8643,4420,Certificate in Caregiving,Healthcare,Distinction,
8644,4421,NVQ Level 2,Vocational,,Standard contract
8645,4421,Certificate in Caregiving,Healthcare,Distinction,Requires visa
8646,4422,O/L,General,Distinction,
8647,4423,Certificate in Domestic Work,Domestic Services,Pass,Standard contract
8648,4423,NVQ Level 3,Vocational,,Standard contract
8649,4423,O/L,General,Merit,Standard contract
8650,4424,NVQ Level 2,Vocational,,Training provided
8651,4424,Certificate in Domestic Work,Domestic Services,Distinction,Probation period
8652,4424,O/L,General,,
8653,4425,A/L,General,Pass,
8654,4425,Certificate in IT,Information Technology,Merit,Standard contract
8655,4425,O/L,General,,Requires visa
8656,4426,O/L,General,Distinction,
8657,4426,NVQ Level 3,Vocational,Pass,Standard contract
8658,4427,O/L,General,,Training provided
8659,4427,NVQ Level 3,Vocational,Pass,Probation period
8660,4428,Certificate in Electrical Work,Construction,Pass,Probation period
8661,4429,NVQ Level 3,Vocational,Pass,Training provided
8662,4429,O/L,General,,Requires visa
8663,4430,O/L,General,Merit,Training provided
8664,4431,Certificate in Sewing,Textile,,Requires visa
8665,4432,NVQ Level 3,Vocational,Distinction,Standard contract
8666,4432,NVQ Level 4,Vocational,,
8667,4432,O/L,General,Merit,Probation period
8668,4433,Certificate in Plumbing,Construction,Merit,Requires visa
8669,4433,Certificate in Welding,Construction,Distinction,Probation period
8670,4433,O/L,General,,Standard contract
8671,4434,Diploma in Nursing,Healthcare,Merit,Requires visa
8672,4435,Certificate in Welding,Construction,Merit,Requires visa
8673,4436,Certificate in Beauty Therapy,General,,Probation period
8674,4436,NVQ Level 3,Vocational,Merit,Standard contract
8675,4436,Certificate in Hairdressing,General,Distinction,Training provided
8676,4437,NVQ Level 3,Vocational,Pass,Standard contract
8677,4438,Certificate in Domestic Work,Domestic Services,Merit,Requires visa
8678,4438,O/L,General,Pass,Requires visa
8679,4438,NVQ Level 2,Vocational,Merit,Probation period
8680,4439,NVQ Level 3,Vocational,Distinction,Requires visa
8681,4439,Certificate in Plumbing,Construction,,Requires visa
8682,4439,O/L,General,Merit,Requires visa
8683,4440,A/L,General,Pass,Probation period
8684,4440,Certificate in Nursing,Healthcare,Distinction,Training provided
8685,4441,NVQ Level 3,Vocational,Distinction,Standard contract
8686,4441,O/L,General,Distinction,Standard contract
8687,4442,NVQ Level 3,Vocational,Merit,
8688,4442,O/L,General,Merit,Standard contract
8689,4443,NVQ Level 4,Vocational,Distinction,Requires visa
8690,4443,O/L,General,Pass,Standard contract
8691,4444,Certificate in Caregiving,Healthcare,,Training provided
8692,4444,NVQ Level 3,Vocational,Pass,Training provided
8693,4445,A/L,General,,Probation period
8694,4445,Diploma in Nursing,Healthcare,Merit,Training provided
8695,4445,O/L,General,Pass,
8696,4446,Certificate in Nursing,Healthcare,Distinction,Training provided
8697,4447,NVQ Level 3,Vocational,,Training provided
8698,4447,NVQ Level 4,Vocational,Distinction,Training provided
8699,4448,Certificate in Sewing,Textile,,
8700,4448,NVQ Level 3,Vocational,,Training provided
8701,4449,Certificate in Masonry,Construction,,
8702,4449,NVQ Level 3,Vocational,,Standard contract
8703,4450,Certificate in Masonry,Construction,Merit,Standard contract
8704,4451,Certificate in Heavy Vehicle Operation,Transportation,,Requires visa
8705,4451,Certificate in Driving,Transportation,,Standard contract
8706,4452,NVQ Level 3,Vocational,Merit,Probation period
8707,4453,Certificate in Domestic Work,Domestic Services,Merit,Standard contract
8708,4454,O/L,General,Pass,Standard contract
8709,4455,O/L,General,Pass,Requires visa
8710,4455,Certificate in Domestic Work,Domestic Services,Pass,Probation period
8711,4455,Certificate in Caregiving,Healthcare,Merit,Requires visa
8712,4456,O/L,General,Distinction,
8713,4457,Certificate in Electrical Work,Construction,Merit,
8714,4457,O/L,General,Pass,Probation period
8715,4458,NVQ Level 3,Vocational,Merit,Standard contract
8716,4459,Certificate in Caregiving,Healthcare,Pass,
8717,4460,NVQ Level 3,Vocational,,Training provided
8718,4460,NVQ Level 4,Vocational,,Probation period
8719,4460,Certificate in Sewing,Textile,,
8720,4461,O/L,General,Pass,
8721,4461,A/L,General,Distinction,Requires visa
8722,4462,A/L,General,Pass,Standard contract
8723,4462,Certificate in Hospitality,Hospitality,Merit,Requires visa
8724,4462,Diploma in Hospitality,Hospitality,Merit,Training provided
8725,4463,O/L,General,Merit,Probation period
8726,4463,Diploma in Nursing,Healthcare,,Standard contract
8727,4463,Certificate in Nursing,Healthcare,Pass,Requires visa
8728,4464,Certificate in Driving,Transportation,,Probation period
8729,4464,O/L,General,,Training provided
8730,4465,NVQ Level 3,Vocational,Merit,Probation period
8731,4465,Certificate in Caregiving,Healthcare,,Training provided
8732,4466,NVQ Level 3,Vocational,Merit,Standard contract
8733,4467,NVQ Level 3,Vocational,Merit,Standard contract
8734,4467,O/L,General,Pass,
8735,4467,Certificate in Welding,Construction,Pass,
8736,4468,NVQ Level 4,Vocational,Merit,Standard contract
8737,4468,O/L,General,,Training provided
8738,4468,Certificate in Sewing,Textile,,Training provided
8739,4469,NVQ Level 2,Vocational,Pass,Training provided
8740,4470,Diploma in Nursing,Healthcare,Pass,Standard contract
8741,4471,NVQ Level 3,Vocational,,Standard contract
8742,4472,NVQ Level 4,Vocational,,Probation period
8743,4472,A/L,General,Merit,Standard contract
8744,4472,O/L,General,Merit,
8745,4473,Bachelor's Degree,General,Pass,Requires visa
8746,4473,A/L,General,Merit,Probation period
8747,4473,O/L,General,Pass,Training provided
8748,4474,O/L,General,Distinction,Standard contract
8749,4474,NVQ Level 3,Vocational,Distinction,
8750,4475,Certificate in Hairdressing,General,Pass,
8751,4475,NVQ Level 3,Vocational,Pass,
8752,4475,Certificate in Beauty Therapy,General,Pass,Training provided
8753,4476,Certificate in Masonry,Construction,,
8754,4476,NVQ Level 3,Vocational,,
8755,4477,NVQ Level 4,Vocational,Distinction,Requires visa
8756,4477,NVQ Level 3,Vocational,,Requires visa
8757,4477,Certificate in Sewing,Textile,Pass,Training provided
8758,4478,Certificate in Accounting,Business,Distinction,Standard contract
8759,4479,Certificate in Hospitality,Hospitality,Pass,Training provided
8760,4480,NVQ Level 2,Vocational,,Training provided
8761,4480,Certificate in Domestic Work,Domestic Services,Distinction,Requires visa
8762,4481,Certificate in Carpentry,Construction,,Standard contract
8763,4481,Certificate in Plumbing,Construction,Pass,Standard contract
8764,4482,NVQ Level 3,Vocational,Merit,Training provided
8765,4482,O/L,General,,Training provided
8766,4483,NVQ Level 2,Vocational,Distinction,Training provided
8767,4483,Certificate in Domestic Work,Domestic Services,Distinction,Requires visa
8768,4484,O/L,General,Distinction,
8769,4484,NVQ Level 3,Vocational,Pass,Requires visa
8770,4485,NVQ Level 3,Vocational,Distinction,Standard contract
8771,4485,O/L,General,Pass,Requires visa
8772,4486,NVQ Level 3,Vocational,Distinction,
8773,4486,Certificate in Domestic Work,Domestic Services,Merit,Requires visa
8774,4486,NVQ Level 2,Vocational,Distinction,Probation period
8775,4487,NVQ Level 3,Vocational,Merit,Standard contract
8776,4487,O/L,General,Distinction,
8777,4487,Certificate in Sewing,Textile,Merit,
8778,4488,NVQ Level 2,Vocational,Pass,Requires visa
8779,4488,O/L,General,Merit,Training provided
8780,4488,Certificate in Domestic Work,Domestic Services,,
8781,4489,O/L,General,,Probation period
8782,4489,NVQ Level 3,Vocational,Merit,Requires visa
8783,4490,NVQ Level 3,Vocational,Distinction,
8784,4490,O/L,General,Merit,Training provided
8785,4490,NVQ Level 4,Vocational,Distinction,Training provided
8786,4491,Certificate in Accounting,Business,Pass,Training provided
8787,4491,NVQ Level 4,Vocational,Distinction,
8788,4492,NVQ Level 2,Vocational,Pass,Requires visa
8789,4493,A/L,General,,Requires visa
8790,4493,NVQ Level 3,Vocational,Pass,Requires visa
8791,4493,O/L,General,Merit,Training provided
8792,4494,NVQ Level 1,Vocational,Merit,
8793,4494,Certificate in Masonry,Construction,Pass,
8794,4495,O/L,General,Merit,Requires visa
8795,4495,NVQ Level 2,Vocational,Merit,
8796,4496,O/L,General,Merit,Standard contract
8797,4497,NVQ Level 2,Vocational,Distinction,
8798,4497,NVQ Level 3,Vocational,,Probation period
8799,4497,O/L,General,Merit,Standard contract
8800,4498,NVQ Level 3,Vocational,Distinction,Probation period
8801,4498,O/L,General,Merit,Standard contract
8802,4499,Certificate in Plumbing,Construction,Merit,Requires visa
8803,4500,NVQ Level 3,Vocational,Distinction,
8804,4500,NVQ Level 4,Vocational,,Standard contract
8805,4501,O/L,General,,
8806,4502,Certificate in Sewing,Textile,,Standard contract
8807,4502,NVQ Level 3,Vocational,Pass,Standard contract
8808,4502,NVQ Level 4,Vocational,,Probation period
8809,4503,NVQ Level 3,Vocational,Merit,Standard contract
8810,4503,O/L,General,,
8811,4503,NVQ Level 2,Vocational,Merit,Standard contract
8812,4504,Certificate in Hospitality,Hospitality,Pass,Standard contract
8813,4505,O/L,General,,Requires visa
8814,4506,NVQ Level 3,Vocational,Distinction,Requires visa
8815,4506,O/L,General,Distinction,Training provided
8816,4507,Certificate in Sewing,Textile,Pass,Probation period
8817,4508,NVQ Level 3,Vocational,Merit,Training provided
8818,4509,O/L,General,Merit,Standard contract
8819,4510,NVQ Level 3,Vocational,Distinction,
8820,4510,O/L,General,Pass,Probation period
8821,4511,NVQ Level 4,Vocational,,Requires visa
8822,4512,NVQ Level 4,Vocational,Pass,Standard contract
8823,4512,Certificate in Nursing,Healthcare,Merit,Requires visa
8824,4512,A/L,General,Merit,Probation period
8825,4513,NVQ Level 2,Vocational,Distinction,
8826,4513,Certificate in Caregiving,Healthcare,,Training provided
8827,4514,NVQ Level 4,Vocational,Merit,Standard contract
