ALevelID,PersonalID,ExamName,SubjectStream,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4
3343,8360,ALevel,Science,2014,Science Subject 1,C,Science Subject 4,B,Science Subject 2,W,Science Subject 3,B
3344,8361,ALevel,Arts,2021,Arts Subject 3,B,Arts Subject 2,C,Arts Subject 1,S,,
3345,8362,ALevel,Arts,1998,Arts Subject 2,B,Arts Subject 3,C,Arts Subject 1,B,,
3346,8367,ALevel,Arts,1987,Arts Subject 4,C,Arts Subject 1,A,Arts Subject 3,W,Arts Subject 2,B
3347,8371,ALevel,Technology,1983,Technology Subject 3,S,Technology Subject 2,W,Technology Subject 4,W,,
3348,8374,ALevel,Science,1986,Science Subject 4,B,Science Subject 1,B,Science Subject 2,B,,
3349,8376,ALevel,Science,2007,Science Subject 1,C,Science Subject 2,A,Science Subject 4,C,,
3350,8377,ALevel,Commerce,2017,Commerce Subject 2,C,Commerce Subject 1,A,Commerce Subject 4,S,Commerce Subject 3,W
3351,8379,ALevel,Commerce,1996,Commerce Subject 3,B,Commerce Subject 1,S,Commerce Subject 2,C,,
3352,8381,ALevel,Arts,1993,Arts Subject 4,C,Arts Subject 3,B,Arts Subject 1,C,Arts Subject 2,B
3353,8383,ALevel,Commerce,2022,Commerce Subject 4,C,Commerce Subject 3,B,Commerce Subject 2,C,Commerce Subject 1,A
3354,8385,ALevel,Arts,2020,Arts Subject 2,B,Arts Subject 4,S,Arts Subject 1,S,,
3355,8391,ALevel,Technology,1999,Technology Subject 1,B,Technology Subject 4,W,Technology Subject 3,W,Technology Subject 2,A
3356,8393,ALevel,Technology,2000,Technology Subject 1,S,Technology Subject 4,B,Technology Subject 3,A,Technology Subject 2,B
3357,8395,ALevel,Commerce,1999,Commerce Subject 2,B,Commerce Subject 4,C,Commerce Subject 1,B,,
3358,8397,ALevel,Arts,2012,Arts Subject 2,C,Arts Subject 1,B,Arts Subject 4,W,,
3359,8398,ALevel,Science,1998,Science Subject 2,B,Science Subject 4,B,Science Subject 1,B,Science Subject 3,B
3360,8399,ALevel,Arts,1989,Arts Subject 2,C,Arts Subject 4,C,Arts Subject 1,C,,
3361,8401,ALevel,Commerce,1995,Commerce Subject 4,S,Commerce Subject 2,S,Commerce Subject 1,C,,
3362,8403,ALevel,Technology,2022,Technology Subject 1,C,Technology Subject 3,S,Technology Subject 4,B,Technology Subject 2,C
3363,8406,ALevel,Arts,2001,Arts Subject 1,C,Arts Subject 4,B,Arts Subject 2,B,Arts Subject 3,S
3364,8411,ALevel,Arts,2023,Arts Subject 1,B,Arts Subject 2,B,Arts Subject 3,B,Arts Subject 4,A
3365,8413,ALevel,Technology,2012,Technology Subject 4,A,Technology Subject 2,B,Technology Subject 1,W,,
3366,8415,ALevel,Commerce,2009,Commerce Subject 1,S,Commerce Subject 3,C,Commerce Subject 2,B,Commerce Subject 4,A
3367,8420,ALevel,Arts,1990,Arts Subject 1,C,Arts Subject 4,S,Arts Subject 2,C,Arts Subject 3,A
3368,8425,ALevel,Commerce,2023,Commerce Subject 2,B,Commerce Subject 4,A,Commerce Subject 1,A,Commerce Subject 3,C
3369,8430,ALevel,Arts,1982,Arts Subject 1,W,Arts Subject 4,W,Arts Subject 2,S,Arts Subject 3,B
3370,8432,ALevel,Science,1989,Science Subject 1,S,Science Subject 2,A,Science Subject 3,C,,
3371,8433,ALevel,Commerce,2008,Commerce Subject 4,S,Commerce Subject 1,B,Commerce Subject 3,C,Commerce Subject 2,A
3372,8435,ALevel,Arts,1982,Arts Subject 4,A,Arts Subject 1,S,Arts Subject 2,B,Arts Subject 3,B
3373,8436,ALevel,Arts,2001,Arts Subject 2,W,Arts Subject 3,W,Arts Subject 4,C,Arts Subject 1,A
3374,8439,ALevel,Technology,1988,Technology Subject 2,W,Technology Subject 4,S,Technology Subject 3,C,,
3375,8440,ALevel,Technology,2020,Technology Subject 2,A,Technology Subject 3,A,Technology Subject 1,S,,
3376,8441,ALevel,Technology,2000,Technology Subject 1,B,Technology Subject 3,B,Technology Subject 4,C,,
3377,8444,ALevel,Science,1988,Science Subject 3,A,Science Subject 4,C,Science Subject 1,A,,
3378,8445,ALevel,Technology,2005,Technology Subject 2,W,Technology Subject 3,A,Technology Subject 1,C,,
3379,8448,ALevel,Technology,2025,Technology Subject 2,B,Technology Subject 1,B,Technology Subject 3,B,,
3380,8451,ALevel,Science,1984,Science Subject 3,S,Science Subject 4,A,Science Subject 2,C,,
3381,8452,ALevel,Science,2003,Science Subject 3,A,Science Subject 4,B,Science Subject 2,B,Science Subject 1,C
3382,8453,ALevel,Arts,1992,Arts Subject 3,A,Arts Subject 1,B,Arts Subject 4,B,Arts Subject 2,A
3383,8455,ALevel,Science,2004,Science Subject 3,B,Science Subject 1,S,Science Subject 4,W,Science Subject 2,C
3384,8456,ALevel,Commerce,2022,Commerce Subject 1,C,Commerce Subject 3,A,Commerce Subject 4,B,,
3385,8458,ALevel,Arts,1982,Arts Subject 1,S,Arts Subject 4,W,Arts Subject 2,B,Arts Subject 3,A
3386,8460,ALevel,Arts,1993,Arts Subject 1,A,Arts Subject 2,S,Arts Subject 3,B,,
3387,8461,ALevel,Science,1998,Science Subject 3,S,Science Subject 4,C,Science Subject 1,A,Science Subject 2,A
3388,8463,ALevel,Technology,2002,Technology Subject 4,C,Technology Subject 1,A,Technology Subject 2,S,,
3389,8464,ALevel,Technology,2022,Technology Subject 3,C,Technology Subject 4,C,Technology Subject 1,C,Technology Subject 2,C
3390,8466,ALevel,Science,1981,Science Subject 3,C,Science Subject 4,C,Science Subject 1,C,,
3391,8467,ALevel,Arts,1986,Arts Subject 1,C,Arts Subject 4,A,Arts Subject 2,W,Arts Subject 3,A
3392,8468,ALevel,Science,1994,Science Subject 4,C,Science Subject 3,B,Science Subject 2,C,Science Subject 1,C
3393,8469,ALevel,Commerce,2002,Commerce Subject 1,S,Commerce Subject 3,B,Commerce Subject 2,W,,
3394,8475,ALevel,Technology,1998,Technology Subject 3,S,Technology Subject 2,B,Technology Subject 1,C,,
3395,8477,ALevel,Arts,2008,Arts Subject 3,W,Arts Subject 2,A,Arts Subject 1,S,,
3396,8482,ALevel,Commerce,2004,Commerce Subject 3,A,Commerce Subject 1,S,Commerce Subject 2,S,Commerce Subject 4,C
3397,8488,ALevel,Technology,2024,Technology Subject 3,S,Technology Subject 2,A,Technology Subject 1,B,,
3398,8491,ALevel,Commerce,2023,Commerce Subject 4,A,Commerce Subject 3,C,Commerce Subject 1,W,Commerce Subject 2,S
3399,8492,ALevel,Arts,2022,Arts Subject 2,S,Arts Subject 4,A,Arts Subject 1,S,Arts Subject 3,S
3400,8495,ALevel,Commerce,1991,Commerce Subject 2,S,Commerce Subject 4,B,Commerce Subject 3,C,,
3401,8496,ALevel,Technology,2001,Technology Subject 3,B,Technology Subject 2,A,Technology Subject 1,C,,
3402,8498,ALevel,Commerce,1980,Commerce Subject 3,B,Commerce Subject 1,A,Commerce Subject 4,W,Commerce Subject 2,C
3403,8499,ALevel,Science,2017,Science Subject 3,A,Science Subject 1,S,Science Subject 4,C,,
3404,8504,ALevel,Arts,1994,Arts Subject 4,C,Arts Subject 3,C,Arts Subject 2,C,Arts Subject 1,B
3405,8507,ALevel,Science,2014,Science Subject 1,C,Science Subject 2,C,Science Subject 3,C,,
3406,8509,ALevel,Technology,2013,Technology Subject 2,W,Technology Subject 3,W,Technology Subject 1,S,Technology Subject 4,B
3407,8511,ALevel,Arts,2020,Arts Subject 1,B,Arts Subject 4,A,Arts Subject 3,S,Arts Subject 2,B
3408,8512,ALevel,Commerce,2022,Commerce Subject 4,A,Commerce Subject 3,C,Commerce Subject 1,W,Commerce Subject 2,S
3409,8513,ALevel,Arts,2012,Arts Subject 3,C,Arts Subject 2,B,Arts Subject 1,A,Arts Subject 4,S
3410,8514,ALevel,Technology,2008,Technology Subject 1,B,Technology Subject 3,C,Technology Subject 4,S,,
3411,8518,ALevel,Technology,2019,Technology Subject 3,S,Technology Subject 4,C,Technology Subject 2,C,,
3412,8519,ALevel,Arts,1996,Arts Subject 2,C,Arts Subject 3,C,Arts Subject 4,A,,
3413,8520,ALevel,Arts,2000,Arts Subject 3,S,Arts Subject 2,S,Arts Subject 4,W,,
3414,8521,ALevel,Commerce,1998,Commerce Subject 2,C,Commerce Subject 4,W,Commerce Subject 1,A,Commerce Subject 3,B
3415,8524,ALevel,Science,2004,Science Subject 3,B,Science Subject 2,W,Science Subject 1,S,,
3416,8528,ALevel,Science,1999,Science Subject 3,A,Science Subject 1,W,Science Subject 2,A,,
3417,8540,ALevel,Arts,1987,Arts Subject 3,A,Arts Subject 1,B,Arts Subject 2,S,Arts Subject 4,C
3418,8542,ALevel,Commerce,2009,Commerce Subject 4,C,Commerce Subject 2,B,Commerce Subject 3,W,Commerce Subject 1,S
3419,8545,ALevel,Commerce,2020,Commerce Subject 4,S,Commerce Subject 2,B,Commerce Subject 1,A,,
3420,8550,ALevel,Technology,2009,Technology Subject 1,C,Technology Subject 4,B,Technology Subject 3,B,,
3421,8552,ALevel,Technology,2006,Technology Subject 4,S,Technology Subject 3,A,Technology Subject 2,A,,
3422,8553,ALevel,Science,2014,Science Subject 3,A,Science Subject 1,C,Science Subject 4,A,,
3423,8555,ALevel,Technology,2002,Technology Subject 4,A,Technology Subject 2,S,Technology Subject 1,A,Technology Subject 3,S
3424,8556,ALevel,Science,1990,Science Subject 4,A,Science Subject 3,C,Science Subject 1,C,Science Subject 2,S
3425,8557,ALevel,Technology,1987,Technology Subject 2,C,Technology Subject 1,C,Technology Subject 4,S,Technology Subject 3,B
3426,8560,ALevel,Science,2000,Science Subject 1,B,Science Subject 2,S,Science Subject 3,C,,
3427,8564,ALevel,Science,1996,Science Subject 4,B,Science Subject 3,S,Science Subject 2,C,,
3428,8565,ALevel,Commerce,2016,Commerce Subject 2,B,Commerce Subject 3,S,Commerce Subject 4,C,,
3429,8569,ALevel,Arts,2010,Arts Subject 2,W,Arts Subject 4,B,Arts Subject 1,C,,
3430,8570,ALevel,Arts,2015,Arts Subject 3,C,Arts Subject 2,C,Arts Subject 4,A,,
3431,8571,ALevel,Science,2025,Science Subject 4,A,Science Subject 3,B,Science Subject 2,B,Science Subject 1,S
3432,8572,ALevel,Arts,2015,Arts Subject 4,A,Arts Subject 2,C,Arts Subject 3,B,Arts Subject 1,B
3433,8575,ALevel,Technology,2002,Technology Subject 2,A,Technology Subject 4,S,Technology Subject 3,C,Technology Subject 1,A
3434,8577,ALevel,Technology,2011,Technology Subject 3,A,Technology Subject 1,A,Technology Subject 2,C,Technology Subject 4,A
3435,8578,ALevel,Technology,1982,Technology Subject 4,B,Technology Subject 2,C,Technology Subject 1,C,Technology Subject 3,B
3436,8579,ALevel,Arts,2022,Arts Subject 4,A,Arts Subject 1,A,Arts Subject 3,W,,
3437,8580,ALevel,Commerce,1987,Commerce Subject 3,B,Commerce Subject 4,B,Commerce Subject 2,C,Commerce Subject 1,W
3438,8583,ALevel,Science,2004,Science Subject 2,C,Science Subject 1,B,Science Subject 3,B,,
3439,8585,ALevel,Commerce,1984,Commerce Subject 3,S,Commerce Subject 2,C,Commerce Subject 4,C,Commerce Subject 1,C
3440,8586,ALevel,Commerce,1986,Commerce Subject 4,S,Commerce Subject 2,B,Commerce Subject 3,B,,
3441,8587,ALevel,Commerce,1996,Commerce Subject 2,B,Commerce Subject 4,B,Commerce Subject 1,C,Commerce Subject 3,A
3442,8589,ALevel,Commerce,1982,Commerce Subject 4,B,Commerce Subject 2,C,Commerce Subject 3,A,Commerce Subject 1,S
3443,8590,ALevel,Commerce,1987,Commerce Subject 3,A,Commerce Subject 2,B,Commerce Subject 4,S,Commerce Subject 1,B
3444,8591,ALevel,Commerce,2017,Commerce Subject 1,C,Commerce Subject 2,S,Commerce Subject 4,C,,
3445,8592,ALevel,Commerce,2002,Commerce Subject 4,A,Commerce Subject 3,C,Commerce Subject 2,C,Commerce Subject 1,C
3446,8594,ALevel,Technology,1993,Technology Subject 1,B,Technology Subject 4,B,Technology Subject 2,C,,
3447,8595,ALevel,Arts,2010,Arts Subject 4,B,Arts Subject 3,C,Arts Subject 1,S,Arts Subject 2,S
3448,8596,ALevel,Commerce,1987,Commerce Subject 1,A,Commerce Subject 4,S,Commerce Subject 2,S,Commerce Subject 3,C
3449,8598,ALevel,Science,1992,Science Subject 4,C,Science Subject 3,B,Science Subject 1,S,,
3450,8604,ALevel,Science,1987,Science Subject 1,S,Science Subject 4,B,Science Subject 2,S,,
3451,8611,ALevel,Science,1999,Science Subject 4,C,Science Subject 2,C,Science Subject 3,S,Science Subject 1,B
3452,8615,ALevel,Arts,2021,Arts Subject 3,S,Arts Subject 4,B,Arts Subject 1,W,Arts Subject 2,S
3453,8616,ALevel,Science,1993,Science Subject 3,S,Science Subject 1,W,Science Subject 4,A,,
3454,8617,ALevel,Science,1981,Science Subject 4,C,Science Subject 2,B,Science Subject 1,S,,
3455,8622,ALevel,Arts,1985,Arts Subject 4,C,Arts Subject 1,B,Arts Subject 3,S,,
3456,8623,ALevel,Science,2009,Science Subject 1,A,Science Subject 2,S,Science Subject 4,C,Science Subject 3,B
3457,8624,ALevel,Science,1986,Science Subject 1,C,Science Subject 4,C,Science Subject 3,B,,
3458,8625,ALevel,Commerce,2008,Commerce Subject 3,B,Commerce Subject 2,C,Commerce Subject 4,B,Commerce Subject 1,W
3459,8626,ALevel,Technology,1999,Technology Subject 3,A,Technology Subject 4,A,Technology Subject 2,A,,
3460,8629,ALevel,Arts,2022,Arts Subject 1,C,Arts Subject 4,C,Arts Subject 3,B,Arts Subject 2,A
3461,8631,ALevel,Technology,1991,Technology Subject 1,C,Technology Subject 4,S,Technology Subject 3,S,,
3462,8632,ALevel,Arts,2013,Arts Subject 2,A,Arts Subject 4,C,Arts Subject 1,A,,
3463,8637,ALevel,Arts,2010,Arts Subject 4,A,Arts Subject 1,W,Arts Subject 3,A,Arts Subject 2,W
3464,8641,ALevel,Arts,1984,Arts Subject 3,W,Arts Subject 1,S,Arts Subject 2,C,,
3465,8643,ALevel,Arts,1996,Arts Subject 3,B,Arts Subject 2,A,Arts Subject 1,C,,
3466,8646,ALevel,Science,1993,Science Subject 1,B,Science Subject 3,A,Science Subject 4,C,Science Subject 2,S
3467,8648,ALevel,Commerce,1993,Commerce Subject 2,A,Commerce Subject 4,C,Commerce Subject 1,B,Commerce Subject 3,C
3468,8649,ALevel,Arts,2001,Arts Subject 1,C,Arts Subject 4,B,Arts Subject 2,S,Arts Subject 3,A
3469,8652,ALevel,Science,1997,Science Subject 2,S,Science Subject 3,C,Science Subject 4,C,,
3470,8656,ALevel,Arts,1982,Arts Subject 3,B,Arts Subject 2,B,Arts Subject 1,C,Arts Subject 4,S
3471,8658,ALevel,Science,2015,Science Subject 3,A,Science Subject 2,C,Science Subject 4,B,Science Subject 1,A
3472,8659,ALevel,Technology,2001,Technology Subject 2,S,Technology Subject 1,A,Technology Subject 3,S,Technology Subject 4,B
3473,8660,ALevel,Commerce,2023,Commerce Subject 3,S,Commerce Subject 1,W,Commerce Subject 4,S,,
3474,8661,ALevel,Technology,2017,Technology Subject 1,B,Technology Subject 2,S,Technology Subject 4,B,,
3475,8663,ALevel,Technology,2023,Technology Subject 1,S,Technology Subject 2,C,Technology Subject 4,S,,
3476,8666,ALevel,Arts,1991,Arts Subject 1,S,Arts Subject 3,B,Arts Subject 4,B,,
3477,8668,ALevel,Arts,1981,Arts Subject 1,W,Arts Subject 2,B,Arts Subject 4,C,,
3478,8672,ALevel,Commerce,2016,Commerce Subject 4,C,Commerce Subject 1,A,Commerce Subject 2,B,Commerce Subject 3,B
3479,8675,ALevel,Arts,2023,Arts Subject 4,C,Arts Subject 3,B,Arts Subject 2,S,Arts Subject 1,C
3480,8679,ALevel,Arts,1998,Arts Subject 2,B,Arts Subject 1,S,Arts Subject 3,C,Arts Subject 4,B
3481,8681,ALevel,Science,1989,Science Subject 3,B,Science Subject 2,B,Science Subject 4,B,,
3482,8684,ALevel,Arts,2007,Arts Subject 4,C,Arts Subject 1,W,Arts Subject 2,B,Arts Subject 3,W
3483,8690,ALevel,Technology,2018,Technology Subject 3,B,Technology Subject 4,B,Technology Subject 1,A,,
3484,8696,ALevel,Commerce,2018,Commerce Subject 4,B,Commerce Subject 2,S,Commerce Subject 3,B,Commerce Subject 1,B
3485,8697,ALevel,Commerce,2016,Commerce Subject 1,B,Commerce Subject 4,B,Commerce Subject 3,A,Commerce Subject 2,C
3486,8699,ALevel,Science,1986,Science Subject 4,S,Science Subject 1,S,Science Subject 2,C,Science Subject 3,B
3487,8703,ALevel,Arts,2017,Arts Subject 3,W,Arts Subject 4,W,Arts Subject 2,C,Arts Subject 1,C
3488,8704,ALevel,Science,1985,Science Subject 4,W,Science Subject 1,W,Science Subject 3,B,,
3489,8711,ALevel,Science,2009,Science Subject 1,A,Science Subject 2,S,Science Subject 4,A,,
3490,8716,ALevel,Science,1996,Science Subject 1,W,Science Subject 4,C,Science Subject 2,C,,
3491,8723,ALevel,Science,1995,Science Subject 4,B,Science Subject 3,A,Science Subject 2,W,Science Subject 1,S
3492,8725,ALevel,Commerce,2004,Commerce Subject 2,C,Commerce Subject 4,S,Commerce Subject 1,C,Commerce Subject 3,C
3493,8727,ALevel,Technology,2002,Technology Subject 3,S,Technology Subject 4,C,Technology Subject 2,A,Technology Subject 1,W
3494,8729,ALevel,Arts,1986,Arts Subject 1,A,Arts Subject 2,W,Arts Subject 3,B,Arts Subject 4,S
3495,8733,ALevel,Science,2006,Science Subject 2,B,Science Subject 1,A,Science Subject 4,B,Science Subject 3,C
3496,8734,ALevel,Science,1987,Science Subject 3,B,Science Subject 1,C,Science Subject 4,C,Science Subject 2,C
3497,8736,ALevel,Science,2024,Science Subject 3,C,Science Subject 1,B,Science Subject 2,B,,
3498,8743,ALevel,Science,2011,Science Subject 1,B,Science Subject 2,C,Science Subject 3,W,Science Subject 4,S
3499,8744,ALevel,Technology,1988,Technology Subject 4,C,Technology Subject 1,A,Technology Subject 3,B,Technology Subject 2,A
3500,8745,ALevel,Arts,1997,Arts Subject 3,B,Arts Subject 4,W,Arts Subject 2,C,Arts Subject 1,S
3501,8746,ALevel,Technology,1993,Technology Subject 4,A,Technology Subject 3,B,Technology Subject 1,B,,
3502,8750,ALevel,Arts,1994,Arts Subject 4,B,Arts Subject 2,W,Arts Subject 1,B,Arts Subject 3,S
3503,8752,ALevel,Technology,2020,Technology Subject 1,C,Technology Subject 2,B,Technology Subject 4,C,,
3504,8754,ALevel,Commerce,1998,Commerce Subject 3,B,Commerce Subject 1,C,Commerce Subject 4,C,Commerce Subject 2,C
3505,8756,ALevel,Science,1982,Science Subject 3,A,Science Subject 4,B,Science Subject 2,W,Science Subject 1,S
3506,8763,ALevel,Commerce,2015,Commerce Subject 4,S,Commerce Subject 2,S,Commerce Subject 3,A,Commerce Subject 1,S
3507,8764,ALevel,Arts,2024,Arts Subject 3,A,Arts Subject 1,B,Arts Subject 4,C,,
3508,8765,ALevel,Technology,2017,Technology Subject 4,S,Technology Subject 1,A,Technology Subject 2,W,,
3509,8767,ALevel,Science,2018,Science Subject 3,C,Science Subject 4,A,Science Subject 2,B,Science Subject 1,W
3510,8768,ALevel,Commerce,1981,Commerce Subject 2,A,Commerce Subject 3,C,Commerce Subject 1,C,Commerce Subject 4,C
3511,8770,ALevel,Arts,1998,Arts Subject 3,S,Arts Subject 4,A,Arts Subject 1,A,,
3512,8775,ALevel,Arts,2003,Arts Subject 4,W,Arts Subject 1,W,Arts Subject 3,C,,
3513,8777,ALevel,Arts,2000,Arts Subject 2,A,Arts Subject 3,A,Arts Subject 1,A,Arts Subject 4,B
3514,8778,ALevel,Science,1996,Science Subject 4,S,Science Subject 1,W,Science Subject 2,B,Science Subject 3,A
3515,8780,ALevel,Commerce,2024,Commerce Subject 3,B,Commerce Subject 4,S,Commerce Subject 2,C,Commerce Subject 1,B
3516,8781,ALevel,Commerce,1996,Commerce Subject 3,A,Commerce Subject 4,S,Commerce Subject 2,B,,
3517,8782,ALevel,Science,1985,Science Subject 2,C,Science Subject 4,B,Science Subject 3,C,Science Subject 1,S
3518,8783,ALevel,Arts,2006,Arts Subject 3,B,Arts Subject 4,B,Arts Subject 1,B,,
3519,8784,ALevel,Arts,1994,Arts Subject 4,A,Arts Subject 1,C,Arts Subject 2,A,Arts Subject 3,A
3520,8785,ALevel,Commerce,1991,Commerce Subject 1,B,Commerce Subject 2,A,Commerce Subject 3,C,Commerce Subject 4,B
3521,8786,ALevel,Technology,2014,Technology Subject 3,W,Technology Subject 4,C,Technology Subject 2,S,Technology Subject 1,S
3522,8787,ALevel,Commerce,2000,Commerce Subject 2,S,Commerce Subject 4,S,Commerce Subject 1,C,,
3523,8788,ALevel,Arts,1985,Arts Subject 2,A,Arts Subject 3,B,Arts Subject 1,S,,
3524,8791,ALevel,Science,1989,Science Subject 4,S,Science Subject 1,S,Science Subject 2,S,Science Subject 3,C
3525,8796,ALevel,Arts,2011,Arts Subject 1,B,Arts Subject 3,B,Arts Subject 4,A,,
3526,8799,ALevel,Arts,2012,Arts Subject 2,A,Arts Subject 3,B,Arts Subject 1,S,Arts Subject 4,B
3527,8803,ALevel,Arts,1988,Arts Subject 4,S,Arts Subject 1,A,Arts Subject 3,B,Arts Subject 2,B
3528,8807,ALevel,Arts,1988,Arts Subject 4,S,Arts Subject 1,S,Arts Subject 3,B,Arts Subject 2,B
3529,8811,ALevel,Arts,2020,Arts Subject 3,C,Arts Subject 2,B,Arts Subject 1,S,Arts Subject 4,C
3530,8812,ALevel,Science,1984,Science Subject 4,B,Science Subject 3,S,Science Subject 1,C,Science Subject 2,C
3531,8815,ALevel,Arts,2023,Arts Subject 1,W,Arts Subject 2,B,Arts Subject 3,S,,
3532,8816,ALevel,Technology,2014,Technology Subject 4,S,Technology Subject 1,B,Technology Subject 2,S,,
3533,8818,ALevel,Arts,2010,Arts Subject 4,B,Arts Subject 1,S,Arts Subject 3,A,Arts Subject 2,C
3534,8821,ALevel,Technology,2008,Technology Subject 1,A,Technology Subject 2,B,Technology Subject 3,W,Technology Subject 4,C
3535,8826,ALevel,Arts,2022,Arts Subject 1,S,Arts Subject 2,C,Arts Subject 3,A,,
3536,8828,ALevel,Science,1990,Science Subject 2,S,Science Subject 4,A,Science Subject 1,W,Science Subject 3,B
3537,8830,ALevel,Technology,1997,Technology Subject 3,C,Technology Subject 1,A,Technology Subject 2,C,,
3538,8832,ALevel,Arts,1989,Arts Subject 1,A,Arts Subject 2,A,Arts Subject 3,A,Arts Subject 4,C
3539,8835,ALevel,Arts,1982,Arts Subject 2,W,Arts Subject 4,B,Arts Subject 1,A,,
3540,8837,ALevel,Arts,2017,Arts Subject 1,C,Arts Subject 3,A,Arts Subject 4,B,Arts Subject 2,B
3541,8842,ALevel,Commerce,1980,Commerce Subject 2,S,Commerce Subject 4,S,Commerce Subject 1,A,Commerce Subject 3,A
3542,8843,ALevel,Arts,2021,Arts Subject 4,S,Arts Subject 1,C,Arts Subject 3,B,Arts Subject 2,S
3543,8845,ALevel,Arts,2006,Arts Subject 3,B,Arts Subject 2,A,Arts Subject 4,S,Arts Subject 1,B
3544,8846,ALevel,Technology,2003,Technology Subject 2,B,Technology Subject 3,A,Technology Subject 1,B,,
3545,8847,ALevel,Commerce,2003,Commerce Subject 2,C,Commerce Subject 3,S,Commerce Subject 4,A,Commerce Subject 1,B
3546,8851,ALevel,Arts,2019,Arts Subject 4,B,Arts Subject 3,S,Arts Subject 2,A,Arts Subject 1,B
3547,8852,ALevel,Arts,2005,Arts Subject 2,S,Arts Subject 1,B,Arts Subject 4,C,,
3548,8853,ALevel,Arts,2015,Arts Subject 2,B,Arts Subject 3,C,Arts Subject 1,A,,
3549,8854,ALevel,Arts,1980,Arts Subject 2,B,Arts Subject 4,A,Arts Subject 1,S,Arts Subject 3,B
3550,8855,ALevel,Commerce,1984,Commerce Subject 2,S,Commerce Subject 1,C,Commerce Subject 4,A,,
3551,8857,ALevel,Technology,2003,Technology Subject 1,C,Technology Subject 3,S,Technology Subject 4,B,Technology Subject 2,A
3552,8859,ALevel,Technology,2001,Technology Subject 4,C,Technology Subject 1,C,Technology Subject 2,S,,
3553,8860,ALevel,Science,1988,Science Subject 3,W,Science Subject 1,A,Science Subject 2,B,,
3554,8864,ALevel,Technology,2011,Technology Subject 4,W,Technology Subject 1,S,Technology Subject 2,S,,
3555,8865,ALevel,Arts,2023,Arts Subject 2,S,Arts Subject 4,W,Arts Subject 3,S,Arts Subject 1,B
3556,8866,ALevel,Technology,2005,Technology Subject 2,S,Technology Subject 3,C,Technology Subject 4,W,,
3557,8868,ALevel,Arts,2005,Arts Subject 2,B,Arts Subject 3,S,Arts Subject 4,C,,
3558,8869,ALevel,Science,2014,Science Subject 2,W,Science Subject 1,B,Science Subject 4,S,,
3559,8877,ALevel,Technology,1990,Technology Subject 4,W,Technology Subject 3,B,Technology Subject 2,W,,
3560,8880,ALevel,Technology,1984,Technology Subject 2,C,Technology Subject 4,B,Technology Subject 3,W,Technology Subject 1,C
3561,8881,ALevel,Commerce,2004,Commerce Subject 2,S,Commerce Subject 3,A,Commerce Subject 1,C,,
3562,8883,ALevel,Arts,2018,Arts Subject 2,A,Arts Subject 1,S,Arts Subject 4,C,,
3563,8890,ALevel,Science,2019,Science Subject 3,S,Science Subject 2,C,Science Subject 1,S,,
3564,8896,ALevel,Arts,1982,Arts Subject 1,A,Arts Subject 2,B,Arts Subject 4,S,,
3565,8898,ALevel,Technology,2011,Technology Subject 3,C,Technology Subject 1,A,Technology Subject 4,B,Technology Subject 2,C
3566,8901,ALevel,Arts,1991,Arts Subject 3,W,Arts Subject 1,C,Arts Subject 2,C,,
3567,8902,ALevel,Arts,2005,Arts Subject 1,A,Arts Subject 3,A,Arts Subject 4,A,Arts Subject 2,C
3568,8903,ALevel,Arts,2009,Arts Subject 3,B,Arts Subject 1,B,Arts Subject 2,C,,
3569,8906,ALevel,Arts,2002,Arts Subject 2,A,Arts Subject 3,B,Arts Subject 4,C,,
3570,8908,ALevel,Commerce,2016,Commerce Subject 1,W,Commerce Subject 2,S,Commerce Subject 4,A,,
3571,8909,ALevel,Technology,2016,Technology Subject 1,C,Technology Subject 4,C,Technology Subject 2,W,,
3572,8911,ALevel,Commerce,2015,Commerce Subject 3,W,Commerce Subject 1,C,Commerce Subject 4,S,,
3573,8912,ALevel,Commerce,2007,Commerce Subject 3,W,Commerce Subject 1,S,Commerce Subject 4,C,,
3574,8913,ALevel,Science,2009,Science Subject 2,A,Science Subject 3,C,Science Subject 4,W,,
3575,8915,ALevel,Commerce,1994,Commerce Subject 2,A,Commerce Subject 1,W,Commerce Subject 4,S,Commerce Subject 3,C
3576,8921,ALevel,Technology,2013,Technology Subject 2,W,Technology Subject 1,B,Technology Subject 3,C,Technology Subject 4,A
3577,8923,ALevel,Commerce,2021,Commerce Subject 2,C,Commerce Subject 1,A,Commerce Subject 4,C,,
3578,8924,ALevel,Commerce,2005,Commerce Subject 4,C,Commerce Subject 3,B,Commerce Subject 1,C,,
3579,8927,ALevel,Technology,1990,Technology Subject 2,C,Technology Subject 3,S,Technology Subject 4,S,Technology Subject 1,S
3580,8938,ALevel,Commerce,2024,Commerce Subject 2,B,Commerce Subject 1,C,Commerce Subject 4,B,,
3581,8945,ALevel,Science,1985,Science Subject 1,A,Science Subject 4,S,Science Subject 3,C,Science Subject 2,C
3582,8949,ALevel,Arts,1984,Arts Subject 3,B,Arts Subject 2,C,Arts Subject 1,S,,
3583,8950,ALevel,Commerce,2016,Commerce Subject 4,B,Commerce Subject 2,C,Commerce Subject 3,A,Commerce Subject 1,W
