VocationalID,PersonalID,NVQLevel,CourseName,Institution,CompletionDate
4184,8171,,Certificate in Carpentry,VTA,2017-09-09
4185,8171,NVQ Level 4,,VTA,2021-03-03
4186,8179,,Certificate in Welding,SLBFE Training Center,2020-04-10
4187,8180,,A/L,VTA,2023-11-07
4188,8180,,Certificate in Electrical Work,NAITA,2015-10-12
4189,8184,,A/L,TVEC,2021-08-30
4190,8185,,A/L,Hotel Ltd,2020-01-18
4191,8187,,Bachelor's Degree,NAITA,2024-07-28
4192,8189,NVQ Level 4,,VTA,2020-11-07
4193,8189,NVQ Level 4,,Ceylon Group,2025-05-30
4194,8194,,Certificate in Nursing,SLBFE Training Center,2016-07-22
4195,8197,,A/L,Island Pvt,2017-03-27
4196,8197,,Certificate in Electrical Work,TVEC,2016-04-06
4197,8198,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2021-08-08
4198,8198,NVQ Level 1,,TVEC,2022-02-02
4199,8199,,Diploma in Hospitality,SLBFE Training Center,2017-01-01
4200,8200,,Diploma in Hospitality,Apparel Pvt,2021-07-07
4201,8203,,Diploma in Business,TVEC,2022-06-07
4202,8203,,Certificate in Accounting,TVEC,2020-08-27
4203,8205,,Certificate in Cooking,SLBFE Training Center,2024-01-18
4204,8207,,Certificate in Sewing,Construction Group,2017-11-09
4205,8209,,Certificate in Nursing,Construction Solutions,2024-10-13
4206,8209,,Certificate in Welding,Construction Ltd,2024-03-21
4207,8212,,Certificate in Sewing,NAITA,2019-10-26
4208,8212,,O/L,NAITA,2018-07-26
4209,8213,,Certificate in Carpentry,VTA,2023-09-01
4210,8214,,Diploma in Business,Apparel Solutions,2018-07-25
4211,8217,,Certificate in Plumbing,VTA,2022-12-27
4212,8219,,Certificate in Hospitality,VTA,2024-12-25
4213,8224,,Certificate in Caregiving,TVEC,2019-01-07
4214,8224,NVQ Level 3,,VTA,2019-07-24
4215,8228,,Certificate in Caregiving,TVEC,2017-09-10
4216,8232,NVQ Level 4,,VTA,2022-08-13
4217,8233,NVQ Level 2,,SLBFE Training Center,2016-07-26
4218,8234,,Certificate in Sewing,NAITA,2023-03-05
4219,8244,,O/L,NAITA,2023-10-07
4220,8244,,O/L,Sri Co,2018-10-25
4221,8246,,Certificate in Carpentry,SLBFE Training Center,2024-05-06
4222,8246,NVQ Level 3,,TVEC,2022-09-01
4223,8249,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2022-11-20
4224,8254,,Diploma in Nursing,SLBFE Training Center,2021-09-28
4225,8254,,Certificate in Nursing,NAITA,2016-07-23
4226,8258,,Certificate in Accounting,SLBFE Training Center,2018-11-09
4227,8264,NVQ Level 4,,TVEC,2016-02-06
4228,8264,,O/L,VTA,2024-08-11
4229,8265,,Certificate in Nursing,NAITA,2018-06-10
4230,8265,,Master's Degree,Tea Plantations,2023-10-30
4231,8266,,O/L,TVEC,2021-01-23
4232,8266,,O/L,VTA,2023-12-29
4233,8268,,Certificate in Accounting,TVEC,2023-07-02
4234,8270,,Certificate in Electrical Work,SLBFE Training Center,2017-09-28
4235,8270,,Master's Degree,SLBFE Training Center,2023-02-08
4236,8273,,Diploma in Nursing,VTA,2025-02-07
4237,8273,,Certificate in Electrical Work,VTA,2025-03-21
4238,8274,NVQ Level 1,,VTA,2022-09-04
4239,8280,,Certificate in Domestic Work,NAITA,2021-08-24
4240,8280,,O/L,TVEC,2020-08-26
4241,8281,,Certificate in Nursing,NAITA,2015-10-14
4242,8281,,Certificate in Accounting,SLBFE Training Center,2019-04-09
4243,8282,,Certificate in Electrical Work,SLBFE Training Center,2016-04-08
4244,8282,,Certificate in Plumbing,NAITA,2017-12-19
4245,8283,,Certificate in Heavy Vehicle Operation,TVEC,2025-03-21
4246,8283,,Certificate in Heavy Vehicle Operation,VTA,2025-02-16
4247,8284,,Certificate in Hospitality,NAITA,2017-08-24
4248,8287,NVQ Level 1,,VTA,2024-06-20
4249,8290,,Certificate in Cooking,Island Inc,2018-11-14
4250,8290,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2025-05-06
4251,8291,NVQ Level 4,,Hotel Ltd,2017-05-22
4252,8292,,O/L,Construction Inc,2020-07-03
4253,8293,,A/L,TVEC,2018-04-01
4254,8296,,Certificate in Accounting,SLBFE Training Center,2025-03-28
4255,8297,NVQ Level 4,,TVEC,2018-03-07
4256,8302,NVQ Level 3,,NAITA,2015-12-16
4257,8302,NVQ Level 3,,NAITA,2021-02-19
4258,8305,,Certificate in Masonry,VTA,2020-11-21
4259,8305,,Certificate in Accounting,TVEC,2016-12-14
4260,8307,,Certificate in Carpentry,NAITA,2017-04-08
4261,8316,NVQ Level 5,,VTA,2023-10-21
4262,8316,NVQ Level 2,,VTA,2022-06-10
4263,8318,NVQ Level 2,,SLBFE Training Center,2017-03-29
4264,8319,,Certificate in Heavy Vehicle Operation,TVEC,2016-01-25
4265,8319,,A/L,TVEC,2022-04-04
4266,8320,,Bachelor's Degree,VTA,2025-06-29
4267,8320,NVQ Level 5,,Tea Co,2020-09-15
4268,8321,NVQ Level 5,,NAITA,2016-09-07
4269,8321,,Certificate in Welding,Lanka Enterprises,2021-04-23
4270,8322,,Certificate in Accounting,SLBFE Training Center,2020-04-21
4271,8326,,Diploma in IT,VTA,2022-07-17
4272,8326,,Master's Degree,Apparel Plantations,2021-08-23
4273,8328,,Certificate in Driving,NAITA,2023-04-05
4274,8331,,O/L,SLBFE Training Center,2019-08-27
4275,8332,,Certificate in Domestic Work,TVEC,2019-10-10
4276,8334,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2017-03-18
4277,8335,,Certificate in Electrical Work,VTA,2018-03-05
4278,8335,,Certificate in IT,SLBFE Training Center,2025-07-25
4279,8336,,Certificate in Driving,NAITA,2025-03-17
4280,8343,,Certificate in IT,VTA,2018-09-05
4281,8343,NVQ Level 4,,Ceylon Corp,2019-04-23
4282,8351,,Diploma in Nursing,SLBFE Training Center,2024-11-02
4283,8355,,Certificate in Carpentry,NAITA,2025-07-09
4284,8355,NVQ Level 5,,Apparel Ltd,2023-03-17
4285,8358,,Certificate in Caregiving,NAITA,2022-02-18
4286,8358,,Certificate in Sewing,TVEC,2017-09-24
4287,8364,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2016-12-26
4288,8366,,O/L,NAITA,2018-11-21
4289,8366,,Certificate in Cooking,Lanka Group,2016-03-15
4290,8367,,O/L,Tea Ltd,2016-02-19
4291,8371,,Diploma in Hospitality,TVEC,2021-03-06
4292,8375,,Certificate in IT,TVEC,2024-04-20
4293,8375,,Certificate in Domestic Work,VTA,2022-08-10
4294,8378,,Certificate in Plumbing,SLBFE Training Center,2021-01-26
4295,8378,,Diploma in Business,SLBFE Training Center,2025-07-03
4296,8380,,Certificate in Accounting,NAITA,2021-04-16
4297,8383,,Certificate in Driving,NAITA,2022-04-07
4298,8383,,Diploma in IT,Apparel Ltd,2025-06-18
4299,8385,,Diploma in Hospitality,SLBFE Training Center,2020-02-15
4300,8386,NVQ Level 3,,SLBFE Training Center,2018-04-23
4301,8388,NVQ Level 4,,NAITA,2022-10-19
4302,8388,,Certificate in Welding,NAITA,2024-09-22
4303,8389,,Certificate in Accounting,NAITA,2023-10-08
4304,8390,,Certificate in Caregiving,NAITA,2025-08-22
4305,8391,,Certificate in Masonry,VTA,2024-03-07
4306,8391,,Certificate in Nursing,SLBFE Training Center,2018-08-16
4307,8395,,Certificate in Cooking,NAITA,2024-07-11
4308,8395,NVQ Level 1,,SLBFE Training Center,2020-03-21
4309,8396,,Certificate in Driving,VTA,2024-01-29
4310,8398,,Certificate in Nursing,NAITA,2021-05-30
4311,8398,,A/L,TVEC,2022-03-12
4312,8399,NVQ Level 2,,SLBFE Training Center,2017-10-14
4313,8399,,Certificate in Caregiving,VTA,2020-06-22
4314,8400,NVQ Level 2,,TVEC,2019-09-05
4315,8400,,Diploma in IT,NAITA,2017-12-15
4316,8403,,Certificate in Masonry,NAITA,2020-08-10
4317,8403,,Certificate in Welding,SLBFE Training Center,2021-07-02
4318,8406,NVQ Level 2,,NAITA,2018-01-08
4319,8407,,Master's Degree,Construction Ltd,2022-04-23
4320,8411,,Certificate in Welding,SLBFE Training Center,2024-11-22
4321,8414,,Certificate in Driving,Tech Group,2019-11-05
4322,8414,,O/L,NAITA,2015-11-06
4323,8415,,Certificate in Carpentry,NAITA,2017-02-28
4324,8416,,Certificate in Accounting,Ceylon Pvt,2019-01-23
4325,8417,,Master's Degree,TVEC,2023-12-21
4326,8417,,Certificate in Welding,Tech Group,2017-06-15
4327,8420,,Certificate in Cooking,SLBFE Training Center,2017-08-26
4328,8420,,Certificate in Heavy Vehicle Operation,NAITA,2019-06-08
4329,8421,,Certificate in Cooking,Island Solutions,2025-02-24
4330,8422,,Certificate in Sewing,NAITA,2024-01-25
4331,8423,NVQ Level 3,,VTA,2019-04-11
4332,8423,,Master's Degree,TVEC,2018-11-26
4333,8425,,Certificate in Carpentry,Tech Solutions,2024-01-30
4334,8426,,O/L,TVEC,2017-08-16
4335,8426,,Certificate in Cooking,SLBFE Training Center,2020-02-07
4336,8431,,Certificate in Welding,TVEC,2019-03-24
4337,8431,,Certificate in Driving,NAITA,2018-05-25
4338,8433,,Certificate in Cooking,VTA,2016-04-30
4339,8438,,Certificate in Driving,Ceylon Plantations,2024-07-29
4340,8441,,Diploma in Business,Ceylon Plantations,2023-01-05
4341,8442,,O/L,Apparel Pvt,2018-12-07
4342,8443,,Certificate in Masonry,SLBFE Training Center,2020-07-20
4343,8443,,Certificate in Driving,TVEC,2024-08-15
4344,8448,,Certificate in Sewing,VTA,2020-02-21
4345,8448,NVQ Level 2,,VTA,2024-11-30
4346,8451,,Certificate in Cooking,TVEC,2025-03-07
4347,8451,,Diploma in Nursing,TVEC,2024-02-23
4348,8457,NVQ Level 1,,Ceylon Ltd,2017-06-15
4349,8459,,Certificate in Nursing,Apparel Group,2021-04-02
4350,8459,NVQ Level 1,,VTA,2022-07-24
4351,8460,NVQ Level 3,,VTA,2024-07-06
4352,8460,NVQ Level 3,,VTA,2024-07-13
4353,8462,,Certificate in Cooking,NAITA,2017-09-06
4354,8462,,Diploma in Hospitality,NAITA,2021-07-09
4355,8463,,Certificate in Hospitality,Gem Plantations,2018-09-17
4356,8470,,O/L,VTA,2016-02-07
4357,8472,NVQ Level 4,,VTA,2020-12-15
4358,8475,,Certificate in Heavy Vehicle Operation,TVEC,2019-09-07
4359,8475,,O/L,NAITA,2022-10-08
4360,8477,NVQ Level 3,,VTA,2016-05-06
4361,8478,,O/L,NAITA,2020-07-04
4362,8486,,Diploma in Nursing,TVEC,2016-09-10
4363,8488,NVQ Level 1,,TVEC,2021-12-26
4364,8488,,Certificate in Driving,VTA,2018-11-16
4365,8490,,Certificate in Driving,TVEC,2020-01-27
4366,8492,,Certificate in Cooking,VTA,2023-08-29
4367,8492,,Diploma in Hospitality,Apparel Inc,2017-01-16
4368,8496,,Certificate in Sewing,TVEC,2024-02-05
4369,8498,,Certificate in Sewing,TVEC,2019-02-24
4370,8499,,Certificate in Nursing,Lanka Solutions,2020-05-23
4371,8499,NVQ Level 5,,Island Solutions,2018-12-21
4372,8503,,Certificate in Domestic Work,SLBFE Training Center,2020-05-04
4373,8505,NVQ Level 4,,NAITA,2018-07-11
4374,8505,,Master's Degree,SLBFE Training Center,2025-02-25
4375,8511,,Certificate in Sewing,TVEC,2017-03-25
4376,8511,,Certificate in Electrical Work,SLBFE Training Center,2017-10-17
4377,8512,NVQ Level 3,,NAITA,2023-12-29
4378,8513,NVQ Level 3,,NAITA,2022-02-23
4379,8513,NVQ Level 2,,Hotel Co,2023-12-16
4380,8515,,Certificate in Electrical Work,TVEC,2017-05-07
4381,8515,,O/L,Island Plantations,2021-04-20
4382,8516,NVQ Level 2,,Gem Pvt,2018-05-25
4383,8516,NVQ Level 5,,NAITA,2022-03-22
4384,8517,,Bachelor's Degree,TVEC,2015-09-23
4385,8524,,Certificate in Driving,SLBFE Training Center,2023-03-01
4386,8524,NVQ Level 2,,SLBFE Training Center,2019-08-10
4387,8527,,Master's Degree,Apparel Solutions,2024-10-14
4388,8528,,Diploma in Business,TVEC,2020-08-23
4389,8530,,Certificate in Domestic Work,SLBFE Training Center,2016-02-13
4390,8530,,Certificate in Domestic Work,Gem Corp,2022-01-13
4391,8531,NVQ Level 4,,VTA,2017-10-16
4392,8532,,A/L,SLBFE Training Center,2022-12-01
4393,8532,,Certificate in Sewing,Ceylon Group,2019-09-12
4394,8536,,Certificate in Masonry,VTA,2024-04-20
4395,8536,,Certificate in Welding,SLBFE Training Center,2017-09-02
4396,8543,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2022-08-10
4397,8543,,Certificate in Heavy Vehicle Operation,TVEC,2019-01-01
4398,8544,,Diploma in Business,Hotel Plantations,2020-06-15
4399,8544,NVQ Level 5,,SLBFE Training Center,2023-11-15
4400,8545,,Certificate in Driving,NAITA,2016-07-14
4401,8545,,O/L,VTA,2016-01-16
4402,8547,,Certificate in Driving,NAITA,2023-07-15
4403,8547,,Certificate in Driving,VTA,2024-12-13
4404,8548,,Certificate in Welding,VTA,2017-03-23
4405,8548,NVQ Level 4,,Sri Enterprises,2023-11-16
4406,8550,,Certificate in Welding,NAITA,2018-01-11
4407,8550,,Diploma in IT,NAITA,2020-04-25
4408,8556,,Certificate in Caregiving,Gem Corp,2025-07-08
4409,8563,,Certificate in Accounting,SLBFE Training Center,2019-08-27
4410,8563,NVQ Level 2,,Gem Inc,2017-01-15
4411,8564,,Diploma in Hospitality,SLBFE Training Center,2018-02-25
4412,8565,,O/L,Island Enterprises,2018-01-26
4413,8566,NVQ Level 4,,TVEC,2024-01-25
4414,8566,,Certificate in Nursing,SLBFE Training Center,2022-09-19
4415,8569,,Certificate in Nursing,TVEC,2025-06-29
4416,8569,,Certificate in Heavy Vehicle Operation,NAITA,2016-11-06
4417,8572,,Diploma in Nursing,NAITA,2015-09-03
4418,8574,,Certificate in Masonry,NAITA,2017-09-11
4419,8576,,Certificate in Nursing,TVEC,2023-01-02
4420,8576,,Master's Degree,SLBFE Training Center,2015-11-13
4421,8577,,O/L,VTA,2024-04-14
4422,8577,,Certificate in Welding,Hotel Inc,2023-10-05
4423,8579,,Certificate in Nursing,Lanka Solutions,2025-02-03
4424,8579,,Diploma in IT,VTA,2019-06-19
4425,8582,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2018-06-28
4426,8582,,O/L,Hotel Enterprises,2020-04-17
4427,8583,,Certificate in Plumbing,NAITA,2023-09-03
4428,8583,,Master's Degree,VTA,2016-11-18
4429,8591,,Certificate in Hospitality,SLBFE Training Center,2015-12-22
4430,8599,,Certificate in Masonry,TVEC,2019-06-15
4431,8601,,O/L,NAITA,2017-12-29
4432,8602,,O/L,TVEC,2023-03-14
4433,8609,,Certificate in Driving,VTA,2018-12-21
4434,8612,NVQ Level 1,,VTA,2019-05-23
4435,8613,NVQ Level 1,,Tech Corp,2025-08-15
4436,8613,,Certificate in Nursing,TVEC,2015-09-17
4437,8614,,Certificate in Cooking,TVEC,2024-08-25
4438,8615,,Certificate in Sewing,VTA,2021-05-07
4439,8616,,Certificate in Domestic Work,Gem Pvt,2021-04-01
4440,8616,,Certificate in IT,SLBFE Training Center,2021-07-17
4441,8619,NVQ Level 5,,NAITA,2016-01-11
4442,8622,,Certificate in Domestic Work,VTA,2017-09-07
4443,8622,,Bachelor's Degree,SLBFE Training Center,2019-04-15
4444,8626,,Certificate in Plumbing,Gem Plantations,2017-01-18
4445,8626,NVQ Level 1,,SLBFE Training Center,2016-01-21
4446,8629,,Certificate in Domestic Work,NAITA,2023-07-26
4447,8631,,Certificate in Heavy Vehicle Operation,SLBFE Training Center,2018-10-30
4448,8632,,O/L,NAITA,2018-06-09
4449,8632,,O/L,VTA,2020-12-16
4450,8633,NVQ Level 3,,Tea Enterprises,2019-06-01
4451,8634,NVQ Level 5,,VTA,2016-07-02
4452,8634,,Certificate in Plumbing,VTA,2015-09-13
4453,8640,NVQ Level 3,,VTA,2020-05-24
4454,8647,,Certificate in Masonry,NAITA,2020-01-02
4455,8648,,Diploma in Business,Apparel Ltd,2020-09-03
4456,8648,,Certificate in Cooking,SLBFE Training Center,2019-12-01
4457,8649,,Diploma in Business,SLBFE Training Center,2025-06-06
4458,8649,,Bachelor's Degree,SLBFE Training Center,2017-05-20
4459,8654,,Certificate in Cooking,Tech Enterprises,2022-11-10
4460,8655,NVQ Level 5,,TVEC,2016-04-23
4461,8655,,Certificate in Masonry,Island Corp,2020-08-17
4462,8661,,Certificate in Accounting,NAITA,2017-01-19
4463,8661,,Certificate in Plumbing,NAITA,2024-01-13
4464,8663,,Certificate in Cooking,VTA,2025-07-13
4465,8663,,Bachelor's Degree,TVEC,2021-05-31
4466,8664,,Master's Degree,VTA,2020-08-03
4467,8665,NVQ Level 4,,TVEC,2024-03-04
4468,8665,,O/L,TVEC,2025-03-13
4469,8668,NVQ Level 4,,Lanka Enterprises,2019-02-02
4470,8669,,Master's Degree,SLBFE Training Center,2025-03-19
4471,8670,,O/L,TVEC,2021-10-18
4472,8671,,Certificate in Caregiving,SLBFE Training Center,2021-09-23
4473,8671,,Certificate in Welding,TVEC,2025-02-02
4474,8674,,Certificate in Driving,TVEC,2020-09-28
4475,8674,,Certificate in Driving,NAITA,2024-08-15
4476,8679,NVQ Level 4,,SLBFE Training Center,2018-02-24
4477,8680,,Certificate in Electrical Work,TVEC,2019-06-14
4478,8682,NVQ Level 2,,VTA,2016-03-17
4479,8683,,Diploma in Hospitality,TVEC,2018-12-07
4480,8683,,Certificate in Hospitality,Lanka Co,2017-09-14
4481,8685,,Certificate in Welding,Apparel Enterprises,2020-10-19
4482,8685,,Certificate in Electrical Work,VTA,2017-03-26
4483,8686,,Certificate in Cooking,TVEC,2024-01-11
4484,8689,,Certificate in Electrical Work,TVEC,2020-06-15
4485,8689,,Diploma in Business,TVEC,2019-11-08
4486,8692,,Diploma in Nursing,VTA,2019-01-12
4487,8694,,Certificate in Accounting,Apparel Pvt,2021-07-31
4488,8696,,Certificate in Cooking,Apparel Pvt,2023-07-08
4489,8704,,Certificate in Cooking,SLBFE Training Center,2018-02-11
4490,8704,,Certificate in Accounting,NAITA,2019-06-24
4491,8705,,Certificate in Electrical Work,Tech Co,2022-09-11
4492,8710,,Certificate in Welding,VTA,2025-02-28
4493,8710,,Certificate in IT,SLBFE Training Center,2023-11-11
4494,8716,NVQ Level 2,,VTA,2016-05-21
4495,8718,,Certificate in Masonry,VTA,2019-09-23
4496,8720,NVQ Level 2,,NAITA,2017-07-01
4497,8723,NVQ Level 2,,VTA,2018-10-25
4498,8723,,Diploma in Nursing,Gem Solutions,2016-05-28
4499,8724,,Diploma in IT,TVEC,2016-03-16
4500,8734,,Certificate in Heavy Vehicle Operation,Gem Plantations,2022-02-09
4501,8735,,Certificate in Welding,SLBFE Training Center,2023-01-24
4502,8735,,Bachelor's Degree,VTA,2017-03-02
4503,8736,,Certificate in Nursing,Construction Solutions,2019-07-24
4504,8736,,Diploma in IT,SLBFE Training Center,2025-01-29
4505,8737,,Certificate in Domestic Work,Ceylon Enterprises,2020-07-09
4506,8737,,Certificate in Hospitality,Ceylon Solutions,2024-03-24
4507,8738,,Diploma in IT,VTA,2020-02-15
4508,8738,,A/L,Construction Plantations,2022-01-26
4509,8741,,Certificate in Driving,NAITA,2023-05-01
4510,8742,,Certificate in Nursing,VTA,2021-03-17
4511,8744,,Certificate in Masonry,TVEC,2022-08-21
4512,8744,,Diploma in Nursing,NAITA,2017-07-09
4513,8755,,Certificate in Accounting,VTA,2017-03-23
4514,8755,,Master's Degree,TVEC,2025-02-19
4515,8763,,Certificate in Welding,Tea Pvt,2017-03-13
4516,8772,,Diploma in IT,SLBFE Training Center,2023-05-20
4517,8780,,Certificate in Plumbing,TVEC,2022-09-06
4518,8780,,Certificate in Driving,NAITA,2021-02-18
4519,8782,,A/L,VTA,2021-12-24
4520,8786,,Certificate in Cooking,VTA,2019-07-16
4521,8786,,Diploma in Hospitality,VTA,2020-02-25
4522,8787,NVQ Level 4,,Ceylon Corp,2015-12-16
4523,8787,,Certificate in Masonry,VTA,2022-05-16
4524,8790,NVQ Level 5,,Tech Pvt,2016-12-17
4525,8793,NVQ Level 2,,NAITA,2016-11-17
4526,8795,,Certificate in IT,VTA,2025-08-04
4527,8796,NVQ Level 2,,NAITA,2018-12-16
4528,8796,,O/L,SLBFE Training Center,2025-02-19
4529,8797,NVQ Level 2,,SLBFE Training Center,2016-09-04
4530,8798,,Certificate in Sewing,TVEC,2021-10-31
4531,8798,,Certificate in Masonry,SLBFE Training Center,2025-04-16
4532,8806,NVQ Level 4,,VTA,2018-11-02
4533,8806,,O/L,Lanka Enterprises,2022-10-19
4534,8809,,Certificate in Driving,VTA,2025-02-16
4535,8809,,O/L,SLBFE Training Center,2023-12-09
4536,8811,NVQ Level 1,,TVEC,2025-03-11
4537,8816,,Master's Degree,NAITA,2023-08-06
4538,8818,,Certificate in Sewing,Gem Inc,2020-11-25
4539,8820,,Certificate in Heavy Vehicle Operation,VTA,2022-06-04
4540,8820,,Certificate in Heavy Vehicle Operation,VTA,2024-11-01
4541,8828,,Certificate in Heavy Vehicle Operation,VTA,2023-12-26
4542,8830,,Certificate in Carpentry,VTA,2022-04-21
4543,8830,,Certificate in Plumbing,NAITA,2023-02-28
4544,8832,,Certificate in Domestic Work,TVEC,2022-11-18
4545,8833,,Certificate in Driving,NAITA,2017-03-06
4546,8837,,Certificate in Hospitality,SLBFE Training Center,2015-12-26
4547,8839,,Diploma in Nursing,VTA,2024-08-15
4548,8839,,Certificate in Sewing,VTA,2021-05-26
4549,8844,,A/L,VTA,2018-02-09
4550,8846,,Certificate in Plumbing,VTA,2017-04-12
4551,8850,,Certificate in Masonry,VTA,2019-08-07
4552,8851,,Certificate in Masonry,TVEC,2025-02-14
4553,8851,,Certificate in Hospitality,NAITA,2017-04-13
4554,8854,NVQ Level 5,,TVEC,2023-08-03
4555,8856,,Certificate in Cooking,SLBFE Training Center,2016-07-08
4556,8856,,Certificate in Caregiving,TVEC,2017-04-09
4557,8863,NVQ Level 1,,SLBFE Training Center,2016-10-24
4558,8863,,Certificate in Accounting,NAITA,2017-09-26
4559,8867,,Certificate in Hospitality,VTA,2016-05-21
4560,8869,,Certificate in Accounting,SLBFE Training Center,2024-08-02
4561,8869,,Certificate in Masonry,SLBFE Training Center,2022-01-20
4562,8871,,A/L,SLBFE Training Center,2024-04-02
4563,8871,,Certificate in Caregiving,VTA,2017-02-26
4564,8873,,Diploma in Hospitality,NAITA,2019-04-22
4565,8875,,O/L,VTA,2020-10-02
4566,8876,,Certificate in Nursing,NAITA,2021-09-29
4567,8876,,Certificate in Domestic Work,TVEC,2021-10-27
4568,8878,,Diploma in Nursing,SLBFE Training Center,2018-06-20
4569,8881,,Certificate in Domestic Work,NAITA,2018-11-14
4570,8881,,Diploma in IT,TVEC,2017-03-26
4571,8883,,O/L,VTA,2016-03-22
4572,8883,,O/L,VTA,2025-08-03
4573,8888,,Diploma in Business,Island Co,2024-03-28
4574,8888,,Certificate in Caregiving,SLBFE Training Center,2016-02-16
4575,8891,,Certificate in Heavy Vehicle Operation,Apparel Solutions,2021-08-01
4576,8892,,Diploma in Business,VTA,2022-01-02
4577,8892,,Bachelor's Degree,SLBFE Training Center,2015-12-06
4578,8894,,Bachelor's Degree,NAITA,2023-05-25
4579,8896,,Certificate in Driving,VTA,2016-11-01
4580,8896,NVQ Level 5,,VTA,2021-12-23
4581,8897,,Certificate in IT,SLBFE Training Center,2016-08-04
4582,8899,NVQ Level 5,,VTA,2021-01-23
4583,8899,NVQ Level 1,,NAITA,2017-10-03
4584,8900,,Certificate in IT,VTA,2016-11-07
4585,8901,,Certificate in Plumbing,Island Plantations,2023-05-12
4586,8901,,Certificate in Masonry,Construction Pvt,2021-12-28
4587,8905,,Certificate in Driving,VTA,2019-12-17
4588,8909,,Diploma in Business,NAITA,2020-12-03
4589,8909,NVQ Level 3,,NAITA,2024-12-06
4590,8910,,Certificate in Hospitality,VTA,2021-02-17
4591,8911,NVQ Level 5,,SLBFE Training Center,2024-06-23
4592,8911,,Certificate in Driving,NAITA,2017-10-01
4593,8912,,Certificate in Sewing,SLBFE Training Center,2016-03-23
4594,8912,,Certificate in Accounting,TVEC,2015-11-16
4595,8918,,Certificate in Welding,VTA,2022-03-26
4596,8919,NVQ Level 4,,VTA,2023-07-04
4597,8919,,Master's Degree,SLBFE Training Center,2020-08-20
4598,8923,,Master's Degree,Lanka Plantations,2019-09-08
4599,8924,,Certificate in IT,NAITA,2017-08-05
4600,8924,NVQ Level 3,,NAITA,2018-12-27
4601,8929,,Diploma in IT,TVEC,2018-04-07
4602,8933,,Certificate in Driving,SLBFE Training Center,2024-08-03
4603,8933,,O/L,Ceylon Plantations,2017-09-01
4604,8934,,Certificate in Sewing,Island Pvt,2020-02-20
4605,8937,,O/L,TVEC,2019-12-13
4606,8942,,Certificate in Nursing,SLBFE Training Center,2024-12-14
4607,8942,,Certificate in IT,Tech Plantations,2024-10-07
4608,8944,,Certificate in Domestic Work,Construction Inc,2016-08-30
4609,8945,,O/L,TVEC,2023-10-22
4610,8947,,Bachelor's Degree,Lanka Group,2022-02-03
4611,8948,NVQ Level 2,,NAITA,2022-03-27
4612,8949,NVQ Level 3,,TVEC,2020-08-19
4613,8955,,Certificate in Nursing,TVEC,2019-08-20
4614,8955,,A/L,SLBFE Training Center,2017-09-10
4615,8957,,Diploma in IT,Gem Plantations,2021-06-04
4616,8957,,Diploma in IT,TVEC,2018-08-08
4617,8961,,Certificate in Hospitality,Tea Co,2016-10-16
4618,8961,NVQ Level 5,,VTA,2019-07-02
4619,8964,,Certificate in Heavy Vehicle Operation,Apparel Corp,2023-08-26
4620,8965,NVQ Level 3,,VTA,2025-07-14
4621,8965,,Certificate in Heavy Vehicle Operation,TVEC,2022-04-26
4622,8966,,O/L,NAITA,2016-02-07
4623,8966,,Certificate in Nursing,VTA,2018-07-07
4624,8967,,A/L,VTA,2017-01-18
4625,8968,,Diploma in IT,VTA,2023-11-08
4626,8969,,Certificate in Masonry,SLBFE Training Center,2023-11-02
4627,8971,NVQ Level 3,,TVEC,2017-02-27
4628,8971,,Certificate in Masonry,Gem Solutions,2023-10-12
4629,8975,,Certificate in Electrical Work,VTA,2017-06-04
4630,8977,NVQ Level 5,,SLBFE Training Center,2022-07-05
4631,8977,,Diploma in Hospitality,TVEC,2019-08-08
4632,8979,,Diploma in Nursing,SLBFE Training Center,2024-10-22
4633,8992,,Bachelor's Degree,TVEC,2019-05-07
4634,8997,,Diploma in Business,SLBFE Training Center,2023-08-14
4635,8998,NVQ Level 3,,NAITA,2022-04-16
4636,8998,,Certificate in Accounting,NAITA,2022-09-26
4637,8999,,Certificate in Carpentry,Island Group,2017-05-17
4638,8999,,Certificate in Masonry,TVEC,2018-06-11
4639,9000,,A/L,SLBFE Training Center,2017-01-08
4640,9002,,Certificate in Nursing,Tea Pvt,2021-02-09
4641,9003,NVQ Level 3,,SLBFE Training Center,2024-03-08
4642,9004,,Certificate in Carpentry,SLBFE Training Center,2024-02-25
4643,9006,,Certificate in Hospitality,VTA,2020-12-25
4644,9006,,Certificate in IT,TVEC,2025-05-15
4645,9007,,Certificate in Carpentry,NAITA,2017-09-30
4646,9009,,O/L,NAITA,2019-07-20
4647,9014,,A/L,TVEC,2018-12-06
4648,9015,,Master's Degree,NAITA,2015-11-28
4649,9015,,Certificate in Heavy Vehicle Operation,NAITA,2024-01-11
4650,9017,NVQ Level 5,,Apparel Enterprises,2025-02-14
4651,9021,,Diploma in Nursing,VTA,2019-07-28
4652,9023,,Certificate in Electrical Work,VTA,2021-10-15
