EmploymentID,PersonalID,EmploymentSector,Employer,Country,Occupation,StartDate,EndDate,DurationMonths
11337,9313,IT & Professional Services,Island Co,Qatar,Agricultural Worker,2020-07-29,2023-05-17,35
11338,9313,Facility Management,Island Inc,Romania,Agricultural Worker,2023-07-26,2024-12-12,17
11339,9314,Cleaning Services,Ceylon Co,United Arab Emirates,Shuttering Carpenter,2012-04-06,2014-01-01,22
11340,9314,Agriculture & Fishery,Tea Plantations,Qatar,Shuttering Carpenter,2015-06-06,2018-08-13,39
11341,9314,Engineering & Technical,Ceylon Pvt,Maldives,Shuttering Carpenter,2019-03-16,2024-10-04,68
11342,9316,Retail & Sales,Island Corp,Kuwait,Delivery Driver,2013-02-28,2021-04-14,99
11343,9316,Manufacturing,Tech Corp,South Korea,Delivery Driver,2022-07-06,2023-07-27,13
11344,9317,Engineering & Technical,Tech Pvt,Oman,Plumber,2014-05-19,2015-11-25,19
11345,9317,Manufacturing,Gem Corp,Kuwait,Plumber,2019-10-10,2023-11-03,50
11346,9318,Logistics & Warehousing,Construction Ltd,Malaysia,Cleaner,2010-11-03,2015-04-09,54
11347,9320,Retail & Sales,Sri Inc,Romania,Carpenter,2010-09-22,2013-04-09,31
11348,9320,Beauty & Personal Care,Tea Corp,Qatar,Carpenter,2016-07-23,2018-05-21,23
11349,9320,Facility Management,Hotel Pvt,Bahrain,Carpenter,2018-09-25,2022-10-30,50
11350,9321,Facility Management,Island Solutions,United Arab Emirates,Cleaner,2017-11-30,2022-08-06,57
11351,9321,Driving & Transportation,Island Ltd,United Arab Emirates,Cleaner,2023-03-21,2024-09-10,18
11352,9322,Driving & Transportation,Ceylon Group,Saudi Arabia,Driver,2020-01-28,2022-08-08,31
11353,9322,Logistics & Warehousing,Tea Plantations,Qatar,Driver,2024-01-03,2024-03-25,3
11354,9323,Facility Management,Sri Ltd,United Arab Emirates,Janitor,2019-01-18,2022-01-28,37
11355,9325,Education & Training,Tea Solutions,Saudi Arabia,Hotel Housekeeper,2013-02-14,2013-08-29,7
11356,9325,IT & Professional Services,Construction Co,Israel,Hotel Housekeeper,2015-01-19,2020-03-17,63
11357,9325,Engineering & Technical,Apparel Pvt,Oman,Hotel Housekeeper,2022-02-21,2022-08-28,7
11358,9326,Facility Management,Sri Ltd,Australia,Nurse,2022-04-11,2025-01-26,35
11359,9328,Facility Management,Tech Ltd,Saudi Arabia,Construction Supervisor,2013-11-11,2014-03-07,4
11360,9328,Domestic Services,Tech Corp,Qatar,Construction Supervisor,2014-08-23,2018-07-17,48
11361,9328,Domestic Services,Hotel Group,Kuwait,Construction Supervisor,2019-02-26,2021-08-10,30
11362,9330,Healthcare & Nursing,Construction Ltd,Kuwait,Maintenance Worker,2021-09-28,2023-04-20,19
11363,9331,Hospitality & Tourism,Hotel Plantations,Saudi Arabia,Construction Supervisor,2015-03-04,2016-02-27,12
11364,9331,Engineering & Technical,Gem Ltd,Kuwait,Construction Supervisor,2017-07-04,2018-07-13,13
11365,9331,Beauty & Personal Care,Tea Enterprises,Serbia,Construction Supervisor,2018-09-09,2021-09-17,37
11366,9333,Manufacturing,Lanka Pvt,Saudi Arabia,Delivery Driver,2022-01-07,2025-07-25,44
11367,9334,Logistics & Warehousing,Ceylon Pvt,Japan,Receptionist,2011-03-24,2012-11-07,20
11368,9334,Facility Management,Construction Corp,Saudi Arabia,Receptionist,2013-02-12,2013-04-19,3
11369,9334,Logistics & Warehousing,Gem Inc,Saudi Arabia,Receptionist,2014-02-18,2016-10-31,33
11370,9334,Domestic Services,Apparel Inc,Kuwait,Receptionist,2023-03-06,2023-03-12,1
11372,9336,Education & Training,Lanka Enterprises,Kuwait,Nurse,2019-11-29,2023-03-08,40
11373,9337,Manufacturing,Tea Group,Saudi Arabia,Janitor,2021-02-14,2021-09-30,8
11374,9337,Manufacturing,Tea Inc,Saudi Arabia,Janitor,2021-11-08,2024-07-22,33
11375,9338,Engineering & Technical,Apparel Corp,Kuwait,Domestic Worker,2016-11-11,2024-11-18,98
11376,9340,Facility Management,Apparel Ltd,Saudi Arabia,Nursing Assistant,2023-07-11,2023-10-08,3
11377,9340,Textile & Sewing,Sri Ltd,Qatar,Nursing Assistant,2023-11-15,2025-01-18,15
11378,9341,Engineering & Technical,Apparel Pvt,Saudi Arabia,Construction Helper,2013-08-25,2013-09-30,2
11379,9341,Healthcare & Nursing,Construction Ltd,Oman,Construction Helper,2016-05-16,2021-10-22,67
11380,9342,IT & Professional Services,Construction Pvt,Saudi Arabia,Construction Helper,2020-04-04,2025-01-25,59
11381,9343,IT & Professional Services,Hotel Inc,Oman,Sewing Machine Operator,2012-03-07,2012-09-28,7
11382,9343,Engineering & Technical,Island Inc,Romania,Sewing Machine Operator,2019-02-22,2020-03-19,14
11383,9343,Textile & Sewing,Island Enterprises,Jordan,Sewing Machine Operator,2022-03-02,2024-02-01,24
11384,9345,Engineering & Technical,Hotel Co,Malaysia,Nursing Assistant,2010-10-25,2014-02-17,41
11385,9345,Hospitality & Tourism,Lanka Co,Romania,Nursing Assistant,2018-10-26,2018-11-19,1
11386,9345,Hospitality & Tourism,Tech Co,Singapore,Nursing Assistant,2019-07-14,2025-03-01,69
11387,9346,Healthcare & Nursing,Tech Co,United Kingdom,Hairdresser,2019-11-21,2020-07-02,8
11389,9347,Manufacturing,Tech Ltd,Kuwait,Teacher Assistant,2012-02-03,2014-07-09,30
11390,9347,Healthcare & Nursing,Hotel Plantations,Qatar,Teacher Assistant,2023-09-12,2025-08-09,24
11391,9348,Driving & Transportation,Gem Group,Bahrain,Kitchen Helper,2012-09-23,2012-11-07,2
11392,9348,Driving & Transportation,Construction Corp,Qatar,Kitchen Helper,2013-01-12,2013-06-25,6
11393,9348,Agriculture & Fishery,Apparel Inc,Saudi Arabia,Kitchen Helper,2018-06-20,2018-12-08,6
11394,9348,Domestic Services,Construction Solutions,United Arab Emirates,Kitchen Helper,2024-02-29,2025-03-12,13
11395,9349,Cleaning Services,Ceylon Pvt,Saudi Arabia,Housemaid,2018-10-03,2019-06-22,9
11396,9350,Manufacturing,Lanka Solutions,Saudi Arabia,Welder,2016-10-10,2021-04-17,55
11397,9351,Domestic Services,Construction Plantations,Saudi Arabia,Agricultural Worker,2012-03-12,2012-07-22,5
11398,9351,Cleaning Services,Ceylon Plantations,United Arab Emirates,Agricultural Worker,2013-05-04,2015-06-05,26
11399,9351,Hospitality & Tourism,Ceylon Plantations,Saudi Arabia,Agricultural Worker,2015-10-15,2024-05-09,105
11400,9352,Hospitality & Tourism,Apparel Inc,Oman,Delivery Driver,2011-09-26,2018-01-03,77
11401,9352,Beauty & Personal Care,Gem Co,Maldives,Delivery Driver,2024-04-19,2025-05-16,14
11402,9353,Cleaning Services,Construction Co,Kuwait,General Labourer,2020-04-15,2020-06-22,3
11403,9354,Cleaning Services,Gem Inc,Saudi Arabia,Nurse,2010-09-23,2013-01-04,28
11404,9354,IT & Professional Services,Tech Corp,Kuwait,Nurse,2020-06-27,2021-08-13,14
11405,9354,Education & Training,Tea Group,Cyprus,Nurse,2023-09-12,2024-01-04,4
11406,9355,Security Services,Tech Co,United Arab Emirates,Accountant,2017-12-23,2019-01-28,14
11407,9355,Beauty & Personal Care,Construction Corp,Malaysia,Accountant,2021-05-05,2024-04-22,37
11408,9355,Healthcare & Nursing,Lanka Pvt,Serbia,Accountant,2024-08-09,2025-03-08,8
11409,9357,Cleaning Services,Ceylon Plantations,Hong Kong,Kitchen Helper,2013-05-22,2015-04-21,24
11410,9357,Driving & Transportation,Apparel Inc,Malaysia,Kitchen Helper,2016-04-29,2016-06-28,2
11411,9357,IT & Professional Services,Hotel Plantations,Canada,Kitchen Helper,2021-11-18,2022-01-08,2
11412,9361,Domestic Services,Sri Solutions,Qatar,Heavy Vehicle Operator,2015-11-03,2017-03-29,18
11413,9361,Cleaning Services,Hotel Plantations,Oman,Heavy Vehicle Operator,2023-08-29,2023-10-25,2
11415,9365,Domestic Services,Ceylon Solutions,Qatar,Janitor,2013-08-29,2013-09-06,1
11416,9365,Logistics & Warehousing,Apparel Inc,Saudi Arabia,Janitor,2013-11-16,2014-11-24,13
11417,9365,Security Services,Apparel Co,Saudi Arabia,Janitor,2015-04-20,2016-12-28,21
11418,9365,Hospitality & Tourism,Lanka Pvt,Canada,Janitor,2018-04-30,2024-11-30,81
11419,9367,Manufacturing,Hotel Plantations,Romania,Maintenance Worker,2018-11-10,2025-01-08,76
11420,9368,Hospitality & Tourism,Sri Inc,Qatar,Tailor,2019-02-27,2025-06-29,78
11421,9370,Construction,Ceylon Pvt,United Arab Emirates,Salesperson,2011-06-12,2011-09-27,4
11422,9370,Engineering & Technical,Tech Group,Lebanon,Salesperson,2012-07-25,2020-07-04,97
11423,9370,Engineering & Technical,Construction Plantations,Oman,Salesperson,2023-07-25,2025-01-16,19
11424,9371,Driving & Transportation,Tea Inc,Kuwait,Hairdresser,2012-04-09,2015-12-01,45
11425,9372,Manufacturing,Island Plantations,Saudi Arabia,Welder,2019-03-01,2023-04-30,51
11426,9375,Driving & Transportation,Island Pvt,Canada,Laundry Worker,2016-09-05,2019-11-26,40
11427,9376,Driving & Transportation,Tea Group,Saudi Arabia,Delivery Driver,2012-03-16,2013-04-07,13
11428,9376,Facility Management,Island Solutions,United Arab Emirates,Delivery Driver,2015-08-13,2021-12-12,78
11429,9376,Domestic Services,Island Enterprises,Jordan,Delivery Driver,2021-12-22,2022-01-17,1
11430,9377,Logistics & Warehousing,Apparel Inc,United Arab Emirates,Driver,2018-05-22,2019-11-15,19
11431,9377,Driving & Transportation,Ceylon Enterprises,Saudi Arabia,Driver,2022-03-30,2023-12-27,22
11433,9380,Retail & Sales,Gem Plantations,Cyprus,Factory Worker,2019-07-11,2019-12-23,6
11434,9380,Cleaning Services,Tech Corp,Kuwait,Factory Worker,2020-11-05,2021-01-30,3
11435,9380,Domestic Services,Island Solutions,Kuwait,Factory Worker,2024-03-15,2024-06-27,4
11436,9381,Education & Training,Apparel Pvt,Saudi Arabia,Delivery Driver,2016-03-03,2016-04-09,2
11437,9381,Education & Training,Hotel Co,United Arab Emirates,Delivery Driver,2016-12-15,2017-05-04,5
11438,9381,Healthcare & Nursing,Construction Inc,Romania,Delivery Driver,2018-02-02,2023-07-21,67
11439,9382,Construction,Sri Plantations,Russia,Construction Helper,2011-02-24,2012-12-01,22
11440,9382,Healthcare & Nursing,Construction Plantations,Saudi Arabia,Construction Helper,2013-07-11,2019-04-20,71
11441,9382,Cleaning Services,Hotel Plantations,Jordan,Construction Helper,2023-01-07,2023-03-13,3
11442,9384,Domestic Services,Lanka Co,Oman,Forklift Operator,2018-12-14,2024-11-16,73
11443,9385,Driving & Transportation,Lanka Co,Kuwait,House Driver,2015-03-16,2015-07-24,5
11444,9385,IT & Professional Services,Island Pvt,Qatar,House Driver,2015-11-28,2016-02-21,3
11445,9385,Beauty & Personal Care,Hotel Corp,Romania,House Driver,2016-08-23,2022-06-02,71
11446,9390,Driving & Transportation,Tech Ltd,United Arab Emirates,Driver,2011-03-01,2012-05-23,15
11447,9390,Driving & Transportation,Ceylon Pvt,Qatar,Driver,2017-08-06,2020-06-09,35
11448,9391,Cleaning Services,Sri Inc,Saudi Arabia,Construction Helper,2011-03-16,2021-08-11,127
11449,9392,Domestic Services,Gem Inc,Saudi Arabia,Heavy Vehicle Operator,2015-11-08,2018-04-04,30
11450,9392,Hospitality & Tourism,Tech Co,Saudi Arabia,Heavy Vehicle Operator,2022-06-19,2022-06-29,1
11451,9392,Logistics & Warehousing,Construction Solutions,Qatar,Heavy Vehicle Operator,2022-07-31,2023-01-13,6
11452,9393,Education & Training,Lanka Co,Saudi Arabia,Carpenter,2017-03-14,2022-09-12,67
11453,9394,Retail & Sales,Lanka Ltd,Saudi Arabia,Accountant,2011-10-12,2020-05-20,105
11454,9395,Hospitality & Tourism,Tech Co,Saudi Arabia,Construction Supervisor,2011-05-24,2018-07-19,88
11455,9395,Facility Management,Construction Enterprises,South Korea,Construction Supervisor,2020-01-23,2024-01-16,49
11457,9397,IT & Professional Services,Tech Corp,Saudi Arabia,Technician,2020-03-07,2023-05-15,39
11458,9397,Healthcare & Nursing,Construction Inc,Saudi Arabia,Technician,2023-11-29,2024-10-02,11
11459,9400,Education & Training,Apparel Plantations,Maldives,Accountant,2020-05-02,2020-06-07,2
11460,9400,Healthcare & Nursing,Gem Co,Kuwait,Accountant,2020-10-15,2024-06-14,45
11461,9401,Manufacturing,Tech Plantations,Saudi Arabia,Technician,2012-12-16,2016-06-05,43
11462,9401,Healthcare & Nursing,Tea Enterprises,Japan,Technician,2019-02-02,2020-09-26,21
11463,9402,Security Services,Sri Ltd,Saudi Arabia,Construction Helper,2015-05-12,2015-10-05,5
11464,9402,Security Services,Island Pvt,Canada,Construction Helper,2016-06-19,2017-06-13,12
11465,9402,Manufacturing,Apparel Group,Kuwait,Construction Helper,2018-09-21,2023-04-16,56
11466,9402,Security Services,Apparel Pvt,United Kingdom,Construction Helper,2023-11-21,2024-09-15,10
11467,9404,Domestic Services,Island Co,Israel,Caregiver,2015-01-25,2015-12-24,12
11468,9404,Domestic Services,Hotel Ltd,Kuwait,Caregiver,2016-06-26,2018-03-08,21
11469,9404,Domestic Services,Tea Ltd,Kuwait,Caregiver,2020-05-01,2022-07-08,27
11470,9405,IT & Professional Services,Hotel Plantations,Jordan,Hotel Housekeeper,2011-12-28,2018-03-25,76
11471,9408,Engineering & Technical,Tech Plantations,Maldives,Accountant,2023-02-07,2024-02-16,13
11472,9409,Facility Management,Ceylon Corp,Jordan,General Labourer,2011-09-14,2012-03-21,7
11473,9409,Hospitality & Tourism,Tea Pvt,Qatar,General Labourer,2013-05-13,2014-12-04,19
11474,9409,Manufacturing,Island Plantations,Romania,General Labourer,2020-11-13,2022-12-08,26
11475,9409,Domestic Services,Tea Plantations,United Arab Emirates,General Labourer,2023-09-04,2025-01-19,17
11476,9411,Facility Management,Hotel Solutions,Maldives,Logistics Coordinator,2011-05-29,2013-05-04,24
11477,9417,Domestic Services,Construction Corp,United Arab Emirates,Housemaid,2011-04-23,2011-06-11,2
11478,9417,Domestic Services,Island Pvt,Saudi Arabia,Housemaid,2012-01-17,2019-07-10,92
11479,9417,Domestic Services,Lanka Group,Qatar,Housemaid,2019-07-14,2019-09-07,2
11480,9417,Domestic Services,Apparel Solutions,Saudi Arabia,Housemaid,2019-10-29,2023-01-12,40
11481,9418,Cleaning Services,Gem Inc,Kuwait,Housemaid,2021-12-07,2022-07-11,8
11482,9420,Agriculture & Fishery,Island Co,Saudi Arabia,General Labourer,2021-07-01,2023-01-10,19
11483,9423,Cleaning Services,Tea Inc,Kuwait,Construction Supervisor,2021-06-20,2021-08-12,2
11484,9423,Logistics & Warehousing,Gem Inc,Saudi Arabia,Construction Supervisor,2021-11-26,2021-12-19,1
11485,9426,Hospitality & Tourism,Hotel Co,Romania,Heavy Vehicle Operator,2020-03-18,2020-12-21,10
11486,9426,Facility Management,Apparel Pvt,United Arab Emirates,Heavy Vehicle Operator,2021-01-18,2021-08-26,8
11487,9426,Logistics & Warehousing,Sri Enterprises,Saudi Arabia,Heavy Vehicle Operator,2023-02-21,2025-07-03,29
11488,9429,Healthcare & Nursing,Tea Inc,Saudi Arabia,Domestic Worker,2018-09-23,2023-03-11,55
11489,9430,Agriculture & Fishery,Apparel Corp,Saudi Arabia,Agricultural Worker,2015-11-15,2016-01-01,2
11490,9430,Cleaning Services,Lanka Inc,Qatar,Agricultural Worker,2018-01-13,2025-08-05,93
11491,9433,Logistics & Warehousing,Hotel Inc,Saudi Arabia,Driver,2013-09-08,2022-03-28,105
11492,9434,Security Services,Apparel Plantations,Qatar,Delivery Driver,2024-02-26,2024-11-09,9
11493,9435,Domestic Services,Construction Corp,United Arab Emirates,Housemaid,2012-10-16,2021-04-27,104
11494,9436,Construction,Lanka Plantations,Saudi Arabia,Technician,2010-10-18,2011-11-14,14
11495,9436,Hospitality & Tourism,Ceylon Ltd,Saudi Arabia,Technician,2013-02-13,2016-11-01,46
11496,9436,Beauty & Personal Care,Construction Inc,Saudi Arabia,Technician,2019-12-30,2023-02-20,39
11497,9436,Textile & Sewing,Hotel Pvt,United Arab Emirates,Technician,2023-05-26,2023-06-26,2
11498,9438,Engineering & Technical,Construction Pvt,Bahrain,Administrative Assistant,2017-05-12,2017-08-18,4
11499,9441,Cleaning Services,Tea Plantations,Turkey,Tailor,2021-08-29,2023-07-05,23
11500,9443,Manufacturing,Apparel Inc,Kuwait,Fishery Worker,2018-04-13,2019-07-28,16
11501,9447,Driving & Transportation,Ceylon Pvt,Saudi Arabia,Logistics Coordinator,2011-05-17,2012-09-10,17
11502,9447,Driving & Transportation,Apparel Corp,Kuwait,Logistics Coordinator,2013-06-25,2014-03-09,9
11503,9447,Driving & Transportation,Tech Group,South Korea,Logistics Coordinator,2015-08-06,2021-05-11,71
11504,9448,Manufacturing,Tech Corp,Singapore,Tailor,2020-11-19,2022-04-22,18
11505,9449,Garment & Apparel,Tea Enterprises,Saudi Arabia,Construction Helper,2011-11-24,2019-09-26,96
11506,9450,Facility Management,Sri Corp,United Arab Emirates,Mason,2012-07-17,2014-09-15,27
11507,9450,Facility Management,Sri Group,Saudi Arabia,Mason,2014-09-27,2021-02-16,78
11508,9450,Beauty & Personal Care,Hotel Pvt,Bahrain,Mason,2022-08-21,2023-03-15,7
11509,9453,Facility Management,Lanka Enterprises,Canada,Packing Worker,2023-07-17,2024-11-05,16
11510,9455,Domestic Services,Sri Group,Qatar,Caregiver,2020-06-14,2022-07-11,26
11511,9456,Textile & Sewing,Apparel Corp,Saudi Arabia,General Labourer,2016-04-29,2016-12-29,9
11512,9456,Manufacturing,Tea Enterprises,Cyprus,General Labourer,2017-12-18,2023-04-03,65
11513,9458,Construction,Apparel Inc,Russia,Construction Supervisor,2016-09-02,2018-05-11,21
11514,9458,Garment & Apparel,Gem Enterprises,Kuwait,Construction Supervisor,2021-08-02,2023-10-30,28
11515,9459,Cleaning Services,Gem Pvt,Romania,Kitchen Helper,2011-05-31,2024-09-27,163
11516,9461,Facility Management,Ceylon Pvt,Bahrain,Teacher Assistant,2021-01-02,2023-04-29,29
11517,9462,Security Services,Construction Plantations,Romania,Carpenter,2019-05-20,2019-07-27,3
11518,9462,Construction,Tea Enterprises,Malaysia,Carpenter,2021-04-27,2022-01-25,10
11519,9464,Agriculture & Fishery,Construction Ltd,Serbia,Administrative Assistant,2022-01-29,2024-01-30,25
11520,9466,IT & Professional Services,Apparel Group,Saudi Arabia,Tailor,2019-01-08,2019-02-21,2
11521,9467,IT & Professional Services,Gem Corp,Romania,Logistics Coordinator,2017-07-23,2021-03-12,45
11522,9468,Security Services,Tech Pvt,Malaysia,Carpenter,2011-05-14,2011-06-05,1
11523,9468,Beauty & Personal Care,Hotel Group,Qatar,Carpenter,2012-02-27,2015-12-21,47
11524,9468,Garment & Apparel,Ceylon Inc,United Arab Emirates,Carpenter,2022-08-30,2024-04-29,21
11525,9472,Driving & Transportation,Apparel Plantations,Saudi Arabia,Driver,2023-06-02,2024-01-31,9
11526,9472,Driving & Transportation,Lanka Inc,Saudi Arabia,Driver,2024-02-08,2024-10-24,9
11527,9474,Facility Management,Ceylon Solutions,Qatar,Technician,2018-08-03,2021-03-25,33
11528,9476,Healthcare & Nursing,Ceylon Ltd,Saudi Arabia,Plumber,2012-02-12,2013-07-23,18
11529,9476,Hospitality & Tourism,Apparel Inc,Kuwait,Plumber,2021-05-07,2021-12-29,8
11531,9480,Construction,Sri Ltd,Bahrain,Beautician,2011-04-06,2013-10-20,31
11532,9480,Cleaning Services,Lanka Group,Saudi Arabia,Beautician,2014-02-15,2015-10-11,21
11533,9480,Education & Training,Sri Plantations,Oman,Beautician,2016-04-19,2018-02-23,23
11534,9480,Driving & Transportation,Hotel Co,Qatar,Beautician,2020-12-07,2020-12-27,1
11535,9482,Domestic Services,Lanka Corp,Saudi Arabia,Housemaid,2012-04-09,2015-02-19,35
11536,9483,Hospitality & Tourism,Lanka Group,United Arab Emirates,Warehouse Worker,2011-04-16,2012-04-10,12
11537,9483,Manufacturing,Ceylon Inc,Qatar,Warehouse Worker,2018-12-29,2023-05-09,54
11538,9485,Logistics & Warehousing,Apparel Enterprises,Saudi Arabia,Machine Operator,2019-09-21,2020-02-24,6
11539,9485,IT & Professional Services,Ceylon Plantations,Kuwait,Machine Operator,2020-07-17,2023-12-30,43
11540,9492,Engineering & Technical,Tech Ltd,Kuwait,Carpenter,2021-11-21,2024-02-13,28
11541,9495,Driving & Transportation,Tea Corp,United Arab Emirates,General Labourer,2019-10-05,2021-11-15,26
11542,9497,Logistics & Warehousing,Hotel Ltd,Saudi Arabia,Driver,2013-10-28,2015-12-29,27
11543,9497,Driving & Transportation,Sri Plantations,Saudi Arabia,Driver,2018-07-08,2022-01-08,43
11544,9498,Domestic Services,Tech Plantations,Kuwait,Caregiver,2024-04-28,2025-08-21,16
11545,9499,Construction,Gem Ltd,South Korea,Domestic Worker,2017-12-21,2024-01-05,74
11546,9502,Cleaning Services,Apparel Ltd,Qatar,Housemaid,2017-01-05,2018-12-06,24
11547,9502,Cleaning Services,Ceylon Plantations,United Arab Emirates,Housemaid,2020-10-16,2024-06-16,45
11548,9504,Logistics & Warehousing,Tea Inc,Kuwait,Shuttering Carpenter,2019-01-06,2019-04-12,4
11549,9505,Engineering & Technical,Gem Enterprises,Jordan,Janitor,2010-10-29,2010-10-31,1
11550,9505,Driving & Transportation,Tea Corp,Saudi Arabia,Janitor,2017-08-22,2022-07-12,60
11551,9508,Construction,Construction Corp,South Korea,Administrative Assistant,2012-11-12,2013-10-22,12
11552,9508,Engineering & Technical,Tea Group,Saudi Arabia,Administrative Assistant,2014-06-07,2014-11-18,6
11553,9508,Engineering & Technical,Tea Ltd,Kuwait,Administrative Assistant,2015-01-30,2017-09-14,32
11554,9508,Construction,Sri Plantations,Saudi Arabia,Administrative Assistant,2019-10-19,2025-03-28,67
11555,9510,Security Services,Ceylon Corp,United Arab Emirates,Gardener,2013-03-01,2013-05-18,3
11556,9510,Hospitality & Tourism,Lanka Corp,Maldives,Gardener,2014-02-19,2017-10-01,44
11557,9510,Manufacturing,Gem Co,Qatar,Gardener,2021-04-12,2024-07-25,40
11558,9511,Logistics & Warehousing,Sri Plantations,United Arab Emirates,Driver,2011-11-09,2012-04-13,6
11559,9511,Driving & Transportation,Hotel Group,Qatar,Driver,2018-08-18,2018-12-18,5
11560,9511,Driving & Transportation,Island Plantations,Qatar,Driver,2019-08-07,2019-11-08,4
11561,9511,Logistics & Warehousing,Gem Pvt,Qatar,Driver,2019-12-09,2024-04-05,53
11562,9512,Construction,Apparel Ltd,Maldives,Accountant,2010-12-16,2015-10-25,60
11563,9512,Garment & Apparel,Lanka Plantations,Kuwait,Accountant,2017-08-06,2021-03-06,44
11564,9513,Cleaning Services,Construction Inc,Maldives,Room Attendant,2014-06-20,2020-02-23,70
11565,9517,Logistics & Warehousing,Apparel Co,Saudi Arabia,Delivery Driver,2017-07-12,2017-07-13,1
11566,9517,Education & Training,Hotel Pvt,Saudi Arabia,Delivery Driver,2019-10-04,2021-03-28,19
11567,9517,Beauty & Personal Care,Tea Plantations,Qatar,Delivery Driver,2022-02-18,2024-07-24,30
11568,9518,Garment & Apparel,Lanka Plantations,United Arab Emirates,Beautician,2013-08-21,2013-09-15,1
11569,9518,Security Services,Construction Group,United Arab Emirates,Beautician,2014-09-18,2018-01-07,41
11570,9518,Engineering & Technical,Tech Solutions,Saudi Arabia,Beautician,2020-12-14,2024-06-12,43
11571,9520,Education & Training,Ceylon Plantations,Qatar,Cleaner,2014-01-19,2018-03-03,51
11572,9522,Education & Training,Tea Solutions,Seychelles,Cook,2011-02-10,2017-10-26,82
11574,9523,Driving & Transportation,Tea Group,Saudi Arabia,Nurse,2019-02-08,2025-06-12,78
11575,9524,Engineering & Technical,Ceylon Group,Seychelles,Heavy Vehicle Operator,2011-01-06,2011-11-01,10
11576,9525,Logistics & Warehousing,Ceylon Enterprises,Bahrain,Kitchen Helper,2017-07-10,2020-09-27,40
11577,9525,Education & Training,Tech Co,Malaysia,Kitchen Helper,2020-12-12,2024-02-21,39
11578,9526,Agriculture & Fishery,Hotel Plantations,New Zealand,Construction Helper,2014-07-04,2015-10-22,16
11581,9529,Engineering & Technical,Island Pvt,South Korea,Tailor,2017-02-07,2017-08-23,7
11582,9531,Security Services,Island Group,Turkey,Nursing Assistant,2015-11-11,2017-12-15,26
11583,9531,Engineering & Technical,Sri Ltd,Hong Kong,Nursing Assistant,2018-10-03,2024-12-01,76
11584,9532,Engineering & Technical,Hotel Enterprises,Saudi Arabia,Forklift Operator,2024-07-17,2025-06-14,12
11586,9535,Beauty & Personal Care,Lanka Corp,United Arab Emirates,Bar Bender,2013-12-06,2014-03-31,4
11587,9535,Security Services,Construction Group,Saudi Arabia,Bar Bender,2014-08-05,2015-07-30,12
11588,9535,Healthcare & Nursing,Lanka Enterprises,Cyprus,Bar Bender,2021-09-22,2021-10-20,1
11589,9535,Garment & Apparel,Sri Solutions,Hong Kong,Bar Bender,2021-11-22,2022-02-14,3
11590,9536,Construction,Ceylon Group,Saudi Arabia,Gardener,2021-03-05,2021-03-21,1
11591,9537,Domestic Services,Apparel Pvt,Kuwait,Housemaid,2012-09-13,2018-01-06,65
11592,9538,Beauty & Personal Care,Lanka Corp,Saudi Arabia,Hotel Housekeeper,2022-07-10,2025-03-21,33
11593,9539,Driving & Transportation,Sri Group,Saudi Arabia,Driver,2012-03-14,2018-03-26,74
11594,9539,Logistics & Warehousing,Tea Solutions,United Arab Emirates,Driver,2018-10-29,2022-01-04,39
11595,9540,Facility Management,Construction Corp,Kuwait,Construction Helper,2018-08-26,2020-03-05,19
11596,9541,Hospitality & Tourism,Island Group,Saudi Arabia,Logistics Coordinator,2013-01-10,2015-01-21,25
11597,9541,Domestic Services,Lanka Corp,Kuwait,Logistics Coordinator,2015-09-26,2016-08-06,11
11598,9541,Retail & Sales,Island Solutions,Kuwait,Logistics Coordinator,2016-12-06,2018-06-03,19
11599,9541,Driving & Transportation,Tech Plantations,New Zealand,Logistics Coordinator,2021-04-30,2025-08-25,53
11600,9544,Logistics & Warehousing,Sri Corp,Maldives,Domestic Worker,2015-04-22,2015-05-22,1
11601,9544,Textile & Sewing,Construction Enterprises,United Arab Emirates,Domestic Worker,2017-05-28,2021-02-21,46
11602,9548,Manufacturing,Gem Ltd,Maldives,Nursing Assistant,2017-04-10,2017-05-25,2
11603,9548,Logistics & Warehousing,Apparel Group,Japan,Nursing Assistant,2018-08-18,2019-03-24,8
11604,9548,Hospitality & Tourism,Ceylon Plantations,Saudi Arabia,Nursing Assistant,2019-07-12,2019-10-02,3
11605,9548,IT & Professional Services,Construction Enterprises,Kuwait,Nursing Assistant,2022-01-02,2024-10-17,34
11606,9550,Driving & Transportation,Island Co,Saudi Arabia,Driver,2023-07-11,2023-09-03,2
11607,9550,Driving & Transportation,Tea Solutions,Saudi Arabia,Driver,2024-08-07,2024-11-16,4
11608,9551,Engineering & Technical,Hotel Co,Maldives,Domestic Worker,2019-02-05,2022-01-20,36
11609,9553,Hospitality & Tourism,Gem Enterprises,Qatar,Delivery Driver,2013-03-11,2013-09-24,7
11610,9555,Education & Training,Island Enterprises,South Korea,Laundry Worker,2022-06-20,2022-12-29,7
11611,9556,Hospitality & Tourism,Tea Enterprises,Qatar,Domestic Worker,2013-03-03,2014-10-11,20
11612,9556,Driving & Transportation,Construction Plantations,Saudi Arabia,Domestic Worker,2021-03-16,2024-12-07,46
11614,9558,Domestic Services,Ceylon Group,Kuwait,Engineer,2023-05-08,2023-10-07,6
11615,9563,Garment & Apparel,Lanka Inc,United Arab Emirates,Technician,2013-03-23,2013-03-26,1
