HigherEduID,PersonalID,QualificationType,CourseName,University,Year,Result
1208,6878,Diploma,Hospitality Global,University of Colombo,2015,Merit
1209,6900,Higher Diploma,Nursing Elite,University of Ruhuna,1984,First Class
1210,6902,Diploma,Accounting National,University of Ruhuna,2002,
1211,6911,BSc,Computer Science National,University of Sri Jayewardenepura,1998,Pass
1212,6911,BA,Hospitality International,University of Kelaniya,2010,
1213,6913,BSc,Hospitality Global,University of Jaffna,1992,Second Upper
1214,6918,BSc,Nursing Elite,University of Peradeniya,2006,Second Upper
1215,6919,MSc,Hospitality International,University of Colombo,1994,Second Lower
1216,6919,BA,Engineering Tech,University of Peradeniya,2021,Second Upper
1217,6925,BA,Computer Science International,University of Colombo,2006,Merit
1218,6925,BA,Business Advanced,Open University of Sri Lanka,2021,
1219,6929,BSc,Accounting Tech,University of Kelaniya,1996,Second Upper
1220,6943,BSc,Engineering Tech,University of Kelaniya,2016,First Class
1221,6945,Higher Diploma,Hospitality International,Eastern University,1987,Merit
1222,6945,MSc,Engineering National,University of Colombo,1988,Second Lower
1223,6958,MSc,Computer Science Elite,University of Moratuwa,2009,Pass
1224,6962,MSc,Accounting Tech,University of Kelaniya,2001,Second Lower
1225,6966,MSc,Computer Science National,University of Ruhuna,2008,Merit
1226,6967,Higher Diploma,Business Advanced,University of Jaffna,1997,
1227,6971,Diploma,Business Tech,Eastern University,2024,First Class
1228,6971,Higher Diploma,Engineering Elite,University of Jaffna,2021,Second Upper
1229,6972,Diploma,Computer Science Elite,Eastern University,2018,Pass
1230,6985,Diploma,Computer Science Global,Eastern University,2005,Second Upper
1231,6991,Diploma,Accounting Premier,University of Peradeniya,1989,
1232,6998,BSc,Nursing Global,University of Moratuwa,1992,First Class
1233,7000,Diploma,Engineering Premier,University of Kelaniya,2000,First Class
1234,7006,BSc,Accounting Elite,University of Kelaniya,1992,Second Lower
1235,7006,BSc,Hospitality Advanced,University of Peradeniya,2008,Merit
1236,7017,BA,Computer Science Global,Eastern University,1996,Pass
1237,7021,Higher Diploma,Computer Science Global,University of Peradeniya,2020,
1238,7027,BA,Nursing Elite,University of Ruhuna,1982,Second Lower
1239,7032,BSc,Engineering Elite,Eastern University,1985,First Class
1240,7049,Diploma,Hospitality Advanced,Eastern University,2012,First Class
1241,7050,BA,Computer Science Tech,University of Sri Jayewardenepura,1985,Second Lower
1242,7051,Diploma,Nursing National,Open University of Sri Lanka,1982,First Class
1243,7065,Higher Diploma,Accounting International,University of Peradeniya,2002,Merit
1244,7071,Higher Diploma,Nursing Elite,University of Jaffna,1999,Pass
1245,7076,BSc,Business Advanced,University of Moratuwa,1989,Pass
1246,7080,Higher Diploma,Engineering Global,Open University of Sri Lanka,2008,Merit
1247,7085,BSc,Computer Science Elite,University of Jaffna,2016,Second Upper
1248,7086,MSc,Accounting Tech,Open University of Sri Lanka,2014,
1249,7087,Higher Diploma,Nursing Advanced,University of Ruhuna,1982,Pass
1250,7096,Diploma,Accounting Tech,University of Kelaniya,2016,First Class
1251,7097,MSc,Accounting Premier,University of Peradeniya,1991,Pass
1252,7099,BSc,Computer Science Tech,Eastern University,2017,Pass
1253,7103,MSc,Engineering Global,Eastern University,1989,Second Lower
1254,7103,Diploma,Computer Science Advanced,University of Sri Jayewardenepura,1992,First Class
1255,7122,Diploma,Nursing International,University of Ruhuna,2007,Second Upper
1256,7126,BSc,Engineering Elite,University of Peradeniya,2002,Second Lower
1257,7126,Higher Diploma,Business Elite,University of Jaffna,2000,First Class
1258,7130,MSc,Engineering Advanced,Eastern University,1997,Second Upper
1259,7132,Diploma,Business Global,University of Kelaniya,2025,Second Lower
1260,7140,BSc,Hospitality Elite,University of Moratuwa,2005,Merit
1261,7154,BSc,Engineering Premier,University of Kelaniya,2020,
1262,7155,Higher Diploma,Accounting International,Sabaragamuwa University of Sri Lanka,1994,Pass
1263,7180,MSc,Business Global,University of Ruhuna,2019,First Class
1264,7186,BSc,Engineering National,University of Kelaniya,2023,Merit
1265,7187,Higher Diploma,Engineering Elite,University of Colombo,2017,Second Lower
1266,7193,Higher Diploma,Accounting Elite,University of Sri Jayewardenepura,2008,Second Lower
1267,7193,BSc,Nursing Elite,Eastern University,1997,First Class
1268,7193,MSc,Hospitality Elite,University of Sri Jayewardenepura,1986,
1269,7195,Higher Diploma,Computer Science Elite,University of Ruhuna,2005,Merit
1270,7207,Higher Diploma,Engineering Advanced,Sabaragamuwa University of Sri Lanka,2002,Merit
1271,7207,BSc,Nursing National,Sabaragamuwa University of Sri Lanka,2015,First Class
1272,7210,BA,Accounting Global,Open University of Sri Lanka,2022,
1273,7215,MSc,Accounting International,University of Peradeniya,1988,Pass
1274,7215,Higher Diploma,Nursing Global,Open University of Sri Lanka,2009,Pass
1275,7237,Higher Diploma,Nursing National,University of Jaffna,1980,
1276,7243,BSc,Business Advanced,Open University of Sri Lanka,1988,Second Lower
1277,7252,Diploma,Engineering Global,Open University of Sri Lanka,2010,Merit
1278,7258,Diploma,Engineering National,Open University of Sri Lanka,2018,Second Lower
1279,7270,BSc,Accounting Advanced,University of Kelaniya,2023,
1280,7271,BA,Hospitality Premier,University of Kelaniya,2006,Second Lower
1281,7284,BSc,Accounting National,University of Peradeniya,1981,Second Upper
1282,7284,Diploma,Engineering Elite,University of Moratuwa,1992,Merit
1283,7286,BA,Computer Science National,University of Ruhuna,1983,
1284,7286,Higher Diploma,Accounting National,University of Colombo,1989,Merit
1285,7286,Higher Diploma,Nursing International,Open University of Sri Lanka,2013,Pass
1286,7288,Higher Diploma,Nursing Global,Eastern University,2018,Pass
1287,7289,Diploma,Business International,University of Moratuwa,1998,Second Upper
1288,7294,Diploma,Engineering Elite,University of Moratuwa,2004,Second Upper
1289,7295,Diploma,Business Advanced,Open University of Sri Lanka,2018,Second Upper
1290,7297,MSc,Nursing Elite,University of Colombo,2001,Pass
1291,7300,BSc,Hospitality Advanced,University of Kelaniya,2000,Second Lower
1292,7300,BSc,Accounting Global,University of Kelaniya,2015,First Class
1293,7301,MSc,Business Tech,University of Jaffna,2004,
1294,7303,MSc,Computer Science Premier,University of Colombo,2017,Second Lower
1295,7312,BSc,Accounting Premier,University of Peradeniya,2010,Second Lower
1296,7320,MSc,Accounting Tech,Open University of Sri Lanka,2003,First Class
1297,7321,Higher Diploma,Business National,University of Moratuwa,1992,
1298,7340,BA,Computer Science Elite,University of Sri Jayewardenepura,2024,
1299,7353,BSc,Computer Science Advanced,University of Sri Jayewardenepura,2005,
1300,7363,Higher Diploma,Hospitality Global,Sabaragamuwa University of Sri Lanka,1986,Second Upper
1301,7363,Diploma,Business Tech,University of Sri Jayewardenepura,1994,Merit
1302,7364,Diploma,Nursing Advanced,Open University of Sri Lanka,1996,Pass
1303,7366,Diploma,Nursing Global,University of Kelaniya,2012,Merit
1304,7395,Higher Diploma,Business Global,University of Sri Jayewardenepura,2008,First Class
1305,7412,MSc,Nursing Elite,University of Peradeniya,2002,Pass
1306,7417,BSc,Computer Science Elite,Eastern University,1986,Merit
1307,7424,BA,Business International,University of Moratuwa,2009,Pass
1308,7448,MSc,Hospitality National,University of Kelaniya,2003,
1309,7461,MSc,Accounting Advanced,University of Peradeniya,1999,Merit
1310,7461,Diploma,Accounting Advanced,University of Jaffna,2008,Merit
1311,7466,BSc,Nursing Tech,University of Ruhuna,2014,Second Lower
1312,7467,Higher Diploma,Hospitality Advanced,Sabaragamuwa University of Sri Lanka,1986,Second Lower
1313,7474,Higher Diploma,Business Advanced,University of Ruhuna,2001,First Class
1314,7475,BSc,Computer Science National,Open University of Sri Lanka,1988,First Class
1315,7482,BA,Engineering Elite,University of Moratuwa,2003,First Class
1316,7482,Diploma,Engineering Tech,University of Jaffna,2020,Merit
1317,7487,BSc,Business National,University of Colombo,1982,
1318,7496,Diploma,Nursing Premier,Open University of Sri Lanka,2006,Second Lower
1319,7496,BA,Hospitality Tech,University of Colombo,1990,First Class
1320,7496,BSc,Computer Science Global,Eastern University,1987,Pass
1321,7504,MSc,Nursing Tech,Open University of Sri Lanka,1988,Merit
1322,7504,MSc,Business Elite,University of Ruhuna,2018,Pass
1323,7504,BA,Business International,University of Kelaniya,1990,First Class
1324,7505,BSc,Hospitality Elite,Sabaragamuwa University of Sri Lanka,1999,
1325,7508,MSc,Business Global,University of Peradeniya,1999,Second Lower
1326,7510,Diploma,Engineering Elite,Eastern University,1988,Merit
1327,7514,BSc,Engineering Premier,University of Jaffna,1993,Second Lower
1328,7515,Diploma,Engineering Premier,University of Moratuwa,2009,Second Upper
1329,7520,BA,Nursing Global,Eastern University,1990,Second Lower
1330,7526,BSc,Engineering Elite,University of Jaffna,2006,Merit
1331,7532,MSc,Hospitality National,University of Peradeniya,1995,Pass
1332,7532,Higher Diploma,Nursing Tech,Eastern University,1987,Merit
1333,7535,Diploma,Computer Science Elite,Open University of Sri Lanka,1982,Pass
1334,7538,BSc,Business Elite,Eastern University,1988,First Class
1335,7550,MSc,Engineering Tech,University of Colombo,1982,Pass
1336,7553,BSc,Nursing Global,University of Colombo,1985,Merit
1337,7558,BA,Engineering Tech,University of Sri Jayewardenepura,2000,Second Lower
1338,7560,BA,Hospitality Tech,University of Ruhuna,2002,Merit
1339,7560,BA,Nursing International,University of Peradeniya,2009,Merit
1340,7568,BA,Business International,University of Colombo,1993,Pass
1341,7571,BA,Computer Science Tech,University of Jaffna,2011,Second Lower
1342,7577,Diploma,Business Premier,Eastern University,2013,First Class
1343,7578,Diploma,Hospitality National,University of Sri Jayewardenepura,1989,
1344,7585,BSc,Accounting Premier,University of Colombo,2015,Second Lower
1345,7602,MSc,Nursing Elite,Sabaragamuwa University of Sri Lanka,1991,Merit
1346,7618,Higher Diploma,Computer Science Global,University of Kelaniya,1998,Pass
1347,7630,Higher Diploma,Computer Science Advanced,Eastern University,1997,Second Lower
1348,7631,BA,Hospitality National,University of Sri Jayewardenepura,2015,Pass
1349,7638,Higher Diploma,Business Advanced,University of Kelaniya,2012,Merit
1350,7638,Higher Diploma,Nursing Elite,Open University of Sri Lanka,1993,
1351,7641,MSc,Engineering Advanced,University of Ruhuna,1990,
1352,7641,Higher Diploma,Accounting National,Sabaragamuwa University of Sri Lanka,2017,First Class
1353,7643,MSc,Engineering Premier,University of Colombo,2025,Merit
1354,7647,Higher Diploma,Nursing Elite,University of Peradeniya,2002,
1355,7647,BA,Engineering Premier,University of Kelaniya,2011,Merit
1356,7663,BSc,Engineering Advanced,University of Colombo,2023,Merit
1357,7672,MSc,Engineering Premier,University of Sri Jayewardenepura,2002,Second Upper
1358,7672,BA,Accounting Global,University of Peradeniya,2007,Second Upper
1359,7672,Higher Diploma,Computer Science Advanced,Open University of Sri Lanka,2005,Merit
1360,7675,Diploma,Hospitality National,University of Ruhuna,2018,Second Lower
1361,7678,Diploma,Engineering Tech,University of Kelaniya,1986,Second Upper
1362,7685,Higher Diploma,Hospitality Global,University of Sri Jayewardenepura,2001,
1363,7685,Higher Diploma,Computer Science Premier,University of Jaffna,1988,
1364,7691,BSc,Business Premier,Sabaragamuwa University of Sri Lanka,2020,First Class
1365,7694,Higher Diploma,Engineering Global,Sabaragamuwa University of Sri Lanka,1997,First Class
1366,7694,MSc,Accounting National,University of Sri Jayewardenepura,2005,First Class
1367,7703,BSc,Hospitality Advanced,Eastern University,2018,Second Lower
1368,7710,BSc,Accounting Elite,University of Colombo,2017,Merit
1369,7714,MSc,Computer Science International,University of Sri Jayewardenepura,1980,First Class
1370,7720,MSc,Engineering Global,Open University of Sri Lanka,2012,
1371,7722,Higher Diploma,Nursing Global,University of Sri Jayewardenepura,2014,
1372,7725,MSc,Hospitality Advanced,University of Peradeniya,2022,Pass
1373,7735,Diploma,Business Premier,University of Ruhuna,2006,Second Upper
1374,7736,MSc,Engineering Tech,University of Jaffna,2018,Second Upper
1375,7743,BA,Business Tech,University of Kelaniya,1993,
1376,7748,MSc,Computer Science Premier,Open University of Sri Lanka,1982,Pass
1377,7748,BA,Computer Science Tech,University of Peradeniya,1980,Second Upper
1378,7751,MSc,Nursing Advanced,University of Moratuwa,2017,First Class
1379,7751,Higher Diploma,Hospitality Premier,Open University of Sri Lanka,2016,First Class
1380,7751,MSc,Accounting Tech,University of Peradeniya,2021,Second Lower
1381,7764,BA,Computer Science National,University of Peradeniya,1990,First Class
1382,7788,Higher Diploma,Business National,University of Peradeniya,2009,Pass
1383,7788,MSc,Hospitality Tech,University of Colombo,1987,Second Lower
1384,7792,Higher Diploma,Hospitality National,University of Ruhuna,2003,Pass
1385,7803,BSc,Accounting Global,University of Kelaniya,2025,Pass
1386,7810,BA,Nursing Advanced,Eastern University,1992,Second Upper
1387,7836,MSc,Computer Science Tech,University of Sri Jayewardenepura,1989,Pass
1388,7847,MSc,Accounting Tech,University of Moratuwa,1980,
1389,7848,BA,Hospitality Premier,University of Ruhuna,1999,Second Lower
1390,7865,BA,Nursing Global,University of Jaffna,1992,First Class
1391,7877,BA,Nursing Premier,Open University of Sri Lanka,1997,Merit
1392,7880,Higher Diploma,Business Tech,University of Peradeniya,1989,Second Lower
1393,7886,Diploma,Computer Science Premier,University of Peradeniya,2006,Second Upper
1394,7897,BSc,Nursing Global,University of Jaffna,2016,
1395,7897,Diploma,Hospitality International,University of Kelaniya,1983,Second Upper
1396,7908,BSc,Computer Science Global,University of Colombo,2014,Second Upper
1397,7915,BSc,Computer Science Advanced,University of Moratuwa,2003,First Class
1398,7919,Higher Diploma,Nursing Premier,University of Ruhuna,2014,First Class
1399,7919,BSc,Hospitality Premier,University of Sri Jayewardenepura,2021,First Class
1400,7926,BSc,Nursing International,University of Kelaniya,2025,
1401,7939,MSc,Hospitality Premier,Open University of Sri Lanka,1983,Second Lower
1402,7943,Higher Diploma,Nursing Premier,Eastern University,2005,
1403,7949,Diploma,Business Elite,University of Colombo,1999,Pass
1404,7951,MSc,Engineering International,University of Colombo,2009,Second Upper
1405,7953,Diploma,Engineering International,University of Peradeniya,1989,First Class
1406,7955,Diploma,Computer Science Premier,University of Jaffna,1984,Merit
1407,7960,BA,Nursing Premier,Eastern University,2011,
1408,7960,Diploma,Engineering International,University of Jaffna,1995,Pass
1409,7961,BA,Engineering Advanced,University of Colombo,1980,Pass
1410,7961,MSc,Accounting Tech,University of Colombo,2019,Merit
1411,7961,Higher Diploma,Business Tech,University of Ruhuna,1990,
1412,7963,BSc,Accounting Premier,University of Moratuwa,2016,First Class
1413,7983,Diploma,Engineering Premier,University of Peradeniya,1989,Merit
1414,7986,MSc,Accounting Premier,University of Ruhuna,1990,Pass
1415,7998,BSc,Accounting Advanced,University of Sri Jayewardenepura,2005,Merit
1416,8003,Higher Diploma,Nursing Global,University of Peradeniya,1985,Pass
1417,8003,BSc,Accounting Premier,University of Sri Jayewardenepura,1993,First Class
1418,8035,BA,Accounting Advanced,University of Sri Jayewardenepura,2003,
1419,8035,BA,Hospitality International,University of Jaffna,2001,
1420,8041,Diploma,Accounting Advanced,University of Ruhuna,2000,First Class
1421,8051,Higher Diploma,Computer Science Elite,University of Moratuwa,2023,Second Upper
1422,8056,MSc,Computer Science International,University of Jaffna,1985,Merit
1423,8070,BSc,Hospitality Global,University of Peradeniya,1986,Pass
1424,8076,Diploma,Engineering Elite,University of Ruhuna,1988,Merit
1425,8076,BA,Nursing Advanced,Eastern University,1997,
1426,8076,Higher Diploma,Hospitality International,University of Jaffna,2002,Pass
1427,8077,Diploma,Engineering International,University of Jaffna,2024,
1428,8083,BA,Hospitality Premier,University of Ruhuna,2009,Second Lower
1429,8083,BA,Business International,Eastern University,1983,Second Upper
1430,8087,BA,Hospitality Elite,Open University of Sri Lanka,1988,
1431,8091,Higher Diploma,Hospitality Tech,Eastern University,2000,Second Lower
1432,8109,Diploma,Hospitality Advanced,University of Peradeniya,1994,Second Upper
1433,8115,Higher Diploma,Hospitality Tech,Open University of Sri Lanka,2000,Pass
1434,8118,Diploma,Computer Science International,University of Jaffna,2024,Pass
1435,8119,BSc,Engineering Advanced,Open University of Sri Lanka,1981,Pass
1436,8123,BSc,Engineering Tech,Sabaragamuwa University of Sri Lanka,2013,Pass
1437,8129,BA,Engineering Advanced,Open University of Sri Lanka,2020,Second Lower
1438,8129,BA,Engineering National,University of Ruhuna,1993,Merit
1439,8134,Higher Diploma,Engineering Elite,University of Jaffna,1998,Second Upper
1440,8142,BA,Business Elite,Sabaragamuwa University of Sri Lanka,2002,Merit
1441,8143,MSc,Nursing Global,University of Moratuwa,2024,Merit
1442,8161,BSc,Nursing Tech,Open University of Sri Lanka,2022,Second Upper
1443,8161,Diploma,Business International,Sabaragamuwa University of Sri Lanka,2007,Pass
1444,8162,Higher Diploma,Engineering Tech,University of Ruhuna,1983,
1445,8169,BA,Computer Science National,Sabaragamuwa University of Sri Lanka,2012,First Class
1446,8169,Diploma,Business Elite,University of Ruhuna,1986,
1447,8170,Diploma,Computer Science Premier,University of Sri Jayewardenepura,2005,Merit
1448,8171,BA,Hospitality Premier,University of Ruhuna,2004,Merit
1449,8180,Diploma,Engineering Premier,Open University of Sri Lanka,1988,Pass
1450,8183,BSc,Nursing Advanced,Sabaragamuwa University of Sri Lanka,1998,Second Upper
1451,8184,BSc,Hospitality National,University of Kelaniya,1982,Second Lower
1452,8198,Diploma,Engineering Elite,Sabaragamuwa University of Sri Lanka,2020,
1453,8199,Diploma,Computer Science Elite,University of Colombo,2009,Merit
1454,8200,BSc,Business Advanced,University of Kelaniya,1998,Pass
1455,8201,BA,Computer Science Advanced,University of Moratuwa,2009,Pass
1456,8217,MSc,Business National,University of Ruhuna,1988,Second Upper
1457,8218,BSc,Business Elite,University of Moratuwa,1995,Second Upper
1458,8219,BSc,Hospitality Premier,University of Kelaniya,1993,
1459,8221,BSc,Business International,University of Peradeniya,1993,Merit
1460,8221,BA,Engineering Premier,University of Jaffna,2023,Second Lower
1461,8232,BA,Hospitality Global,Open University of Sri Lanka,1997,
1462,8236,BSc,Accounting National,University of Moratuwa,2006,Second Upper
1463,8237,BA,Business Premier,University of Moratuwa,1981,Second Lower
1464,8240,BA,Accounting Advanced,University of Kelaniya,2024,Second Lower
1465,8242,MSc,Business Advanced,University of Colombo,2003,
1466,8242,MSc,Nursing Elite,University of Moratuwa,2008,Second Upper
1467,8242,Higher Diploma,Nursing Global,Sabaragamuwa University of Sri Lanka,2011,Second Lower
1468,8245,MSc,Hospitality Premier,University of Sri Jayewardenepura,2001,
1469,8245,BA,Computer Science National,University of Kelaniya,2016,Merit
1470,8253,Diploma,Computer Science Elite,Eastern University,2001,First Class
1471,8254,Higher Diploma,Nursing Elite,University of Moratuwa,2023,Second Lower
1472,8261,BA,Computer Science Premier,University of Jaffna,1981,Second Lower
1473,8279,Higher Diploma,Business Tech,Open University of Sri Lanka,2013,First Class
1474,8284,Diploma,Nursing Advanced,Open University of Sri Lanka,2018,Pass
1475,8295,Higher Diploma,Business Global,University of Jaffna,2007,Second Upper
1476,8296,BSc,Nursing National,University of Colombo,2000,First Class
1477,8298,BSc,Computer Science National,University of Colombo,1988,First Class
1478,8299,BA,Business Global,Eastern University,2019,First Class
1479,8301,BA,Accounting Premier,University of Jaffna,2000,First Class
1480,8316,Diploma,Computer Science Advanced,University of Peradeniya,2003,Pass
1481,8317,BA,Business Elite,Eastern University,2024,Second Lower
1482,8325,BSc,Nursing Advanced,University of Jaffna,1996,Pass
1483,8335,Higher Diploma,Engineering Advanced,University of Ruhuna,1986,Pass
1484,8337,BSc,Nursing National,University of Ruhuna,2003,Pass
1485,8344,BA,Computer Science Premier,University of Kelaniya,1996,Merit
1486,8349,BA,Nursing Elite,University of Jaffna,1989,Second Lower
1487,8349,BA,Engineering National,Eastern University,2003,Second Lower
1488,8357,Higher Diploma,Hospitality International,University of Sri Jayewardenepura,1985,
1489,8359,MSc,Hospitality International,University of Colombo,2011,Merit
1490,8362,BSc,Accounting Tech,University of Moratuwa,1994,
1491,8379,BA,Business Global,Sabaragamuwa University of Sri Lanka,2013,
1492,8383,BA,Accounting International,Sabaragamuwa University of Sri Lanka,1981,
1493,8386,Higher Diploma,Computer Science International,University of Ruhuna,2014,First Class
1494,8386,BSc,Hospitality Global,University of Peradeniya,2014,Pass
1495,8391,Diploma,Business National,University of Ruhuna,2000,
1496,8393,MSc,Business International,Sabaragamuwa University of Sri Lanka,2014,First Class
1497,8397,MSc,Accounting National,University of Ruhuna,1995,First Class
1498,8399,Higher Diploma,Computer Science Elite,University of Colombo,2015,Pass
1499,8413,Diploma,Computer Science Tech,University of Peradeniya,2003,Pass
1500,8413,Diploma,Hospitality Tech,Eastern University,2025,Second Lower
1501,8432,Diploma,Engineering National,University of Kelaniya,1993,Second Upper
1502,8432,BSc,Business Premier,Eastern University,2015,
1503,8432,MSc,Nursing National,University of Colombo,2003,First Class
1504,8435,Higher Diploma,Computer Science International,University of Jaffna,2009,
1505,8440,Higher Diploma,Engineering Tech,Sabaragamuwa University of Sri Lanka,2006,Pass
1506,8444,BA,Nursing Advanced,University of Jaffna,2021,Pass
1507,8445,Higher Diploma,Nursing Tech,University of Kelaniya,2008,Second Lower
1508,8453,Higher Diploma,Hospitality International,University of Peradeniya,1984,Pass
1509,8456,Diploma,Hospitality International,Open University of Sri Lanka,2002,
1510,8460,Diploma,Business Elite,University of Kelaniya,2012,Second Upper
1511,8479,BA,Nursing International,University of Jaffna,1986,First Class
1512,8482,Higher Diploma,Nursing Global,Eastern University,2004,
1513,8488,BSc,Engineering International,University of Colombo,1998,First Class
1514,8491,Diploma,Nursing Global,University of Peradeniya,1992,Second Upper
1515,8496,BSc,Engineering International,Eastern University,2003,
1516,8497,MSc,Engineering National,University of Sri Jayewardenepura,2022,
1517,8499,Diploma,Computer Science Advanced,University of Sri Jayewardenepura,2006,Second Lower
1518,8499,Diploma,Hospitality International,University of Moratuwa,2016,Second Upper
1519,8499,MSc,Engineering International,University of Colombo,1992,Second Upper
1520,8513,Diploma,Business Advanced,University of Moratuwa,1983,Pass
1521,8519,Higher Diploma,Engineering International,University of Moratuwa,2024,Pass
1522,8520,MSc,Nursing Advanced,Open University of Sri Lanka,2005,Merit
1523,8550,Higher Diploma,Hospitality National,University of Colombo,1991,Pass
1524,8555,BSc,Engineering National,University of Kelaniya,2013,Second Upper
1525,8564,BSc,Engineering Global,University of Peradeniya,2020,Second Lower
1526,8566,Diploma,Nursing International,Open University of Sri Lanka,2012,Second Upper
1527,8569,MSc,Business Tech,University of Peradeniya,2007,
1528,8570,MSc,Hospitality Advanced,University of Ruhuna,1996,Second Upper
1529,8572,BA,Engineering Premier,Sabaragamuwa University of Sri Lanka,1985,Pass
1530,8573,BSc,Computer Science Advanced,University of Jaffna,1999,Pass
1531,8580,MSc,Computer Science National,University of Ruhuna,2021,Second Lower
1532,8590,MSc,Hospitality International,University of Moratuwa,2007,Pass
1533,8592,BA,Computer Science Advanced,University of Moratuwa,2001,First Class
1534,8595,Diploma,Accounting Advanced,Sabaragamuwa University of Sri Lanka,2022,First Class
1535,8598,BA,Nursing Advanced,University of Peradeniya,1994,Second Lower
1536,8611,Diploma,Hospitality International,Sabaragamuwa University of Sri Lanka,2012,First Class
1537,8620,Diploma,Nursing Elite,Sabaragamuwa University of Sri Lanka,2021,Pass
1538,8622,Higher Diploma,Computer Science National,Sabaragamuwa University of Sri Lanka,1998,Merit
1539,8655,Higher Diploma,Accounting National,University of Sri Jayewardenepura,1982,
1540,8655,MSc,Engineering National,Open University of Sri Lanka,1989,First Class
1541,8656,BA,Nursing Elite,University of Colombo,2020,Pass
1542,8669,BA,Accounting Elite,University of Sri Jayewardenepura,2016,Pass
1543,8669,Diploma,Hospitality International,University of Kelaniya,2017,First Class
1544,8675,Diploma,Nursing Tech,University of Colombo,2010,Second Upper
1545,8681,Higher Diploma,Computer Science Global,University of Colombo,2022,Pass
1546,8686,Diploma,Business Advanced,University of Moratuwa,1987,Pass
1547,8697,BA,Hospitality Global,University of Sri Jayewardenepura,2000,Merit
1548,8703,Higher Diploma,Business Advanced,University of Ruhuna,1984,Pass
1549,8725,Diploma,Business Advanced,University of Sri Jayewardenepura,2004,Second Lower
1550,8734,Diploma,Hospitality Advanced,Sabaragamuwa University of Sri Lanka,1997,
1551,8734,BSc,Computer Science Elite,University of Jaffna,1990,Second Lower
1552,8744,BSc,Accounting Global,University of Ruhuna,1991,Merit
1553,8746,BSc,Accounting Tech,Sabaragamuwa University of Sri Lanka,2002,Merit
1554,8746,Higher Diploma,Hospitality Advanced,Open University of Sri Lanka,1993,Merit
1555,8776,Diploma,Computer Science Tech,University of Sri Jayewardenepura,2012,Second Upper
1556,8785,MSc,Accounting Tech,University of Colombo,2007,Second Upper
1557,8787,BSc,Accounting Global,University of Colombo,1986,Merit
1558,8807,BSc,Nursing Tech,Eastern University,2003,First Class
1559,8818,BA,Computer Science National,University of Moratuwa,1980,Second Lower
1560,8818,Higher Diploma,Business Global,Open University of Sri Lanka,1991,Second Lower
1561,8822,MSc,Nursing International,University of Moratuwa,1992,Second Lower
1562,8826,MSc,Business International,University of Moratuwa,1988,Pass
1563,8830,MSc,Accounting Advanced,University of Jaffna,1994,Merit
1564,8830,Higher Diploma,Computer Science National,University of Ruhuna,1999,Pass
1565,8835,Higher Diploma,Nursing Elite,University of Kelaniya,2004,
1566,8836,Higher Diploma,Accounting National,Sabaragamuwa University of Sri Lanka,1980,First Class
1567,8842,MSc,Business Advanced,Open University of Sri Lanka,1987,Second Lower
1568,8851,BSc,Hospitality International,Open University of Sri Lanka,2013,Second Upper
1569,8853,BSc,Business Premier,University of Colombo,2003,Second Lower
1570,8853,BSc,Business National,University of Jaffna,2013,Merit
1571,8853,BSc,Business Tech,University of Kelaniya,2003,Second Upper
1572,8854,MSc,Accounting Elite,University of Kelaniya,2017,Merit
1573,8855,Higher Diploma,Hospitality International,Sabaragamuwa University of Sri Lanka,2015,Second Upper
1574,8857,BA,Accounting Advanced,Sabaragamuwa University of Sri Lanka,1986,Merit
1575,8859,BSc,Accounting Premier,University of Ruhuna,2007,First Class
1576,8860,MSc,Accounting Advanced,University of Sri Jayewardenepura,2021,Second Upper
1577,8869,MSc,Business Premier,University of Sri Jayewardenepura,2016,Second Upper
1578,8880,Higher Diploma,Hospitality National,Sabaragamuwa University of Sri Lanka,2022,Second Upper
1579,8889,Higher Diploma,Business International,University of Moratuwa,2006,Pass
1580,8891,Diploma,Accounting Advanced,Open University of Sri Lanka,2017,Second Upper
1581,8902,MSc,Engineering Premier,Open University of Sri Lanka,1998,Merit
1582,8909,MSc,Hospitality Tech,University of Kelaniya,2023,Second Lower
1583,8911,BSc,Computer Science International,Sabaragamuwa University of Sri Lanka,2025,Pass
1584,8911,Higher Diploma,Hospitality International,University of Colombo,2020,
1585,8921,Diploma,Nursing Elite,Sabaragamuwa University of Sri Lanka,2023,Merit
1586,8921,BA,Nursing International,Open University of Sri Lanka,2001,Merit
1587,8927,Higher Diploma,Computer Science Elite,Eastern University,2021,
1588,8938,Diploma,Nursing Global,University of Sri Jayewardenepura,2002,Second Upper
1589,8951,BSc,Engineering International,University of Moratuwa,1982,First Class
1590,8980,MSc,Nursing Tech,University of Moratuwa,2014,
1591,8982,MSc,Accounting National,Eastern University,2023,Merit
1592,9009,BSc,Hospitality Elite,University of Moratuwa,2018,Pass
1593,9016,Higher Diploma,Business Global,University of Colombo,2007,Pass
1594,9016,Higher Diploma,Engineering International,Sabaragamuwa University of Sri Lanka,2009,Second Lower
1595,9016,BSc,Nursing Advanced,University of Peradeniya,2009,
1596,9027,BSc,Computer Science Advanced,University of Kelaniya,1993,Merit
1597,9030,MSc,Accounting Global,Sabaragamuwa University of Sri Lanka,1987,Second Upper
1598,9034,Higher Diploma,Accounting Global,Sabaragamuwa University of Sri Lanka,2018,First Class
1599,9042,BA,Hospitality Tech,University of Jaffna,2019,
